index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
3	0.7500	2	0.5000	660	472	a	w	t	∅	³¹	∅	∅	A	W	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅	473	a	w	t	∅	³¹	∅	∅	A	W	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅	474	a	w	t	∅	³¹	∅	∅	A	W	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																			475	e	w	t	∅	³³	∅	∅	E	W	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅	476	a	w	t	∅	³¹	∅	∅	A	W	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	660	472	³¹	a	w	t	∅	∅	∅	_	A	W	T	∅	∅	∅	0	7	6	1	∅	∅	∅	473	³¹	a	w	t	∅	∅	∅	_	A	W	T	∅	∅	∅	0	7	6	1	∅	∅	∅	474	³¹	a	w	t	∅	∅	∅	_	A	W	T	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																			475	³³	e	w	t	∅	∅	∅	_	E	W	T	∅	∅	∅	0	7	6	1	∅	∅	∅	476	³¹	a	w	t	∅	∅	∅	_	A	W	T	∅	∅	∅	0	7	6	1	∅	∅	∅																						
1	0.3333	3	1.0000	663																																																																																																															477	j	∅	∅	∅	i	³¹	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																																													478	j	∅	∅	∅	i	³¹	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	663																																																																																																															477	i	j	∅	∅	³¹	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													478	i	j	∅	∅	³¹	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	663																																																																																																															477	³¹	i	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													478	³¹	i	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.3333	3	1.0000	664																																																																																																															479	m	∅	∅	∅	u	³³	∅	M	∅	∅	∅	Y	_	∅	4	∅	∅	∅	7	0	∅																																													480	m	∅	∅	∅	u	³³	∅	M	∅	∅	∅	Y	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	664																																																																																																															479	u	m	∅	∅	³³	∅	∅	Y	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																													480	u	m	∅	∅	³³	∅	∅	Y	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	664																																																																																																															479	³³	u	m	∅	∅	∅	∅	_	Y	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																													480	³³	u	m	∅	∅	∅	∅	_	Y	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.2500	4	1.0000	691	481	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	482	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	483	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	484	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	485	χ	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	486	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	487	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	488	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0	489	x	∅	∅	∅	w	a	⁴⁴	G	∅	∅	∅	W	A	_	3	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	691	481	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	482	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	483	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	484	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	485	w	χ	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	486	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	487	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	488	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅	489	w	x	∅	∅	a	⁴⁴	∅	W	G	∅	∅	A	_	∅	6	3	∅	∅	7	0	∅
3	0.7500	2	0.5000	691	481	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	482	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	483	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	484	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	485	a	w	χ	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	486	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	487	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	488	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅	489	a	w	x	∅	⁴⁴	∅	∅	A	W	G	∅	_	∅	∅	7	6	3	∅	0	∅	∅
4	1.0000	1	0.2500	691	481	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	482	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	483	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	484	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	485	⁴⁴	a	w	χ	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	486	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	487	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	488	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅	489	⁴⁴	a	w	x	∅	∅	∅	_	A	W	G	∅	∅	∅	0	7	6	3	∅	∅	∅
1	0.3333	3	1.0000	702	490	t	∅	∅	∅	ɯ	²¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	491	t	∅	∅	∅	ɯ	²¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	492	t	∅	∅	∅	ɯ	²¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																																													493	t	∅	∅	∅	ɯ	²¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	494	t	∅	∅	∅	ou	²¹	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	495	t	∅	∅	∅	ɯ	²¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅	496	t	∅	∅	∅	ɯ	²¹	∅	T	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	702	490	ɯ	t	∅	∅	²¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	491	ɯ	t	∅	∅	²¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	492	ɯ	t	∅	∅	²¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													493	ɯ	t	∅	∅	²¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	494	ou	t	∅	∅	²¹	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	495	ɯ	t	∅	∅	²¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	496	ɯ	t	∅	∅	²¹	∅	∅	I	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	702	490	²¹	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	491	²¹	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	492	²¹	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													493	²¹	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	494	²¹	ou	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	495	²¹	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	496	²¹	ɯ	t	∅	∅	∅	∅	_	I	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	703																																																																			497	ts	∅	∅	∅	e	⁴⁴	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅	498	ts	∅	∅	∅	ɛ	⁴⁴	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	703																																																																			497	e	ts	∅	∅	⁴⁴	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	498	ɛ	ts	∅	∅	⁴⁴	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	703																																																																			497	⁴⁴	e	ts	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	498	⁴⁴	ɛ	ts	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	720	499	s	∅	∅	∅	-	ɤ	³⁵	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	500	s	∅	∅	∅	w	ɔ	³⁵	S	∅	∅	∅	W	U	_	3	∅	∅	∅	6	7	0	501	s	∅	∅	∅	-	ɤ	⁵⁵	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	502	s	∅	∅	∅	-	ɿ	⁴⁴	S	∅	∅	∅	_	I	_	3	∅	∅	∅	0	7	0																							503	s	∅	∅	∅	-	ɿ	³⁵	S	∅	∅	∅	_	I	_	3	∅	∅	∅	0	7	0	504	s	∅	∅	∅	-	ɤ	³⁵	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	505	ʃ	∅	∅	∅	-	ɤ	³⁵	S	∅	∅	∅	_	E	_	3	∅	∅	∅	0	7	0	506	s	∅	∅	∅	-	ɿ	³⁵	S	∅	∅	∅	_	I	_	3	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	720	499	-	s	∅	∅	ɤ	³⁵	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	500	w	s	∅	∅	ɔ	³⁵	∅	W	S	∅	∅	U	_	∅	6	3	∅	∅	7	0	∅	501	-	s	∅	∅	ɤ	⁵⁵	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	502	-	s	∅	∅	ɿ	⁴⁴	∅	_	S	∅	∅	I	_	∅	0	3	∅	∅	7	0	∅																							503	-	s	∅	∅	ɿ	³⁵	∅	_	S	∅	∅	I	_	∅	0	3	∅	∅	7	0	∅	504	-	s	∅	∅	ɤ	³⁵	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	505	-	ʃ	∅	∅	ɤ	³⁵	∅	_	S	∅	∅	E	_	∅	0	3	∅	∅	7	0	∅	506	-	s	∅	∅	ɿ	³⁵	∅	_	S	∅	∅	I	_	∅	0	3	∅	∅	7	0	∅
3	0.7500	2	0.5000	720	499	ɤ	-	s	∅	³⁵	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	500	ɔ	w	s	∅	³⁵	∅	∅	U	W	S	∅	_	∅	∅	7	6	3	∅	0	∅	∅	501	ɤ	-	s	∅	⁵⁵	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	502	ɿ	-	s	∅	⁴⁴	∅	∅	I	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅																							503	ɿ	-	s	∅	³⁵	∅	∅	I	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	504	ɤ	-	s	∅	³⁵	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	505	ɤ	-	ʃ	∅	³⁵	∅	∅	E	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅	506	ɿ	-	s	∅	³⁵	∅	∅	I	_	S	∅	_	∅	∅	7	0	3	∅	0	∅	∅
4	1.0000	1	0.2500	720	499	³⁵	ɤ	-	s	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	500	³⁵	ɔ	w	s	∅	∅	∅	_	U	W	S	∅	∅	∅	0	7	6	3	∅	∅	∅	501	⁵⁵	ɤ	-	s	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	502	⁴⁴	ɿ	-	s	∅	∅	∅	_	I	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅																							503	³⁵	ɿ	-	s	∅	∅	∅	_	I	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	504	³⁵	ɤ	-	s	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	505	³⁵	ɤ	-	ʃ	∅	∅	∅	_	E	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅	506	³⁵	ɿ	-	s	∅	∅	∅	_	I	_	S	∅	∅	∅	0	7	0	3	∅	∅	∅
1	0.2500	4	1.0000	721	507	tsʰ	∅	∅	∅	w	ɛ	⁴⁴	C	∅	∅	∅	W	E	_	2	∅	∅	∅	6	7	0	508	tɕʰ	∅	∅	∅	w	ɛ	⁴⁴	C	∅	∅	∅	W	E	_	2	∅	∅	∅	6	7	0	509	tsʰ	∅	∅	∅	w	ɛ	⁴⁴	C	∅	∅	∅	W	E	_	2	∅	∅	∅	6	7	0	510	tɕʰ	∅	∅	∅	w	ɛ	³³	C	∅	∅	∅	W	E	_	2	∅	∅	∅	6	7	0																							511	tʃʰ	∅	∅	∅	w	ɛ	⁴⁴	T	∅	∅	∅	W	E	_	1	∅	∅	∅	6	7	0	512	tɕʰ	∅	∅	∅	w	ɛ	⁴⁴	C	∅	∅	∅	W	E	_	2	∅	∅	∅	6	7	0	513	tsʰ	∅	∅	∅	w	ɛ	⁴⁴	C	∅	∅	∅	W	E	_	2	∅	∅	∅	6	7	0	514	tsʰ	∅	∅	∅	w	ɛ	⁴⁴	C	∅	∅	∅	W	E	_	2	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	721	507	w	tsʰ	∅	∅	ɛ	⁴⁴	∅	W	C	∅	∅	E	_	∅	6	2	∅	∅	7	0	∅	508	w	tɕʰ	∅	∅	ɛ	⁴⁴	∅	W	C	∅	∅	E	_	∅	6	2	∅	∅	7	0	∅	509	w	tsʰ	∅	∅	ɛ	⁴⁴	∅	W	C	∅	∅	E	_	∅	6	2	∅	∅	7	0	∅	510	w	tɕʰ	∅	∅	ɛ	³³	∅	W	C	∅	∅	E	_	∅	6	2	∅	∅	7	0	∅																							511	w	tʃʰ	∅	∅	ɛ	⁴⁴	∅	W	T	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	512	w	tɕʰ	∅	∅	ɛ	⁴⁴	∅	W	C	∅	∅	E	_	∅	6	2	∅	∅	7	0	∅	513	w	tsʰ	∅	∅	ɛ	⁴⁴	∅	W	C	∅	∅	E	_	∅	6	2	∅	∅	7	0	∅	514	w	tsʰ	∅	∅	ɛ	⁴⁴	∅	W	C	∅	∅	E	_	∅	6	2	∅	∅	7	0	∅
3	0.7500	2	0.5000	721	507	ɛ	w	tsʰ	∅	⁴⁴	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅	508	ɛ	w	tɕʰ	∅	⁴⁴	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅	509	ɛ	w	tsʰ	∅	⁴⁴	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅	510	ɛ	w	tɕʰ	∅	³³	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅																							511	ɛ	w	tʃʰ	∅	⁴⁴	∅	∅	E	W	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅	512	ɛ	w	tɕʰ	∅	⁴⁴	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅	513	ɛ	w	tsʰ	∅	⁴⁴	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅	514	ɛ	w	tsʰ	∅	⁴⁴	∅	∅	E	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅
4	1.0000	1	0.2500	721	507	⁴⁴	ɛ	w	tsʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅	508	⁴⁴	ɛ	w	tɕʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅	509	⁴⁴	ɛ	w	tsʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅	510	³³	ɛ	w	tɕʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅																							511	⁴⁴	ɛ	w	tʃʰ	∅	∅	∅	_	E	W	T	∅	∅	∅	0	7	6	1	∅	∅	∅	512	⁴⁴	ɛ	w	tɕʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅	513	⁴⁴	ɛ	w	tsʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅	514	⁴⁴	ɛ	w	tsʰ	∅	∅	∅	_	E	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅
1	0.3333	3	1.0000	739	515	k	∅	∅	∅	u	²¹	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							516	k	∅	∅	∅	u	²¹	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅	517	k	∅	∅	∅	u	²¹	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							518	k	∅	∅	∅	u	²¹	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																																													519	k	∅	∅	∅	u	²¹	∅	K	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	739	515	u	k	∅	∅	²¹	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							516	u	k	∅	∅	²¹	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	517	u	k	∅	∅	²¹	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							518	u	k	∅	∅	²¹	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													519	u	k	∅	∅	²¹	∅	∅	Y	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	739	515	²¹	u	k	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							516	²¹	u	k	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	517	²¹	u	k	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							518	²¹	u	k	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													519	²¹	u	k	∅	∅	∅	∅	_	Y	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	740																							520	p	∅	∅	∅	j	ɛ̃	²¹	P	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																																																																									521	p	∅	∅	∅	-	ɛ̃	²¹	P	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0																																												
2	0.5000	3	0.7500	740																							520	j	p	∅	∅	ɛ̃	²¹	∅	J	P	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																																																																																									521	-	p	∅	∅	ɛ̃	²¹	∅	_	P	∅	∅	E	_	∅	0	1	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	740																							520	ɛ̃	j	p	∅	²¹	∅	∅	E	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																																									521	ɛ̃	-	p	∅	²¹	∅	∅	E	_	P	∅	_	∅	∅	7	0	1	∅	0	∅	∅																																												
4	1.0000	1	0.2500	740																							520	²¹	ɛ̃	j	p	∅	∅	∅	_	E	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																																									521	²¹	ɛ̃	-	p	∅	∅	∅	_	E	_	P	∅	∅	∅	0	7	0	1	∅	∅	∅																																												
