COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
4-4				a w a						
51-4				a w e						
97-4				t a p a m a						
109-4				a p a a k						
121-4				k a p a w a						
149-4				t a k						
160-4				k i w i						
163-4				a p i n						
167-4				a p a						
207-4				m i						
259-4				t a w a						
66-4				k a r a k a w						
116-4				a p a a						
134-4				n a p a t						
135-4				t a a						
139-4				k i i m o n						
142-4				a p a t a m a						
145-4				k a a t a t						
148-4				t a a w a n						
162-4				i a n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				a a t a n						
24-4				w a k a a n						
45-4				a a a a a w a a						
50-4				i n a						
57-4				t a k a w a n						
71-4				a						
84-4				p i w a n						
91-4				m a k o n						
131-4				t o k o i m						
146-4				t a a a						
151-4				k i w						
154-4				a w e						
192-4				t o t						
205-4				i p a n						
227-4				m a p i t o						
235-4				a w a						
237-4				a a a w a						
246-4				i w i						
250-4				a a t a p a k o						
251-4				w a n a						
271-4				t i w						
284-4				a w a t						
285-4				i a a w i n						
44-4				w a a w a						
75-4				a p a w i						
79-4				t a n						
94-4				a a a w a						
104-4				k i p a n						
132-4										
153-4				a t a k						
157-4				t a t a m						
174-4				p a r a						
177-4				t a						
240-4				t i m a k						
270-4				k a w a t i						
52-5					t e t					
56-5					i m e					
96-5					a r a s i					
99-5					a r i k e					
114-5					t o k o s i					
115-5					w i r a s i					
133-5					a t i p a r a s i					
144-5					a w a r a s i					
150-5					k a w					
234-5					k o m					
236-5					p a k i					
241-5					a n a w i					
249-5					i s e					
1-5					w a t a					
2-5					i m					
65-5					i w					
74-5					p a n a					
93-5					t a p a r i s i					
95-5					k i k i					
106-5					t i n i s i					
119-5					i j i t i i					
128-5					k o k o s i					
147-5					t i m i s i					
239-5					m a a k a n					
266-5					i t i m					
3-5					w i r i k o					
4-5					w a r i					
51-5					a w i					
55-5					i m					
97-5					m a o m a					
109-5					a p i j i k i					
149-5					t o k					
160-5					k o r i k					
163-5					a p i					
167-5					a p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a					
112-5					t r a j i s i					
116-5					t o p a k					
134-5					t a p a t i					
135-5					t i m i j i					
139-5					m o k o s i					
142-5					a p a r a m a s i					
145-5					k a r a t i s i					
148-5					t a r a w a n a s i					
162-5					i i					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					k a w a t a					
45-5					i j a m a					
50-5					i a a					
71-5					a m i					
84-5					p i w a ʔ					
91-5					m a k o n					
146-5					a k i m a s i					
151-5					k i w					
154-5					w e					
192-5					t i k					
197-5					t o r i m					
205-5					i p a n					
235-5					s o w i					
237-5					m i m a j i					
250-5					t o p a k o n					
251-5					w a n a					
267-5					t o					
271-5					t i w					
284-5					a w i s i					
285-5					i r a w i					
39-5					j a a r i m a ʔ					
42-5					i t a r a m a ʔ					
44-5					w i a j a m					
75-5					i p i j a					
79-5					t a k i					
94-5					i k e r a s i					
104-5					k a p o r a					
122-5					p i k i n a s i					
153-5					a t a k					
157-5					t a t a m					
174-5					w o r a					
177-5					t o					
270-5					k a w a s i					
52-6						t a t i				
56-6						k i m i				
96-6						t a w i tʃ i				
99-6						a t i a i t i				
114-6						t i k i tʃ i				
115-6						t t a i tʃ i				
133-6						t t i k a r a i				
144-6						t a t m a tʃ i				
150-6						k a i				
234-6						a k i n				
236-6						t i k i i				
241-6						n a k a k i				
249-6						i tʃ i				
1-6						t a tʃ i				
2-6						a h i k m				
65-6						a m i i				
74-6						k i tʃ i				
93-6						t i k a tʃ i tʃ i				
95-6						a m i tʃ i tʃ i				
106-6						t i m i r i tʃ i				
119-6						i m i t i tʃ i				
128-6						t h i tʃ i				
147-6						t i m i tʃ i				
231-6						k i m a t i				
232-6						t i m i i a i				
239-6						n i m a k i a				
266-6						h a i t i i				
3-6						t a w i k i u n				
4-6						t a tʃ i i				
55-6						i i k a m				
97-6						t i k i i i i i				
109-6						i m a r i tʃ i				
160-6						t i k i				
207-6						m i				
112-6						t a i t i a t i tʃ i				
116-6						t i p i i p a				
125-6						k a k i m a tʃ i				
134-6						t i p i t i i				
135-6						k i m a r a tʃ i i				
139-6						t a k i m i m i tʃ i				
201-6						p i i tʃ i				
21-6						k i k i tʃ i				
24-6						t i k i p i k i e e e				
57-6						t i k a m i i				
131-6						t i k i a i i i tʃ i				
227-6						m a i i t i n				
267-6						t i k i				
132-6						i m i k i				
240-6						t i m i				
52-7							t i t i i			
56-7							t i m i			
96-7							t a r a t i n			
99-7							a r i k a m i i n			
114-7							t i k i ʃ i n			
115-7							i k i r i ʃ i n			
133-7							i t i p i k a n i n			
144-7							t a t i k a ʃ i n			
150-7							k i n n			
234-7							i k i m			
236-7							p i k i n n			
241-7							m a i k i n			
249-7							i t i			
1-7							w a k a			
2-7							i k a n i n n			
65-7							a k i i i			
74-7							p i n a			
93-7							t i p i r i ʃ i n			
95-7							a k a k i i			
106-7							t i n i k i ʃ i n			
119-7							i r a t i ʃ i n			
128-7							k i k i ʃ i n			
147-7							t i m i ʃ i n			
231-7							p i n a m i n			
232-7							p i p i u i a p i			
266-7							i i i r i j m n			
3-7							w i r i k i a i n			
4-7							w a r i d n			
51-7							a t e			
55-7							i i a a m n			
97-7							m a p i k i m a i			
109-7							a p a k a ʃ i n			
121-7							k a p a a k a r i n			
149-7							t o k u			
160-7							k i r i k			
163-7							a p a n i n			
167-7							t a p a			
207-7							m i			
259-7							t a a			
66-7							k a r a k a n			
125-7							k i n i m i m i n			
135-7							k i m i n i k i ʃ i			
142-7							a p a t a m a r i			
145-7							k a r a t a t i			
148-7							t a r a k a n a i			
162-7							i a n a b n			
166-7							a m i			
179-7							t a o			
201-7							p i e i			
21-7							k a k a t i n n			
24-7							p a k i n a k i n i n			
50-7							a a n a			
57-7							t o k a n i n n			
71-7							a m a			
84-7							p a k a n			
131-7							t i k i n i n i n i k i ʃ i			
146-7							i k i m a r i a n			
151-7							k a n			
197-7							t a i i m n n			
205-7							a p a n n			
227-7							n a p i a t i o n			
237-7							t a m a r i b i			
246-7							i k a			
250-7							m u r u p u r i p a k o			
251-7							w a n a			
267-7							t i r a			
271-7							t a r i m n			
284-7							a r a t i			
285-7							i r a i n			
122-7							t u r u k i r a r i			
132-7							i m i ʃ i n			
240-7							t i n i k			
52-8								a e b		
56-8								m e b		
96-8								a s a b		
99-8								a e m a b		
114-8								a s a b		
115-8								a s a b		
133-8								a a s a b		
144-8								a a s a b		
150-8								a k		
234-8								k a		
236-8								k a m		
241-8								a m a b		
249-8								a b		
1-8								a		
2-8								a a		
65-8								a a		
74-8								a k a		
93-8								a a s a b		
95-8								a		
119-8								a s a b		
231-8								a k a b		
232-8								a a b b		
239-8								a k a b		
3-8								a e a		
4-8								a a		
51-8								a m		
55-8								a a m		
109-8								a m a		
121-8								a a k a s a b		
149-8								e		
163-8								e n a m		
167-8								k a k		
259-8								k a k		
66-8								a k a m		
112-8								a a s a		
116-8								a k a s a b		
125-8								a a s a b		
145-8								a a a		
45-8								a m a j		
91-8								e e m a j		
235-8								k a		
246-8										
250-8								e e a a m a b		
271-8								e m m		
284-8								a a		
39-8								e a m a k		
42-8								a a m a k		
177-8								a		
52-9									p i t a	
56-9									w a k a	
96-9									w a r a t i	
99-9									a r a k a n	
114-9									t a k a t i	
115-9									a w a r a ʃ i	
133-9									a t a p a r a t i	
144-9									w a r a w a ʃ i	
150-9									k a w	
234-9									a k a	
236-9									p a k a n	
241-9									w a r a w i n	
249-9									i t a	
1-9									w a t a	
2-9									a a r a	
65-9									i w i i	
74-9									p a t a	
93-9									t a p a r i ʃ i	
95-9									a w i k i k i	
106-9									t a t a r a ʃ i	
119-9									i j i t i k i	
128-9									p a k i t i	
147-9									t i m i ʃ i	
231-9									p a t a w a n	
232-9									p a p i a i a	
239-9									w a r a k a n	
266-9									a i a t i	
3-9									w a r i k a	
4-9									w a r i m	
51-9									a w a	
55-9									i a i a m	
97-9									p a r a r a m a i	
109-9									i p i j i k i	
121-9									k a p a t a w a k i ʔ	
149-9									t a k	
160-9									k a r i k	
163-9									a p a a	
167-9									w a p a	
207-9									j i	
259-9									t a w a n	
66-9									k a r a k a w	
112-9									t a i r i a j i ʃ i	
116-9									t a p a k a k i	
125-9									k a i i m a k i ʔ	
134-9									p a p a t i n n	
135-9									k i m a a a i	
142-9									a p a r a m a ʃ i	
145-9									k a r a t a t i	
148-9									t a r a w r a ʃ a i	
162-9									i a j i n	
166-9									i t i	
179-9									t a t	
201-9									p w a	
21-9									k a r a t a t n	
24-9									p a t a a a k a a	
45-9									a r i a i a j a k a	
50-9									i a a	
57-9									t a t a w a ʔ i	
71-9									a m i	
91-9									p a k a r i k a n	
151-9									k i w	
154-9									a w a	
192-9									t a t	
197-9									t a a a i m	
205-9									i p a n	
227-9									a a a a t i a ʔ	
235-9									w a w i	
237-9									p a a m a j i k	
246-9									i w i n	
251-9									w a t a	
267-9									t a	
284-9									a w i t i	
285-9									i r a w i n	
39-9									j a r i r i k a	
42-9									p i t a r a k a	
44-9									w a a j a n	
75-9									i p i j a	
79-9									t a j i k a n	
94-9									a k a a a r a ʃ i	
104-9									k a a a r a m i	
122-9									p i j a k a n a ʃ i	
153-9									a t a k	
157-9									t a r a m	
174-9									p a r i	
177-9									t a t	
270-9									k a w a t i	
52-10										t i t e ʔ
56-10										t o m e ʔ
96-10										w a r a ʔ
99-10										a r i k o
114-10										t o k i tʃ i ʔ
115-10										w o r i tʃ i ʔ
133-10										t i p r a tʃ i ʔ
144-10										w a r a w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p e k i ʔ
241-10										a w i
249-10										i tʃ e ʔ
1-10										w a k a ʔ
2-10										w i m
65-10										i w i tʃ i
74-10										p a k a
93-10										t o p o r i tʃ i ʔ
95-10										w i k i tʃ
106-10										t o m i tʃ i ʔ
119-10										i j i t i tʃ i ʔ
128-10										t o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										t a k t ʔ
232-10										k i
239-10										w a m a k a ʔ
266-10										i i m ʔ
3-10										w i r i k a
4-10										w a r i
51-10										a w e ʔ
55-10										i a m
97-10										a k o m a tʃ
121-10										k k i a k ʔ
149-10										t o k ʔ
160-10										k i r i k
163-10										p e
167-10										p a ʔ
207-10										m i
259-10										t o w a ʔ
112-10										a j i tʃ i ʔ
116-10										t a p a k a tʃ i ʔ
125-10										a k i m tʃ i ʔ
134-10										t a p a t i a
139-10										m o k i tʃ i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a t i tʃ i ʔ
148-10										r a w r i i ʔ
162-10										i j i ʔ
166-10										i m i ʔ
179-10										t a k ʔ
201-10										p e
24-10										k a
45-10										i i j a m a ʔ
50-10										i a
71-10										o m i
84-10										p i w a
91-10										t o k o r i k o
146-10										i k i m a tʃ i ʔ
151-10										k i w ʔ
154-10										t w e ʔ
192-10										t i k
197-10										i m
205-10										i p a ʔ
235-10										tʃ a w i ʔ
237-10										a m a j i ʔ
250-10										m r a r i p a k o ʔ
251-10										w a k a ʔ
267-10										t a w
271-10										w a r i m i
284-10										w i i
285-10										i r a w i
39-10										j a m i r i m a ʔ
42-10										k i t r a m a ʔ
44-10										w a j a m
79-10										t a k i m a
94-10										k e r e tʃ i ʔ
104-10										k e k e r e tʃ i
122-10										tʃ a k a a tʃ i ʔ
132-10										m i tʃ i ʔ
153-10										i t a k
157-10										t a r i m ʔ
174-10										t r i ʔ
177-10										t a k ʔ
270-10										k a w a k i ʔ
