COGID	Albanian	English	French	German	Latin
1222-4				m ɔ̃ t gʷ gʷ	
353-4				m a ʃ a au n	
201-4				ʃ ai t t	
20-4				ʃ au u au t gʷ	
503-4				m ɔ̃ l gʷ	
957-4				m n d gʷ	
728-4				f au ŋ a gʷ	
244-4				m m m h	
289-4				m a t t gʷ	
911-4				m s t	
724-4				m r u gʷ	
145-4				t oː t gʷ	
992-4				h oː	
1181-4				m ɪi t	
706-4				m h au t	
106-4				f a ŋ d r u	
421-4				f l ɟ eː r u	
227-4				g uː t gʷ	
920-4				h ŋ a s	
1083-4				h au r u	
1066-4				m g t	
1125-4				m aː t gʷ	
1197-4				m a n d r u	
473-4				iː ŋ œ u	
284-4				m d r	
661-4				v a n	
701-4				ai u t t	
315-4				m au n au t	
1169-4				m au l s	
1150-4				ʃ a t ai ɪi	
982-4				z a t gʷ	
987-4				z a d m gʷ	
1055-4				s t a r u gʷ	
1130-4				m nː k gʷ	
433-4				m eː f d	
585-4				ŋ u	
625-4				ʃ a ŋ u e	
1186-4				m r d t gʷ	
814-4				m ɪi eː t oː t	
416-4				v a s ai	
1233-4				v i au t	
884-4				v i r m	
78-4				b l	
514-4				b gʷ ɪi u d	
116-4				a t	
188-4				v a r h au t	
745-4				f a gʷ a r	
1100-4				f iː oː t	
630-4				m h ʃ t t	
1155-4				h au au m	
24-4				v a s	
232-4				ʃ au z	
671-4				eː ai s ai u	
460-4				h au t v	
8-4				ʃ v v u oː ʃ t	
385-4				z eː	
945-4				z eː t	
1041-4				s t a n d	
492-4				d ɛ̃ n d t	
527-4				v a s d r	
14-4				j u l	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
560-5					w v i iː
438-5					a r m
1222-5					ə f lː
353-5					p oː i k au
201-5					g z œ au i
20-5					g au ʒ r eː
503-5					g a e a
957-5					eː iː
728-5					s aː g a
244-5					w ʒ oː eː
289-5					n uː b t i
911-5					a e k uː n i
724-5					g r m d eː
145-5					ə ə d i
992-5					g au
1181-5					k w i n a
706-5					u i t
106-5					g eː rː i
741-5					p i gʷ
421-5					f l o r i
227-5					k t a
920-5					k uː r ɑ
1083-5					k r r nː a
1066-5					g b i
1125-5					g e n i l
1197-5					h o x rː i
473-5					d uː w i l
284-5					g ʒ m
661-5					g w i
701-5					i b g i
315-5					w œ i f i
1169-5					h œ aː i
982-5					x nː w i
987-5					g pf g e
1055-5					ɑ x l g x a
1130-5					s u i eː
433-5					h r l m i
585-5					f uː n
625-5					œ ai d i
1186-5					g l gʷ i
814-5					w r ð z i
416-5					g l d eː
1233-5					w oː v f i
884-5					w i r i
916-5					d
1016-5					a nː z m a i a
952-5					a u a
78-5					a nː ɛ̃ i
1079-5					b oː d eː
116-5					a
188-5					t l r gʷ i
745-5					b ʒ b rː e
47-5					uː n m n a f
111-5					a a au au
1061-5					lː œ i d ø f
630-5					n r aː
1155-5					d au x m i
24-5					x nː u t i
232-5					ə k i
343-5					w i m i r eː
460-5					k u r iː
945-5					x x o ɑ i i
644-5					d au i
683-5					k eː m d aː
650-5					a w i l a
612-5					ʒ ə m o
1041-5					ʒ ə i i
871-5					g r l eː i d
492-5					ɥ ɔ v i
1209-5					w o l iː t a
667-5					l a m e
499-5					n i d
1029-5					w i d
272-5					s a n r a
