COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
44-4				w a n a a						
75-4				i p i m a						
79-4				t a n						
94-4				i k m e m i						
104-4				k i p i n						
132-4				a m o						
153-4				tʃ a k						
157-4				t a a a m						
174-4				p i m i						
177-4				t o						
240-4				t i m a k						
270-4				k a w a t i n						
52-5					e t e					
56-5					i m e					
96-5					a t a					
99-5					a r i k e					
114-5					t o k i					
115-5					i r i					
133-5					t i p a s a					
144-5					a t a a a i					
150-5					k a w					
234-5					k o m					
236-5					p i k i p					
241-5					a w i p					
249-5					i t e					
1-5					w a t a					
2-5					s s m					
65-5					i w i					
74-5					p a p a					
93-5					t a p a r i s					
95-5					w i k i					
106-5					t i p i k					
119-5					i e s i i ʔ					
128-5					k o k i					
147-5					t i m i t					
239-5					m a m a k a n					
266-5					i s i m					
3-5					a i p i k o					
4-5					w a t i					
51-5					i w e					
55-5					i t a m					
97-5					m a m a m					
109-5					i p s k i					
149-5					t o k					
160-5					k i r i k					
163-5					i p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a s a k a w					
112-5					t a s a s i s i					
116-5					t o p a k a					
134-5					p i p a t					
135-5					t i s i p k					
139-5					m o k o s i p					
142-5					p a t a m a					
145-5					k a t a t i					
148-5					t a a a w a a					
162-5					i k i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a k a					
45-5					i a i a i					
50-5					i p a					
71-5					m m i					
84-5					p i w a k					
91-5					m a k o n					
146-5					k i m a s					
151-5					k i w					
154-5					w e					
192-5					t i t					
197-5					t a r i m					
205-5					i p a n					
235-5					s o w i					
237-5					m i m a e i					
250-5					m o p e k o p					
251-5					w a n a					
267-5					t o a a					
271-5					s i w					
284-5					w i a i					
285-5					i r a w i n					
39-5					m a s a s i s a					
42-5					k i t a s a s a					
44-5					w a k a a m					
75-5					i p i k a					
79-5					t a k i					
94-5					k k e r t e i					
104-5					k a p i k					
122-5					p i k i p a s i					
153-5					s a k					
157-5					t a a a m					
174-5					p i r i					
177-5					t o					
270-5					k a w a t i					
52-6						i tʃ t i				
56-6						k t i				
96-6						a k a i i				
99-6						a i i a u t				
114-6						tʃ tʃ i				
115-6						t k i				
133-6						tʃ i k a k a				
144-6						a a a u a a a				
150-6						k a				
234-6						tʃ k k				
236-6						k i k a k				
241-6						a w i k				
249-6						i tʃ				
1-6						w a t a				
2-6						k tʃ i				
65-6						i k i				
74-6						k a k a				
93-6						tʃ a k a k i				
95-6						k i i i				
106-6						tʃ a k i t				
119-6						i a a i i i				
128-6						k tʃ i				
147-6						tʃ i m i i				
231-6						k a k a				
232-6						k i a i a				
239-6						k a k a tʃ a k				
266-6						i a i t i				
3-6						a a i i k				
4-6						a tʃ i				
55-6						i t a m				
97-6						k a k i tʃ				
109-6						a k i tʃ i				
160-6						tʃ i k i tʃ				
207-6						m i				
112-6						t a a i a a a				
116-6						t k a n a				
125-6						k a i i t a a				
134-6						k a k a t i				
135-6						k i m i t				
139-6						t a k a i i				
201-6						k a				
21-6						tʃ a k a				
24-6						tʃ a tʃ a tʃ a				
57-6						t k a w a k				
131-6						t i k a i i k i				
227-6						k a k i i t i				
267-6						t a				
132-6						m k a				
240-6						tʃ i m a				
52-7							n t a n			
56-7							m m e n			
96-7							a t a i			
99-7							a t i k a m			
114-7							t a n i			
115-7							n m o i			
133-7							t i t a t a i			
144-7							a t a a a a i			
150-7							n a w n			
234-7							k k m			
236-7							t i n k k n			
241-7							a a i k n			
249-7							i a e n			
1-7							w a n a n			
2-7							a t m			
65-7							i w i			
74-7							t a k a n			
93-7							t a t a t i i i			
95-7							a i i i			
106-7							t i k i t i			
119-7							i a a i i p			
128-7							m k n i i i			
147-7							t i m i t i			
231-7							t a k a a n			
232-7							t i t i a			
266-7							i a i m			
3-7							a t i m k			
4-7							w a t i n			
51-7							a a e			
55-7							i m a m n			
97-7							m a m i m o			
109-7							i t i n i			
121-7							n a t i m a m a			
149-7							t a n			
160-7							n i m i n n			
163-7							k t e k			
167-7							t a n			
207-7							m i n			
259-7							t a a a			
66-7							n a t a n a a			
125-7							m a i k m a i n			
135-7							m i m i k			
142-7							t p t r m m			
145-7							n a t a t i			
148-7							t a a a t i			
162-7							i n i k n			
166-7							i m i			
179-7							t a n			
201-7							t e n			
21-7							t a k a			
24-7							t a n t k a n			
50-7							i k a n			
57-7							t t n a a n			
71-7							m m i			
84-7							t i a a n n			
131-7							t n a i n a n			
146-7							m i m m a a i			
151-7							n i w			
197-7							t i m n m			
205-7							i t a k			
227-7							k a t n i t i			
237-7							k i m a k i			
246-7							i a i n			
250-7							m a t e t i t			
251-7							w a k a			
267-7							n a w a n			
271-7							r i a			
284-7							w i t i			
285-7							i r a w i k			
122-7							p i k i k a r i n			
132-7							m k a i			
240-7							t i k a n			
52-8								e t t		
56-8								k t e		
96-8								a t a e		
99-8								a t e t a k		
114-8								t e k		
115-8								a t		
133-8								t e b a a a		
144-8								a t a e a e		
150-8								k a e		
234-8								k e k		
236-8								b e k a k		
241-8								a e e k		
249-8								e a e		
1-8								a t a		
2-8								k t		
65-8								a		
74-8								b a k a		
93-8								t a b a t e		
95-8								e k		
119-8								e a a e e e		
231-8								b a k a e e		
232-8								b e b e		
239-8								k a k a k a k		
3-8								e a a k e		
4-8								a t e t		
51-8								e e e		
55-8								e m a k		
109-8								b a k e		
121-8								k a b e i a k e		
149-8								t e k		
163-8								a a e k		
167-8								b a		
259-8								t e e a		
66-8								k a i a k a		
112-8								t a a a a e a		
116-8								t e a a k a		
125-8								k a t e t a s		
145-8								k a t a t		
45-8								k a m a k k		
91-8								k a k e k		
235-8								a e e		
246-8								e e e		
250-8								t e b a t e k		
271-8								a e e		
284-8								e t e		
39-8								k a t e t e t a		
42-8								t e t a k m a k		
177-8								t e a		
52-9									i t	
56-9									m r	
96-9									a t a	
99-9									a r i r a m	
114-9									t a k i	
115-9									r r	
133-9									t i p a a a	
144-9									a t a w a	
150-9									k a w	
234-9									k a r	
236-9									p i k a n	
241-9									a w i n	
249-9									i ʃ	
1-9									w a t a	
2-9									r a r	
65-9									i w i	
74-9									p a n a	
93-9									t a p a r	
95-9									w i ʔ i	
106-9									t i n ʔ a	
119-9									i a r i i	
128-9									r a k i	
147-9									t i k i i	
231-9									p a n a w a	
232-9									p i p	
239-9									n a r a k a n	
266-9									i r i a	
3-9									r a r i r a	
4-9									w a t i	
51-9									a w	
55-9									m t a r	
97-9									r a r a r a	
109-9									i p w k i	
121-9									o a p a a a a i	
149-9									t a k	
160-9									k i r i k	
163-9									a p n	
167-9									p a	
207-9									m i	
259-9									t a w a	
66-9									k a r a k a w	
112-9									k r a a r i r	
116-9									t a p a k a	
125-9									o a m i r a ʔ	
134-9									n i p a t i	
135-9									t i k i	
142-9									p a t a a a	
145-9									k a t a t i	
148-9									t a w a t a	
162-9									i i i n	
166-9									i r i	
179-9									t a	
201-9									p w	
21-9									t a n a	
24-9									w a k a o a p	
45-9									r w i a a m	
50-9									i n a	
57-9									t a i r w a n	
71-9									a r i	
91-9									r a k a n	
151-9									k i w	
154-9									w i	
192-9									t a t	
197-9									t i t i n	
205-9									i p a n	
227-9									a a p w ʔ t	
235-9									ʃ a w i	
237-9									h a r a r i	
246-9									i w i i	
251-9									w a n a	
267-9									t a t a	
284-9									w i t i	
285-9									i r a w i n	
39-9									n a r i r i w a	
42-9									k i t a a a a	
44-9									w a n a a o	
75-9									i p r i	
79-9									t a n i	
94-9									k k o m i	
104-9									k i p n	
122-9									r i k i n a a i	
153-9									ʃ a a	
157-9									t a k a r	
174-9									p r r a	
177-9									t a n	
270-9									k a w a t i	
52-10										t t t
56-10										i m e
96-10										a k a ʔ
99-10										a p i k o ʔ
114-10										t o k i
115-10										i r i
133-10										t i p a a ʔ
144-10										a t a w a ʔ i
150-10										k a w ʔ
234-10										k o m
236-10										p a k i k
241-10										a w i k
249-10										i tʃ e
1-10										w a t a ʔ
2-10										k tʃ ʔ
65-10										i w i
74-10										p a k a
93-10										t o p a k i ʔ
95-10										w i k i
106-10										t i k i tʃ i
119-10										i k k t i a
128-10										p o k i
147-10										t i m i ʔ
231-10										p a k a w
232-10										p a i i
239-10										k a m a k a k
266-10										i t i m
3-10										k o i a k o
4-10										w a p i
51-10										a w e
55-10										i t a m ʔ
97-10										m a p o m a
121-10										k a p a a a k
149-10										t o k
160-10										k i r i k
163-10										i p e k
167-10										p a
207-10										m i ʔ
259-10										t o w a
112-10										t a i a i i k
116-10										t o p a k a tʃ i
125-10										k a t a m a e
134-10										k i p a t
139-10										m o k ʔ i i
142-10										p a a a a ʔ
145-10										k a k a t i
148-10										t a a a k i
162-10										i k i k ʔ
166-10										i m i
179-10										t a
201-10										p w
24-10										k a k i k a k
45-10										i a i a a
50-10										i k a ʔ
71-10										o m i ʔ
84-10										p i w a k
91-10										m o k o k
146-10										i k a m ʔ
151-10										k i w
154-10										w t
192-10										t i t
197-10										t a m
205-10										i p a k
235-10										tʃ o w i
237-10										k a m a k i
250-10										m o p o t i t
251-10										w a k a
267-10										t o w a
271-10										tʃ a w i
284-10										w a k i
285-10										i r a w i k
39-10										k a m a tʃ i m a
42-10										k i t a a a a
44-10										w a k a a ʔ
79-10										t a k i
94-10										i k e k ʔ ʔ i
104-10										k a p i k
122-10										h i k i k a tʃ i
132-10										a m ʔ
153-10										tʃ a k
157-10										t a a a m
174-10										p i i i
177-10										t o
270-10										k a w a t i
