COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
149-3			p ʔ u s ʔ i	
376-3			p ʔ eː l a	
815-3			g ɛ l a ʃ a	
453-3			b u ʃ a	
67-3			d aː ʃ a	
47-3			ɗ a b u ɔ r a	
869-3			g u l a	
57-3			g aː d a	
303-3			k ʔ iː s ʔ i a	
443-3			g aː r a	
884-3			g a n d a	
166-3			g u n d u	
918-3			a b a r a	
831-3			h i r ʃ a	
616-3			b eː e	
84-3			h ɔ s ɛ l a	
346-3			h ɔ h ɛ l a	
601-3			h u d i	
177-3			k ʔ a l a r	
341-3			k ʔ ɔ l a	
1066-3			m a n s ʔ i r a	
318-3			m m a ʃ i	
241-3			m a h a ʃ a	
556-3			m a n d i l i	
191-3			p ʔ a m b ʔ i l	
458-3			a s ʔ a s ʔ a	
1-3			m a n f i l	
751-3			m e	
864-3			a m a n a	
154-3			a b m a n s u	
278-3			a m a l a a	
766-3			θ aː r a	
251-3			a g a r a	
582-3			a ʔ u ʃ	
6-3			iː l a	
1106-3			m g e	
473-3			m aː r a	
1111-3			h aː r a	
957-3			m a r e	
468-4				m uː g e
222-4				aː b a b iː ɲ e
208-4				aː b a s k i d e
962-4				aː ʃ o r θ a
203-4				a ə ɗ i ʔ
138-4				l s ɛ l e
504-4				h o ʃ oː r o
662-4				ɓ u a oː y o
478-4				ɓ u ɗ e
409-4				iː l a
410-4				g oː n d u
256-4				ɓ i l a
622-4				n d ə
546-4				n d ə
547-4				z o r a ʔ
847-4				r oː n ɗ i ʔ e
95-4				b ə d e
105-4				b o h a ʃ o
510-4				g aː ʃ a
951-4				n b i ʃ ɛ l i
1116-4				n b ɪ n o
149-4				ɓ b ɪ s ʔ u
376-4				ɓ i l a
815-4				b o ŋ i y o
453-4				ɓ u ʃ e
67-4				g aː ʃ a
47-4				b aː g oː r o ʃ o
869-4				g uː l e
57-4				g aː ʃ a
303-4				dʒ ɪ f ʔ u a
443-4				g aː ʃ a
884-4				g oː n d u
166-4				g oː n d u
918-4				aː b a r e
831-4				h a g ʃ a
616-4				b eː a
84-4				h o ʃ ɛ l e
346-4				h o ʃ ɛ l a
601-4				s i ʔ i
177-4				k a r iː ʔ
341-4				k ʔ o l a
1066-4				m aː m w b iː ɲ a
318-4				m m aː s i
241-4				m a n ʃ a
556-4				h oː n ɗ u ɲ a
191-4				ɓ ə ɗ k ɗ i l
458-4				aː s ʔ a k ʔ u
1-4				h i m b i l
751-4				m a
864-4				a ʃ o r y o
154-4				aː b m u n h u
278-4				a m i l i ʔ o
766-4				θ uː θ e
251-4				a g o l a
582-4				a b o l e
6-4				iː l a
1106-4				n d ə
473-4				r i l e
1111-4				θ uː l e
957-4				m i l e
41-4				ɓ ə e
