COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
614-2		b o h														
686-2		b l ɔi̯														
88-2		g ɔ k														
872-2		n ɨ ŋ														
1891-2		d aː														
68-2		s i m														
631-2		ɓ l n														
594-2		kʰ aː														
1759-2		h a n														
805-2		kʰ ɨ n														
756-2		h ɨ g														
1201-2		m kʰ ʔ														
2042-2		ʔ ə														
1968-2		d a ʔ														
2000-2		g aː ŋ														
17-2		v a ʔ														
4-2		ɔ əː m														
788-2		d a														
1219-2		h i m														
141-2		ʔ aː ŋ														
541-2		ɓ l j a ŋ														
1687-2		h o n														
123-2		ɔ aː m														
1652-2		dʑ a n														
576-2		ŋ ɔ														
1738-2		d a g														
442-2		h o m														
368-2		tɕ j a ŋ														
1778-2		b a ʔ														
957-2		n a b														
1704-2		ʔ i ʔ														
304-2		j a m														
1796-2		dʑ a ŋ														
720-2		d e h														
287-2		g a b														
321-2		kʰ o h														
206-2		d o ʔ														
1950-2		ʔ kʰ														
665-2		ɔ o n														
703-2		n o ʔ														
1290-2		m ɔːi̯														
1391-2		g a ʔ														
269-2		kʰ a ʔ														
855-2		dʑ a n														
2078-2		s a														
2213-2		m b														
1111-2		s a														
485-2		ŋ n														
1356-2		m u h														
1093-2		d o ŋ														
1063-2		d o m														
648-2		dʑ l n														
223-2		kʰ o n														
1248-2		dʑ ɨ														
1509-2		d oː n														
504-2		dʑ o h														
2130-2		s ɔːi̯														
1-2		ʔ ɔi̯														
386-2		j o k														
1411-2		ʔ														
1027-2		k a ʔ														
2077-2		m a h														
1459-2		k l k														
1323-2		əː														
1859-3			ŋ ai̯													
175-3			ɲ a													
241-3			ʔ ɔːi̯ t													
2163-3			kʰ r													
2181-3			n a m													
2060-3			ʔ l m													
410-3			d n													
1841-3			m a													
2017-3			h i													
1004-3			f aː													
614-3			ɓ o h													
686-3			b k i													
88-3			ɲ a ʔ													
872-3			n l ŋ													
1891-3			d aː													
68-3			s iː m													
631-3			b ə r													
594-3			g aː													
1759-3			h a ɲ													
805-3			g a ɲ													
756-3			h eː ʔ													
1201-3			m kʰ ʔ													
2042-3			ʔ a													
1968-3			d a ʔ													
2000-3			f aː ŋ													
17-3			v a ʔ													
4-3			a ɨː m													
788-3			d a													
1219-3			h iː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h o r													
123-3			a aː m													
1652-3			f ɔi̯ ɲ													
576-3			ŋ a													
1738-3			d a ʔ													
442-3			h kʰ m													
368-3			tɕ j a ŋ													
1778-3			b a ʔ													
957-3			n a b													
1704-3			ʔ iː ʔ													
304-3			j a m													
1796-3			f a ŋ													
720-3			d ɔi̯ h													
287-3			ɲ ə b													
321-3			g ə h													
206-3			d o ʔ													
1950-3			ʔ a													
665-3			a o r													
703-3			n o ʔ													
1290-3			m i													
1391-3			h a t													
269-3			g a t													
855-3			f a n													
2078-3			s a													
2213-3			m ai̯													
1858-3			s ə													
1151-3			g j a													
737-3			b ə d													
340-3			ʔ a													
1111-3			s ai̯													
485-3			ŋ n													
1356-3			m ui̯ h													
1093-3			d o ŋ													
1063-3			d i m													
648-3			v i ɲ													
223-3			g ɔː r													
1248-3			tɕ													
1509-3			d i ɲ													
504-3			f o h													
1-3			ʔ oː													
386-3			j o ʔ													
1411-3			ʔ													
1027-3			kʰ a ʔ													
2077-3			m ə													
1459-3			g k n													
1323-3			ɨː													
1859-4				ŋ												
175-4				g a												
241-4				ʔ k ʔ												
2163-4				v												
2181-4				n a m												
2060-4				ʔ ɛ m												
410-4				t k												
1841-4				m ɔ												
2017-4				h												
1004-4				f aː												
614-4				p o h												
686-4				p l												
88-4				g ɔ ʔ												
872-4				n ɨ ŋ												
1891-4				t aː												
68-4				s iː m												
631-4				p ə n												
594-4				ɲ aː												
1759-4				h a n												
805-4				ɲ ɨ ɲ												
756-4				h ɨ k												
1201-4				m u ʔ												
2042-4				ʔ a												
1968-4				t a ʔ												
2000-4				g aː ŋ												
17-4				v a ʔ												
4-4				ɔ əː m												
788-4				t												
1219-4				h iː m												
141-4				ʔ aː ŋ												
541-4				p ai̯ j ə ŋ												
1687-4				h u n												
123-4				ɔ aː m												
1652-4				f ɛ n												
576-4				ŋ ɔ												
1738-4				t a g												
442-4				h o m												
368-4				tɕ j ə ŋ												
1778-4				p a ʔ												
957-4				n ə p												
1704-4				ʔ iː ʔ												
304-4				j ɔ m												
1796-4				f ɔ ŋ												
720-4				t v h												
287-4				g a p												
321-4				ɲ ə h												
206-4				t o ʔ												
1950-4				ʔ ɛː												
665-4				ɔ o n												
703-4				n o ʔ												
1290-4				m k												
1391-4				g ɔ												
269-4				ɲ ə												
855-4				f ə n												
2078-4				s ə												
2213-4				m												
1858-4				s a												
1151-4				ɲ j a n												
737-4				p ə t												
340-4				ʔ ə												
1111-4				s												
485-4				ŋ n												
1356-4				m ɔi̯ h												
1093-4				t o ŋ												
1063-4				t o m												
648-4				v o k												
223-4				ɲ o n												
1509-4				t o n												
504-4				t o h												
2130-4				s i												
1-4				ʔ au̯												
386-4				j o k												
1411-4				ʔ												
1027-4				ɲ a ʔ												
2077-4				m a												
1459-4				ɲ l k												
1859-5					ŋ ei̯											
175-5					ŋ a											
241-5					ʔ ɔ ʔ											
2163-5					kʰ ei̯ n											
2181-5					n a m											
2060-5					ʔ b m											
410-5					d nˀ											
1841-5					m j											
2017-5					h ei̯											
1004-5					f aː											
614-5					tʰ o h											
686-5					b l ei̯											
88-5					ŋ a ʔ											
872-5					n dʑ ŋ											
1891-5					d aː											
68-5					s i m											
631-5					b ə n											
594-5					k aː											
1759-5					h a ɲ											
805-5					k l ɲ											
756-5					h dʑ ʔ											
1201-5					m kʰ ʔ											
2042-5					ʔ a											
1968-5					d a ʔ											
2000-5					ɔ aː ŋ											
17-5					ɓ e ʔ											
4-5					ɔ əː m											
788-5					d ei̯											
1219-5					h i m											
141-5					ʔ aː ŋ											
541-5					b r j a ŋ											
1687-5					h u n											
123-5					ɔ aː m											
1652-5					dʑ l ɲ											
576-5					ŋ ei̯											
1738-5					d a ʔ											
442-5					h oː m											
368-5					f j a ŋ											
1778-5					b e ʔ											
957-5					n a b											
1704-5					ʔ i ʔ											
304-5					j a m											
1796-5					dʑ a ŋ											
720-5					d ɔ h											
287-5					ŋ a b											
321-5					k l h											
206-5					d o ʔ											
1950-5					ʔ tʰ											
665-5					ɔ o n											
703-5					n o ʔ											
1290-5					m ʔ											
1391-5					ŋ e ʔ											
269-5					k a ʔ											
855-5					dʑ a n											
2078-5					s a											
2213-5					m i											
1858-5					s a											
1151-5					k j a n											
737-5					b ə d											
340-5					ʔ a											
1111-5					s ei̯											
485-5					ŋ nˀ											
1356-5					m u h											
1093-5					d o ŋ											
1063-5					d ei̯ m											
648-5					dʑ ei̯ ɲ											
223-5					k ei̯ nˀ											
1248-5					dʑ											
1509-5					d ei̯ ɲ											
504-5					dʑ o h											
2130-5					s ei̯											
1-5					ʔ oː											
1411-5					ʔ											
2077-5					m a h											
1323-5					əː											
1859-6						ŋ iː										
175-6						ŋ a										
241-6						ʔ ɔ ʔ										
2163-6						k t n										
2181-6						n a m										
2060-6						ʔ ə m										
410-6						d i										
1841-6						m j										
2017-6						h ei̯										
1004-6						f aː										
614-6						b o h										
686-6						b l ei̯										
88-6						ŋ a ʔ										
872-6						n dʑ ŋ										
1891-6						d aː										
68-6						s i m										
631-6						b ə n										
594-6						k aː										
1759-6						h a ɲ										
805-6						k i ɲ										
756-6						h dʑ ʔ										
1201-6						m d ʔ										
2042-6						ʔ aː										
1968-6						d a ʔ										
2000-6						f aː ŋ										
17-6						ɓ e ʔ										
4-6						a ŋ m										
788-6						d iː										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						b r j a ŋ										
1687-6						h o n										
123-6						a aː m										
1652-6						dʑ ə ɲ										
576-6						ŋ a										
1738-6						d a ŋ										
442-6						h d m										
368-6						f j a ŋ										
1778-6						p e ʔ										
957-6						n a p										
1704-6						ʔ i ʔ										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						d ə h										
287-6						ŋ a p										
321-6						k f h										
206-6						d o ʔ										
1950-6						ʔ k										
665-6						a o a										
703-6						n o ʔ										
1290-6						m ə										
1391-6						ŋ e t										
269-6						k e t										
855-6						dʑ a n										
2078-6						s a n										
2213-6						m iː										
1858-6						s a										
1151-6						k j a n										
737-6						p ə d										
340-6						ʔ a										
1111-6						s iː										
1093-6						d o ŋ										
1063-6						d d m										
648-6						dʑ ə ɲ										
1248-6						dʑ										
1509-6						d ei̯ ɲ										
504-6						dʑ o h										
2130-6						s iː										
1-6						ʔ ou̯										
1411-6						ʔ t										
2077-6						m a h										
1323-6						m r										
1859-7							ŋ ɛː									
175-7							g a									
241-7							ʔ ʔ									
2163-7							v									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							t n									
1841-7							m ai̯									
2017-7							h ɔːi̯									
1004-7							f aː									
614-7							p o h									
686-7							p l ɔːi̯									
88-7							g ɔ k									
872-7							n ɨ ŋ									
1891-7							t aː									
68-7							s iː m									
631-7							p l									
594-7							ɲ aː									
1759-7							h a n									
805-7							ɲ ə n									
756-7							h ɨ g									
1201-7							m u ʔ									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							ə aː ŋ									
17-7							v a ʔ									
4-7							a əː m									
788-7							t ɛː									
1219-7							h iː m									
141-7							ʔ aː ŋ									
541-7							p l j a ŋ									
1687-7							h u									
123-7							a aː m									
1652-7							f ə n									
576-7							ŋ ɔː									
1738-7							t a g									
442-7							h ɔː m									
368-7							tɕ j a ŋ									
1778-7							b a ʔ									
957-7							n a b									
1704-7							ʔ iː ʔ									
304-7							j a m									
1796-7							f ɔ ŋ									
720-7							d ə h									
287-7							g a b									
321-7							ɲ ə h									
206-7							t o k									
1950-7							ʔ eː									
665-7							a o n									
703-7							n o ʔ									
1290-7							m									
1391-7							g ɔ									
269-7							ɲ a									
855-7							f a n									
2078-7							s ɔːi̯									
2213-7							m ɛː									
1858-7							s a									
1151-7							ɲ j a									
737-7							b l d									
340-7							ʔ a									
1111-7							s ɛː									
485-7							ŋ n									
1356-7							m u h									
1093-7							d o ŋ									
1063-7							t ɔː m									
648-7							l l n									
223-7							ɲ ɔː n									
1248-7							tɕ ɨ									
1509-7							d ɔː n									
504-7							f o h									
2130-7							s iː									
1-7							ʔ au̯									
386-7							j o k									
1411-7							ʔ									
1027-7							ɲ a ʔ									
1459-7							ɲ l n									
1859-8								ŋ ai̯								
175-8								ŋ a								
241-8								ʔ ɔ ʔ								
2163-8								kʰ ʔ ʔ								
2181-8								n a m								
2060-8								ʔ i m								
410-8								t n								
1841-8								m a								
2017-8								h eː								
1004-8								f aː								
614-8								ɓ o h								
686-8								ɓ l eː								
88-8								ŋ a ʔ								
872-8								n i ŋ								
1891-8								t aː								
68-8								s a m								
631-8								ɓ e n								
594-8								g aː								
1759-8								h a ŋ								
805-8								g i ŋ								
756-8								h i ŋ								
1201-8								m o ʔ								
2042-8								ʔ aː								
1968-8								t a ʔ								
2000-8								ə aː ŋ								
17-8								v a t								
4-8								a ə m								
788-8								t ai̯								
1219-8								h a m								
141-8								ʔ aː ŋ								
541-8								p r o a ŋ								
1687-8								h kʰ ʔ								
123-8								a aː m								
1652-8								dʑ a ŋ								
576-8								ŋ a								
1738-8								t a ŋ								
442-8								h au̯ m								
368-8								j o a ŋ								
1778-8								p a t								
957-8								n a p								
1704-8								ʔ a ʔ								
304-8								ei̯ a m								
1796-8								dʑ a ŋ								
720-8								t iː h								
287-8								ŋ e p								
321-8								g ə h								
206-8								t o ʔ								
1950-8								ʔ i								
665-8								a o n								
703-8								n o ʔ								
1290-8								m ʔ								
1391-8								ŋ a ʔ								
269-8								g a ʔ								
855-8								dʑ a n								
2078-8								s a								
2213-8								m ai̯								
1858-8								s a								
1151-8								g n a n								
737-8								p e t								
340-8								ʔ a								
1111-8								s ai̯								
485-8								ŋ n								
1356-8								m ɔ h								
1093-8								t o ŋ								
1063-8								t au̯ m								
648-8								dʑ e ŋ								
223-8								g au̯ n								
1248-8								dʑ i								
1509-8								t au̯ ŋ								
504-8								dʑ o h								
2130-8								s a								
1-8								ʔ o								
386-8								l o ʔ								
1411-8								ʔ								
1027-8								g a ʔ								
2077-8								m a								
1459-8								g l ʔ								
1323-8								ə								
1859-9									ŋ iːu̯							
175-9									ŋ a							
241-9									ʔ ɔi̯ ʔ							
2163-9									kʰ u							
2181-9									n a m							
2060-9									ʔ i m							
410-9									d ʔ							
1841-9									m a							
2017-9									h i							
1004-9									f ɛː							
614-9									tʰ o h							
686-9									b l i							
88-9									ŋ a ʔ							
872-9									n tʰ ŋ							
1891-9									d ɛː							
68-9									s iː m							
631-9									b r							
594-9									g ɛː							
1759-9									h a n							
805-9									g ɔi̯ n							
756-9									h tʰ ŋ							
1201-9									m kʰ ʔ							
2042-9									ʔ i							
1968-9									d a ʔ							
2000-9									l ɛː ŋ							
17-9									v a d							
4-9									ɔi̯ l m							
788-9									d iːu̯							
1219-9									h iː m							
141-9									ʔ ɛː ŋ							
541-9									b r o a ŋ							
1687-9									h u							
123-9									ɔi̯ ɛː m							
1652-9									dʑ l n							
576-9									ŋ a							
1738-9									d a ŋ							
442-9									h o m							
368-9									f o a ŋ							
1778-9									b a d							
957-9									n a b							
1704-9									ʔ iː ʔ							
304-9									ɗ a m							
1796-9									dʑ a ŋ							
720-9									d ɔi̯ h							
287-9									ŋ ɔi̯ b							
321-9									g f h							
206-9									d o ʔ							
1950-9									ʔ i							
665-9									ɔi̯ oː n							
703-9									n o ʔ							
1290-9									m ʔ							
1391-9									ŋ a ʔ							
269-9									g a t							
855-9									dʑ a n							
2078-9									s a							
2213-9									m iːu̯							
1858-9									s j							
1151-9									g ə a							
737-9									b l d							
340-9									ʔ a							
485-9									ŋ ʔ							
1356-9									m ui̯ h							
1093-9									d o ŋ							
1063-9									d oː m							
648-9									dʑ i n							
223-9									g u n							
1248-9									dʑ							
504-9									dʑ o h							
2130-9									s iː							
1-9									ʔ o							
386-9									d o ʔ							
1027-9									kʰ a ʔ							
2077-9									m i h							
1459-9									ŋ l ʔ							
1323-9									m l							
1859-10										ŋ iː						
175-10										ŋ a						
241-10										ʔ ɔ h						
2163-10										kʰ						
2181-10										ʔ i m						
2060-10										ʔ dʑ m						
410-10										t ʔ						
1841-10										m ɛ						
2017-10										h e						
1004-10										f aː						
614-10										b o h						
686-10										b l e						
88-10										ŋ a ʔ						
872-10										ʔ u ŋ						
1891-10										t aː						
68-10										s i m						
631-10										b ə ʔ						
594-10										k aː						
1759-10										h i ŋ						
805-10										k l ŋ						
756-10										h ɛː ʔ						
1201-10										m u h						
2042-10										ʔ aː						
1968-10										t a ʔ						
2000-10										f aː ŋ						
17-10										b i ʔ						
4-10										a e m						
788-10										t iː						
1219-10										h i m						
141-10										ʔ aː ŋ						
541-10										b r o a ŋ						
1687-10										h u ʔ						
123-10										a aː m						
1652-10										dʑ l ŋ						
576-10										ŋ a						
1738-10										t i ŋ						
442-10										h ə m						
368-10										tɕ o a ŋ						
1778-10										ɓ ɛ ʔ						
957-10										ʔ a ɓ						
1704-10										ʔ iː ʔ						
304-10										j a m						
1796-10										dʑ a ŋ						
720-10										t b h						
287-10										ŋ a ɓ						
321-10										k e h						
206-10										t o ʔ						
1950-10										ʔ kʰ						
665-10										a ɔː ʔ						
703-10										ʔ o ʔ						
1290-10										m ʔ						
1391-10										ŋ a ʔ						
269-10										k a						
855-10										dʑ a ʔ						
2078-10										s a						
2213-10										m iː						
1858-10										s a						
1151-10										k j a						
737-10										ɓ r t						
340-10										ʔ a						
1111-10										s iː						
485-10										ŋ ʔ						
1356-10										m ɔ h						
1093-10										t o ŋ						
1063-10										t e m						
648-10										dʑ e ŋ						
223-10										k e ʔ						
1248-10										dʑ						
1509-10										t e ŋ						
504-10										dʑ o h						
2130-10										s iː						
1-10										ʔ e						
386-10										d o ʔ						
1411-10										ʔ						
1027-10										k i ʔ						
2077-10										m a h						
1323-10										m e						
1859-11											ŋ a					
175-11											k a					
241-11											ʔ o ʔ					
2163-11											v					
2181-11											n a m̥					
2060-11											ʔ ɨ m̥					
410-11											t n					
1841-11											m̥ ai̯					
2017-11											h ɔi̯					
1004-11											f aː					
614-11											b aː h					
686-11											b l ɔi̯					
88-11											k ɔ n					
872-11											n ɨ ŋ					
1891-11											t aː					
68-11											s i m̥					
631-11											b ə n					
594-11											ɲ aː					
1759-11											h a n					
805-11											ɲ a n					
756-11											h ɨ n					
1201-11											m̥ u ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											ə aː ŋ					
17-11											v a ʔ					
4-11											ɔ əː m̥					
788-11											t a					
1219-11											h i m̥					
141-11											ʔ aː ŋ					
541-11											b eu̯ j a ŋ					
1687-11											h u ŋ					
123-11											ɔ aː m̥					
1652-11											b a n					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h əː m̥					
368-11											tɕ j a ŋ					
1778-11											b a ʔ					
957-11											n a b					
1704-11											ʔ iː ʔ					
304-11											j a m̥					
1796-11											b ɔ ŋ					
720-11											d a h					
287-11											k a b					
321-11											ɲ o					
206-11											t aː n					
1950-11											ʔ a					
665-11											ɔ o n					
703-11											n aː n					
1290-11											m̥ n					
1391-11											k ɔ ʔ					
269-11											ɲ a d					
855-11											b a n					
2078-11											s ɔ					
2213-11											m̥ b					
1858-11											s a					
1151-11											ɲ j a					
737-11											b ə d					
340-11											ʔ ɔ					
1111-11											s ɔi̯					
485-11											ŋ n					
1356-11											m̥ u h					
1093-11											d o ŋ					
648-11											b ə n					
223-11											ɲ ɔ n					
1248-11											tɕ ɨ					
1509-11											d ɔi̯ n					
504-11											b o h					
2130-11											s ɔi̯					
1-11											ʔ au̯					
386-11											j aː n					
1411-11											ʔ					
1027-11											n a ʔ					
2077-11											m̥ a h					
1459-11											ɲ l n					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ o				
2163-12												kʰ n				
2181-12												n a m				
2060-12												ʔ ɛ m				
410-12												t n				
1841-12												m ə				
2017-12												h				
1004-12												t ou̯				
614-12												b ou̯ h				
686-12												b l				
88-12												k ɔ ʔ				
872-12												n ɨ ŋ				
1891-12												t ou̯				
68-12												s i m				
631-12												b a n				
594-12												g ou̯				
1759-12												h a ɲ				
805-12												g a ɲ				
756-12												h ɨ ʔ				
1201-12												m kʰ ʔ				
2042-12												ʔ a				
1968-12												t a ʔ				
2000-12												ə ou̯ ŋ				
17-12												v a ʔ				
4-12												a ə m				
788-12												c ɛ				
1219-12												h i m				
141-12												ʔ ou̯ ŋ				
541-12												b r j a ŋ				
1687-12												h kʰ n				
123-12												a ou̯ m				
1652-12												c a ɲ				
576-12												ŋ ɔ				
1738-12												c a k				
442-12												h w m				
368-12												c j a ŋ				
1778-12												p a ʔ				
957-12												n a p				
1704-12												ʔ i				
304-12												j a m				
1796-12												c ɔ ŋ				
720-12												t a h				
287-12												k a p				
321-12												g ə h				
206-12												c ou̯ ʔ				
1950-12												ʔ kʰ				
665-12												a w n				
703-12												n ou̯ ʔ				
1290-12												m n				
1391-12												k ɔ				
269-12												g a				
855-12												c a n				
2078-12												s ɔ				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a				
737-12												p a t				
340-12												ʔ ɔ				
1111-12												s ɛ				
485-12												ŋ n				
1356-12												m o h				
1093-12												t o ŋ				
1063-12												t ɔ m				
648-12												c ə̆ ɲ				
223-12												g ɔ n				
1248-12												c				
1509-12												t ɔ ɲ				
504-12												c o h				
2130-12												s i				
1-12												ʔ w				
386-12												j ou̯ ʔ				
1411-12												ʔ o				
1027-12												g a ʔ				
2077-12												m a h				
1459-12												g l n				
1323-12												j ə				
1859-13													ŋ ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													kʰ n n			
2181-13													n a m			
2060-13													ʔ a m			
410-13													t n			
1841-13													m au̯			
2017-13													h ɛ			
1004-13													t ou̯			
614-13													b ou̯ h			
686-13													b l ɛ			
88-13													k ɔ ʔ			
872-13													n ɨ k			
1891-13													t ou̯			
68-13													s i m			
631-13													b l n			
594-13													g ou̯			
1759-13													h a n			
805-13													g ɨ n			
756-13													h ɨ ʔ			
1201-13													m v ʔ			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													ə ou̯ ŋ			
17-13													v a ʔ			
4-13													a ə m			
788-13													c ɛ			
1219-13													h i m			
141-13													ʔ ou̯ ŋ			
541-13													b r j a			
1687-13													h ɛ n			
123-13													a ou̯ m			
1652-13													c a n			
576-13													ŋ ɔ			
1738-13													c a k			
442-13													h w m			
368-13													m j a			
1778-13													p a ʔ			
957-13													n a p			
1704-13													ʔ i ʔ			
304-13													j a m			
1796-13													c ɔ ŋ			
720-13													t a h			
287-13													k a p			
321-13													g ə h			
206-13													c ou̯ ʔ			
1950-13													ʔ a			
665-13													a ɛ n			
703-13													n ou̯ ʔ			
1290-13													m ʔ			
1391-13													k ɔ ʔ			
269-13													g a ʔ			
855-13													c a n			
2078-13													s ɔ			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a			
737-13													p ə t			
340-13													ʔ ɔ			
1111-13													s ɛ			
485-13													ŋ n			
1356-13													m u h			
1093-13													t o ŋ			
1063-13													t ɔ m			
223-13													g ɔ n			
1248-13													c			
1509-13													t ɔ n			
504-13													c o h			
2130-13													s i			
1-13													ʔ w			
386-13													j ou̯ ʔ			
1411-13													ʔ u			
1027-13													g a ʔ			
2077-13													m a			
1459-13													g l ʔ			
1323-13													j ə			
1859-14														ŋ ai̯		
175-14														ŋ a		
241-14														ʔ ɔ t		
2163-14														kʰ t n		
2181-14														n a m		
2060-14														ʔ i m		
410-14														tʰ ŋ		
1841-14														m ɔ		
2017-14														h eː		
1004-14														f aː		
614-14														b o h		
686-14														b l eː		
88-14														ŋ a ʔ		
872-14														n i ŋ		
1891-14														tʰ aː		
68-14														s iː m		
631-14														b l n		
594-14														g aː		
1759-14														h a ɲ		
805-14														g i ɲ		
756-14														h i ŋ		
1201-14														m kʰ ʔ		
2042-14														ʔ a		
1968-14														tʰ a ʔ		
2000-14														f aː ŋ		
17-14														v a ʔ		
4-14														ɔ ə m		
788-14														tʰ ai̯		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														b r ui̯ a ŋ		
1687-14														h kʰ n		
123-14														ɔ aː m		
1652-14														dʑ a ɲ		
576-14														ŋ ɔː		
1738-14														tʰ a ŋ		
442-14														h oː m		
368-14														j ui̯ a ŋ		
1778-14														p a ʔ		
957-14														n a p		
1704-14														ʔ iː ʔ		
304-14														n a m		
1796-14														dʑ a ŋ		
720-14														d b h		
287-14														ŋ a p		
321-14														g ə h		
206-14														tʰ ui̯ ʔ		
1950-14														ʔ kʰ		
665-14														ɔ oː n		
703-14														n ui̯ ʔ		
1290-14														m t		
1391-14														ŋ a t		
269-14														g a t		
855-14														dʑ a n		
2078-14														s a		
2213-14														m ai̯		
1858-14														s a		
1151-14														g n a n		
737-14														p ə dʱ		
340-14														ʔ a		
1111-14														s ai̯		
485-14														ŋ ŋ		
1356-14														m ɔ h		
1093-14														d ui̯ ŋ		
1063-14														tʰ oː m		
648-14														dʑ eː ŋ		
223-14														g ɔː n		
1248-14														dʑ		
1509-14														d ɔː ŋ		
504-14														dʑ ɔ h		
2130-14														s iː		
386-14														d ui̯ ʔ		
1411-14														ʔ u		
1027-14														g a ʔ		
2077-14														m a		
1459-14														g l ŋ		
1323-14														m ə		
1859-15															ŋ ɛ	
175-15															ŋ a	
241-15															ʔ ui̯ ʔ	
2163-15															kʰ ui̯ n	
2181-15															n a m	
2060-15															ʔ i m	
410-15															t ʔ	
1841-15															m au̯	
2017-15															h ɔː	
1004-15															l ou̯	
614-15															b ou̯ h	
686-15															b l	
88-15															k ɔ ʔ	
872-15															n i ŋ	
1891-15															t ou̯	
68-15															s ɨi̯ m	
631-15															b a n	
594-15															g ou̯	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h i ʔ	
1201-15															m kʰ ʔ	
2042-15															ʔ a	
1968-15															t a ʔ	
2000-15															b ou̯ ŋ	
17-15															v a ʔ	
4-15															a əa m	
788-15															i ɛ	
1219-15															h ɨi̯ m	
141-15															ʔ ou̯ ŋ	
541-15															b r j a ŋ	
1687-15															h au̯ n	
123-15															a ou̯ m	
1652-15															c a ɲ	
576-15															ŋ ɔ	
1738-15															i a ɲ	
442-15															h ɔː m	
368-15															c j a ŋ	
1778-15															p a ʔ	
957-15															n a p	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															c ɔ ŋ	
720-15															t a h	
287-15															k a p	
321-15															g ə h	
206-15															i ou̯ ʔ	
1950-15															ʔ kʰ	
665-15															a o n	
703-15															n ou̯ ʔ	
1290-15															m ʔ	
1391-15															k a ʔ	
269-15															g a ʔ	
855-15															c a n	
2078-15															s a	
2213-15															m ɨi̯	
1858-15															s a	
1151-15															g j a n	
737-15															p ə t	
340-15															ʔ a	
1111-15															s ɛ	
485-15															ŋ ʔ	
1356-15															m ui̯ h	
1093-15															t o ŋ	
1063-15															i ɔː m	
648-15															c ɔː ɲ	
223-15															g ɔː n	
1248-15															c i	
1509-15															t ɔː ɲ	
504-15															c o h	
2130-15															s ɨi̯	
