COGID	1	10	2	3	4	5	6	7	8	9
2717-5					s s a a w g a a					
4139-5					w i w a					
200-5					β i β					
374-5					β β β l β β					
508-5					β p β u					
528-5					β i l i					
575-5					t a l					
1137-5					ʃ i k p					
1339-5					t p i i					
1872-5					p a p					
2537-5					l ʃ					
2738-5					β e s l e					
2872-5					k s i					
2893-5					p i k u					
3675-5					l j e e l e					
4028-5					p p e					
4238-5					i s s i					
4429-5					a ʃ a					
4485-5					s s					
2798-5					n β					
3531-5					a n i β					
3767-5					l o					
4632-5					k ʃ i					
1033-5					k o s o tʃ o l a					
3185-5					f i k a					
649-5					l e e β					
1110-5					t e a					
1263-5					a					
1273-5					l β					
1329-5					i k a l a					
1617-5					p k u					
1917-5					u a					
1969-5					p p p					
2483-5					s s l s					
2615-5					β β					
2700-5					a a					
2884-5					p p p a					
2972-5					e					
3030-5					l i s					
3261-5					p e t e					
1303-6						p p				
1755-6						ɛ i i				
448-6						ɔ s s ɔ ɔ s				
1475-6						k k k				
3397-6						s s s ŋ				
2286-6						s ŋ				
278-6						l k				
2717-6						o a d a				
4137-6						i i i i				
3767-6						l l				
1033-6						l l k l l k				
2689-7							a m a			
893-7							a a n a			
1285-7							z a			
1303-7							z o m a			
2197-7							z a p a			
2828-7							i n a			
3572-7							s o n i			
1095-7							p i m a			
1755-7							o n e			
1789-7							k a b a a u k a			
3519-7							t u m a			
3686-7							ŋ o m p a			
4249-7							k u m i			
4451-7							b i s i			
814-7							o m e			
1216-7							ɣ a f á o a			
1475-7							ɣ a			
2026-7							t e			
2775-7							u u a			
3826-7							o k a			
4003-7							i z a			
4040-7							ɣ e ɲ i			
84-7							á u u			
116-7							r i k a			
181-7							ɣ o u ɣ o			
419-7							b o ɣ a			
587-7							o g o			
660-7							l l a			
848-7							k ŋ a			
1122-7							s u n a			
1159-7							a			
1374-7							ɲ a a ɲ e			
1396-7							z o w u			
1430-7							i ŋ s o			
1906-7							e i a			
2177-7							ɣ a			
2419-7							z e k a			
3018-7							r i r a			
3275-7							k a a n a			
3441-7							z e ŋ ɣ a			
3464-7							o n a			
3639-7							m o a			
3885-7							r m u			
4192-7							z i m p a			
745-7							t a k o			
3971-7							k a m a			
55-7							b a k a			
2717-7							k g a ŋ g a			
4139-7							m i ɲ a			
93-7							k o n o			
459-7							u m a			
575-7							t a a			
1712-7							u o			
2088-7							i a			
2166-7							u m a			
2334-7							i ɣ o			
2393-7							m a ɲ a			
2537-7							r o m o			
2665-7							i e i			
2997-7							ɣ a a z a			
4028-7							ŋ e			
4316-7							dʒ t u			
4429-7							r a tʃ a			
4688-7							l e			
3067-7							ɲ u			
3185-7							f i k a			
794-7							v o o k a			
143-7							u			
388-7							i a u m a			
599-7							a m i			
836-7							s u u r i			
969-7							i h a			
1110-7							t e m a			
1263-7							r ŋ r a			
1329-7							i k a r a			
1362-7							ɣ i			
1606-7							o o t o			
1629-7							k i			
1744-7							i r a			
1917-7							r u m a			
1989-7							r a u a			
2037-7							ɣ a a			
2128-7							ɣ u u r u			
2186-7							ɣ a ɲ a			
2700-7							ɣ a a ŋ ɣ a			
2797-7							r o m o			
2904-7							g e e n a a			
2972-7							r e			
3148-7							i t a			
3364-7							i o dʒ a			
2689-8								n a r a		
1285-8								n w a tʃ		
1303-8								β ô m a		
2197-8								r a p a		
2828-8								r i n a		
3572-8								t ô n u		
1755-8								r e		
1789-8								k i t a t a		
3207-8								p u p a		
3519-8								p u p a		
3686-8								r i r r a		
4249-8								k u f		
4451-8								β u t u		
814-8								t ô t		
1228-8								t t a		
2026-8								t β		
2775-8								β u r m r a		
3826-8								t ô k a		
4040-8								r n i		
181-8								r ô i r ô		
660-8								d d a		
848-8								k p a		
1083-8								b b a		
1159-8								p a		
1350-8								f r		
1396-8								r ô β u		
1666-8								r ɛ r		
2177-8								r r ô ô i		
2317-8								r u r a		
4260-8								m m a		
745-8								m k ô		
3971-8								k p a		
94-8								g ô k ô		
2717-8								r t a ŋ g a		
4139-8								m i b a		
43-8								p p á		
575-8								r a r		
871-8								b ɛ b a		
1339-8								r r i i		
1585-8								t		
1872-8								f a a		
2893-8								r k u		
4028-8								t w		
4316-8								t t u		
4440-8								b b		
4485-8								m u		
4688-8								r r r r		
2798-8								n m ô		
794-8								β e p p k a		
994-8								t k a		
1006-8								n ɛ n		
1043-8								r r		
1617-8								a k ô		
1969-8								r a r a		
3364-8								ô ô t a		
2689-9									b a b a	
893-9									a a n a	
1285-9									n b a	
1303-9									b b o b a	
2197-9									g a l a	
2828-9									g n a	
3572-9									s m n i	
1095-9									l i b a	
1789-9									k a b a m b a	
3207-9									b ʊ l a	
4249-9									k ʊ b i	
4451-9									b i s i	
630-9									b l	
814-9									b m m b m	
1228-9									b b a	
1418-9									g i b a	
1475-9									b b a	
2026-9									b b ŋ	
2775-9									g ʊ ŋ g a	
3397-9									b o l a	
3826-9									g m k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									b i b i	
4384-9									i n o	
116-9									z i k a	
181-9									g m m g m	
1083-9									l i l a	
1374-9									n a a n m	
1430-9									i n a s m	
1666-9									b a a n o	
1767-9									b o k o	
1906-9									b i l a	
2177-9									g g e a	
2419-9									s k a	
2750-9									b i	
3018-9									z i l a	
3441-9									s b a	
3885-9									z ʊ z ʊ	
3981-9									i b a	
4260-9									s b a	
4350-9									l l o	
278-9									b a	
745-9									g e g e	
55-9									s a s a	
94-9									s o k o	
4139-9									g ʊ n a	
200-9									b i	
528-9									b i l i	
871-9									g a g a	
2088-9									b i g a	
2166-9									ʊ ʊ b a	
2334-9									b i z m	
2393-9									b a nː a	
2537-9									l z	
2665-9									i m b i	
2738-9									b l	
2872-9									k o s i	
2997-9									b a a g a	
3075-9									b u l u b	
4238-9									s o s i	
4429-9									b á s a	
4440-9									b i l i	
4485-9									s u	
4574-9									b b a l a	
2798-9									n b a	
3067-9									n b ʊ	
3767-9									l o	
4632-9									k s i	
1033-9									k o s o o o o a	
3185-9									b i k a	
240-9									b a	
401-9									b a	
755-9									g l a	
836-9									s g i	
1006-9									nː u u o g	
1744-9									i b a a	
1989-9									g a a	
2037-9									g a g a	
2128-9									g g	
2186-9									g a a	
2483-9									b l ʊ	
2592-9									l l a	
3030-9									l i b a	
3160-9									r ʊ r a	
2689-10										a a
893-10										a a r a
1285-10										n a ɔ
2197-10										á l a
2828-10										ɔ n a
1095-10										i r a
1755-10										i n ɔ
3207-10										r ʊ l a
3519-10										r ʊ r a
448-10										r ʊ r a
630-10										r a a l a
1216-10										n̩ a b a
1418-10										r i r i a a a
2775-10										d ʊ ɔ ɔ t a
3397-10										r ŋ̍ l a
4373-10										r i r i
4384-10										i r ɔ
84-10										i i m ʊ m ʊ
1083-10										l i l a
1122-10										dʒ n̩ a
2286-10										l a
2317-10										r ʊ r a
3018-10										m ɔ m a
3275-10										χ á á r a
3464-10										b ɔ r a
3639-10										r á r á r á á a
3885-10										l ʊ m ɔ
3981-10										i i r i i a
94-10										ɔ qʰ ɔ
4139-10										t ɔ n a
43-10										d i i d u
374-10										a a l r a a
459-10										m u m a
508-10										r i r ʊ
871-10										d a d a
1712-10										r u ɔ
2893-10										d i χ ʊ i
3075-10										r u l u r a
3531-10										a a r i χ a
794-10										b á á á k a
1032-10										s i l i l a
2797-10										m i m i
