COGID	1	10	2	3	4	5	6	7	8	9
4440-8								v v		
4485-8								b u		
4688-8								r r r v e		
2798-8								n m a		
794-8								β e p p k a		
2689-9									z a m a	
893-9									a a n a	
1285-9									n z a	
1303-9									b b o b a	
2197-9									s a l a	
2828-9									g n a	
3572-9									s o n i	
1095-9									s i m a	
1789-9									k a l a e g a	
3207-9									b ʊ l a	
4249-9									k ʊ m i	
4451-9									b i s i	
630-9									b o o l o	
814-9									s o m b	
1228-9									b b a	
1418-9									b i p o o a	
1475-9									k z a	
2026-9									s s	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l i p i	
4384-9									i n o	
116-9									s i k a	
181-9									g e e g e	
1083-9									l i l a	
1374-9									n a a n	
1430-9									i n a s o	
1666-9									b o a n o	
1767-9									k o k o	
1906-9									g i l a	
2177-9									g g a	
2419-9									s k a	
2750-9									e o b i	
3018-9									s i l a	
3441-9									s ŋ a	
3885-9									s ʊ m	
3981-9									i b a	
4260-9									b b a	
4350-9									l e e l o	
278-9									b a	
745-9									g a k o	
55-9									s a s a	
94-9									s o k o	
4139-9									g ʊ n a	
200-9									b i	
528-9									b i l i	
871-9									b a a	
2088-9									b i g a	
2166-9									ʊ m b a	
2334-9									z i g e	
2393-9									m a n a	
2537-9									l m	
2665-9									i e g i	
2738-9									b e e l e	
2872-9									k o s i	
2997-9									a a s a	
3075-9									l b o	
4238-9									s o s i	
4429-9									s á s a	
4440-9									b i l i	
4485-9									s u	
4574-9									b b a a l a	
2798-9									n b a	
3067-9									n s ʊ	
3767-9									l o	
4632-9									k e b i	
1033-9									k o s o o o o a	
3185-9									b i k a	
240-9									o o a	
401-9									b a	
2689-10										a a
893-10										a r a
1285-10										a
2197-10										á l ɔ
2828-10										ɔ n a
1095-10										l ʊ̀ m a
1755-10										ɔ n ɔ
3207-10										r ʊ l a
3519-10										f ʊ f a
448-10										r ʊ r a
630-10										r a a l a
1216-10										n̩ a r a
1418-10										r i r i a a a
2775-10										d ʊ ɔ ɔ m a
3397-10										r ɔ l ɔ
4373-10										l i r i
4384-10										i r ɔ
84-10										ʊ̀ i m ʊ l ʊ
1083-10										l i l a
1122-10										dʒ m a
2286-10										l a
2317-10										r ʊ r a
3018-10										m ʊ̀ l a
3275-10										m á ʊ̀ m a
3464-10										r ɔ m a
3639-10										m ɔ m ɔ m ʊ̀ ʊ̀ a
3885-10										tʰ ʊ m ʊ̀
3981-10										i i r a
94-10										qʰ
4139-10										t ɔ n a
43-10										d i i d u
374-10										l r a
459-10										l u m a
508-10										r ɔ r ʊ
871-10										d a d a
1712-10										m u l ɔ
2893-10										f i χ ʊ i
3075-10										r u l u r a
3531-10										a a r i r a
794-10										b á á á k a
