COGID	1	10	2	3	4	5	6	7	8	9
1362-1	g i									
1606-1	ɔ ɛ g ɔ									
1617-1	l i.i l n									
1629-1	b g i									
1744-1	i β ŋ a									
1895-1	b a									
1917-1	l ʊ ɔ ɔ									
1969-1	l a l a									
1989-1	s a g a									
2037-1	t k ɛ t a									
2128-1	t ŋ m t ŋ									
2186-1	g a t a									
2483-1	ɔ n p ʊ									
2592-1	l ɔ l a									
2615-1	t a									
2700-1	ɛ a ɛ p a									
2784-1	t i p i									
2797-1	ɛ ɔ k ɔ									
2884-1	p p p a									
2904-1	g ɛ ɛ ɛ g a									
2972-1	p ɛ									
3030-1	p i.i n ɔ									
3148-1	i g a									
3160-1	p i k i									
3261-1	p ɔ.ɔ p ɔ.ɔ									
3364-1	l ɔ.ɔ l a									
3385-1	t i									
3419-1	l ɛ									
3430-1	ʊ g ʊ									
3583-1	g ɔ.ɔ l a									
3664-1	l n t a									
3706-1	l ʊ ɛ l ɛ ɛ ʊ									
3756-1	g i ɛ g a									
3837-1	g ɔ l ɔ m a									
3865-1	p n p n									
4406-1	l i.i									
4530-1	l ʊ n ɔ									
4552-1	n n l i.i									
4621-1	a g i									
2689-2		s a g a								
893-2		a a n a								
1303-2		s t o.o m a								
2197-2		s n a l a								
2828-2		p i n a								
3572-2		s o.o n i								
1095-2		l i m a								
1789-2		g a n a a n n a								
3207-2		s u l a								
3519-2		p u m a								
3686-2		n i a m p a								
4249-2		g u m i								
4451-2		k.a.n i s i								
448-2		g u ɲ i i i								
630-2		s e e l e								
814-2		s o.o u m s e.e								
1216-2		g a v a								
1228-2		k.a.n k.a.n a t								
1418-2		s i m l l l a								
1475-2		n s a								
2026-2		t s e a								
3826-2		s o.o g a								
4003-2		n i a v a								
4373-2		l i m i								
4384-2		i l o								
84-2		a u g u l u								
116-2		s i k a								
419-2		l o g a								
587-2		o.o a ŋ g o.o								
660-2		l n l a								
848-2		g e t a								
1122-2		v i w a								
1159-2		p a								
1350-2		l p a i								
1374-2		n a a n e.e								
1906-2		i u n i l a								
2419-2		s e k a								
2750-2		e u s i								
3441-2		s e a e g a								
3464-2		v o g a								
3639-2		g e.e p l l e.e m a								
3981-2		i l l a.a l a								
4192-2		p i i m s a								
4350-2		l e e l v u								
278-2		s a								
3971-2		g e d a								
55-2		n a m a								
43-2		p i g a.a								
93-2		g o n o								
459-2		l u m a								
1137-2		p i g u								
1585-2		a a l a								
1872-2		p a a								
2166-2		a u u m s a								
2872-2		g o s i								
2997-2		a a a s a								
3075-2		g u l u s a								
3675-2		l p e a l e								
4137-2		g i l a								
4238-2		i i s o s i								
4316-2		p u p u								
4574-2		l l a u l a								
3067-2		n n u								
3531-2		a a g i g a								
1033-2		k o s o a a								
3185-2		s i i k a								
794-2		w n a a p a								
143-2		v u u								
240-2		o l a								
388-2		s u m a								
599-2		s a u m s i								
969-2		a s a								
994-2		p u a u g a								
1606-2		o u s o								
1629-2		g s i a								
1895-2		g a								
2592-2		l o l a								
2884-2		p p a a								
3148-2		i s a								
3261-2		p e p e								
3583-2		s o u l a								
3837-2		s o l o m a								
4621-2		s a u s i								
1929-2		d u d i								
3940-2		d e l a								
860-2		p n n p a								
2057-2		p i m a								
552-2		p u p a								
959-2		s e s o.o								
1495-2		s u t a								
2689-3			f a o a							
893-3			a a n a a							
1285-3			β β a a							
1303-3			m o o o a							
2197-3			o a a l a							
2828-3			f o n a							
3572-3			o o n o							
1095-3			l o o a							
1755-3			tʰ tʰ m							
1789-3			o a l a a o k a							
3207-3			o i l a							
3519-3			m u m a							
3686-3			a tʰ m m a							
4249-3			o o o o							
4451-3			o o o o							
448-3			n u s u u s							
630-3			β o o l o							
1216-3			k a u a a a							
1228-3			o o a a							
1418-3			o o o l a							
1475-3			k o a							
3397-3			β β l a							
4003-3			a o o a							
4040-3			k m j i							
4373-3			o o o o							
4384-3			o n o							
181-3			k m o m k m							
419-3			l m k a							
587-3			m m k m							
660-3			l m l a							
1083-3			l i l a							
1350-3			tʰ j a a							
1374-3			n o a a n o							
1396-3			m m f u							
1666-3			tʰ i a i tʰ							
1767-3			β j j j							
1906-3			i o k o l a							
2177-3			m k i i i							
2286-3			l.a a							
2317-3			j u j a							
2750-3			o o o o							
3275-3			m a a f a							
3464-3			ŋ m n a							
3639-3			m m m m m l a							
3981-3			o o a o a							
4192-3			j m m a							
4260-3			j j a a							
4350-3			l o o l o o							
278-3			β a							
745-3			i.i i.i i.i i.i							
3971-3			i.i i.i i.i a							
93-3			m m n m							
200-3			j β a							
374-3			u a a l.a j a a							
508-3			f j j u							
528-3			j β l.a β							
1137-3			j j u							
1585-3			tʰ a l tʰ							
1712-3			m u l m							
2088-3			o i m a							
2334-3			m i k m							
2393-3			m a n a							
2665-3			i m k i							
2738-3			j j j l.a j							
3675-3			l.a j l.a j							
4137-3			o l a							
4440-3			o i l i							
4574-3			o o a o l a							
4688-3			a tʰ o m m							
2798-3			β β tʰ							
3067-3			o k u.u							
3531-3			a a f f f a							
3767-3			l.a β							
4632-3			β β β β							
401-3			o a							
649-3			l.a j j j a							
755-3			k o l a							
1032-3			o o l o l a							
1043-3			o tʰ l tʰ							
1273-3			l.a j j j a							
1362-3			k i a							
1895-3			a a							
2615-3			j a a							
2784-3			g a a a							
2904-3			m m o n m a a							
3385-3			o i							
3430-3			u n u							
3664-3			j j k a							
3756-3			m i a n m a							
24-3			f u f a							
542-3			f f l.a a u f							
564-3			a a k a							
928-3			k k tʰ k							
1181-3			f f a							
1241-3			f u f f a							
1607-3			l.a f l.a f							
1929-3			f u f f							
2852-3			k u tʰ tʰ							
3198-3			k s u a							
3502-3			i k i k							
3598-3			β β i a							
3698-3			β β a l.a a							
3735-3			i i l.a i							
3940-3			f f l.a a							
2689-4				dʒ a dʒ a						
893-4				n i.i dʒ n n n						
1285-4				dʒ dʒ a i.i						
3572-4				r i r i						
1755-4				ŋ g o						
1789-4				k i.i r o i.i i r a						
3686-4				n ɔ á o g i.i						
4451-4				r i r i						
1216-4				p e dʒ n n e						
4003-4				i.i á r i.i						
419-4				r o r o						
1122-4				dʒ e dʒ e						
1430-4				ɔ n p ɔ						
1666-4				r o o r i						
1767-4				r i.i r i.i						
55-4				r ɔ d ɔ						
94-4				dʒ i l i						
2717-4				g a ɔ g a						
1339-4				l l i.i i.i						
4632-4				r o r o						
2784-4				r o r o						
3160-4				p i.i p i.i						
675-4				g u o g a						
860-4				b ŋ o ŋ g a						
1151-4				r i						
1631-4				l u l ŋ						
2057-4				l ɔ l ɔ						
2689-5					p a m a					
893-5					a p p p a					
1285-5					β β a β					
1303-5					n n o m					
2197-5					s p a l					
2828-5					p i β a					
3572-5					β o β i					
1095-5					l i ʃ a					
3207-5					p u β					
3519-5					p p p a					
3686-5					p i p p p					
4249-5					k u m i					
448-5					p p p p p u					
630-5					p β β l β					
814-5					n o n m n m					
1228-5					p p β					
1418-5					p i p p p p					
2026-5					n n n n					
2775-5					p p p p p a					
3397-5					u u l u					
3826-5					n o k					
4040-5					β β β i					
4373-5					p β p i					
4384-5					i p p					
84-5					p p p p l p					
116-5					n i k					
587-5					j j j j j					
848-5					k n					
1159-5					p					
1350-5					j p j					
1396-5					β j β u					
1430-5					i n o					
1767-5					β j β j					
2286-5					u a					
2317-5					p u p a					
2419-5					k k					
2750-5					β β j i					
3018-5					i l a					
3275-5					j p p a					
3441-5					k n n					
3885-5					u u					
4192-5					f i l j j					
4260-5					β β β					
4350-5					l β β l j j					
278-5					k					
745-5					β k u					
3971-5					u m a					
55-5					n n m n					
94-5					n o n o					
2717-5					n n l n n l					
4139-5					s u s a					
200-5					β i β					
374-5					p u u u p a u					
508-5					u p p u					
528-5					β i β i					
575-5					p a n					
1137-5					j i j j					
1339-5					n n n n					
1872-5					p n					
2537-5					l p p					
2738-5					β β β β β					
2872-5					k o p i					
2893-5					p a p p					
3675-5					f j f f f					
4028-5					p p n					
4238-5					i tʃ p o p i					
4429-5										
4485-5					n					
2798-5					β β					
3531-5					a a u u u a					
3767-5					u u					
4632-5					β á β i.p					
1033-5					k o s o n o l l					
3185-5					i k					
649-5					u u u j					
1110-5					p p a					
1263-5					p a					
1273-5					u j j j					
1329-5					i p a l a					
1617-5					p p p					
1917-5					p u p a					
1969-5					p p p					
2483-5					p p l p					
2615-5					j f					
2700-5					p a p p a					
2884-5					p p p tʃ					
2972-5					p					
3030-5					l i p					
3261-5					p e p e					
3419-5					p					
3664-5					j u j					
3706-5					p p p p p					
3865-5					p p					
4406-5					p i					
4530-5					n p p					
4552-5					p p i					
24-5					u u u a					
542-5					u u u a					
1181-5					ʃ ʃ a					
1241-5					ʃ u ʃ u ʃ a					
1607-5					u u u u					
1929-5					f u u u					
3598-5					β β β					
3698-5					i.p β β u					
3735-5					β β u β					
3940-5					u f u					
1631-5					o o n o					
2057-5					n n n n					
552-5					n u n					
959-5					n e n o					
1318-5					k u s s u					
1411-5					i					
1495-5					n u n a					
1578-5					t t a					
1303-6						p p				
1755-6						ɛ i i				
448-6						ɔ s s ɔ ɔ s				
1475-6						k k k				
3397-6						s s s ŋ				
2286-6						s ŋ				
278-6						l k				
2717-6						o a d a				
4137-6						i i i i				
3767-6						l l				
1033-6						l l k l l k				
2689-7							b a m a			
893-7							a a z á á a			
1285-7							z z a ŋ			
1303-7							z o m a			
2197-7							z ŋ a a			
2828-7							i ɲ a			
3572-7							z o ɲ i			
1095-7							z i m a			
1755-7							o n o			
1789-7							k a b a a e k a			
3519-7							t u m a			
3686-7							ŋ i ŋ m b a			
4249-7							k u m i			
4451-7							b i z i			
814-7							r o ŋ m r e			
1216-7							ɣ a v á á a			
1475-7							ɣ b a			
2026-7							t e ŋ			
2775-7							r u ŋ m r a			
3826-7							o k a			
4003-7							e i u f a			
4040-7							z e z i			
84-7							ŋ ŋ v u h u			
116-7							r i k a			
181-7							ɣ e e e ɣ e			
419-7							b o ɣ a			
587-7							o ŋ ŋ g o			
660-7							dʒ e dʒ a			
848-7							k ŋ dʒ a			
1122-7							h o n a			
1159-7							dʒ a			
1374-7							ɲ e a a ɲ e			
1396-7							z o v u			
1430-7							i ŋ tʃ o			
1906-7							i e ɣ i b a			
2177-7							z ɣ e e a			
2419-7							s e k a			
3018-7							r i r a			
3275-7							g a a v a			
3441-7							s e ŋ ŋ ɣ a			
3464-7							h o v a			
3639-7							v m v m m e á a			
3885-7							r i m u			
4192-7							v i ŋ m h a			
745-7							z a z e			
3971-7							k a m a			
55-7							b a m a			
2717-7							w w a ŋ g a			
4139-7							m i r a			
93-7							k o h o			
459-7							h u m a			
575-7							t a ŋ			
1712-7							v u v o			
2088-7							r i s a			
2166-7							h u u m h a			
2334-7							r i ɣ e			
2393-7							m a r a			
2537-7							r o m o			
2665-7							i e e ɣ i			
2997-7							ɣ a a e h a			
4028-7							ŋ dʒ e			
4316-7							s o t u			
4429-7							r a r a			
4688-7							i e dʒ dʒ e			
3067-7							ɣ b u			
3185-7							v i i k a			
794-7							v o o k a			
143-7							h u i			
388-7							o h u m a			
599-7							a m h i			
836-7							s o e m r i			
969-7							i h a			
1110-7							t e m ŋ			
1263-7							r ŋ r ŋ			
1329-7							i k a r ŋ			
1362-7							ɣ i m			
1606-7							o o t o			
1629-7							k h i i			
1744-7							i r a			
1917-7							r u m ŋ			
1989-7							r a e o			
2037-7							ɣ a a			
2128-7							ɣ e e m r e			
2186-7							ɣ a r a			
2700-7							r a ŋ ŋ ɣ a			
2797-7							r o m o			
2904-7							g e e e dʒ m a			
2972-7							r e ŋ			
3148-7							i t a			
3364-7							o o dʒ a			
3419-7							t e ŋ			
3430-7							o dʒ u			
3583-7							h o o h a			
3706-7							t a ŋ ŋ r ŋ v o			
3756-7							tʃ i m e dʒ a			
3837-7							k o h o m a			
4406-7							t i ŋ			
4621-7							h a o h i			
564-7							a u ɣ a			
928-7							k e w e			
1181-7							v v a			
1241-7							v u ŋ ŋ v a			
2852-7							k e g u			
3198-7							m m m á.n m a			
3502-7							ɣ e ɣ e			
675-7							t o o k o			
1151-7							k o			
959-7							e o			
1411-7							r i			
1495-7							u t a			
2689-8								t a m a		
1285-8								n w a		
1303-8								k m a		
2197-8								k a k a		
2828-8								n a		
3572-8								t n		
1755-8								n e		
1789-8								t t a t a		
3207-8								k u k a		
3519-8								p u p a		
3686-8								ʝ ʝ t a		
4249-8								k u k		
4451-8								v t		
814-8								t t		
1228-8								k k a		
2026-8								k k		
2775-8								β u m b a		
3826-8								k k a		
4040-8								k n		
181-8								b ô i b ô		
660-8								t t a		
848-8								t ʝ a		
1083-8								k k a		
1159-8								t a		
1350-8								t t		
1396-8								t β u		
1666-8								t ɛ n ô		
2177-8								b b i		
2317-8								k k a		
4260-8								k k a		
745-8								k ô k ô		
3971-8								p p		
94-8								k ô k ô		
2717-8								g t a ŋ g a		
4139-8								k i n a		
43-8								p w		
575-8								t a ʝ		
871-8								k o ɣ a		
1339-8								t t ô ô		
1585-8								t		
1872-8								t a a		
2893-8								k k ô		
4028-8								t w		
4316-8								t t u		
4440-8								b b		
4485-8								k		
4688-8								r r r w		
2798-8								n k i		
794-8								p e p p p a		
994-8								t n t a		
1006-8								n b		
1043-8								t t		
1617-8								a t		
1969-8								t a t a		
3364-8								i t a		
4530-8								t t a		
928-8								k î d î		
2852-8								k u v u		
675-8								g e e g a		
860-8								g ŋ ŋ ŋ t a		
1631-8								g u g i		
552-8								k u k a		
1318-8								k u ô k u		
1578-8								k k a		
2689-9									s a s a	
893-9									a a ɲ a	
1285-9									g b a a	
1303-9									b b o s a	
2197-9									s a l a	
2828-9									g i ɲ a	
3572-9									s o ɲ i	
1095-9									l i s a	
1789-9									k a l a a m s a	
3207-9									s u l a	
4249-9									g m s i	
4451-9									b i s i	
630-9									b l	
814-9									s s	
1228-9									s s a o	
1418-9									s i s o o o a	
1475-9									g b a	
2026-9									s s	
2775-9									g m m g a	
3397-9									s o l o	
3826-9									s k a	
4003-9									i i b a	
4040-9									b m m i	
4373-9									s i s i	
4384-9									i nː o	
116-9									b i k a	
181-9									b m m b m	
1083-9									l i l a	
1374-9									ɲ a a ɲ m	
1430-9									i n.a s o	
1666-9									b a a nː o	
1767-9									b o k o	
1906-9									i b i l a	
2177-9									b b e e a	
2419-9									s k a	
2750-9									o s i	
3018-9									g i l a	
3441-9									s s a	
3885-9									g i g ʊ	
3981-9									i o b a	
4260-9									b b a a	
4350-9									l l o o	
278-9									l a	
745-9									m á g o	
55-9									s a s a	
94-9									s o r o	
4139-9									s ʊ g a	
200-9									b i i	
528-9									b i l i	
871-9									g a g a	
2088-9									b i b a	
2166-9									ʊ s a	
2334-9									l i g a	
2393-9									b a nː a	
2537-9									l s	
2665-9									i i m b i	
2738-9									b l	
2872-9									k s i	
2997-9									s a a ʊ s a	
3075-9									s u l u g	
4238-9									i i s s i	
4429-9									s s a	
4440-9									b i b i	
4485-9									s u	
4574-9									b b a a l a	
2798-9									l b a	
3067-9									ɲ s ʊ	
3767-9									l o	
4632-9									l a l i	
1033-9									k o s o u o u a	
3185-9									s i g a	
240-9									s a	
401-9									b a	
755-9									g o l a	
836-9									g m m g i	
1006-9									b u u o b o	
1744-9									i g a a	
1989-9									g a ʊ a	
2037-9									ʊ g á g a	
2128-9									g m m g m	
2186-9									g a g a	
2483-9									b l ʊ	
2592-9									l l a	
3030-9									l i s a	
3160-9									r ʊ r a	
3385-9									b i	
3865-9									s s	
4552-9									i i n.a s i	
564-9									a a a l a	
3502-9									l ʊ b ʊ	
3598-9									l á g a	
3698-9									i i l a l a	
3735-9									g ʊ l ʊ	
1151-9									r i	
1318-9									k o ŋ s o	
1411-9									k i	
2689-10										a a
893-10										a a n̩ a
1285-10										l l a
2197-10										a
2828-10										i f a
1095-10										l i l a
1755-10										i n̩
3207-10										f u a
3519-10										f ʊ f a
448-10										l ʊ tʰ a
630-10										l l
1216-10										n̩ a l a
1418-10										l i l i ʊ̀ a
2775-10										d ʊ ɔ ɔ t a
3397-10										l a l a
4373-10										l i l i
4384-10										i tʰ
84-10										ʊ a tʰ a tʰ a
1083-10										l i a
1122-10										dʒ a n̩ a
2286-10										l a
2317-10										l ʊ l a
3018-10										tʰ ɔ tʰ a
3275-10										n̩ a a n̩ a
3464-10										l á n̩ a
3639-10										l á l á l á á a
3885-10										tʰ a tʰ ɔ
3981-10										i i l a
94-10										
4139-10										t ɔ t a
43-10										d i e d u
374-10										ʊ̀ ʊ̀ l l a ʊ̀
459-10										ʃ u ʃ a
508-10										l i l u
871-10										d a d a
1712-10										l u l i
2893-10										d i χ ʊ e
3075-10										l u l u l a
3531-10										a a tʰ ʊ̀ l a
794-10										b á á á k a
1032-10										l i l i l a
2797-10										ʃ i ʃ i
24-10										l ʊ̀ l a
542-10										l ʊ̀ l a ʊ̀ ʊ̀
1607-10										l ʊ̀ l ʊ̀
3198-10										ʃ á ʃ a n̩ a
1578-10										d f a
