COGID	1	10	2	3	4	5	6	7	8	9
2689-5					ɲ a m a					
893-5					a a n n n a					
1285-5					n w a					
1303-5					g o m					
2197-5					ʃ a l a					
2828-5					ʃ i n a					
3572-5					s o n i n					
1095-5					l i m a					
3207-5					f u l a					
3519-5					t u m a					
3686-5					i β m b a					
4249-5					k u m i					
448-5					b u n i					
630-5					β e e l e					
814-5					p o m p e					
1228-5					b w					
1418-5					ʃ i m a					
2026-5					t w e					
2775-5					β u p m β a					
3397-5					β o l a					
3826-5					ɲ o k					
4040-5					e n i					
4373-5					j i m i					
4384-5					i n o					
84-5					u g u l u					
116-5					p i k					
587-5					o á g o					
848-5					k á l					
1303-6						ɓ p a				
1755-6						ŋ ŋ ŋ				
448-6						l ɔ s ɔ ɔ ɔ				
1475-6						l l				
3397-6						s ɔ l ɔ				
2689-7							t a m a			
893-7							a n a			
1285-7							ɲ v a			
1303-7							o m a			
2197-7							z a a			
2828-7							i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							n e			
1789-7							k a a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							ɲ i s i			
814-7							ɣ o m b e			
1216-7							g a v a			
1475-7							ɣ v a			
2026-7							t v e			
2775-7							v u m b a			
3826-7							o k a			
4003-7							i v a			
4040-7							g e n i			
84-7							ɣ u u			
116-7							h i k a			
181-7							g o ŋ g o			
419-7							o g a			
587-7							o ŋ g o			
660-7							e a			
848-7							k á a			
1122-7							f n a			
2689-8								β a m a		
1285-8								n w á		
1303-8								g o m a		
2197-8								dʒ a l a		
2828-8								î n a		
3572-8								β ɔ n î		
1755-8								n u		
1789-8								k á r a ŋ g a		
3207-8								f u l a		
3519-8								t u m a		
3686-8								i m dʒ a		
4249-8								k u m î		
4451-8								β i β i		
814-8								o m ɲ e		
1228-8								j w a		
2026-8								t w u		
2775-8								β u m β a		
3826-8								β o k a		
4040-8								g e n î		
181-8								g o ŋ g o		
660-8								r e r a		
848-8								k r a		
1083-8								r i r a		
2689-9									t a m a n a	
893-9									a á n a	
1285-9									t t á	
1303-9									ŋ o m a	
2197-9									t a l á	
2828-9									t e n a	
3572-9									s o n i	
1095-9									l i m a n a	
1789-9									k á l a ŋ g a	
3207-9									w ʊ̀ l a	
4249-9									k ʊ̀ m i	
4451-9									b i s i	
630-9									b e e l e	
814-9									ŋ o m s e	
1228-9									w w a	
1418-9									z i m a n a	
1475-9									k t a	
2026-9									s s e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									s o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									w i m a n i	
4384-9									i n o	
116-9									s i k a	
181-9									g ʊ̀ ŋ g ʊ̀	
1083-9									l e l a	
2689-10										ts a m a
893-10										a n ɛ ɛ a
1285-10										ts w a
2197-10										ts á l a
2828-10										f i n a
1095-10										l i m a
1755-10										n e
3207-10										f u l a
3519-10										f ʊ m a
448-10										χ u n i
630-10										b ɛ ɛ l ɛ
1216-10										t a b ɛ a
1418-10										f ɛ m a
2775-10										b ʊ m ts a
3397-10										r ɔ l
4373-10										f ɛ m ɛ
4384-10										ɛ n ɔ
84-10										ɛ t ʊ l ʊ
1083-10										l i l a
1122-10										b ɛ n̩ a
