COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
68-2		s i m														
631-2		b ə n														
594-2		g o														
1759-2		h a n														
805-2		g a n														
756-2		h ɨ k														
1201-2		m o ʔ														
2042-2		ʔ a														
1968-2		d a ʔ														
2000-2		o ŋ														
17-2		v a ʔ														
4-2		əː m														
788-2		eː a														
1219-2		h i m														
141-2		ʔ o ŋ														
541-2		b kʰ j a n														
1687-2		h o n														
123-2		o m														
1652-2		dʑ a n														
576-2		ŋ a														
1738-2		eː a n														
442-2		h o m														
368-2		eː j a n														
1778-2		b a ʔ														
957-2		n a m														
1704-2		ʔ i ʔ														
304-2		j a m														
1796-2		dʑ a ŋ														
720-2		d a h														
287-2		g a m														
321-2		g o h														
206-2		d o ʔ														
1950-2		ʔ														
665-2		o n														
703-2		n o ʔ														
1290-2		m														
1391-2		g a ʔ														
269-2		g a ʔ														
855-2		dʑ a n														
2078-2		s a														
2213-2		m a														
1111-2		s a														
485-2		ŋ														
1356-2		m o h														
1093-2		d o ŋ														
1063-2		eː o m														
648-2		dʑ o n														
223-2		g o n														
1248-2		dʑ														
1509-2		d eː n														
504-2		dʑ o h														
2130-2		s i														
1-2		ʔ o														
386-2		o k														
1411-2		ʔ o														
1027-2		g a ʔ														
2077-2		m a h														
1459-2		g l														
1323-2		əː														
1859-3			ŋ a													
175-3			ɲ a													
241-3			ʔ o ʔ													
2163-3			kʰ o r													
2181-3			n a m													
2060-3			ʔ s m													
410-3			d													
1841-3			m													
2017-3			h													
1004-3			r o													
614-3			b o h													
686-3			b k													
88-3			g a ʔ													
872-3			n iː ŋ													
1891-3			d o													
68-3			s iː m													
631-3			b ə r													
594-3			g o													
1759-3			h a ɲ													
805-3			g a ɲ													
756-3			h iː ʔ													
1201-3			m o ʔ													
2042-3			ʔ ə													
1968-3			d a ʔ													
2000-3			o ŋ													
17-3			v a ʔ													
4-3			ɨː m													
788-3			d a													
1219-3			h iː m													
141-3			ʔ o ŋ													
541-3			b r j a ŋ													
1687-3			h o r													
123-3			o m													
1652-3			r a ɲ													
576-3			ŋ a													
1738-3			d a ɲ													
442-3			h o m													
368-3			kʰ j a ŋ													
1778-3			b a ʔ													
957-3			n a b													
1704-3			ʔ iː ʔ													
304-3			j a m													
1796-3			r a ŋ													
720-3			d a h													
287-3			ɲ ə b													
321-3			g o h													
206-3			kʰ o ʔ													
1950-3			ʔ													
665-3			o a													
703-3			n o ʔ													
1290-3			m													
1391-3			ɲ a t													
269-3			g a t													
855-3			r a n													
2078-3			s a													
2213-3			m ai̯													
1858-3			s a													
1151-3			g j a													
737-3			b l													
340-3			s a													
1111-3			s a													
485-3			ŋ													
1356-3			m o h													
1093-3			d o ŋ													
1063-3			d o m													
648-3			r o ŋ													
223-3			g ɔː a													
1248-3			r													
1509-3			d eː ɲ													
504-3			r o h													
1-3			ʔ o													
386-3			j o ʔ													
1411-3			ʔ o													
1027-3			g a ʔ													
2077-3			m ə h													
1459-3			g k													
1323-3			ɨː													
1859-4				ŋ iː												
175-4				g a												
241-4				ʔ o ʔ												
2163-4				o n												
2181-4				n a m												
2060-4				ʔ iː m												
410-4				t												
1841-4				m iː												
2017-4				h iː												
1004-4				a iː												
614-4				p o h												
686-4				p a iː												
88-4				g ɔ k												
872-4				n iː ŋ												
1891-4				t iː												
68-4				s iː m												
631-4				p a n												
594-4				g iː												
1759-4				h a ɲ												
805-4				g iː ŋ												
756-4				h iː k												
1201-4				m o ʔ												
2042-4				ʔ iː												
1968-4				t a ʔ												
2000-4				iː ŋ												
17-4				v a ʔ												
4-4				əː m												
788-4				ɛː iː												
1219-4				h iː m												
141-4				ʔ iː ŋ												
541-4				p ai̯ j a ŋ												
1687-4				h o n												
123-4				iː m												
1652-4				ai̯ iː ŋ												
576-4				ŋ ɔ												
1738-4				ɛː a k												
442-4				h o m												
368-4				p j a ŋ												
1778-4				p a ʔ												
957-4				n a p												
1704-4				ʔ iː ʔ												
304-4				j a m												
1796-4				ai̯ ɔ ŋ												
720-4				t a h												
287-4				g a p												
321-4				g o h												
206-4				t o k												
1950-4				ʔ												
665-4				o n												
703-4				n o k												
1290-4				m												
1391-4				g a ʔ												
269-4				g a ʔ												
855-4				ai̯ a n												
2078-4				s iː												
2213-4				m iː												
1858-4				s a												
1151-4				g j a n												
737-4				p ai̯ t												
340-4				s o												
1111-4				s iː												
485-4				ŋ												
1356-4				m u h												
1093-4				t o ŋ												
1063-4				ɛː o m												
648-4				ai̯ o ŋ												
223-4				g o n												
1509-4				t o ŋ												
504-4				ai̯ o h												
2130-4				s iː												
1-4				ʔ o												
386-4				o k												
1411-4				ʔ o												
1027-4				g a ʔ												
2077-4				m a												
1459-4				g l												
1859-5					ŋ i											
175-5					k a											
241-5					ʔ ɔ ʔ											
2163-5					kʰ o n											
2181-5					n a m											
2060-5					ʔ i m											
410-5					d											
1841-5					m i											
2017-5					h i											
1004-5					l i											
614-5					b o h											
686-5					b l i											
88-5					k a ʔ											
872-5					n i ŋ											
1891-5					i											
68-5					s i m											
631-5					b ə n											
594-5					k i											
1759-5					h a ɲ											
805-5					k i ŋ											
756-5					h i ʔ											
1201-5					m o ʔ											
2042-5					ʔ i											
1968-5					d a ʔ											
2000-5					i ŋ											
17-5					a ʔ											
4-5					əː m											
788-5					i											
1219-5					h i m											
141-5					ʔ i ŋ											
541-5					b r j a ŋ											
1687-5					h ɔ n											
123-5					i m											
1652-5					dʑ i ŋ											
576-5					ŋ a											
1738-5					a k											
442-5					h o m											
368-5					kʰ j a ŋ											
1778-5					b a ʔ											
957-5					n a b											
1704-5					ʔ i ʔ											
304-5					j a m											
1796-5					dʑ a ŋ											
720-5					d a h											
287-5					k a b											
321-5					k əː ʔ											
206-5					o ʔ											
1950-5					ʔ											
665-5					o n											
703-5					n o ʔ											
1290-5					m											
1391-5					k a ʔ											
269-5					k a ʔ											
855-5					dʑ a n											
2078-5					s i											
2213-5					m i											
1858-5					s a											
1151-5					k j a n											
737-5					b r											
340-5					s a											
1111-5					s i											
485-5					ŋ aːi̯											
1356-5					m u h											
1093-5					d o ŋ											
1063-5					o m											
648-5					dʑ ə ŋ											
223-5					k a n											
1248-5					dʑ											
1509-5					d i ŋ											
504-5					dʑ ɔ h											
2130-5					s i											
1-5					ʔ oː											
1411-5					ʔ ɔ											
2077-5					m a											
1323-5					əː											
1859-6						ŋ iː										
175-6						k a										
241-6						ʔ o ʔ										
2163-6						k o n										
2181-6						n a m										
2060-6						ʔ i m										
410-6						d										
1841-6						m										
2017-6						h ei̯										
1004-6						r i										
614-6						b o h										
686-6						b l										
88-6						k a ʔ										
872-6						n i ŋ										
1891-6						d i										
68-6						s iː m										
631-6						p ə r										
594-6						k i										
1759-6						h a ɲ										
805-6						k i ɲ										
756-6						h i ʔ										
1201-6						m o ʔ										
2042-6						ʔ i										
1968-6						d a ʔ										
2000-6						i ŋ										
17-6						a ʔ										
4-6						əː m										
788-6						iː										
1219-6						h iː m										
141-6						ʔ i ŋ										
541-6						p r j a ŋ										
1687-6						h o r										
123-6						i m										
1652-6						dʑ e ɲ										
576-6						ŋ a										
1738-6						a k										
442-6						h o m										
368-6						d j a ŋ										
1778-6						p a ʔ										
957-6						n a p										
1704-6						ʔ i ʔ										
304-6						j a m										
1796-6						dʑ a ŋ										
720-6						d a h										
287-6						k a p										
321-6						k o ʔ										
206-6						o ʔ										
1950-6						ʔ										
665-6						o n										
703-6						n o ʔ										
1290-6						m										
1391-6						k a ʔ										
269-6						k a ʔ										
855-6						dʑ a n										
2078-6						s a										
2213-6						m iː										
1858-6						s a										
1151-6						k j a n										
737-6						p r										
340-6						s a										
1111-6						s iː										
1093-6						d o ŋ										
1063-6						o m										
648-6						dʑ o ŋ										
1248-6						dʑ										
1509-6						d i ŋ										
504-6						dʑ o h										
2130-6						s i										
1-6						ʔ o										
1411-6						ʔ o										
2077-6						m a h										
1323-6						i										
1859-7							ŋ iː									
175-7							g a									
241-7							ʔ o ʔ									
2163-7							iː o n									
2181-7							n a m									
2060-7							ʔ iː m									
410-7							p									
1841-7							m o									
2017-7							h iː									
1004-7							l iː									
614-7							p o h									
686-7							p l iː									
88-7							g a ʔ									
872-7							n iː ŋ									
1891-7							p iː									
68-7							s iː m									
631-7							p a n									
594-7							g iː									
1759-7							h a n									
805-7							g iː ɲ									
756-7							h iː k									
1201-7							m o ʔ									
2042-7							ʔ iː									
1968-7							p a ʔ									
2000-7							iː ŋ									
17-7							v a ʔ									
4-7							əː m									
788-7							p iː									
1219-7							h iː m									
141-7							ʔ iː ŋ									
541-7							p l j a ŋ									
1687-7							h o n									
123-7							iː m									
1652-7							tɕ iː n									
576-7							ŋ ɔ									
1738-7							p a g									
442-7							h o m									
368-7							p j a ŋ									
1778-7							p a ʔ									
957-7							n a p									
1704-7							ʔ iː ʔ									
304-7							j a m									
1796-7							tɕ ɔ ŋ									
720-7							d a h									
287-7							g a p									
321-7							g o h									
206-7							au̯ o ʔ									
1950-7							ʔ									
665-7							o n									
703-7							n o ʔ									
1290-7							m									
1391-7							g a ʔ									
269-7							g a ʔ									
855-7							tɕ a n									
2078-7							s ə									
2213-7							m iː									
1858-7							s a									
1151-7							g j a n									
737-7							p a t									
340-7							s a									
1111-7							s iː									
485-7							ŋ									
1356-7							m o h									
1093-7							d o ŋ									
1063-7							p o m									
648-7							tɕ o ŋ									
223-7							g ɔ n									
1248-7							tɕ									
1509-7							t eː ŋ									
504-7							tɕ o h									
2130-7							s iː									
1-7							ʔ o									
386-7							o k									
1411-7							ʔ o									
1027-7							g a ʔ									
1459-7							g l									
1859-8								ŋ iː								
175-8								ŋ a								
241-8								ʔ ɔ ʔ								
2163-8								kʰ ɔ ŋ								
2181-8								n a m								
2060-8								ʔ i m								
410-8								t								
1841-8								m								
2017-8								h i								
1004-8								l i								
614-8								b o h								
686-8								b l i								
88-8								g a ʔ								
872-8								n i ŋ								
1891-8								b i								
68-8								s i m								
631-8								b t n								
594-8								g i								
1759-8								h a ŋ								
805-8								g i ŋ								
756-8								h i ʔ								
1201-8								m ɔ ʔ								
2042-8								ʔ a								
1968-8								b a ʔ								
2000-8								i ŋ								
17-8								v a ʔ								
4-8								əː m								
788-8								b iː								
1219-8								h i m								
141-8								ʔ i ŋ								
541-8								b r j a ŋ								
1687-8								h ɔ ŋ								
123-8								i m								
1652-8								dʑ i ŋ								
576-8								ŋ a								
1738-8								b a ŋ								
442-8								h ɔ m								
368-8								b j a ŋ								
1778-8								b a ʔ								
957-8								n a p								
1704-8								ʔ i ʔ								
304-8								j a m								
1796-8								dʑ a ŋ								
720-8								t a h								
287-8								ŋ a p								
321-8								g o ʔ								
206-8								kʰ ɔ ʔ								
1950-8								ʔ								
665-8								o a								
703-8								n o ʔ								
1290-8								m								
1391-8								ŋ a ʔ								
269-8								g a ʔ								
855-8								dʑ a n								
2078-8								s a								
2213-8								m iː								
1858-8								s a								
1151-8								g j a ŋ								
737-8								b r								
340-8								s a								
1111-8								s iː								
485-8								ŋ								
1356-8								m ɔ h								
1093-8								t o ŋ								
1063-8								b ɔ m								
648-8								dʑ b ŋ								
223-8								g ɔ n								
1248-8								dʑ								
1509-8								t b ŋ								
504-8								dʑ ɔ h								
2130-8								s i								
1-8								ʔ ɔ								
386-8								a o ʔ								
1411-8								ʔ ɔ								
1027-8								g a ʔ								
2077-8								m ɔ h								
1459-8								g l								
1323-8								e								
1859-9									ŋ i							
175-9									n a							
241-9									ʔ u ʔ							
2163-9									kʰ u n							
2181-9									n a m							
2060-9									ʔ oː m							
410-9									d							
1841-9									m							
2017-9									h i							
1004-9									l iː							
614-9									b u h							
686-9									b l							
88-9									g a ʔ							
872-9									n iː ŋ							
1891-9									d iː							
68-9									s iː m							
631-9									b i a							
594-9									g iː							
1759-9									h a n							
805-9									g i ŋ							
756-9									h iː ʔ							
1201-9									m u ʔ							
2042-9									ʔ i							
1968-9									d a ʔ							
2000-9									o ŋ							
17-9									v a ʔ							
4-9									ɨː m							
788-9									d i							
1219-9									h iː m							
141-9									ʔ o ŋ							
541-9									b r j a ŋ							
1687-9									h u r							
123-9									o m							
1652-9									dʑ i n							
576-9									ŋ a							
1738-9									d a n							
442-9									h u m							
368-9									kʰ j a ŋ							
1778-9									b a ʔ							
957-9									n a b							
1704-9									ʔ iː ʔ							
304-9									j a m							
1796-9									dʑ a ŋ							
720-9									d a h							
287-9									n a b							
321-9									g o h							
206-9									kʰ u ʔ							
1950-9									ʔ							
665-9									u a							
703-9									n u ʔ							
1290-9									m							
1391-9									n a ʔ							
269-9									g a ʔ							
855-9									dʑ a n							
2078-9									s i							
2213-9									m i							
1858-9									s a							
1151-9									g j a n							
737-9									b r							
340-9									s a							
485-9									ŋ							
1356-9									m u h							
1093-9									d u ŋ							
1063-9									d u m							
648-9									dʑ o ŋ							
223-9									g u n							
1248-9									dʑ							
504-9									dʑ u h							
2130-9									s iː							
1-9									ʔ u							
386-9									u ʔ							
1027-9									g a ʔ							
2077-9									m u h							
1459-9									g l							
1323-9									d							
1859-10										ŋ i						
175-10										k a						
241-10										ʔ ɔ ʔ						
2163-10										kʰ ɔ						
2181-10										ŋ a m						
2060-10										ʔ i m						
410-10										d						
1841-10										m						
2017-10										h i						
1004-10										l i						
614-10										b o h						
686-10										b l i						
88-10										k a ʔ						
872-10										ŋ i ŋ						
1891-10										d i						
68-10										s i m						
631-10										b ə r						
594-10										k i						
1759-10										h a ŋ						
805-10										k i ŋ						
756-10										h i ʔ						
1201-10										m o ʔ						
2042-10										ʔ i						
1968-10										d a ʔ						
2000-10										i ŋ						
17-10										a ʔ						
4-10										e m						
788-10										d i						
1219-10										h i m						
141-10										ʔ i ŋ						
541-10										b r j a ŋ						
1687-10										h ɔ r						
123-10										i m						
1652-10										dʑ i ŋ						
576-10										ŋ a						
1738-10										d a k						
442-10										h ɔ m						
368-10										d j a ŋ						
1778-10										b a ʔ						
957-10										ŋ a b						
1704-10										ʔ i ʔ						
304-10										j a m						
1796-10										dʑ a ŋ						
720-10										t a h						
287-10										k a b						
321-10										k o h						
206-10										d o ʔ						
1950-10										ʔ						
665-10										o a						
703-10										ŋ o ʔ						
1290-10										m						
1391-10										ŋ a ʔ						
269-10										k a ʔ						
855-10										dʑ a ŋ						
2078-10										s i						
2213-10										m i						
1858-10										s a						
1151-10										k j a						
737-10										b r						
340-10										s a						
1111-10										s i						
485-10										ŋ						
1356-10										m ɔ h						
1093-10										t o ŋ						
1063-10										d o m						
648-10										dʑ ɔː ŋ						
223-10										k ɔ ŋ						
1248-10										r						
1509-10										t i ŋ						
504-10										dʑ ɔ h						
2130-10										s i						
1-10										ʔ o						
386-10										o ʔ						
1411-10										ʔ ɔ						
1027-10										k a ʔ						
2077-10										m a h						
1323-10										e						
1859-11											ŋ a					
175-11											k a					
241-11											ʔ u ʔ					
2163-11											o n					
2181-11											n a m					
2060-11											ʔ s m					
410-11											d					
1841-11											m o					
2017-11											h					
1004-11											a i					
614-11											b o h					
686-11											b l					
88-11											k a ʔ					
872-11											n ɨ ŋ					
1891-11											d i					
68-11											s i m					
631-11											b a n					
594-11											k i					
1759-11											h a n					
805-11											k i ŋ					
756-11											h ɨ k					
1201-11											m o ʔ					
2042-11											ʔ a					
1968-11											d a ʔ					
2000-11											i ŋ					
17-11											v a ʔ					
4-11											əː m					
788-11											d a					
1219-11											h i m					
141-11											ʔ i ŋ					
541-11											b r j a ŋ					
1687-11											h u n					
123-11											i m					
1652-11											r i ŋ					
576-11											ŋ ɔ					
1738-11											d a k					
442-11											h ɔ m					
368-11											d j a ŋ					
1778-11											b a ʔ					
957-11											n a b					
1704-11											ʔ i ʔ					
304-11											j a m					
1796-11											r ɔ ŋ					
720-11											t a h					
287-11											k a p					
321-11											k o					
206-11											au̯ o ʔ					
1950-11											ʔ					
665-11											s n					
703-11											n o ʔ					
1290-11											m					
1391-11											k a ʔ					
269-11											k a ʔ					
855-11											r a n					
2078-11											s a					
2213-11											m a					
1858-11											s a					
1151-11											k j a n					
737-11											b r t					
340-11											s a					
1111-11											s i					
485-11											ŋ					
1356-11											m u h					
1093-11											t o ŋ					
648-11											r əː ŋ					
223-11											k ɔ n					
1248-11											r					
1509-11											t i ŋ					
504-11											r ɔ h					
2130-11											s i					
1-11											ʔ au̯					
386-11											o n					
1411-11											ʔ o					
1027-11											k a ʔ					
2077-11											m ɔ					
1459-11											k l					
1859-12												ŋ i				
175-12												k a				
241-12												ʔ o ʔ				
2163-12												kʰ ɔ n				
2181-12												n a m				
2060-12												ʔ i m				
410-12												ə				
1841-12												m i				
2017-12												h i				
1004-12												a i				
614-12												b ou̯ h				
686-12												b l i				
88-12												k a ʔ				
872-12												n i ŋ				
1891-12												ə i				
68-12												s i m				
631-12												b ə n				
594-12												g i				
1759-12												h a ɲ				
805-12												g i ɲ				
756-12												h i n				
1201-12												m ɔ ʔ				
2042-12												ʔ i				
1968-12												ə a ʔ				
2000-12												i ŋ				
17-12												v a ʔ				
4-12												ə m				
788-12												ə ɛ				
1219-12												h i m				
141-12												ʔ i ŋ				
541-12												b r j a ŋ				
1687-12												h ɔ n				
123-12												i m				
1652-12												c i n				
576-12												ŋ ɔ				
1738-12												ə a k				
442-12												h ɔ m				
368-12												b j a ŋ				
1778-12												p a ʔ				
957-12												n a p				
1704-12												ʔ i ʔ				
304-12												j a m				
1796-12												c ɔ ŋ				
720-12												t a h				
287-12												k a p				
321-12												g ə h				
206-12												kʰ ou̯ ʔ				
1950-12												ʔ				
665-12												ou̯ n				
703-12												n ou̯ ʔ				
1290-12												m				
1391-12												k a ʔ				
269-12												g a ʔ				
855-12												c a n				
2078-12												s i				
2213-12												m i				
1858-12												s a				
1151-12												g j a n				
737-12												p r				
340-12												s a				
1111-12												s ɛ				
485-12												ŋ				
1356-12												m o h				
1093-12												t ou̯ ŋ				
1063-12												b ɔ m				
648-12												c ə ŋ				
223-12												g ɔ n				
1248-12												c				
1509-12												t i n				
504-12												c ɔ h				
2130-12												s i				
1-12												ʔ ou̯				
386-12												j ou̯ ʔ				
1411-12												ʔ o				
1027-12												g a ʔ				
2077-12												m ɔ h				
1459-12												g l				
1323-12												ə				
1859-13													k i			
175-13													n a			
241-13													ʔ u ʔ			
2163-13													r u n			
2181-13													n a m			
2060-13													ʔ ɨ m			
410-13													ə			
1841-13													m i			
2017-13													h ɨ			
1004-13													l i			
614-13													b ou̯ h			
686-13													b l i			
88-13													g ɔ ʔ			
872-13													n ɨ k			
1891-13													ə i			
68-13													s i m			
631-13													b ə n			
594-13													g i			
1759-13													h a n			
805-13													g i n			
756-13													h ɨ n			
1201-13													m u ʔ			
2042-13													ʔ i			
1968-13													ə a ʔ			
2000-13													i k			
17-13													v a ʔ			
4-13													ə m			
788-13													ə i			
1219-13													h i m			
141-13													ʔ i k			
541-13													b r j a			
1687-13													h u n			
123-13													i m			
1652-13													c i n			
576-13													k ɔ			
1738-13													ə a n			
442-13													h ɔ m			
368-13													ə j a			
1778-13													p a ʔ			
957-13													n a p			
1704-13													ʔ i ʔ			
304-13													j a m			
1796-13													c ɔ k			
720-13													r a h			
287-13													n a p			
321-13													g ə h			
206-13													ə ou̯ ʔ			
1950-13													ʔ			
665-13													ou̯ n			
703-13													n ou̯ ʔ			
1290-13													m			
1391-13													n a ʔ			
269-13													g a ʔ			
855-13													c a n			
2078-13													s i			
2213-13													m i			
1858-13													s a			
1151-13													g j a n			
737-13													p r			
340-13													s a			
1111-13													s i			
485-13													k			
1356-13													m u h			
1093-13													r ou̯ k			
1063-13													ə ɔ m			
223-13													g ɔ n			
1248-13													c			
1509-13													ə i n			
504-13													c ɔ h			
2130-13													s i			
1-13													ʔ ou̯			
386-13													j ou̯ ʔ			
1411-13													ʔ u			
1027-13													g a ʔ			
2077-13													m ɔ h			
1459-13													g l			
1323-13													ə			
1859-14														ŋ iː		
175-14														ŋ a		
241-14														ʔ ɔ ʔ		
2163-14														kʰ ɔ		
2181-14														n a m		
2060-14														ʔ i m		
410-14														b		
1841-14														m iː		
2017-14														h i		
1004-14														l iː		
614-14														b o h		
686-14														b l iː		
88-14														g a ʔ		
872-14														n iː ŋ		
1891-14														b iː		
68-14														s iː m		
631-14														b l r		
594-14														g iː		
1759-14														h a ɲ		
805-14														g i ŋ		
756-14														h iː ŋ		
1201-14														m ɔ ʔ		
2042-14														ʔ ɔː		
1968-14														b a ʔ		
2000-14														iː ŋ		
17-14														v a ʔ		
4-14														ə m		
788-14														b i		
1219-14														h iː m		
141-14														ʔ iː ŋ		
541-14														b r j a ŋ		
1687-14														h ɔ r		
123-14														iː m		
1652-14														dʑ i ŋ		
576-14														ŋ a		
1738-14														b a ŋ		
442-14														h ɔ m		
368-14														b j a ŋ		
1778-14														b a ʔ		
957-14														n a p		
1704-14														ʔ iː ʔ		
304-14														j a m		
1796-14														dʑ a ŋ		
720-14														dʱ a h		
287-14														g a p		
321-14														g ui̯ h		
206-14														kʰ ui̯ ʔ		
1950-14														ʔ		
665-14														o a		
703-14														n ui̯ ʔ		
1290-14														m		
1391-14														ŋ a ʔ		
269-14														g a t		
855-14														dʑ a n		
2078-14														s iː		
2213-14														m iː		
1858-14														s a		
1151-14														g j a		
737-14														b r		
340-14														s a		
1111-14														s i		
485-14														ŋ		
1356-14														m ɔ h		
1093-14														dʱ o ŋ		
1063-14														b ɔ m		
648-14														dʑ b ŋ		
223-14														g ɔː n		
1248-14														dʑ		
1509-14														dʱ ɔː ŋ		
504-14														dʑ ɔ h		
2130-14														s iː		
386-14														a ui̯ ʔ		
1411-14														ʔ ɔ		
1027-14														g a ʔ		
2077-14														m ɔ h		
1459-14														g l		
1323-14														ə		
1859-15															ŋ ɨi̯	
175-15															ɲ a	
241-15															ʔ ɔː ʔ	
2163-15															kʰ ɔː n	
2181-15															n a m	
2060-15															ʔ s m	
410-15															kʰ	
1841-15															m ou̯	
2017-15															h a	
1004-15															e ɨi̯	
614-15															b ou̯ h	
686-15															b e	
88-15															g a ʔ	
872-15															n ɨi̯ ŋ	
1891-15															b ɨi̯	
68-15															s ɨi̯ m	
631-15															b ə n	
594-15															g ɨi̯	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h ɨi̯ n	
1201-15															m ou̯ ʔ	
2042-15															ʔ a	
1968-15															b a ʔ	
2000-15															ɨi̯ ŋ	
17-15															v a ʔ	
4-15															əa m	
788-15															b a	
1219-15															h ɨi̯ m	
141-15															ʔ ɨi̯ ŋ	
541-15															b r j a ŋ	
1687-15															h ɔː n	
123-15															ɨi̯ m	
1652-15															r a n	
576-15															ŋ a	
1738-15															b a ɲ	
442-15															h ɔː m	
368-15															kʰ j a ŋ	
1778-15															b a ʔ	
957-15															n a ʔ	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															r ɔ ŋ	
720-15															t a h	
287-15															g a p	
321-15															g ou̯ h	
206-15															kʰ ou̯ ʔ	
1950-15															ʔ	
665-15															ou̯ n	
703-15															n ou̯ ʔ	
1290-15															m	
1391-15															k a ʔ	
269-15															g a ʔ	
855-15															r a n	
2078-15															s a	
2213-15															m ɨi̯	
1858-15															s a	
1151-15															g j a n	
737-15															b r	
340-15															s a	
1111-15															s ɨi̯	
485-15															ŋ	
1356-15															m ɔː h	
1093-15															t ou̯ ŋ	
1063-15															b ɔː m	
648-15															r ou̯ ŋ	
223-15															g ɔː n	
1248-15															r	
1509-15															t ou̯ n	
504-15															c ɔː h	
2130-15															s ɨi̯	
1-15															ʔ ou̯	
386-15															ou̯ ʔ	
1027-15															g a ʔ	
2077-15															m ɔː h	
1459-15															g e	
1323-15															əɯ̯	
1859-16																ŋ iː
175-16																k a
241-16																ʔ u ʔ
2163-16																u n
2181-16																n a m
2060-16																ʔ s m
410-16																t
1841-16																m
2017-16																h ei̯
1004-16																l iː
614-16																b ou̯ h
686-16																b l
88-16																g a ʔ
872-16																n iː ŋ
1891-16																b iː
68-16																s iː m
631-16																b ə n
594-16																g iː
1759-16																h a ɲ
805-16																g ɨ ɲ
756-16																h iː n
1201-16																m ou̯ ʔ
2042-16																ʔ a
1968-16																b a ʔ
2000-16																iː ŋ
17-16																v a ʔ
4-16																əː m
788-16																ɨ
1219-16																h iː m
141-16																ʔ iː ŋ
541-16																b r j a ŋ
1687-16																h u n
123-16																iː m
1652-16																r ɨ n
576-16																ŋ ɔ
1738-16																a k
442-16																h ou̯ m
368-16																b j a ŋ
1778-16																p a ʔ
957-16																n a p
1704-16																ʔ iː ʔ
304-16																j a m
1796-16																r ɔ ŋ
720-16																t a h
287-16																k a p
321-16																g ou̯ h
206-16																ou̯ ʔ
1950-16																ʔ
665-16																ou̯ n
703-16																n ou̯ ʔ
1290-16																m
1391-16																k a ʔ
269-16																g a ʔ
855-16																r a n
2078-16																s a
2213-16																m iː
1858-16																s a
1151-16																g j a n
737-16																p r
340-16																s a
1111-16																s iː
485-16																ŋ
1356-16																m u h
1063-16																b ou̯ m
648-16																r b ŋ
223-16																g ɔ n
1248-16																r
1509-16																t b n
2130-16																s iː
1-16																ʔ ou̯
386-16																j ou̯ ʔ
1411-16																ʔ ou̯
1027-16																g a ʔ
2077-16																m u h
1459-16																g l
1323-16																əː
