COGID	1	10	2	3	4	5	6	7	8	9
181-9									g o ŋ g g o	
1083-9									l i l a	
2689-10										n a m a
893-10										a n a
1285-10										n w a
2197-10										d a l a
2828-10										i i n a
1095-10										l i m a
1755-10										n ɛ
3207-10										b ʊ l a
3519-10										t ʊ m a
448-10										n u n i
630-10										b ɛ ɛ l ɛ
1216-10										χ a b a
1418-10										ts i m a
2775-10										b u m m a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i n ɔ
84-10										a u a u l
1083-10										l i l a
1122-10										b i n a
