COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
182-1	kʰ u							
993-1	ɲ a m							
994-1	ʑ u							
1001-1	h a							
1002-1	d a k							
1005-1	tɕʰ u ŋ							
1009-1	kʰ au							
1022-1	ɕ a							
1021-1	ts ɔ k							
1043-1	w u ŋ							
1049-1	t u s							
1065-1	kʰ i ŋ							
1068-1	w u							
1077-1	r u ŋ							
1081-1	r a ŋ							
1084-1	z i ŋ							
1092-1	m ɛi							
1091-1	tsʰ u							
1096-1	n u							
1097-1	tsʰ u							
1102-1	n ɔi							
1104-1	tʰ ɔ ŋ							
1108-1	tɕʰ a k							
552-1	dʑ a							
1111-1	b ɔː							
1116-1	ʑ a ŋ							
722-1	kʰ au							
1141-1	w a ŋ							
1147-1	pʰ u							
1146-1	ʑ ɔ							
1150-1	h a ŋ							
1151-1	w m							
1158-1	kʰ a k							
1159-1	pʰ u							
1164-1	tʰ a							
1163-1	l a							
1167-1	z a ŋ							
1171-1	l ɔi							
1177-1	ɕ u							
1187-1	kʰ ɛi							
1189-1	ɲ i s							
52-1	kʰ a							
1195-1	ʑ i							
1203-1	tʰ u p							
1211-1	w au							
329-1	w au							
1217-1	m a ŋ							
72-1	kʰ a							
1218-1	tɕʰ i k							
1222-1	tɕʰ ɔ ɹ							
1229-1	dʑ a m							
1238-1	d a ŋ							
1249-1	m i							
1252-1	w a							
1254-1	ɲ a m							
1253-1	s u ŋ							
1257-1	k a ɹ							
1263-1	dʑ u							
1266-1	dʑ a k							
584-1	t ɔ m							
7-1	w ɔi							
1191-1	n j a							
13-1	tɕʰ a							
18-1	b i							
33-1	ɲ a m							
74-1	t a							
81-1	z a							
83-1	m i k							
89-1	tʰ ɔ ŋ							
90-1	ʑ a p							
123-1	tɕʰ i							
122-1	kʰ u s							
121-1	m a							
154-1	tɕʰ ɛi							
159-1	ɕ a							
161-1	kʰ i							
170-1	dʑ ɛ t							
91-1	ɔˀ							
181-1	n u							
186-1	dʑ ɛi							
191-1	ɕ a							
217-1	k a							
221-1	m au							
252-1	ts ɛ ŋ							
253-1	l a m							
261-1	b a							
262-1	j u							
281-1	ts i k							
287-1	r ɔ							
288-1	r a							
292-1	d ɔ k							
297-1	kʰ ɔ							
311-1	k i							
332-1	b u							
358-1	d ɔ ŋ							
366-1	kʰ ɛi							
378-1	dʑ a t							
382-1	m ɔi							
392-1	dʑ ɔ k							
397-1	b a							
471-1	m a ŋ							
477-1	d u							
478-1	r u							
481-1	dʑ a k							
483-1	ʑ ɛ ɹ							
511-1	kʰ							
525-1	tɕʰ i							
542-1	dʑ ɔ ŋ							
638-1	ɲ u							
656-1	h ɛi							
657-1	kʰ ɔ ŋ							
659-1	d a							
711-1	tɕʰ ɔ							
745-1	ɲ a m							
818-1	tʰ i k							
825-1	tʰ a							
839-1	tsʰ au							
841-1	j ai							
894-1	b u							
932-1	ɕ i							
936-1	r ɛi							
943-1	pʰ a k							
965-1	kʰ ɔ							
1039-1	h a ŋ							
1044-1	ɔ							
1076-1	kʰ ai							
1126-1	b ɔ k							
1131-1	pʰ a							
1132-1	tɕʰ a k							
1166-1	tʰ i k							
1175-1	ɕ i ŋ							
944-1	t u ŋ							
1199-1	dʑ ɔ ŋ							
1256-1	tɕ u ŋ							
1282-1	d i							
1283-1	j u							
30-1	ɲ ɔ n							
32-1	dʑ a							
59-1	m a n							
68-1	ɔˀ							
69-1	z a ŋ							
82-1	pʰ ɛ t							
88-1	ts i k							
100-1	ʑ a n							
116-1	ɲ a k							
142-1	z j ɛ k							
155-1	kʰ a ŋ							
268-1	tɕʰ u							
285-1	tɕʰ a m							
315-1	l a							
318-1	j u							
406-1	l a							
421-1	w ɛ t							
436-1	tsʰ i							
515-1	b							
516-1	r u k							
524-1	s u m							
545-1	pʰ i k							
566-1	kʰ ɛ k							
579-1	tɕʰ ɔ ŋ							
587-1	ts u p							
597-1	ɕ u							
166-1	l a k							
644-1	j ɔ ŋ							
687-1	m u k							
733-1	tʰ ɔ ŋ							
738-1	tɕʰ ɛ t							
755-1	h ɔː m							
1-2		g uː						
5-2		n a						
4-2		tʰ i k						
6-2		n a ŋ						
15-2		tɕʰ ɐ̃ː						
55-2		r ɐ̃ː						
56-2		ɐː						
60-2		s ɐ̃ː						
61-2		kʰ y ŋ						
80-2		tɕ ɔ k						
87-2		tɕʰ ɐ						
86-2		pʰ l u						
92-2		pʰ l ɐ̃ː						
102-2		m ɐ̃ː						
106-2		pʰ u k						
108-2		d a						
107-2		pʰ l ɐ						
112-2		pʰ a ŋ						
115-2		s						
114-2		t u ŋ						
120-2		d u						
124-2		ɐː						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r i ŋ						
136-2		pʰ u						
134-2		kʰ ɐ k						
137-2		ɐː						
138-2		d ɔ k						
140-2		h uː						
143-2		tɕʰ ɐ k						
145-2		tɕʰ ɔ̃ː						
147-2		h ɛː						
149-2		m i k						
153-2		s						
152-2		t a ŋ						
158-2		t y k						
163-2		r ɐ̃ː						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ øˀ						
183-2		r ɛː						
185-2		m uː						
188-2		kʰ a						
189-2		tɕ i ŋ						
193-2		h a						
196-2		m ɔ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ a ŋ						
201-2		tɕʰ ɐ̃ː						
202-2		kʰ u						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a ŋ						
117-2		b yː						
146-2		tɕʰ øˀ						
219-2								
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː						
240-2		tɕʰ ɐ k						
244-2		j ɛ̃ĩː						
255-2		n øˀ						
260-2		b ɐ̃ː						
263-2		r ɐ̃ː						
269-2		tɕʰ ɐ̃ː k						
271-2		tʰ ɐ k						
209-2		tɕʰ øˀ						
277-2		m a						
278-2		b u ŋ						
135-2		d ə						
284-2		m ɐ̃ː						
797-2		ɐː						
290-2		r i ŋ						
289-2		tɕʰ i k						
296-2		r ɐ̃ː						
310-2		s						
319-2		ɐː						
325-2		r a						
327-2		tʰ ɛː						
331-2		b ɐ̃ː						
337-2		b a ŋ						
338-2		r y ŋ						
339-2		ɐː						
350-2		g						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		ɐː						
363-2		t a						
361-2		tʰ ɐ̃ː						
365-2		s a ŋ						
364-2		tɕʰ ɛ k						
375-2		r u k						
379-2		s ɛ k						
380-2		g a						
396-2		j ɐ̃ː						
400-2		m uː						
405-2		d a ŋ						
404-2		s øˀ ŋ						
409-2		r ɐ̃ː k						
410-2		i k						
415-2		b ɐ̃ː						
416-2		b a						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		t ɛː						
434-2		tɕʰ ɛ ŋ						
445-2		b						
446-2		s ɐ̃ː						
451-2		t u						
457-2		n a ŋ						
456-2		b l uː						
464-2		pʰ ɐ̃ː ŋ						
473-2		tɕʰ ɐ̃ː						
474-2		ɐː m						
479-2		s i ŋ						
489-2		j ɐ						
490-2		h ɔ̃ː						
494-2		s ɐ̃ː						
503-2		g ɐ̃ː						
502-2		z a ŋ						
235-2		r y ŋ						
519-2		r ɐ̃ː						
523-2		ɐː k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a ŋ						
850-2		ɐː						
554-2		tɕʰ ɐ̃ː						
553-2		r i ŋ						
558-2		kʰ ɔ̃ː ŋ						
561-2		s a						
562-2		b ɐ						
564-2		j ɛː						
567-2		m a						
570-2		pʰ ɐ̃ː						
575-2		ɐː						
582-2		r a						
585-2		ɐː						
589-2		kʰ øˀ ŋ						
593-2		d ɛ ŋ						
594-2		l a						
595-2		tʰ øˀ						
596-2		n u						
598-2		z u						
599-2		d ɛ̃ĩː						
602-2		z ɛː						
603-2		r a k						
606-2		s u						
605-2		b ɐ̃ː						
620-2		r ɐ̃ː						
637-2		pʰ ɐ k						
639-2		dʑ ɐ̃ː						
645-2		kʰ ɐ̃ː						
646-2		r ɛ ŋ						
168-2		h ɐ̃ː k						
658-2		h a ŋ						
665-2		pʰ uː						
668-2		h uː						
677-2		t a ŋ						
75-2		b u ŋ						
678-2		s uː						
682-2		m ɛ ŋ						
493-2		z ɐ̃ː						
693-2		s a						
694-2		m						
702-2		tɕ øˀ ŋ						
704-2		m uː						
176-2		r uː						
709-2		s						
710-2		t øˀ k						
714-2		m ɐ̃ː						
718-2		g						
719-2		tɕʰ ɔ̃ː ŋ						
22-2		m ɐ̃ː						
723-2		tɕ i ŋ						
726-2		tɕʰ ɛ ŋ						
729-2		b						
730-2		r ɛː						
739-2		pʰ l ɐ̃ː						
740-2		b ɐ̃ː						
741-2		kʰ ɔ k						
744-2		ɐː						
743-2		z ɛ ŋ						
746-2		pʰ u ŋ						
748-2		tʰ y k						
747-2		kʰ yː						
749-2		kʰ ɛ ŋ						
751-2		t ɔ̃ː						
762-2		m ɛ ŋ						
764-2		h ɛ ŋ						
765-2		tɕʰ ɐ̃ː						
788-2		l y						
615-2		r ɐ k						
803-2		s u						
802-2		j ɐ k						
808-2		b a						
809-2		tɕ ɐ̃ː						
819-2		d y k						
821-2		z u						
820-2		b ɐ						
828-2		s ɐ k						
827-2		b ɐ̃ː						
835-2		n ɐ̃ː						
308-2		r ɐ̃ː						
844-2		z i						
848-2		m ɐ̃ː						
705-2		r uː						
613-2		ɐː						
649-2		h ɐ̃ː k						
876-2		tɕ ɐ̃ː						
878-2		j u ŋ						
889-2		h ɔ̃ː						
898-2		n y k						
902-2		h ɛ̃ː ŋ						
910-2		ɐː n						
916-2		r ɐ̃ː						
919-2		r ɛː						
922-2		s i k						
930-2		tɕʰ ɐ̃ː						
933-2		h ɐ̃ː						
939-2		r u k						
947-2		j ɛ ŋ						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		b u k						
972-2		n ə						
731-2		m ɐ̃ː						
973-2		tɕʰ i ŋ						
974-2		n øˀ						
979-2		dʑ ɛ̃ː ŋ						
182-2		kʰ yː						
993-2		n a						
994-2		j ɐ̃ː						
1001-2		s ɐ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ ɐ̃ː						
1022-2		s						
1021-2		w u k						
1043-2		w u ŋ						
1049-2		t a						
1065-2		tɕʰ ɛ̃ĩː						
1068-2		j ɐ̃ː						
1077-2		r y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m a						
1091-2		tɕʰ ɐ̃ː						
1096-2		n ə						
1097-2		dʑ ɐ̃ː						
1102-2		n ɛː						
1104-2		tʰ ɛ̃ː						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b l ɐ						
1116-2		s ɔ̃ː						
722-2		kʰ ɐ̃ː						
1141-2		j ɛ̃ː ŋ						
1147-2		b a						
1146-2		z ɐ̃ː						
1150-2		h a ŋ						
1151-2		ɐː m						
1158-2		h ɐ k						
1159-2		pʰ ɐ̃ː						
1164-2		tʰ						
1163-2		r uː						
1167-2		s a ŋ						
1171-2		r ɛː						
1177-2		z yː						
1187-2		kʰ ɐ̃ː						
1189-2		n i k						
52-2		kʰ uː						
1195-2		z ɐ̃ː						
1203-2		tʰ y k						
1211-2		j ɐ̃ː						
329-2		r ɐ̃ː						
1217-2		m a						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ øˀ						
1229-2		dʑ ɐ ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		m ɐ̃ː						
1252-2		j uː						
1254-2		n a						
1253-2		s øˀ ŋ						
1257-2		b øˀ						
1263-2		dʑ ɐ̃ː						
1266-2		dʑ ɐ k						
584-2		t u ŋ						
7-2		j eː						
1191-2		r a ŋ						
18-2		tɕʰ ɐ̃ː						
33-2		n y						
74-2		t ɛ̃ĩː						
81-2		s a ŋ						
83-2		m i k						
104-2		m a						
123-2		tɕʰ a						
122-2		t ɛ̃ː						
121-2		m ɐ						
154-2		dʑ ɐ̃ː						
161-2		tɕʰ eː						
170-2		tɕʰ ɛ k						
91-2		ɐː						
181-2		r uː						
186-2		tɕʰ ɐ̃ː						
191-2		s ə						
211-2		pʰ y						
210-2		kʰ ɔ̃ː						
217-2		b a						
221-2		n yː						
233-2		d u						
246-2		t iː						
252-2		tɕ ɛ ŋ						
253-2		r a ŋ						
261-2		t eː						
262-2		eː						
281-2		tɕ ɛ k						
287-2		l y						
288-2		l uː						
292-2		b i						
297-2		kʰ ɔ k						
332-2		t eː						
342-2		j						
358-2		j u ŋ						
366-2		b ɐ̃ː						
378-2		tɕʰ ɛ						
382-2		m ɐ						
392-2		dʑ ɔ k						
397-2		b øˀ						
437-2		h a						
444-2		pʰ ɹ ɐ k						
465-2		tɕʰ i						
471-2		m a						
477-2		t						
478-2		r ɐ̃ː						
481-2		dʑ a k						
483-2		z a ŋ						
500-2		m i ŋ						
511-2		t						
525-2		tɕʰ eː						
542-2		dʑ ɐ ŋ						
625-2		r u ŋ						
638-2		n u						
640-2		tɕʰ ɛ̃ĩ						
656-2		z ɐ̃ː						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		tʰ ə						
839-2		tɕʰ ɐ						
841-2		j a						
932-2		s						
936-2		r a						
943-2		t a k						
965-2		d y ŋ						
981-2		d u						
1039-2		s ɛ̃ĩː ŋ						
1044-2		ɐː						
1076-2		b ɐ						
1126-2		tʰ ɛ k						
1131-2		t uː						
1132-2		tɕʰ a k						
1166-2		t ɛ̃ĩː k						
1175-2		n y						
944-2		tʰ y ŋ						
1199-2		tɕ ɔ̃ː ŋ						
1228-2		r ɐ k						
1256-2		tɕ y ŋ						
1282-2		d y						
1283-2		j uː						
32-2		tɕʰ o						
48-2		tɕʰ ɛ						
78-2		l i ŋ						
77-2		z y k						
82-2		pʰ ɛ k						
103-2		s u ŋ						
113-2		pʰ a						
116-2		j a k						
10-2		a						
192-2		h ɐ̃ː						
198-2		tɕʰ a m						
232-2		s a ŋ						
247-2		s i						
282-2		s uː						
306-2		tɕʰ ɹ yː						
321-2		z ɛ k						
352-2		t y						
367-2		r ɛ						
368-2		j k						
372-2		s u						
373-2		tʰ ɔ ŋ						
439-2		j ɛː						
129-2		b yː						
390-2		tɕʰ ɐ̃ː						
399-2		h u ŋ						
826-2		m y						
432-2		pʰ u						
438-2		m a						
440-2		s ɛ						
476-2		z ɛ̃ĩ						
491-2		ɔ						
205-2		z yː						
513-2		s ə						
520-2		tʰ						
524-2		s a ŋ						
151-2		l y ŋ						
572-2		l ɛː						
574-2		z ɐ̃ː						
583-2		tɕʰ yː						
597-2		s ə						
609-2		tɕʰ ɔ̃ː k						
612-2		h ɐ̃ː						
166-2		l ɐ k						
622-2		g øˀ						
667-2		tɕʰ ə						
689-2		g						
690-2		tɕʰ a n						
752-2		h a						
755-2		n ə						
1-3			t a					
5-3			ɲ a					
4-3			tʰ i					
6-3			ɲ a ŋ					
15-3			b i					
55-3			l ei					
56-3			u					
60-3			ɕ i					
61-3			kʰ u ŋ					
80-3			tɕʰ ɔ k					
87-3			tɕʰ u					
86-3			pʰ a					
92-3			pʰ a					
102-3			ɲ ei					
106-3			pʰ ɔ k					
108-3			t ei					
107-3			t l a					
112-3			pʰ a p					
115-3			ɕ a					
114-3			tʰ ɔ m					
120-3			t a					
124-3			a					
125-3			tʰ ɔ k					
132-3			h i					
131-3			l i ŋ					
136-3			m u					
134-3			kʰ a k					
137-3			ɔ					
138-3			tʰ ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a m					
147-3			h ei					
149-3			h u t					
153-3			ɕ a					
152-3			kʰ ɛ ŋ					
158-3			kʰ u ɕ					
163-3			l i					
164-3			ɲ u					
167-3			pʰ a ŋ					
171-3			ɲ u ŋ					
172-3			tʰ u k					
173-3			tʰ ɔ n					
183-3			l ei					
185-3			ɲ a					
188-3			tʰ u n					
189-3			ts u ŋ					
193-3			h a					
196-3			ɲ a l					
199-3			ɕ ei					
200-3			kʰ a l					
201-3			kʰ i					
202-3			kʰ ɔ					
203-3			tʰ ɔ ŋ					
204-3			t u					
206-3			ɲ a ŋ					
117-3			t u					
146-3			kʰ i p					
219-3			ŋ					
218-3			k i					
224-3			ɲ a ŋ					
240-3			ɕ a k					
244-3			w a t					
255-3			ɲ a s					
260-3			t ei					
263-3			l ei					
269-3			dʑ a ŋ					
271-3			tʰ a k					
209-3			kʰ i p					
277-3			ɲ ɛ m					
278-3			tʰ ɔ ŋ					
135-3			t a					
284-3			ɲ u					
797-3			u					
290-3			l i					
289-3			k i t					
296-3			n i					
310-3			ɕ i					
319-3			i					
325-3			l ei					
327-3			tʰ i					
331-3			k ei					
337-3			b ɛ ŋ					
338-3			l i ŋ					
339-3			a					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			ɔ					
363-3			b a n					
361-3			tʰ ei					
365-3			ɕ a l					
364-3			tʰ i					
375-3			l ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ u					
396-3			j ei					
400-3			ɲ a					
405-3			tʰ a ŋ					
404-3			ɕ u m					
409-3			l ɛ k					
410-3			u t					
415-3			t ei					
416-3			t u					
101-3			ɲ a					
37-3			kʰ a					
424-3			pʰ ei					
434-3			ɕ ɛ l					
445-3			p					
446-3			ɕ i					
451-3			t a					
457-3			ɲ a m					
456-3			tʰ a					
464-3			p i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			ɕ ɛ l					
489-3			j i					
490-3			j a ŋ					
494-3			ɕ a					
503-3			kʰ u					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			b u					
553-3			d u ŋ					
558-3			kʰ a m					
561-3			ɕ a					
562-3			p a					
564-3			j u					
567-3			ɲ a					
570-3			pʰ u					
575-3			ai					
582-3			l ei					
585-3			a t					
589-3			kʰ u m					
593-3			tʰ ɛ ŋ					
594-3			l u ŋ					
595-3			tʰ u ŋ					
596-3			ɲ a k					
598-3			ʑ ɛ t					
599-3			tʰ ɛ m					
602-3			ʑ ei					
603-3			l a p					
606-3			ɕ u m					
605-3			t a					
620-3			l ei					
637-3			pʰ a k					
639-3			tɕʰ u					
645-3			kʰ ɔ					
646-3			l i ŋ					
168-3			h ɛ k					
658-3			h ɔ t					
665-3			pʰ a					
668-3			h a					
677-3			tʰ a ŋ					
75-3			k ɔ ŋ					
678-3			ɕ a					
682-3			ɲ a ŋ					
493-3			ʑ u					
693-3			ɕ a					
694-3			ɲ a					
702-3			ts u m					
704-3			ɲ a					
176-3			l a					
709-3			ɕ a m					
710-3			tʰ u t					
714-3			ɲ ɛ					
718-3			kʰ a					
719-3			tɕʰ a m					
22-3			ɲ u					
723-3			ts u ŋ					
726-3			b i ŋ					
729-3			t ɔ					
730-3			d i					
739-3			tʰ ɕ i					
740-3			t a					
741-3			kʰ ɔ p					
744-3			ɔ					
743-3			kʰ ɔ ŋ					
746-3			pʰ ɔ ŋ					
748-3			tʰ i					
747-3			kʰ u					
749-3			kʰ ɛ ŋ					
751-3			t a n					
762-3			ɲ ɛ ŋ					
764-3			h i ŋ					
765-3			b i					
788-3			h u					
615-3			l a k					
803-3			ɕ a					
802-3			b a k					
808-3			t ei					
809-3			ts i					
819-3			tʰ u k					
821-3			ɕ a					
820-3			t ei					
828-3			ɕ a k					
827-3			p u					
835-3			h a					
308-3			d u					
844-3			ʑ i p					
848-3			ɲ u					
705-3			l a					
613-3			ɔ					
649-3			h ɛ k					
876-3			ɕ u					
878-3			j ɔ m					
889-3			h a					
898-3			ɲ u k					
902-3			h a					
910-3			i n					
916-3			l i					
919-3			l i					
922-3			ɕ i ɕ					
930-3			tɕʰ u					
933-3			k ei					
939-3			d ɛ k					
947-3			j ɛ ŋ					
948-3			ɲ a					
963-3			ʑ a					
967-3			tɕʰ u p					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			ɲ a					
731-3			ɲ u					
973-3			b i ŋ					
974-3			h a s					
979-3			ts ɛ n					
182-3			kʰ u					
993-3			ɲ a m					
994-3			ʑ u					
1001-3			ɕ a					
1002-3			tʰ a					
1005-3			tɕʰ u n					
1009-3			kʰ ei					
1022-3			ɕ a					
1021-3			ɔ k					
1043-3			h u ŋ					
1049-3			t u s					
1065-3			kʰ i ŋ					
1068-3			w u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			ɲ ei					
1091-3			tɕʰ u					
1096-3			ɲ a					
1097-3			t u					
1102-3			ɲ ei					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			tɕʰ a					
1111-3			tʰ ei					
1116-3			ɕ a n					
722-3			kʰ ei					
1141-3			j a ŋ					
1147-3			t i					
1146-3			h ei					
1150-3			h a ŋ					
1151-3			ɔ m					
1158-3			kʰ a k					
1159-3			pʰ u					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l ei					
1177-3			ɕ u p					
1187-3			kʰ ei					
1189-3			ɲ i ɕ					
52-3			kʰ a					
1195-3			ʑ i					
1203-3			tʰ u p					
1211-3			j ei					
329-3			w a					
1217-3			ɲ a ŋ					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ ɔ l					
1229-3			ts a m					
1238-3			tʰ a ŋ					
1249-3			ɲ i					
1252-3			j a					
1254-3			ɲ a m					
1253-3			ɕ u ŋ					
1257-3			k u					
1263-3			tɕʰ u					
1266-3			ts a k					
584-3			t ɔ m					
7-3			w ei					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			p a					
33-3			ɲ a m					
74-3			tʰ a					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			w a p					
104-3			h a					
123-3			tɕʰ i					
122-3			kʰ u s					
121-3			m a					
154-3			tɕʰ ɔu					
159-3			ɕ a					
161-3			kʰ i					
170-3			kʰ ɛ t					
91-3			ɔ					
181-3			n ɔu					
191-3			ɕ a					
211-3			t a t					
210-3			kʰ a t					
217-3			k a					
233-3			kʰ a					
246-3			t a					
252-3			ts ɛ n					
253-3			l a m					
261-3			b ɔ					
262-3			u					
292-3			d e					
297-3			kʰ ɔ t					
311-3			k i					
332-3			b ei					
342-3			u t					
358-3			h ɔ ŋ					
378-3			tɕʰ e s					
382-3			ɲ ei					
397-3			p a					
437-3			ɕ a					
444-3			pʰ l a ŋ					
465-3			ɕ i					
471-3			ɲ a ŋ					
477-3			tʰ u					
478-3			l a					
483-3			ɕ ɛ l					
500-3			h i ŋ					
