COGID	dutch	english	french	german
1353-3			k ɔ t l ɔ t ʀ ʀ	
412-3			t ə n n ʀ u u p ə l u	
406-3			t i n n ʀ ʀ ɔ ɔ u	
1005-3			t i ə l u p ə t ʀ	
1012-3			t i ə p o ɔ t ʀ ʀ	
1016-3			p u t u ʀ	
1069-3			ɑ̃ k	
509-3			v ə l e	
693-3			p p l e ʀ	
2179-3			n ə t i	
1753-3			v ɑ̃ ɛ	
1131-3			p u l e	
1198-3			b ɔ i	
2032-3			ʀ ɔ	
2241-3			n ɔ t	
2244-3			l ə p	
610-3			k n p	
945-3			s ɑ̃ t e	
1534-3			l ə k	
384-3			ʃ p k	
1650-3			n s t	
1663-3			ʃ y l e ʀ	
2279-3			l ɑ̃ n y	
471-3			ʃ p ɛ	
1385-3			ʃ ə i	
792-3			ʀ u k	
1111-3			p ɔ t i	
197-3			ʃ ɔ t e	
2020-3			l ɛ z	
867-3			ʀ ɑ̃ n t ʀ i	
1970-3			v u l	
1230-3			t y t ʀ	
2017-3			n y p	
2183-3			t i ʀ	
1521-3			b u k	
1755-3			ʀ ɑ̃ t i	
1760-3			ʀ y t	
1469-4				z a n t ə
2047-4				ʃ ʊ n ə
2054-4				t ʊ n t ə r
1375-4				l ɪ x eː ə
760-4				v ɪ n t
756-4				ʃ n a ə
726-4				m oː t ə r
1351-4				ɡ r ai n eː ə ə ai n ə
1353-4				ɡ r ai n d m d ə r
412-4				ʃ a n eː ə ə n n ə n
406-4				ʃ ʊ n ə r ə r n ə n
1005-4				ʃ a iː p ə ə ai n ə
1012-4				ʃ s iː p a m d ə r
1016-4				v eː t ɔy ə n + n
1069-4				ɡ x n
509-4				f ɔ l ə n
693-4				m aː l + ɛ n l
2179-4				n d s t
1753-4				f ɪ k k
1131-4				v ɔ l f
1198-4				b eː r t ə
2032-4				h oː ʊ n
2241-4				n a s
2244-4				l ɪ pf n
610-4				k ɪ x x
945-4				h ɛ r ə
1534-4				l ɪ k ə n
384-4				ʃ ʊ k ə n
1650-4				n oː t ə
1663-4				z a l ts
2279-4				l ɪ n + n
471-4				z eː x ə n
1385-4				z aː t ai x
792-4				j x r
1111-4				m aː s t
197-4				z au d ə n
2020-4				l a ŋ ə
867-4				ts ʊ n d ə r t
1970-4				f ɔ l ə
1230-4				d ə r t ə
2017-4				n iː ɔy a
968-4				v eː l t l
1674-4				l a n t ə
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v a s ə r
1027-4				z iː ə
1832-4				r ʊ f
-1816-4				a ʃ eː ə n n
-335-4				l iː ɡ uː n ə n
1043-4				ʃ t r ɔy m
423-4				ʃ t ai n
2049-4				m a n
2062-4				ʃ t ʊ r m
2065-4				r ai n ə n + b oː ɡ
1368-4				ʃ a t t ɔy
1365-4				t j uː n
754-4				r ai ɡ ə n
768-4				v ɛ r ə
1211-4				f ɔy ə r
106-4				m a n
-98-4				b eː b iː ə
719-4				f aː d ə r
1341-4				ʃ ʊ n
-2027-4				ɛ a n t ə n
-2026-4				n aː b
409-4				ʃ ʊ n n + n a n au
402-4				ʃ ɶː oː ə r d ʊ n d ə r
1014-4				ʃ t iː f + t ɶː ɡ ə r r
1059-4				v eː
120-4				ʃ t a l ə
2183-4				ʃ t r a n
2194-4				ɔ s s
2199-4				k aː l f
2197-4				ʃ p p ə
1523-4				z oː k
1521-4				b ɔ k ə
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n t
814-4				k r eː
810-4				t au f
1755-4				z ʊ n t
1758-4				m ʊ s
1620-4				f ɪ n
1282-4				v ɛ l b ɪ s
1136-4				f ɔ s s
1309-4				l au s
1307-4				n ɪ t ə
1305-4				f l oː
711-4				v a ʃ p
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʊ s k iː s t
1810-4				h ɔy t ə
1805-4				f l ai s
1813-4				h aː r r
1811-4				b l oː t ə
690-4				r ɪ b
2177-4				h oː p t
246-4				v ɛ b r + b r n
