COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2842-2		d e g e														
4081-2		dʒ e j e														
4313-2		n e r														
4460-2		j u r ɔ														
5514-2		uː i ŋ dʒ ɛ														
5810-2		dʒ i r i														
93-2		ɔː														
260-2		b e r e														
385-2		s ɛ aː b ɛ														
890-2		k a o b iː r iː														
1336-2		d e g e														
1703-2		e														
1769-2		k e r b e														
2162-2		b a r ɛ														
2635-2		r o														
2735-2		b i i dʒ r iː														
3031-2		d e r e														
4591-2		k e r e														
5301-2		b e r i														
5605-2		dʒ i w̃ ɛ														
296-2		k o r dʒ u														
463-2		dʒ o r b u														
762-2		b a ŋ i dʒ ɛ j̃														
1432-2		t a r i														
1474-2		d o														
1788-2		e n iː														
2044-2		d u r b ɛ														
2713-2		b i m b ɛ l ɛ r i														
3219-2		d a r a														
3425-2		j u														
4184-2		j e j i														
4629-2		a i w̃ i														
4759-2		n i i ɔ ɛ														
4904-2		a i i														
4960-2		b i j o r ɔː														
4980-2		oː r ɔ														
5059-2		k e r e														
5125-2		b a r dʒ i														
5339-2		d e g e														
5549-2		t a w ɔ														
5771-2		dʒ aː g o														
5905-2		t u r														
5938-2		a s u i														
1-2		b ɔː														
483-2		d e s u														
629-2		d aː r														
667-2		e w ɔː														
1254-2		d u m u r u														
1415-2		n e														
1542-2		n i														
1683-2		a e r e														
1898-2		b i r iː														
2551-2		uː uː														
2901-2		d u ɔ														
2957-2		i i ŋ dʒ i														
3048-2		b i j e														
3251-2		s a r a														
3885-2		d e r e														
4402-2		j e														
5081-2		d u u dʒ iː														
5622-2		b ɛ r i j ɛ ɛ														
6006-2		b iː j iː														
43-2		uː a														
135-2		b i n d i														
158-2		oː o r iː														
194-2		k e r														
221-2		e s e														
650-2		dʒ e s i														
1152-2		dʒ i j i														
1374-2		b e r g ɔ														
1452-2		tʃ e r a														
1862-2		i s i														
2108-2		j iː ɛ a														
2636-2		m														
2880-2		k i ŋ dʒ ɛ														
2924-2		u r														
2941-2		d e n iː														
3405-2		ɛ j ɛ														
3959-2		d o r														
4066-2		g u r ɔ														
4535-2		s i i														
4888-2		n aː n i j̃ iː														
5180-2		uː a r dʒ ɛ														
5751-2		d i j i														
5981-2		a r a														
114-2		b ɔː ɛ i														
702-2		o b ɔ r i i ɔː														
851-2		k e r														
872-2		a e dʒ e														
952-2		d u u dʒ dʒ i														
2179-2		dʒ i														
2351-2		b o r o														
2496-2		i														
4609-2		b o r u ɛ														
4740-2		d u m u														
4921-2		s a a														
5982-2		d e ŋ s e														
978-2		t e w̃														
999-2		i i														
1052-2		j iː r u														
1989-2		m ɛ w ɛ														
2456-2		tʃ e n i														
2666-2		j ũ r e														
2817-2		a a														
3132-2		b a j̃ i														
3300-2		ɛ w i														
3977-2		k i n dʒ i														
3978-2		k i n dʒ i														
4260-2		j u b u														
4278-2		d e m dʒ ɛ														
4334-2		u u														
4361-2		t e g e														
4570-2		g oː														
4648-2		j e														
715-3			t o													
1089-3			o o													
1319-3			o o ɛ													
1398-3			j o o o o													
1557-3			t o o o													
1626-3			o o o													
1840-3			t o aː													
2247-3			g o													
4677-3			t o aː o o													
5162-3			o o o o													
5406-3			t o n o													
359-3			k o aː aː													
1577-3			t o aː o													
2196-3			eː o o o													
2533-3			b o aː b o													
3866-3			ʔ o o													
4553-3			t o o													
5254-3			t o l o													
503-3			p aː aː aː													
1881-3			aː o aː aː													
2084-3			o o o													
2420-3			t o l o													
3218-3			p o u o													
3372-3			aː o aː a													
3718-3			ʔ o eː o													
2320-3			k aː aː aː													
2476-3			k o													
3719-3			eː eː													
4460-3			aː aː aː													
5514-3			o o n o													
890-3			ʔ aː aː b aː aː aː													
1336-3			t aː o													
1703-3			b aː													
2162-3			p aː aː i													
2635-3			aː aː													
2735-3			t o aː b a m a													
762-3			p o l aː g a													
1788-3			eː eː													
2713-3			t o o b a a a o r ɔ													
3219-3			t aː u													
4629-3			aː aː aː aː													
4904-3			aː m aː aː b aː													
5125-3			p aː aː aː													
5771-3			j o g u													
5938-3			ʔ o r o a o													
1898-3			p aː aː o													
2901-3			t aː aː b aː													
2957-3			j o n dʒ o													
3048-3			b o													
5081-3			p aː													
6006-3			p o r eː													
716-3			j ɔ													
1152-3			ʔ o r o													
1789-3			aː aː aː aː													
2083-3			k eː eː													
2108-3			ɲ aː ŋ ŋ a													
2618-3			k eː l ɛ													
2880-3			k o n dʒ u g u													
2941-3			p o m a													
3405-3			ʔ o m ɛ													
3811-3			aː ɔ													
5583-3			p aː aː g aː													
5751-3			t o o ɛ													
2442-3			aː aː aː aː													
2496-3			aː o													
4921-3			s aː aː b b ɛ													
196-3			t u l ɛ													
3639-3			t eː w a													
3905-3			u aː													
3977-3			m ɔː n dʒ i													
3978-3			m o n dʒ ɛ													
4361-3			p a ŋ ŋ													
715-4				d i												
1089-4				n i j̃ a												
1319-4				n i j̃ j̃												
1398-4				s i r o a u												
1557-4				p i r u												
1626-4				a a g a												
1840-4				t i r e												
2247-4				k i j̃												
4677-4				k i r ɔ ɔː												
5162-4				m i a i												
5406-4				d i n u												
359-4				k i r u												
1577-4				b i r u												
2196-4				j a r a												
2230-4				j i r ɔ												
2533-4				b a r a												
3605-4				k a n a												
3866-4				b i dʒ u												
4553-4				d a g u												
4822-4				k i m ɔ												
5254-4				d u r ɔ												
503-4				p i r e												
1356-4				m aː j̃												
1881-4				n u a u												
2084-4				aː aː a												
2420-4				k i r ɔ												
3218-4				b ɔ p r i												
3718-4				p a r u												
4135-4				b a r u												
4694-4				k i r u												
807-4				k i m u												
2320-4				k i ŋ e												
2842-4				d i g u												
4313-4				n ɛ m												
4460-4				j i r u												
5514-4				aː a n a												
5810-4				p i u i												
93-4				t ɛ̃ː												
260-4				b ɛ g r ɛ												
385-4				d aː m ɛ												
890-4				k a m u r u												
1769-4				d ɛ m a												
2162-4				b i r ɛ												
2635-4				r̃ aː												
2735-4				d a n a												
3031-4				d i g u												
5301-4				b i r u												
5605-4				t i r ɛ												
63-4				k a ŋ a												
296-4				d a m ɛ̃ː												
463-4				d u m u												
762-4				b aː n a ŋ u r o												
1432-4				t i r u												
1474-4				d ɔ j̃ j̃												
2044-4				d i m e												
3219-4				b a n a												
4120-4				k ɔ ŋ ɔ												
4184-4				j ɛ r												
4423-4				d ɔ r ɔ												
4629-4				n i ɔ u												
4759-4				n aː a a												
4904-4				i d u u u												
4960-4				k i n a n ɔ												
4980-4				t ɛ												
5059-4				k aː r aː												
5125-4				k i ŋ o												
5549-4				d ɔ ɔ a												
5771-4				d u g a												
5922-4				p i r u												
1-4				b i												
629-4				d i r												
667-4				ɛ aː ɛ												
1254-4				d a ŋ u r u												
1415-4				aː aː o												
1542-4				n ɔ												
1683-4				j i r e												
1898-4				k aː aː aː												
2551-4				r̃ i												
3251-4				j a r a												
3885-4				t ɔ r ɔ												
5622-4				p i r u r u u												
6006-4				p a r̃ a												
43-4				j aː												
135-4				d a n a												
158-4				m b ɔ r u												
221-4				ɛ dʒ u												
650-4				b ɛ ɛ												
1374-4				k a r u												
1452-4				k i r u												
1789-4				n u w̃ ɔ												
1862-4				i r u												
2108-4				n a u												
2636-4				a ɛː												
3113-4				d ɔ ɣ ɔ												
3136-4				a a r a												
3751-4				k ɛ̃ː j̃												
4888-4				p a m ŋ a												
5180-4				s ɛ m ɛ												
5583-4				d oː m oː												
5981-4				a a a												
25-4				k a r u a a r ɛ̃ː												
114-4				d ɔ r ɔ												
702-4				ɔ g ɔ a u r̃ a												
851-4				k aː ŋ ɔ												
872-4				i n ɛ												
952-4				k u r a												
1941-4				k i r u												
2442-4				n u w̃ ɔ												
3448-4				b a ŋ a												
3482-4				p ɛ s ɛ r ɛ												
3497-4				dʒ aː r ɛ												
3588-4				k ɔ r ɔ												
4101-4				a i a												
4293-4				dʒ ɔ j ɔ												
4520-4				b i r u												
4609-4				k aː r u u a												
4740-4				g u ŋ ɔ j̃												
4781-4				s aː m o												
5982-4				k u ŋ r u												
196-4				d a a a												
545-4				e r u												
931-4				k aː r												
978-4				t ɛ r												
999-4				j ɛ												
1052-4				n a m u												
1070-4				ɛ u u												
1298-4				d ɛ ɛ ɛ												
1989-4				m i ŋ a												
2145-4				dʒ a j												
2306-4				a a a												
2456-4				k a r u												
2514-4				d u r u												
3132-4				d ɛ ɛ												
3300-4				ɛ ɛ e												
3774-4				t i r u												
3976-4				d dʒ r a												
4039-4				d i j̃ u												
4278-4				k i n u												
4361-4				t e g u												
4570-4				tʃ aː r ɛ j̃												
715-5					d e											
1089-5					n ɔ											
1319-5					n ɛ											
1398-5					m o u ɔ ɛ											
1557-5					g i r ɛ											
1626-5					ɔ a ɔ											
1840-5					ɛ n											
2247-5					ɛ											
4677-5					k u l ɔ o											
5162-5					m i ɛ											
5406-5					o n dʒ e											
359-5					k a r											
1577-5					g e r ɛ											
2196-5					n ɔ l ɔ											
2230-5					m i ɛ											
3605-5					k a n dʒ a											
3866-5					ɔ m ɛ											
4553-5					a ŋ ɛ											
4822-5					k u m b e											
5254-5					d ɔ l ɛ											
1356-5					m o e											
1881-5					n u m u											
2084-5					ɔ o ɛ											
2420-5					k u l ɛ											
3218-5					b u e											
3372-5					n ɛ m a											
3718-5					a r ɔ											
4135-5					b o n e											
4694-5					g ɔ e											
2476-5					k ɔ											
2842-5					d i g ɛ											
3719-5					m iː											
4081-5					d ɛ m b e											
5514-5					n ɛ n dʒ ɛ											
260-5					b ɛ n e											
385-5					d ɛ m b e											
890-5					o m b u o e											
1703-5					b ɛ											
1769-5					d ɛ m b e											
2735-5					a n d a a											
4591-5					k e r e											
5301-5					b e r e											
63-5					k ɔ r ɔ											
296-5					k o m b o											
463-5					u m b ɛ											
762-5					b o n ɔ ŋ g e											
1788-5					j e											
3219-5					e e											
4120-5					k ɔ m o											
4759-5					n u e e											
4960-5					u n e e											
5059-5					g e r e											
5549-5					k ɛ e o											
5771-5					j u g u											
5905-5					k ɛ r e											
5938-5					a r e a e											
1415-5					e e											
1542-5					m dʒ e											
1898-5					p u e											
2551-5					r e											
2957-5					m a n dʒ e											
3048-5					b i j e											
4402-5					ɛ e											
5081-5					u n n i											
6006-5					p o j ɔ											
135-5					t e n d e											
194-5					b e											
716-5					j ɔː											
2083-5					k a n i											
2618-5					k ɔː l ɛ											
2880-5					k u n d u ɛ											
3113-5					d ɛ ɛ											
3136-5					ɛ ɛ ɛ											
3405-5					ɛ m ɛ											
3572-5					b ɛ r ɛ											
4535-5					n u e											
5751-5					d i j e											
851-5					k e											
2179-5					n dʒ e											
2351-5					k e l ɛ											
2496-5					n e n											
3448-5					d ɔ d											
4781-5					o ŋ ɔ											
4921-5					u u u b e											
196-5					k u l e											
789-5					g a n a											
931-5					k ɔ r o											
1298-5					b o o a m a											
2145-5					d ɔ											
3639-5					d ɔ ɔ ɔ											
3977-5					m o n dʒ i											
3978-5					m o n dʒ ɛ											
4260-5					ɔ j d e											
715-6						ɔ j										
1089-6						n a e										
1319-6						i ɔ e										
1398-6						i n u a ɛ										
1557-6						i r ɛ										
1626-6						ɛ a aː										
1840-6						i e										
2247-6						a										
4677-6						k a a a j										
5162-6						i i n ɛ										
5406-6						a n d iː										
359-6						k a i a										
1577-6						i r ɛ										
2196-6						a j a										
2230-6						i j ɛ										
2533-6						a r g ɛ										
3605-6						k a n d a										
4553-6						k a ŋ aː										
4822-6						k a m b a										
5254-6						ɔ j ɔː										
503-6						k i j a										
1356-6						a a										
1881-6						i a m ɛ										
2084-6						i a aː										
2420-6						k a l aː										
3218-6						k a b l ɛ										
3372-6						i a m a										
3718-6						k a r a										
4135-6						a n e										
4694-6						k a ŋ g i										
807-6						k a										
2320-6						k i j ɔː										
2842-6						i b ɛ										
3719-6						m e										
4081-6						d a m ɛ										
4313-6						i ɔ m ɛ										
4460-6						ɛ ɛ j e										
5514-6						ɔ n d ɛ										
5810-6						k i ŋ ɛ a										
93-6						a										
890-6						k ɛ m b ɛ r ɛ										
1336-6						ɔ r ɛ										
1703-6						a l										
4591-6						k a j ɛ										
5605-6						a i a										
63-6						k a r aː										
296-6						s a i b a										
463-6						d u m b ɛ										
762-6						a a a g a l										
3425-6						j ɛ										
4120-6						k a m ɛ										
4423-6						ɔ r ɛ										
4759-6						i a ŋ a ɛ										
4904-6						o a o o										
4960-6						k i n ɛ ɛ										
5125-6						k ɔ n dʒ ɛ										
5339-6						a g ɛ										
5771-6						ɛ u k u										
5922-6						i r ɛ										
5938-6						a m a a iː										
483-6						g a e										
1542-6						i ɛ										
1683-6						ɛ i j ɛ										
2551-6						i										
2957-6						j ɔ n d iː										
3048-6						b i j e										
4402-6						r ɛ										
5081-6						b i n dʒ a r e										
5622-6						k ɛ i i a ɛ										
650-6						n a n ɔː										
716-6						j ɛ										
1152-6						d i j iː										
1789-6						o ɛ l ɔː										
1862-6						i ɛ										
2618-6						k ɛ l ɛ										
2880-6						k ɔ n dʒ u ɛ										
2924-6						ɔ										
3136-6						i i ɛ ɛ										
3405-6						ɔ j a										
3811-6						ɛ ɛ										
4535-6						e ɔ j ɛ										
4888-6						k u m i u u										
5751-6						i j a										
2179-6						i d ɛ										
2442-6						s ɔ l ɔː										
3482-6						s a s i i i										
4202-6						k ɛ ɛ i j ɛ										
4781-6						a n dʒ i										
4921-6						n ɛ ɛ ɛ										
5982-6						k ɛ ŋ dʒ ɛ										
408-6						j ɔ m b aː										
526-6						k ɔ r i g ɛ										
789-6						k a n a										
1298-6						k a j i b a										
1942-6						j e										
2666-6						ɛ u j ɛ										
3015-6						a n d i										
3905-6						s aː										
3977-6						m o n dʒ e										
3978-6						m e n dʒ e										
4152-6						k a n a										
4334-6						o a e										
4648-6						j										
715-7							t oː									
1089-7							oː oː									
1319-7							oː oː									
1398-7							t oː a oː oː									
1557-7							k oː oː oː									
1626-7							oː oː oː									
1840-7							t oː oː a									
2247-7							g oː									
4677-7							k oː oː oː oː									
5162-7							oː oː n oː oː									
5406-7							t oː oː a									
359-7							k oː r i									
1577-7							k oː oː oː									
2196-7							oː oː oː oː									
2230-7							s oː oː									
2533-7							b oː oː oː									
3605-7							k oː oː oː									
3866-7							k oː s oː									
4553-7							t oː oː									
4822-7							k oː b oː									
5254-7							t oː oː oː									
503-7							k oː oː oː									
1356-7							j oː ɔ									
1881-7							oː oː r a									
3372-7							oː oː oː									
3718-7							k oː oː oː									
4135-7							b a r ɔ									
4694-7							g oː s ɔ i									
807-7							k oː b ɔ									
2320-7							k oː oː oː									
2476-7							k oː									
2842-7							t oː j a									
3719-7							oː oː									
4081-7							t a m b i									
4313-7							n oː ɔ									
4460-7							s oː oː ɔ									
5514-7							ɔ ɔ ɔ dʒ oː									
5810-7							k oː ɔ i									
93-7							t oː									
260-7							b a n a									
385-7							t oː m b oː									
890-7							k oː i b i r i									
1336-7							t oː s oː									
1703-7							b a									
1769-7							t oː m b i									
2162-7							b oː oː oː									
2635-7							oː oː									
2735-7							t oː r d aː dʒ oː									
3031-7							t oː s oː									
4591-7							k oː r a									
5301-7							b oː r i									
5605-7							t oː r a									
296-7							t oː b a									
463-7							d i r b i									
1432-7							t oː r a									
1474-7							t oː									
1788-7							j oː r̃									
2044-7							t oː m b oː									
2713-7							t oː m b ɛ n dʒ oː oː oː									
3425-7							j a									
4184-7							oː oː									
4423-7							d oː r a									
4629-7							aː oː r̃ oː									
4759-7							n iː aː e iː									
4904-7							oː oː a a									
4960-7							t a a i									
5059-7							g oː r ɔ									
5125-7							k oː ɔ dʒ i									
5339-7							b a ɔ									
5549-7							t oː a									
5771-7							t oː g oː									
5905-7							t a r a									
5922-7							b oː r a									
1-7							k iː									
483-7							g ɔ s a									
667-7							ɛː ɛː									
1542-7							i i									
1683-7							s ɔ									
1898-7							b aː r aː									
2551-7							i i									
2901-7							t oː m d a									
2957-7							ɲ aː n d i									
3048-7							dʒ aː r aː									
3251-7							s a r a									
3885-7							t oː r ɔ									
4402-7							j iː									
5081-7							t a n dʒ i r i									
5622-7							b ɛː r i a i									
6006-7							t oː oː oː									
43-7							s a									
135-7							t u n d a									
158-7							b oː s i									
194-7							b a									
221-7							ɛ s i									
650-7							d ɔ s i									
1152-7							dʒ oː r oː									
1374-7							k ɔ r d i									
1452-7							k a r a									
1862-7							i s i									
2083-7							k oː g i i									
2108-7							n oː r̃									
2880-7							t ɔ n dʒ i dʒ a									
2924-7							k ɔ ɔ									
2941-7							k oː oː a									
3113-7							t i a									
3136-7							i a s a									
3405-7							t oː m a									
3572-7							b a r a									
3751-7							b oː									
3959-7							t oː r a									
4066-7							k a r a									
4535-7							s ɔ w ɔ									
5180-7							s ɛː m b i									
5583-7							d oː r b i									
5981-7							a r a									
25-7							b a r i i a i									
114-7							t oː iː a									
702-7							ɛː k ɛː i ɔ ɔ a									
872-7							ɛː n d i									
1941-7							k i									
2179-7							n d i									
2351-7							b a a									
2496-7							ɲ aː									
3588-7							k oː r̃ oː									
4202-7							k oː r ɔ ɔ									
4609-7							k a r a i									
4921-7							s a m b b a									
408-7							ɔ ɔ m b ɔ									
526-7							k ɔ r i ŋ i									
545-7							i r̃ i									
978-7							d oː r o									
999-7							oː i									
1052-7							s oː m b i									
1070-7							l oː g o									
1942-7							j a									
2456-7							k oː r i									
2514-7							d ɛː s a									
2666-7							s i r i									
2817-7							a a g i									
3300-7							e e e									
3977-7							ɔ n dʒ i									
3978-7							ɔ n dʒ i									
4039-7							d oː									
4152-7							k a r̃ e									
4260-7							ɛ ɛ b i									
4278-7							d oː m b i									
4648-7							j e									
715-8								d u l								
1089-8								n a								
1319-8								n a j								
1398-8								n u g a ɔ ɔ								
1557-8								u l ɔ								
1626-8								e a m ɔ								
1840-8								e m ɔ								
2247-8								kʷ e m								
4677-8								k u l e o								
5162-8								m u n l ɔ								
5406-8								a n d e								
359-8								k a m ɔ								
1577-8								u l e								
2196-8								n a l e								
2230-8								n a ɔ								
2533-8								b a a dʒ e								
3605-8								k u n d a								
3866-8								o dʒ ɔ								
4553-8								t a ŋ a								
4822-8								k u m ɔ								
5254-8								d o l ɔ								
1881-8								n a m ɔ								
2084-8								e e n o								
2420-8								k o l ɔ								
3218-8								b u u								
3372-8								n a m a								
3718-8								a m a								
4694-8								k u m uː dʒ ɔ								
2320-8								k a m a								
2476-8								k ɔ g e								
2842-8								d a g ɔ								
3719-8								e e								
4081-8								ɔ m e								
4313-8								n u e ɔ								
5514-8								n e n d ɔ								
385-8								u n u l								
1336-8								e m e								
1769-8								b ɛ m e								
2735-8								o n g l ɔ								
3031-8								k e ɔ								
4591-8								k ɛ m e								
5301-8								k u l u								
63-8								k a n a								
1788-8								s ɔː								
2713-8								e m b n d e l e								
4120-8								k o l o								
4184-8								n m n e								
4759-8								n e uː o ɛː								
5059-8								g a j ɛː								
5771-8								o g u								
5938-8								a n u n a a								
629-8								k e e e								
1415-8								n n e								
1898-8								p u l ɔ								
2551-8								ɛ ɛː								
2957-8								m e n d e								
3048-8								iː ɛː ɛː								
6006-8								b o r u								
135-8								b u n d u								
716-8								j ɔ̀:								
1152-8								e m ɛ								
2083-8								k a n i								
2618-8								k e l ɔ								
2636-8								n uː								
2880-8								ɔ n dʒ u g ɔ								
2941-8								k e l								
3405-8								e m ɛ								
3811-8								n ɛ								
4535-8								n u m u								
4888-8								m u m a m m								
5751-8								t e j ɔ̀:								
851-8								k u dʒ o								
4202-8								k u u a n e								
4781-8								a a n dʒ o								
4921-8								ɛː m b ɛː								
196-8								k iː l a								
408-8								u a n b a								
789-8								k a n a								
1942-8								j ĩː								
2145-8								d o i								
2456-8								k m m m								
3639-8								t o l a								
3977-8								m ɔː n dʒ e								
3978-8								m ɔː n dʒ o								
4278-8								k m dʒ ĩː								
715-9									t a							
1089-9									l a							
1319-9									n a							
1398-9									l u a a a							
1557-9									k a r a							
1626-9									a a a							
1840-9									t a							
2247-9									g a							
4677-9									k a a a							
5162-9									m a n a a							
5406-9									t a n a							
359-9									k a r a							
1577-9									k a r a							
2196-9									l a a a							
2230-9									j a a							
2533-9									a a a							
3605-9									k a a a							
3866-9									oː s a							
4553-9									t a t a							
4822-9									k u m b a							
5254-9									t a r a							
503-9									k a r a							
1356-9									m a l							
1881-9									l u m							
2084-9									aː aː a							
2420-9									k u r ɔ							
3218-9									b a a							
3372-9									n a a a							
3718-9									a r a							
4135-9									b a m a							
4694-9									k u s a							
807-9									k aː m							
2320-9									a r a							
2476-9									k a							
2842-9									t a g a							
4081-9									t a m b a							
4313-9									n a m b							
4460-9									a a j							
5810-9									t a a a							
93-9									t aː							
260-9									t a m a ɛ							
385-9									k aː m b a m							
890-9									b a m b a r̃ a							
1336-9									t a a							
1703-9									a							
1769-9									t a m b a							
2162-9									b ɛ r a							
2635-9									n aː							
2735-9									g ɔː l a							
3031-9									t aː g ɔː							
4591-9									t a r a							
5301-9									t ɛ r a							
5605-9									t aː a ɛ							
63-9									k a r a							
296-9									k a m a							
463-9									t u m b ɔ							
762-9									b a l a ŋ g a							
1432-9									t aː r a							
1474-9									t aː m ɔː							
1788-9									a							
2044-9									t aː m b aː							
2713-9									b a m b a a a a							
3219-9									t aː a							
3425-9									j a							
4120-9									k a r ɔ							
4184-9									n oː							
4423-9									t ɔ r a							
4629-9									n aː m a							
4759-9									n i m a							
4904-9									n g u a a							
4960-9									k i l a a							
4980-9									t aː							
5059-9									g a a ɔ							
5125-9									a a dʒ ɔ							
5339-9									a a							
5549-9									t a ɔ a							
5771-9									t oː ŋ a							
5905-9									t i r u							
5922-9									b i r a							
1-9									b a							
483-9									k a s u							
629-9									t aː							
667-9									ɛ r a							
1254-9									l aː m u r u							
1415-9									ɔ ɔ							
1542-9									n g ɔ m							
1683-9									j a r							
1898-9									k a a a m							
2551-9									oː a							
2901-9									t a a a							
3251-9									j aː r a							
3885-9									t ɛ r e							
4402-9									iː ɔ							
5081-9									a n e g a							
5622-9									b ɛ l i m ɛ ɔ							
43-9									j aː							
158-9									m oː r u							
194-9									b ɛ l							
221-9									ɛ s u							
716-9									a a							
1374-9									k ɔ ɔ b ɔ							
1452-9									t aː r a							
1789-9									n a m a							
1862-9									a s a							
2108-9									n a a							
2618-9									a n ɛ							
2636-9									iː dʒ							
2941-9									a a a							
3113-9									t ɛː a							
3136-9									ɛː a r a							
3572-9									ɛ r a							
3811-9									a a							
3959-9									t aː r u							
4066-9									a r ɔ							
4888-9									s a m ɔ a							
5180-9									n ɛ m ɛ							
5583-9									t a a a							
5981-9									a a a m							
25-9									b a l u j ɛ r̃ ɛ							
114-9									t ɔ r ɔ							
702-9									ɔ g ɔ a ɔ r̃ ɔ							
851-9									g ɔ w̃ o							
872-9									ɛ m dʒ ɛ							
952-9									k aː r aː							
1941-9									k a r e							
2442-9									n a ŋ a							
3448-9									b aː a							
3497-9									ɔ r̃ a							
3588-9									k oː r oː							
4101-9									aː aː a							
4202-9									k i r ɔ							
4293-9									t ɔ w ɔ							
4520-9									t aː a							
4609-9									k ɔ r u g ɔ							
4740-9									g aː l a							
4921-9									s a b a							
5982-9									k aː ŋ a							
978-9									t a m							
1052-9									l a m b							
1070-9									l u o							
1942-9									a a							
1989-9									m ɛ l ɛ							
2145-9									dʒ ɛː							
2306-9									a m a							
2456-9									k o r u							
2514-9									s u s a							
2666-9									s u s ɔ							
3132-9									t u m							
3300-9									oː ɔ oː							
3774-9									t aː r u							
3976-9									k g a							
