COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
233-1	a n u h i θ u									
264-1	k i r i									
274-1	n u r i θ a ɴ									
298-1	k i g a w a ɴ									
303-1	h a r a w a θ a									
354-1	a θ ui									
369-1	k i r i r u r i									
376-1	w a r ui									
415-1	m u s u b u r i									
418-1	n uː									
456-1	θ u n a									
59-1	ʔ u θ u r i									
118-1	ʔ i ɴ z oː r i									
142-1	θ u b u r i									
14-2		k o r e								
18-2		d a r e								
35-2		h i t u k u kʲ a								
36-2		h u t a kʲ a								
48-2		n a g i								
60-2		t o r i								
63-2		s i r a m e								
64-2		k i								
67-2		h a b a								
68-2		n e r u								
71-2		tɕ i								
76-2		h u n e								
83-2		tɕ i n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		ɕ e r a								
103-2		tɕ i m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r u s u ɴ								
140-2		o j o g u								
156-2		t a r u								
168-2		ts u k i								
169-2		h u s i								
170-2		m i dʑ i k a kʲ a								
173-2		i s i								
180-2		k u m o								
185-2		h a tː e								
186-2		m o r u								
187-2		m i tɕ i								
190-2		a k a tː e								
193-2		k iː r u								
194-2		ɕ o r e ɴ n u a								
195-2		k u r u r u								
216-2		m a r u								
221-2		n a m e								
239-2		i tɕ i								
252-2		m i s u kʲ a kʲ a								
253-2		j u tɕ i								
254-2		i tɕ i tɕ i								
266-2		k a dʑ e								
267-2		n a g a r u								
268-2		u m i								
272-2		a m e								
276-2		a r u								
281-2		m u s i								
304-2		tɕ i b a k a kʲ a								
305-2		tɕ i tɕ i								
308-2		h a n a								
309-2		k u s a ɴ								
310-2		t o								
311-2		n i k a								
342-2		j u k i								
346-2		k u r a i								
347-2		k i r u								
348-2		h i r e ɴ n u a								
351-2		t oː k e								
361-2		o m o								
379-2		k u s a kʲ a								
394-2		h i d a r i								
395-2		m i dʑ i k a kʲ a								
400-2		h i b a r u								
412-2		s a k e r u								
413-2		tɕ i k u s a kʲ a								
414-2		h u r u								
422-2		h u k u r u								
423-2		k a g u e r u								
430-2		h a k u								
435-2		h u k u								
446-2		s i t a kʲ a kʲ a								
447-2		u eː								
458-2		t u s i								
56-2		h u t u								
65-2		k u a								
70-2		t a n e								
75-2		k u a								
114-2		k u b u i								
119-2		k i m o								
161-2		j u b u								
171-2		k u a								
188-2		j a m a								
196-2		j u r u								
262-2		h i r u m a kʲ a								
300-2		h e s u m e								
313-2		d e								
350-2		s e b a kʲ a								
352-2		tɕ i k a i								
396-2		h u r u s i kʲ a								
401-2		o s u kʲ a								
420-2		o tɕ i r u								
424-2		u t a u								
442-2		s i m e r u a								
455-2		i k i tɕ i r u								
22-2		n a kʲ a								
24-2		m i n a								
49-2		o n a g u								
78-2		a b u r a kʲ a								
89-2		k e								
149-2		k u r u								
183-2		h i								
192-2		a i o								
250-2		h u k a n o								
264-2		k i r i								
298-2		k e g a								
303-2		h a r a								
314-2		m o s i k a kʲ a								
354-2		a tɕ u kʲ a								
369-2		k i r e r u								
376-2		w a r u								
415-2		m u s u b u r u								
451-2		h u k o i r u								
456-2		ts u n a								
72-2		n i k u								
80-2		t a m a g o								
104-2		a s i kʲ a								
118-2		ɕ u dʑ i oː								
150-2		n e tɕ i r u								
204-2		i b a kʲ a								
14-3			k o r e							
18-3			d t a							
35-3			h i sː o ts u							
36-3			h u sː a ts u							
48-3			n a g e							
60-3			t o i d o ɴ							
63-3			s i ɴ k e							
64-3			k i							
67-3			h a							
68-3			n e k o							
71-3			tɕ i							
76-3			h o i n e							
83-3			ts u n o							
87-3			h a i n e							
95-3			m i ɴ							
98-3			h a n a							
99-3			k u tɕ i							
-102-3			s i sː a							
103-3			ts u ɴ e							
110-3			t e							
116-3			m i n e							
120-3			n o i m u							
132-3			k i k u							
139-3			k o r u s u ɴ							
140-3			o j o g u							
156-3			t a tsː u							
168-3			ts u k e							
169-3			h o s i							
170-3			m i z o i							
173-3			i s i							
180-3			k u ɴ o							
185-3			h a i							
186-3			m o e							
187-3			m i tɕ i							
190-3			a k e							
193-3			k i o i							
194-3			s i r o i							
195-3			k u r u ɴ							
216-3			m aː r i							
221-3			n aː							
239-3			i ts u							
252-3			m i s i							
253-3			o s i ɴ							
254-3			i ts u ts u							
266-3			k a i z e							
267-3			n a g u							
268-3			u ɴ							
272-3			a m e							
276-3			a r a							
281-3			m ui s i							
304-3			ts u ɴ k e							
305-3			o t e							
308-3			h a n a							
309-3			k u s a ɴ							
310-3			t o							
311-3			n i k e							
342-3			j u nː e							
346-3			k u r a i							
347-3			k i r u							
348-3			h i o i							
351-3			t oː s i							
361-3			o m o i t a							
379-3			k u s a iː							
394-3			h i d a i							
395-3			m i g e							
400-3			h i b a iː							
412-3			s a k u							
413-3			ts u k e s u ɴ							
414-3			h o r u							
422-3			h u k u r u							
423-3			k a ɴ g e							
430-3			h a i k u							
435-3			h u ts u							
446-3			s i sː a k e							
447-3			ui							
458-3			t o s i							
56-3			h i sː o							
62-3			i n o							
65-3			k a e							
70-3			t a i n e							
75-3			k a e							
96-3			m iː							
101-3			h a							
114-3			k u m i							
119-3			k i m o							
134-3			s i nː e							
138-3			s i n o i							
146-3			a k u							
161-3			ui							
171-3			k a e							
182-3			k e i m u tɕː o i							
188-3			j a ɴ a							
262-3			h i r u ɴ							
300-3			h e s u ɴ							
313-3			d e i t e							
350-3			s e m a i							
352-3			tɕ i k e							
396-3			h u r ui s i							
401-3			o s u							
420-3			o t o r o							
424-3			u t a							
442-3			s i m e							
455-3			i k e i t u ɴ							
15-3			a							
22-3			n e k e							
49-3			o i n a g u							
78-3			a							
89-3			k e							
130-3			m iː							
149-3			k u r u							
175-3			s u n a							
183-3			h i							
192-3			a ɕ							
199-3			a ɕ i							
230-3			a n o i t o							
233-3			a n o i t o i							
250-3			h o k a n o i							
264-3			k i r i							
274-3			n u t e							
298-3			k e g a							
303-3			h a r a e t a							
314-3			m o s i							
354-3			a i sː e ɴ							
369-3			k i r e							
376-3			w a r i							
418-3			n u i u							
456-3			ts u n a							
59-3			ui o							
72-3			n i k u							
80-3			t a ɴ a g o							
104-3			a ɕ							
118-3			s i ɴ z oː ɴ							
142-3			t o m u							
150-3			n e i sː u ɴ							
204-3			i b a i							
14-4				k o r e						
18-4				d a r u						
35-4				h i t o i t u						
36-4				h u t a i t a						
48-4				n a g e						
60-4				t o r i						
63-4				s i r a m e						
64-4				k i						
67-4				h a						
68-4				n eː s i						
71-4				t i						
76-4				h u n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t eː						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r u s u						
140-4				o j o g u						
156-4				t a k u						
168-4				t u k i						
169-4				h u s i						
170-4				m i z u i						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o r u						
187-4				m i t o i						
190-4				a k a i						
193-4				k ui r u						
194-4				s i r o i						
195-4				k u r u						
216-4				m a r ui						
221-4				n aː m i						
239-4				i t u						
252-4				m i s i						
253-4				j o s u						
254-4				i t u t u						
266-4				k a z e						
267-4				n a g a r u						
268-4				u m i						
272-4				a m e						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a k e						
305-4				t i t o i						
308-4				h a n a						
309-4				k u s a ɴ						
310-4				t o						
311-4				n i k a						
342-4				j u k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r o i						
351-4				t oː						
361-4				o m o						
379-4				k u s a i r u						
394-4				h i d a i r o						
395-4				m i g o i						
400-4				h i b a r u						
412-4				s a k e r u						
413-4				t u k u s u						
414-4				h o r u						
422-4				h u k u r u						
423-4				k a g e r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a i						
447-4				u eː						
458-4				t o s i						
56-4				h i t o						
62-4				i n k						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a i						
96-4				m i						
101-4				h a						
114-4				k u b i						
119-4				k i m o						
134-4				s i j o i						
138-4				s i n o i						
146-4				a r u k u						
161-4				j uː						
171-4				k a w a i						
182-4				k e m u						
188-4				j a m a						
196-4				j o r u						
262-4				h i r u m a i						
300-4				h e s u						
313-4				d e						
350-4				s e b a i						
352-4				t i k a i						
396-4				h u r ui s i						
424-4				u t a u						
442-4				s i m e t u k u						
455-4				i k i t e r u						
15-4				a r e						
22-4				n a k j a						
24-4				m i n a						
49-4				o n a g u						
78-4				a b u r a						
89-4				k eː						
130-4				m i r u						
149-4				k u r u						
175-4				s u n a						
183-4				h i						
192-4				a i						
199-4				a t ui						
230-4				a n o i t o						
233-4				a n o i t o i						
250-4				h o k a n a i						
264-4				k i r i						
274-4				n u r e t a						
298-4				k e g a w a						
303-4				h a r a w a t a						
354-4				a t ui						
369-4				j i r u						
415-4				m u s u b u						
418-4				n uː						
451-4				h o k o i r o						
456-4				t u n a						
59-4				i j o						
72-4				n i k u						
80-4				t a m a g o						
104-4				a s i						
142-4				t o b u						
150-4				n e t oː r u						
204-4				i b a i						
14-5					k o r e					
18-5					d a r u					
35-5					h i t					
36-5					h u t a tː e					
48-5					n a ŋ e					
60-5					t o r i					
63-5					s i r a i					
64-5					k iː					
67-5					h a w a i					
68-5					n e s u ɴ					
71-5					tɕ iː					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s e r a					
103-5					ts u m e					
110-5					t eː					
116-5					m u n e ts e					
120-5					n o m u					
132-5					ts e k u					
139-5					k o r u s u ɴ					
140-5					o j o ŋ e					
156-5					t a k o					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k u m o					
185-5					h a w i					
186-5					m o r u					
187-5					m i tɕ i					
190-5					a k a					
193-5					k iː r u					
194-5					s i r u					
195-5					k u r u					
216-5					m a r ui					
221-5					n a m i					
239-5					e ts u					
252-5					m i tɕː i					
253-5					j uː					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ a r u					
268-5					u m i					
272-5					a m e					
276-5					a r a					
281-5					m u s i					
304-5					ts u b a k e					
305-5					tɕ iː					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					j u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r u					
351-5					t oː k eː					
361-5					o m o					
379-5					k u s a tː e r u					
394-5					h i d a i r u					
395-5					m i ŋ i					
400-5					h i b a r u					
412-5					s a k e r u					
413-5					ts u k e k a i					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a ɴ ŋ e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					w eː					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					ts e m o					
134-5					s i tː e r u					
138-5					s i n e r u					
146-5					a r u k u					
161-5					j uː					
171-5					k a w a					
182-5					k e b u r i					
188-5					j a m a					
196-5					j o r u					
262-5					h i r u h e ɴ					
300-5					h e s u					
313-5					d e					
350-5					s e b a i					
352-5					tɕ i k a i					
396-5					h u r ui s iː r u					
401-5					o s u					
420-5					o ts u r u					
424-5					u t a u					
455-5					i k e ts u r u					
15-5					a r e					
22-5					n a k e					
24-5					m i ɴ					
49-5					o n a ŋ u					
78-5					a b u r a i k u					
89-5					k e iː					
130-5					m iː r u					
149-5					k u r u					
175-5					s u n a					
183-5					h i					
192-5					a oː					
199-5					a ts ui					
230-5					a n e h i t o					
233-5					a n o h i t a					
250-5					h o k a n a					
264-5					ts i r i					
274-5					n u r e t a					
298-5					k e ŋ a w i					
303-5					h a r a w a					
314-5					m o s i k a i					
369-5					k i r e r u					
376-5					w a r ui					
415-5					m o s u b u					
418-5					n uː					
451-5					h o k o i r i					
72-5					n i k u					
80-5					t a m a ŋ o					
104-5					a s i					
118-5					s i ɴ z oː i					
142-5					t o b u					
150-5					n e t uː e r u					
204-5					i b a i					
14-6						k u r i				
18-6						d a r u				
35-6						p i t u ts ɨ				
36-6						p u t u ts ɨ				
48-6						n a g i				
60-6						t u r i				
63-6						s i ɭ a m i				
64-6						k i				
67-6						p a				
68-6						n i k u				
71-6						ts u				
76-6						p u n i				
83-6						ts ɨ n u				
87-6						p a n i				
95-6						m i m i				
98-6						p a n a				
99-6						k u ts ɨ				
-102-6						s i t a				
103-6						ts ɨ m i				
110-6						t u				
116-6						m u n i				
120-6						n u m u				
132-6						k i k ɨ				
139-6						k u r u s ɨ				
140-6						u ʃ u				
156-6						t a u				
168-6						ts ɨ k i				
169-6						k u s ɨ				
170-6						m i z ɨ				
173-6						ɨː				
180-6						k ɨ m u				
185-6						p i				
186-6						m u i ɭ				
187-6						m ɨː				
190-6						k a n a				
193-6						k u ɭ				
194-6						s i ɭ				
195-6						k u ɭ				
216-6						m a u				
221-6						n a m i				
239-6						i ts ɨ				
252-6						m ɨː				
253-6						ʃ a u				
254-6						i ts ɨ ts ɨ				
266-6						k a dz i				
267-6						n a g a r u				
268-6						u m i				
272-6						m i u				
276-6						a r u				
281-6						m u s ɨ				
304-6						ts u b a k				
305-6						ts u i				
308-6						p a n a				
309-6						k u s a				
310-6						t u				
311-6						n i				
342-6						ʃ ɨ k i				
346-6						k u r a i				
347-6						k i ɭ				
348-6						p i ɭ				
351-6						t u k u				
361-6						u m u				
379-6						k u s a n				
394-6						p i d ɨ				
395-6						m ɨː				
400-6						p i b a r u				
412-6						s a k u				
413-6						ts ɨ k u s ɨ				
414-6						p u u				
422-6						p u k u ɭ				
423-6						k a n g i				
430-6						p a k u				
435-6						p u k u				
446-6						s i t a				
447-6						mː				
458-6						t u s ɨ				
56-6						p i t u				
62-6						i n u				
65-6						k a w a				
70-6						t a n i				
75-6						k a w a				
96-6						m i				
101-6						p a				
119-6						k i m u				
134-6						s i u ɭ				
138-6						s i n ɨ				
146-6						mː				
171-6						k a w a				
182-6						k i v				
188-6						j a m a				
196-6						ɭ u				
401-6						b u s ɨ				
420-6						u ts u				
442-6						s i v				
24-6						m i n				
78-6						a b u r a n i				
130-6						m i u				
192-6						u				
199-6						ts u				
250-6						p u k a n u				
264-6						k i ɭ				
314-6						m u s i				
369-6						k i ɭ				
418-6						n u u				
451-6						p u k u				
456-6						ts u n a				
59-6						mː				
14-7							k o r e			
18-7							d a r e			
35-7							h e t u			
36-7							h u t a			
48-7							n a ŋ e			
60-7							t o r e			
63-7							s e r a m e			
64-7							k i			
67-7							h a b a			
68-7							n eː			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m e			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s e t a			
103-7							ts u m e			
110-7							t eː			
116-7							m o n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r u s u ɴ			
140-7							o j o ŋ e			
156-7							t a r u			
168-7							ts u k e			
169-7							h o s i			
170-7							m e z u			
173-7							e s i			
180-7							k u m o			
185-7							h a i			
186-7							m o r u			
187-7							m e tɕ i			
190-7							a k a			
193-7							k i r u			
194-7							s e r u			
195-7							k u r u			
216-7							m a r iː			
221-7							n a m e			
239-7							e ts u			
252-7							m e s u ɴ			
253-7							j uː			
254-7							e ts u			
266-7							k a z e			
267-7							n a ŋ a r e r u			
268-7							o m i			
272-7							a m e			
276-7							a r a u			
281-7							m o s i			
304-7							ts u b a			
305-7							tɕ i tɕ i			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n e			
342-7							j u k e			
346-7							k u r a			
347-7							k i r u			
348-7							h e r u			
351-7							t oː			
361-7							o m o			
379-7							k u s a r u			
394-7							h i d a r e			
395-7							m e ŋ i			
400-7							h e b a r u			
412-7							s a k e r u			
413-7							ts u k u s e ɴ			
414-7							h o r u			
422-7							h u k u r e r u			
423-7							k a ŋ e r u			
430-7							h a k u			
435-7							h u k u			
446-7							s e t a			
447-7							o w eː			
458-7							t o s e			
56-7							h i t o			
62-7							e ɴ			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m eː			
101-7							ɸ a			
114-7							k u b i			
134-7							s e r u			
138-7							s e n u			
146-7							a r u k u			
161-7							j uː			
171-7							k a w a			
182-7							k e b u r u			
188-7							j a m a			
196-7							j o r u			
262-7							h i r u m eː			
300-7							h e s u k o			
313-7							d e			
350-7							s e b a			
352-7							tɕ i k a			
396-7							ɸ u r iː s i r u			
401-7							o s u			
420-7							o tɕ i r u			
424-7							o t a u			
442-7							s e m e r u			
455-7							e k i t e r u			
15-7							a r e			
22-7							n a r i			
24-7							m e ɴ			
78-7							a b u r a			
89-7							k eː			
130-7							m i r u			
149-7							k u r u			
175-7							s u n a			
183-7							h i			
192-7							a o			
230-7							a n o ɸ e s u			
233-7							a n o ɸ e ɴ			
250-7							ɸ o k a n o			
274-7							n u r e t a			
298-7							k e ŋ a w a			
303-7							ɸ a r a w a t a			
314-7							m o s i			
354-7							a tɕ iː			
369-7							k i r e r u			
376-7							w a r iː			
415-7							m u s u b u			
418-7							n uː			
451-7							h o k o r e			
456-7							ts u n a			
59-7							o			
72-7							n i k u			
80-7							t a m a ŋ o			
104-7							a s i			
118-7							s i ɴ z oː			
142-7							t o b u			
150-7							n e t uː e r u			
204-7							e b a			
14-8								k o r e		
18-8								d a r u		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g e		
60-8								t o r e		
63-8								s i r a m e		
64-8								k iː		
67-8								h a b i		
68-8								n eː s i		
71-8								tɕ iː		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s u t a		
103-8								ts u m e		
110-8								t eː		
116-8								m u n e ts u		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a k u		
168-8								ts u k u		
169-8								h o s i		
170-8								m i z u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o r u		
187-8								m i tɕ i		
190-8								a k a		
193-8								k ui r o i		
194-8								s i r o i		
195-8								k u r u		
216-8								m a r ui		
221-8								n a m i		
239-8								i ts u		
252-8								m i s a i		
253-8								j uː s u		
254-8								i ts u ts u		
266-8								k a z e		
267-8								n a g a r u		
268-8								u m i		
272-8								a m e		
276-8								a r a		
281-8								m o s i		
304-8								ts u b a k u		
305-8								ts i tɕ i		
308-8								h a n a		
309-8								k u s a ɴ		
310-8								t o		
311-8								n i k e		
342-8								j u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t oː s i		
361-8								o m o		
379-8								k u s a r u		
394-8								h i d a i r u		
395-8								m i g a i n i		
400-8								h i b a r u		
412-8								s a k e r u		
413-8								ts u k u s a ɴ		
414-8								h o r u		
422-8								h u k u r u		
423-8								k a ɴ g e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a i		
447-8								u eː		
458-8								t o s i		
62-8								i n i		
65-8								k aː w a		
70-8								t a n e		
75-8								k a w a i		
96-8								m i		
101-8								h a		
114-8								k u b i		
119-8								k i m o		
134-8								s i s u r u		
138-8								s i n a i		
146-8								a r u k u		
161-8								j uː		
171-8								k a w a i		
182-8								k e m u r u		
188-8								j a m a		
196-8								j o r u		
262-8								h i r u m a i		
300-8								h e s u r u		
313-8								d e ɴ dʑ i k u		
350-8								s e b a i		
352-8								tɕ i k a i		
396-8								h u r ui		
401-8								o s u		
420-8								o ts o r u		
424-8								u t a		
442-8								s i m e ts u k u r i		
455-8								i k e tɕ i k u		
15-8								a r e		
22-8								n a k j a		
24-8								m i n a		
49-8								o n a g u		
78-8								a b u r a		
89-8								k eː		
130-8								m i r u		
149-8								k u r u		
175-8								s u n a		
183-8								h i		
192-8								a s i		
199-8								a ts ui		
230-8								a n o h i t o		
233-8								a n o h i t o a r		
250-8								h o k a n a		
274-8								n u r e t a		
298-8								k e g a w a i		
303-8								h a r a w a t a		
314-8								m o s i k a i		
354-8								a ts ui		
376-8								w a r ui		
415-8								m o s u b u		
418-8								n uː		
451-8								h o k o r i		
59-8								ʔʲ o		
72-8								n i k u		
80-8								t a m a g o		
104-8								a s i		
118-8								s i ɴ z oː r u		
150-8								n e t uː r u		
204-8								i b a i		
14-9									k u r i	
18-9									d a j u ɴ	
35-9									h w iː t u ɴ	
36-9									h u t a ts u ɴ	
48-9									n a g a ɴ	
60-9									t u j i	
63-9									ʃ i j a ɴ	
64-9									k w iː	
67-9									h a	
68-9									n i ɴ	
71-9									tɕ i	
76-9									h u n i	
83-9									ts u n u	
87-9									h a n i	
95-9									m i ɴ	
98-9									h a n a	
99-9									k u ts i	
-102-9									s i t a	
103-9									ts u m i	
110-9									t iː	
116-9									m u n i ts u ɴ	
120-9									n u m u ɴ	
132-9									k w t u ɴ	
139-9									k u j u s u ɴ	
140-9									u j u g u ɴ	
156-9									t a t u j u ɴ	
168-9									ts u ɴ	
169-9									h u s i	
170-9									m i z u ɴ	
173-9									ʔ w i s a ɴ	
180-9									k u m u r u	
185-9									h a w i	
186-9									m u i j u ɴ	
187-9									m i j a ɴ	
190-9									a k a ɴ	
193-9									k iː s u ɴ	
194-9									s i j u ɴ	
195-9									k u j u ɴ	
216-9									m a j uː m a ɴ	
221-9									n a m i	
239-9									i ts u ɴ	
252-9									m iː s u ɴ	
253-9									j u ts u ɴ	
254-9									i ts u ts u ɴ	
266-9									k a ɕ i	
267-9									n a g a j u ɴ	
268-9									ʔ u ɴ	
272-9									a m i g a	
276-9									a j a u	
281-9									m u s i	
304-9									ts u b a ɴ	
305-9									ts u ɴ	
308-9									h a n a	
309-9									k u s a ɴ	
310-9									t u	
311-9									n i ɴ	
342-9									j u ɴ	
346-9									k w j a ɴ	
347-9									k w j u ɴ	
348-9									h w i j u ɴ	
351-9									t ɕ uː	
361-9									u m u t a ɴ	
379-9									k u nː a	
394-9									h w d a ɴ	
395-9									m iː g i	
400-9									h w a j u ɴ	
412-9									s a g i j u ɴ	
413-9									ts u ɴ s a ɴ	
414-9									h u j u ɴ	
422-9									h u tɕ i j u ɴ	
423-9									k a ɴ g a i j u ɴ	
430-9									h a k u	
435-9									h u ɴ	
446-9									s i t a ɴ	
447-9									w iː	
458-9									t u s i	
56-9									h w i t a ɴ	
62-9									ʔ w i ɴ	
65-9									k a w a	
75-9									k a w a i	
96-9									m iː	
101-9									h a	
114-9									k u b i	
119-9									k w m u	
134-9									s i t u ɴ	
138-9									s i n u ɴ	
146-9									a j u ɴ	
161-9									j uː	
171-9									k a w a	
182-9									k i m u ɴ	
196-9									j u j u ɴ	
262-9									h w i j a ɴ	
300-9									h i s u ɴ	
313-9									d i ɴ	
350-9									s i b a	
352-9									ɕ a ɴ	
396-9									h u j uː ɴ	
401-9									u s u ɴ	
420-9									u t u j u ɴ	
424-9									u t a u	
442-9									s i m i ts u ɴ	
455-9									ʔ i t u ɴ	
15-9									a iː	
22-9									n a ɴ	
24-9									m ʔ ɴ n a	
49-9									u n a g u	
89-9									k iː	
175-9									s u n a	
183-9									h w i	
199-9									a ts uː	
230-9									a n u h i t u	
233-9									a n u h i t u a j	
264-9									k w i j u ɴ	
274-9									n u j a t a	
314-9									m u s i	
354-9									a ts uː	
376-9									w a r u s a ɴ	
415-9									m u s u b u ɴ	
451-9									h u k u ɴ	
456-9									ts u n a	
59-9									ʔʲ u	
142-9									t u b u ɴ	
14-10										k o r e
18-10										d a r u
35-10										h i t u ts u n i
36-10										h u t a ts u k u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n iː
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s e t a s i r u
103-10										ts u m e
110-10										t iː
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r u s u r u
140-10										o j o ŋ e r u
156-10										t a n e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s u i
180-10										k u m o
185-10										h a w i
186-10										m o r u
187-10										m i tɕ i
190-10										a k a i
193-10										ts i r u i
194-10										s i r o i
195-10										k u r u i
216-10										m a r ui m a i
221-10										n a m i
239-10										i ts u
252-10										m i s u i
253-10										j uː s u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a r u
268-10										u m i
272-10										a m e
276-10										a r a u
281-10										m u s i
304-10										ts u b a i k u
305-10										ts i tɕ i
308-10										h a n a
309-10										k u s a ɴ
310-10										t o
311-10										n i
342-10										j u tɕ i
346-10										k u r a i
347-10										k i r u
348-10										h i r u s a i
351-10										t oː s ui
361-10										o m o i t a i
379-10										k u s a tː e r u
394-10										h i d a i r u
395-10										m i dʑ i r i
400-10										h i b a r u
412-10										s a k e r u
