COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
326-5					aː b				
1-6						n u tʃ i			
2-6						n eː m t			
8-6						w e m j			
16-6						e s + t i			
24-6						i s t			
32-6						m i k.u i			
51-6						n + i			
52-6						w aː k +			
53-6						n a k.u a s			
54-6						t aː l i			
55-6						k.u w aː			
60-6						iː m t l l			
83-6						t i + t			
87-6						m a t aː n			
92-6						m a k.u a			
103-6						m eː			
106-6						k.u a k.u i			
138-6						n e m a			
139-6						m i k + t i a			
142-6						m a t			
145-6						m u + t eː k.u a			
176-6						m k a +			
179-6						n a k.u a + t			
180-6						m eː m + t i			
186-6						k.u e tʃ			
190-6						j a k.u a + t			
194-6						s eː			
220-6						u m + t i			
231-6						i t a			
240-6						k.u u tʃ i			
283-6						t e + t			
293-6						i n			
314-6						k.u m a i + m t			
315-6						m m e			
322-6						t e m eː aː n			
323-6						t eː			
9-6						t h t u + t			
17-6						u x i + t			
22-6						t a t i			
30-6						w i m			
88-6						i i			
158-6						w e j a k			
159-6						t i m			
177-6						m i a k			
184-6						t u k.u aː +			
187-6						j a eː k.u w i + k			
227-6						m eː l i			
235-6						m u + t aː l i			
249-6						m h k + t i			
251-6						n m u + k.u e m a			
289-6						k.u w i t a h i l			
294-6						t e m a			
296-6						n eː n eː h i l			
313-6						t a n			
316-6						n e m + n e m i			
318-6						t u t ts n k			
320-6						eː + t			
324-6						i s t aː k			
1-7							n o ts i		
2-7							n i		
8-7							ts e e		
16-7							t i		
24-7							i t		
32-7							ts i ts o		
51-7							o n		
52-7							w e tʃ		
53-7							n e ts e		
54-7							t e l		
55-7							ts w e		
60-7							e l l		
83-7							t		
87-7							e t e n o		
92-7							ts e m e		
103-7							ts e		
106-7							ts e m o		
138-7							n e ts e		
139-7							ts i t i e		
142-7							ts e t o		
145-7							ts o t e ts e		
176-7							e ts e t		
179-7							n e ts e t		
180-7							ts e t i		
186-7							ts e		
190-7							e		
194-7							e		
220-7							o e t i		
231-7							i t e		
240-7							ts o ts i		
283-7							t e t		
293-7							i n		
314-7							ts w e tʃ o t		
315-7							ts e		
322-7							t u tʃ e n		
323-7							t e		
17-7							e w i t		
22-7							t e e		
30-7							m m		
159-7							e t m t		
251-7							tʃ o m m m e		
296-7							n n o n		
320-7							e + t		
326-7							e ts		
1-8								o ɨ	
2-8								a n e m	
8-8								w j	
16-8								e s + tɬ ɨ	
24-8								ɨ s t ɨ t	
32-8								m ɨ k.w	
51-8								o n + i	
52-8								w k	
53-8								n a k.w a s	
54-8								tɬ l	
55-8								k w	
60-8								i m t l o l o	
83-8								t ɨ + tɬ	
87-8								m a tɬ n	
92-8								m a k a	
103-8								m	
106-8								k.w a k	
138-8								n m	
139-8								m ɨ k t ɨ a	
142-8								m a t	
145-8								m o t eː k.w a	
176-8								t k a + t	
179-8								n a k.w a + tɬ	
180-8								m eː + tɬ ɨ	
186-8								k.w e h	
190-8								j a k.w + tɬ	
194-8								s eː	
220-8								o m tɬ ɨ	
231-8								t a	
240-8								k.w o	
283-8								t e + t	
293-8								i n	
314-8								k.w a w + tɬ	
315-8								m m e	
322-8								t m w m	
323-8								tɬ eː	
9-8								t t + tɬ	
17-8								o ɨ +	
22-8								tɬ a t ɨ	
30-8								w ɨ m	
88-8								ɨ +	
158-8								w j a k	
159-8								t ɨ m + tɬ	
177-8								p ɨ a k	
184-8								t k	
187-8								j a n k w ɨ + k	
227-8								h p l +	
235-8								p o + tɬ l ɨ	
249-8								p k + tɬ ɨ	
251-8								m o + k ɨ m a	
289-8								k w ɨ tɬ a p ɨ l +	
294-8								t +	
296-8								n n h +.tʃ +.tʃ	
313-8								tɬ a n + tɬ	
316-8								n e p + n e p ɨ	
318-8								+ t oː n ɨ -.+.k	
320-8								eː + tɬ	
324-8								ɨ s t k	
326-8								k	
1-9									m o tʃ iː
2-9									iː + n e x + tɬ iː
8-9									w x j
16-9									e s + tɬ iː
24-9									iː s t e + e
32-9									m iː k iː
51-9									o n + iː
52-9									w a k.a + k iː
53-9									n a k a s tɬ
54-9									tɬ a l iː
55-9									k w a
60-9									i x + t e l o l o
83-9									tɬ e + tɬ
87-9									x a tɬ a n iː
92-9									m a k a
103-9									m a
106-9									k a k
138-9									n e x w a
139-9									m iː k.a + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ a k a + tɬ
179-9									n a k a + tɬ
180-9									m x x + tɬ iː
186-9									k e tʃ tɬ e
190-9									j e k a + tɬ
194-9									s e a
220-9									o x + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									o n +
314-9									k o w iː + tɬ
315-9									u m e
322-9									t e x w a n
323-9									tɬ e
9-9									t h t o + tɬ
22-9									tɬ a e iː
30-9									w iː x
88-9									iː iː
158-9									w e j a k
159-9									ø tɬ e m iː + e
177-9									m iː a k.a
184-9									t o k a j + tɬ
187-9									j a n k w iː + k.a
227-9									e a l iː
235-9									m o + tɬ a l iː a
249-9									e h k.a + tɬ iː
251-9									e o + j k e x a
289-9									k w iː tɬ a ts i l
294-9									t e x w a
296-9									n e n e x l
313-9									tɬ a n
316-9									n e e + n e m iː
318-9									t o t h n k
320-9									x + tɬ
324-9									iː s t a k
326-9									a k
