COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
180-4				m e ts + tɬ i					
186-4				k e tʃ + tɬ					
190-4				ts e k a +					
194-4				ts e					
220-4				o h + tɬ i					
231-4				t a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n i n					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w a n					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				w i ts					
88-4				i o i					
158-4				w e s a k					
177-4				m e a k n					
184-4				t o k					
187-4				s a n k w i + k					
227-4				s a l i					
1-5					m o x i				
2-5					k n e x + t i				
8-5					e x				
16-5					e s + t i				
24-5					i s t i t				
32-5					m i k i				
51-5					o n + i				
52-5					aː k + t oː k				
53-5					n a k a s				
54-5					t aː h l i				
55-5					b a				
60-5					eː x				
83-5					t e + t				
87-5					p a t aː n i				
92-5					m a g a				
103-5					m aː				
106-5					k a g i				
138-5					n e h a				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t aː k a + t				
179-5					n a k a + t				
180-5					m eː x + t i				
186-5					k e x o				
190-5					x a k + t				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					k o x i				
283-5					t e + t				
293-5					o n				
314-5					k a i + t				
315-5					oː m e				
322-5					t e h m e h				
323-5					t eː				
9-5					t oː t oː + t				
17-5					o m i + t				
22-5					t a t i				
30-5					eː ts				
88-5					i i				
158-5					eː x a k				
159-5					a t i m a + t				
177-5					m i a k				
184-5					t oː k aː +				
187-5					x a m b i + k				
227-5					x aː h l i				
1-6						n u ts i			
2-6						k a n e ts t i			
8-6						w e j			
16-6						e s + t i			
24-6						i s t			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k +			
53-6						n a k a s			
54-6						t aː l i			
55-6						k w a			
60-6						iː ts + t l l			
83-6						t i + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m			
106-6						k a k i			
138-6						n a h			
139-6						m i k + t i a			
142-6						m a t			
145-6						m u + t eː k a			
176-6						aː k a +			
179-6						n a k a + t			
180-6						m eː j + t i			
186-6						k e ts			
190-6						ts a k + t			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u ts i			
283-6						t e + t			
293-6						i n i			
314-6						k m a w i + t			
315-6						u m e			
322-6						t e h n a ts			
323-6						t aː			
9-6						t u t u + t			
17-6						u m i + t			
22-6						t a t i			
30-6						w i ts			
88-6						i i			
158-6						w e h a k			
159-6						t i m			
177-6						m i a k			
184-6						t u k aː			
187-6						h a n k w i + k			
227-6						h u l i			
1-7							n o k i		
2-7							n e k i		
8-7							k e		
16-7							t i		
24-7							i t		
32-7							m i k i		
51-7							o n + i		
52-7							k a k		
53-7							n e k e		
54-7							t a l		
55-7							k e		
60-7							k k l l		
83-7							t e t		
87-7							k e t a n i		
92-7							m e k e		
103-7							m k		
106-7							k e k i		
138-7							n e k e		
139-7							m i k t i e		
142-7							m e t i		
145-7							m o t e k e		
176-7							a k e + t		
179-7							n e k e t		
180-7							m k ts t i		
186-7							k k +		
190-7							e k e		
194-7							e		
220-7							o k t i		
231-7							i t e		
240-7							k o k i		
283-7							t t		
293-7							x i n		
314-7							k e tʃ i t		
315-7							m		
322-7							t k tʃ e n		
323-7							t e		
17-7							o m i + t		
22-7							t e		
30-7							k a ts		
159-7							e t i n + t		
1-8								o ts ɨ	
2-8								a n ɨ ts	
8-8								w j	
16-8								ɨ s + tɬ ɨ	
24-8								i s t ɨ t	
32-8								m ɨ k	
51-8								o n + i	
52-8								w k + k	
53-8								n a k a s +	
54-8								tɬ aː l	
55-8								k w aː	
60-8								i ts t o o	
83-8								tɬ i + tɬ	
87-8								p a tɬ aː n i	
92-8								m a k a	
103-8								m aː	
106-8								k a k	
138-8								n ə h a	
139-8								m ɨ k + t ɨ	
142-8								m a t	
145-8								m o + t eː k a	
176-8								t aː k a + t	
179-8								n a k a + tɬ	
180-8								m eː ts + tɬ ɨ	
186-8								k ɨ ts	
190-8								j a k	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								ɨ t a	
240-8								k o ts	
283-8								t ɨ + t	
293-8								i n	
314-8								k a w + tɬ	
315-8								m ɨ	
322-8								t ɨ h a w m	
323-8								tɬ eː	
9-8								t oː t oː + tɬ	
17-8								o m ɨ +	
22-8								tɬ a t i	
30-8								w ts	
88-8								ɨ +	
158-8								w j a k	
159-8								aː t ɨ m +	
177-8								m i a k	
184-8								t oː k a +	
187-8								j a n k w ɨ + k	
227-8								h a l +	
1-9									m o tʃ iː
2-9									n e ts + tɬ
8-9									w e p
16-9									e ts + tɬ iː
24-9									iː ts t n.u
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + k iː
53-9									n a k a ts
54-9									tɬ ø l iː
55-9									k w a
60-9									i ts p e l o l
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m ø
106-9									k a k iː
138-9									n a h a
139-9									m iː k + t iː a
142-9									m a t
145-9									m o + t e k a
176-9									tɬ i k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ tɬ
190-9									ts e k a + k
194-9									ts e
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									o n + i n
314-9									k w a w iː + tɬ
315-9									u m e
322-9									t e h w a n
323-9									tɬ e n.u
9-9									t u t u + tɬ
22-9									tɬ ø p iː ø
30-9									w iː ts
88-9									iː iː
158-9									w e s a k
159-9									ø p e m +
177-9									m iː a k
184-9									t u k a + tɬ
187-9									s a n k w iː + k
227-9									s a l iː
