COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
638-1	n a ŋ							
656-1	ʑ a							
657-1	t a ŋ							
659-1	d a							
711-1	tɕʰ ɔ							
745-1	n a m							
818-1	t i k							
825-1	t a							
839-1	tɕʰ a							
841-1	j a							
894-1	b u							
932-1	ɕ i							
936-1	l a							
943-1	pʰ a k							
965-1	t a ŋ							
1039-1	ɕ a ŋ							
1044-1	ɔ							
1076-1	kʰ a							
1126-1	t a ŋ							
1131-1	pʰ a							
1132-1	tɕʰ a k							
1166-1	d a ŋ							
1175-1	ɕ i n							
944-1	t u ŋ							
1199-1	tɕʰ ɔ ŋ							
1256-1	tɕʰ u ŋ							
1282-1	d i							
1283-1	j u							
30-1	m ɔ ŋ							
32-1	p a							
59-1	m a n							
68-1	a							
69-1	h a ŋ							
82-1	pʰ ɛ t							
88-1	ts i k							
100-1	ʑ a n							
116-1	m a k							
142-1	ʑ j ɛ k							
155-1	kʰ a ŋ							
268-1	tɕʰ u							
285-1	tɕʰ a m							
315-1	l a							
318-1	j u							
406-1	l a							
421-1	j a t							
436-1	ts i							
515-1	p u							
516-1	d u k							
524-1	ɕ u m							
545-1	p i k							
566-1	kʰ a k							
579-1	tɕʰ ɔ ŋ							
587-1	ts u p							
597-1	ɕ a							
166-1	l a k							
644-1	j ɔ ŋ							
687-1	h a							
733-1	t ɔ ŋ							
738-1	tɕʰ ɛ t							
755-1	h ɛ m							
1-2		k uː						
5-2		n a						
4-2		tʰ i k						
6-2		n a ŋ						
15-2		tɕʰ i						
55-2		l ɔ						
56-2		a						
60-2		s a						
61-2		kʰ y ŋ						
80-2		tɕʰ ɔ k						
87-2		tɕʰ a						
86-2		pʰ l u						
92-2		pʰ l a						
102-2		m a						
106-2		pʰ u k						
108-2		tʰ a						
107-2		pʰ l a						
112-2		pʰ a ŋ						
115-2		s						
114-2		tʰ u ŋ						
120-2		tʰ u						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r i ŋ						
136-2		pʰ ə						
134-2		kʰ a k						
137-2		a						
138-2		tʰ ɔ k						
140-2		h uː						
143-2		tɕʰ a k						
145-2		tɕʰ y						
147-2		h ɛː						
149-2		m i k						
153-2		s						
152-2		kʰ a ŋ						
158-2		k i k						
163-2		r i						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		pʰ y k						
173-2		tʰ ɔ						
183-2		r ɛː						
185-2		m						
188-2		kʰ a ŋ						
189-2		tɕʰ i ŋ						
193-2		h a						
196-2		m a						
199-2		tɕʰ ɛː						
200-2		kʰ a ŋ						
201-2		tɕʰ i						
202-2		kʰ a						
203-2		tʰ u ŋ						
204-2		pʰ yː						
206-2		n a ŋ						
117-2		pʰ yː						
146-2		tɕʰ ɛ						
219-2		pʰ						
218-2		tɕʰ ɛː						
224-2		m a						
240-2		tɕʰ a k						
244-2		j a						
255-2		n a						
260-2		pʰ a						
263-2		r a						
269-2		tɕʰ a k						
271-2		tʰ a k						
209-2		tɕʰ ɛ						
277-2		m a						
278-2		pʰ u ŋ						
135-2		tʰ a						
284-2		m yː						
797-2		a						
290-2		n i ŋ						
289-2		tɕʰ i k						
296-2		n i						
310-2		s						
319-2		i						
325-2		r a						
327-2		tʰ ɛː						
331-2		k a						
337-2		pʰ a ŋ						
338-2		l i ŋ						
339-2		j						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m a						
361-2		tʰ a						
365-2		s a						
364-2		tɕʰ a						
375-2		r u k						
379-2		s a						
380-2		kʰ a						
396-2		j a						
400-2		m uː						
405-2		tʰ a ŋ						
404-2		s ɔ ŋ						
409-2		r ɛ k						
410-2		i k						
415-2		pʰ a						
416-2		pʰ a						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		pʰ a						
434-2		tɕʰ a ŋ						
445-2		pʰ						
446-2		s i						
451-2		t u						
457-2		n a						
456-2		pʰ l uː						
464-2		pʰ i ŋ						
473-2		tɕʰ i						
474-2		ɔ ŋ						
479-2		s i ŋ						
489-2		j ɐ						
490-2		h a						
494-2		s ə						
503-2		k ə						
502-2		s a ŋ						
235-2		l y ŋ						
519-2		l i						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a ŋ						
850-2		a						
554-2		tɕʰ a						
553-2		r i ŋ						
558-2		kʰ u ŋ						
561-2		s a						
562-2		pʰ a						
564-2		j ɛː						
567-2		m a						
570-2		pʰ yː						
575-2		a						
582-2		l a						
585-2		j						
589-2		kʰ ɔ ŋ						
593-2		tʰ a ŋ						
594-2		l a ŋ						
595-2		tʰ ɔ						
596-2		n u						
598-2		s u						
599-2		tʰ a						
602-2		s ɛː						
603-2		r a						
606-2		s ɔ						
605-2		pʰ a						
620-2		l a						
637-2		pʰ a k						
639-2		tɕʰ a						
645-2		kʰ ɔ						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h a ŋ						
665-2		pʰ uː						
668-2		h uː						
677-2		tʰ a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m a ŋ						
493-2		s yː						
693-2		s a						
694-2		m						
702-2		tɕʰ ɔ ŋ						
704-2		m uː						
176-2		l uː						
709-2		s						
710-2		tʰ ɔ						
714-2		m a						
718-2		kʰ						
719-2		tɕʰ ɔ̃ː ŋ						
22-2		m yː						
723-2		tɕʰ i ŋ						
726-2		tɕʰ ɛ ŋ						
729-2		pʰ						
730-2		r ɛː						
739-2		pʰ l i						
740-2		b a						
741-2		kʰ ɔ k						
744-2		a						
743-2		h a ŋ						
746-2		pʰ u ŋ						
748-2		tʰ ə						
747-2		kʰ yː						
749-2		kʰ a ŋ						
751-2		t a						
762-2		m a ŋ						
764-2		h a ŋ						
765-2		tɕʰ i						
788-2		l a						
615-2		l a k						
803-2		s u						
802-2		j a k						
808-2		pʰ a						
809-2		tɕʰ i						
819-2		tʰ y k						
821-2		s u						
820-2		pʰ a						
828-2		s a k						
827-2		pʰ yː						
835-2		n a						
308-2		r yː						
844-2		s i						
848-2		m a						
705-2		l uː						
613-2		a						
649-2		h ɛ k						
876-2		tɕʰ a						
878-2		j u ŋ						
889-2		h a						
898-2		n y k						
902-2		h u ŋ						
910-2		a ŋ						
916-2		r i						
919-2		r ɛː						
922-2		s i k						
930-2		tɕʰ a						
933-2		h a						
939-2		r u k						
947-2		j a ŋ						
948-2		n u ŋ						
963-2		s uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n a						
731-2		m yː						
973-2		tɕʰ i ŋ						
974-2		n a						
979-2		tɕʰ a ŋ						
182-2		kʰ yː						
993-2		n a						
994-2		j yː						
1001-2		s a						
1002-2		tʰ u						
1005-2		tɕʰ yː						
1009-2		kʰ a						
1022-2		s						
1021-2		j u k						
1043-2		j u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ i						
1068-2		j a						
1077-2		r y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m a						
1091-2		tɕʰ i						
1096-2		n a						
1097-2		k yː						
1102-2		n ɛː						
1104-2		tʰ a						
1108-2		tɕʰ a k						
552-2		tɕʰ uː						
1111-2		pʰ l ɐ						
1116-2		s a						
722-2		kʰ a						
1141-2		j a ŋ						
1147-2		pʰ a						
1146-2		s ɔ						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		h a k						
1159-2		pʰ a						
1164-2		tʰ						
1163-2		r uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		s yː						
1187-2		kʰ a						
1189-2		n i k						
52-2		kʰ uː						
1195-2		s i						
1203-2		tʰ y k						
1211-2		j ɔ						
329-2		r a						
1217-2		m a						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ ɔ						
1229-2		tɕʰ a ŋ						
1238-2		tʰ ɔ̃ː ŋ						
1249-2		n i						
1252-2		j uː						
1254-2		n a						
1253-2		s ɔ ŋ						
1257-2		k a						
1263-2		tɕʰ ə						
1266-2		tɕʰ a k						
584-2		t u ŋ						
7-2		j ə						
1191-2		l a ŋ						
18-2		tɕʰ i						
33-2		n a						
74-2		t a ŋ						
81-2		s a ŋ						
83-2		m i k						
104-2		m ə						
123-2		tɕʰ a						
122-2		kʰ a						
121-2		m a						
154-2		tɕʰ a						
161-2		tɕʰ i						
170-2		tɕʰ a						
91-2		a						
181-2		n uː						
186-2		tɕʰ a						
191-2		s ə						
211-2		pʰ a						
210-2		kʰ a						
217-2		k a						
221-2		n y						
233-2		tʰ u						
246-2		t yː						
252-2		tɕʰ a ŋ						
253-2		r a ŋ						
261-2		pʰ y						
262-2		yː						
281-2		tɕʰ a k						
287-2		l u ŋ						
288-2		l uː						
292-2		kʰ i						
297-2		kʰ ɔ k						
332-2		pʰ uː						
342-2		ɔ						
358-2		j u ŋ						
366-2		k ə						
378-2		tɕʰ a						
382-2		m a						
392-2		tɕʰ ɔ k						
397-2		pʰ a						
437-2		h ə						
444-2		pʰ l a k						
465-2		tɕʰ i						
471-2		m a ŋ						
477-2		tʰ						
478-2		r a						
481-2		tɕʰ a						
483-2		s a ŋ						
500-2		m i ŋ						
511-2		kʰ						
525-2		tɕʰ i						
542-2		tɕʰ ɔ ŋ						
625-2		r u ŋ						
638-2		n u ŋ						
640-2		tɕʰ ɛ						
656-2		s ə						
657-2		tʰ u ŋ						
818-2		tʰ i k						
825-2		tʰ ə						
839-2		tɕʰ ɐ						
841-2		j a						
932-2		s						
936-2		l a						
943-2		pʰ a k						
965-2		tʰ y ŋ						
981-2		tʰ u						
1039-2		s u ŋ						
1044-2		a						
1076-2		kʰ a						
1126-2		tʰ ɛ						
1131-2		pʰ uː						
1132-2		tɕʰ a						
1166-2		tʰ ɛ						
1175-2		n ə						
944-2		tʰ y ŋ						
1199-2		tɕʰ ɔ̃ː ŋ						
1228-2		r a k						
1256-2		tɕʰ y ŋ						
1282-2		tɕʰ y						
1283-2		j a						
32-2		tɕʰ a						
48-2		tɕʰ i						
78-2		l i ŋ						
77-2		s y k						
82-2		pʰ a						
103-2		s u ŋ						
113-2		pʰ a						
116-2		m a k						
10-2		a						
192-2		tɕʰ ə						
198-2		tɕʰ a						
232-2		s a ŋ						
247-2		s i ŋ						
282-2		s uː						
306-2		tɕʰ yː						
321-2		s a						
352-2		tʰ a ŋ						
367-2		l i						
368-2		i k						
372-2		s u						
373-2		tʰ ɔ ŋ						
439-2		j ɛː						
129-2		pʰ yː						
390-2		tɕʰ a						
399-2		h u ŋ						
826-2		m ə						
432-2		pʰ						
438-2		m ə						
440-2		s ɛ						
476-2		s ə						
491-2		ɔ						
205-2		s yː						
513-2		s ə						
520-2		tʰ						
524-2		s a						
151-2		l y ŋ						
572-2		l ɛː						
574-2		s ə						
583-2		tɕʰ yː						
597-2		s ə						
609-2		tɕʰ i k						
612-2		h ə						
166-2		l a k						
622-2		tʰ ə						
667-2		tɕʰ ə						
689-2		kʰ						
690-2		tɕʰ a ŋ						
752-2		h a						
755-2		n ə						
1-3			kʰ a					
5-3			n a					
4-3			tʰ a k					
6-3			n a ŋ					
15-3			b i					
55-3			l a					
56-3			a					
60-3			ɕ i					
61-3			kʰ u ŋ					
80-3			tɕʰ ɔ k					
87-3			tɕʰ a					
86-3			pʰ a					
92-3			pʰ a					
102-3			m a					
106-3			pʰ ɔ k					
108-3			d a					
107-3			pʰ a					
112-3			pʰ a ŋ					
115-3			ɕ a					
114-3			t ɔ ŋ					
120-3			t a					
124-3			a					
125-3			tʰ ɔ k					
132-3			ɕ i					
131-3			l i ŋ					
136-3			b u					
134-3			kʰ a k					
137-3			a					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a m					
147-3			h a					
149-3			h u k					
153-3			ɕ a					
152-3			kʰ a ŋ					
158-3			kʰ u k					
163-3			l i					
164-3			n u					
167-3			pʰ a ŋ					
171-3			n u ŋ					
172-3			b u k					
173-3			t ɔ ŋ					
183-3			l a					
185-3			m a					
188-3			kʰ u ŋ					
189-3			ts u ŋ					
193-3			h a					
196-3			m a ŋ					
199-3			ɕ a					
200-3			kʰ a ŋ					
201-3			kʰ i					
202-3			kʰ ɔ s					
203-3			t ɔ ŋ					
204-3			b u					
206-3			n a ŋ					
117-3			b u					
146-3			kʰ i p					
219-3			h a					
218-3			k i					
224-3			m a ŋ					
240-3			ɕ a k					
244-3			w a t					
255-3			t a s					
260-3			b a					
263-3			l a					
269-3			kʰ a ŋ					
271-3			tʰ a k					
209-3			kʰ i p					
277-3			m a m					
278-3			pʰ ɔ ŋ					
135-3			d a					
284-3			m u					
797-3			a					
290-3			l i ŋ					
289-3			k i k					
296-3			n i					
310-3			ɕ i					
319-3			i					
325-3			l a					
327-3			tʰ i					
331-3			k a					
337-3			b a ŋ					
338-3			l i ŋ					
339-3			a s					
350-3			kʰ u					
349-3			t u ŋ					
357-3			tɕʰ a					
355-3			a					
363-3			b a ŋ					
361-3			tʰ a					
365-3			ɕ a ŋ					
364-3			ɕ a k					
375-3			l ɔ k					
379-3			ɕ a t					
380-3			kʰ a					
396-3			j a					
400-3			m a					
405-3			d a ŋ					
404-3			ɕ u m					
409-3			l a k					
410-3			h u k					
415-3			b a					
416-3			b a					
101-3			n a ŋ					
37-3			kʰ a					
424-3			pʰ a					
434-3			ɕ a ŋ					
445-3			p a					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b a					
464-3			pʰ i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			ɕ i ŋ					
489-3			j i					
490-3			j a ŋ					
494-3			ɕ a					
503-3			kʰ u					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			b u					
553-3			d u ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			p a					
564-3			j a					
567-3			m a					
570-3			pʰ u					
575-3			ai					
582-3			l a					
585-3			a t					
589-3			kʰ u m					
593-3			d a ŋ					
594-3			l u ŋ					
595-3			t u ŋ					
596-3			ŋ a k					
598-3			ʑ ɔ ŋ					
599-3			d i m					
602-3			ɕ a					
603-3			l a p					
606-3			ɕ u m					
605-3			b a					
620-3			l a					
637-3			pʰ a k					
639-3			tɕʰ u					
645-3			kʰ ɔ					
646-3			l i ŋ					
168-3			h a k					
658-3			h ɔ ŋ					
665-3			pʰ a					
668-3			pʰ a					
677-3			t a ŋ					
75-3			k ɔ ŋ					
678-3			ɕ a					
682-3			m a ŋ					
493-3			ɕ u					
693-3			ɕ a					
694-3			m a					
702-3			tɕʰ u m					
704-3			m a					
176-3			l a					
709-3			ɕ a m					
710-3			t u ŋ					
714-3			m a ŋ					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m u					
723-3			ts u ŋ					
726-3			ɕ i ŋ					
729-3			b ɔ					
730-3			d i					
739-3			pʰ i					
740-3			b a					
741-3			kʰ ɔ k					
744-3			a					
743-3			kʰ ɔ ŋ					
746-3			pʰ ɔ ŋ					
748-3			tʰ i ŋ					
747-3			kʰ u					
749-3			kʰ a ŋ					
751-3			t a ŋ					
762-3			m a ŋ					
764-3			h i ŋ					
765-3			b i					
788-3			h u ŋ					
615-3			l a k					
803-3			ɕ a					
802-3			b a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b a					
828-3			ɕ a k					
827-3			p u					
835-3			h a					
308-3			d u					
844-3			ʑ i p					
848-3			m u					
705-3			l a					
613-3			ɔ					
649-3			h a k					
876-3			ɕ u					
878-3			j ɔ ŋ					
889-3			h a m					
898-3			n u k					
902-3			h a ŋ					
910-3			i ŋ					
916-3			l i					
919-3			l i					
922-3			ɕ i s					
930-3			tɕʰ u					
933-3			k a					
939-3			d a k					
947-3			j a ŋ					
948-3			n a ŋ					
963-3			ɕ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			n a					
731-3			m u					
973-3			b i ŋ					
974-3			h a s					
979-3			tɕʰ a ŋ					
182-3			kʰ u					
993-3			n a m					
994-3			ɕ u					
1001-3			ɕ a					
1002-3			d a ŋ					
1005-3			tɕʰ u ŋ					
1009-3			kʰ a					
1022-3			ɕ a					
1021-3			tɕʰ ɔ k					
1043-3			ɕ u ŋ					
1049-3			t u s					
1065-3			kʰ i ŋ					
1068-3			w u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m a					
1091-3			tɕʰ u					
1096-3			n a					
1097-3			tɕʰ u					
1102-3			n a					
1104-3			tʰ ɔ ŋ					
1108-3			tɕʰ a k					
552-3			tɕʰ a					
1111-3			b a					
1116-3			ɕ a ŋ					
722-3			kʰ a					
1141-3			j a ŋ					
1147-3			pʰ i					
1146-3			ɕ a					
1150-3			h a ŋ					
1151-3			ɔ ŋ					
1158-3			kʰ a k					
1159-3			pʰ u					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l a					
1177-3			ɕ u p					
1187-3			kʰ a					
1189-3			n i k					
52-3			kʰ a					
1195-3			ɕ i					
1203-3			tʰ u k					
1211-3			j a					
329-3			l a					
1217-3			m a ŋ					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ ɔ ŋ					
1229-3			tɕʰ a ŋ					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			n a m					
1253-3			ɕ u ŋ					
1257-3			k ɔ s					
1263-3			tɕʰ u					
1266-3			tɕʰ a k					
584-3			t ɔ ŋ					
7-3			w a					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			p a					
33-3			n a m					
74-3			t a ŋ					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			j a p					
104-3			ɕ a					
123-3			tɕʰ i ŋ					
122-3			kʰ u s					
121-3			m a					
154-3			tɕʰ a					
159-3			ɕ a					
161-3			kʰ i					
170-3			kʰ a s					
91-3			a					
181-3			n a					
191-3			ɕ a					
211-3			pʰ a ŋ					
210-3			kʰ a ŋ					
217-3			k a					
233-3			ɕ a					
246-3			t a					
252-3			ts a ŋ					
253-3			l a m					
261-3			b ɔ					
262-3			j u					
292-3			d a ŋ					
297-3			kʰ ɔ k					
311-3			k i					
332-3			b a					
342-3			u a					
358-3			tɕʰ ɔ ŋ					
378-3			tɕʰ ɔ s					
382-3			m i					
397-3			p a					
437-3			ɕ a					
444-3			pʰ a k					
465-3			tɕʰ i					
471-3			m a ŋ					
477-3			d u					
478-3			l u					
483-3			ɕ a ŋ					
500-3			ɕ i ŋ					
511-3			kʰ ɔ					
525-3			tɕʰ i					
625-3			l a ŋ					
638-3			n a ŋ					
640-3			ɕ ɕ i ŋ					
659-3			d a					
711-3			tɕʰ u					
745-3			n a m					
818-3			tʰ a k					
825-3			tʰ a					
841-3			w a					
894-3			b u					
932-3			ɕ a					
936-3			l a					
943-3			pʰ a k					
981-3			ɕ a					
1039-3			ɕ a ŋ					
1044-3			u					
1076-3			kʰ a					
1131-3			pʰ a					
1166-3			d a p					
1175-3			h i ŋ					
944-3			t u ŋ					
1199-3			tɕʰ ɔ ŋ					
1228-3			l a k					
1256-3			tɕʰ u ŋ					
1282-3			d a					
1283-3			j u					
30-3			m ɔ ŋ					
32-3			p a					
48-3			ɕ a					
59-3			m a ŋ					
68-3			a					
69-3			kʰ a ŋ					
82-3			pʰ a s					
88-3			tɕʰ i k					
100-3			ʑ a n					
113-3			pʰ a ŋ					
116-3			m a k					
142-3			ɕ ɛ k					
155-3			kʰ a ŋ					
268-3			tɕʰ u					
285-3			tɕʰ a m					
315-3			l a					
318-3			j u					
352-3			t a ŋ					
406-3			l a					
421-3			j a t					
436-3			ts i					
515-3			b u					
516-3			d u p					
524-3			ɕ u m					
545-3			pʰ i ŋ					
566-3			kʰ a k					
579-3			tɕʰ ɔ ŋ					
587-3			tɕʰ u p					
597-3			ɕ a					
609-3			tɕʰ ɕ i ŋ					
166-3			l a k					
644-3			j ɔ ŋ					
733-3			t ɔ ŋ					
738-3			tɕʰ ɛ t					
755-3			h a m					
