COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
136					g e tʃ i k	g e tʃ i	g e tʃ i k	
2554		d̪ u ɾ i				d̪ u ɾ i		
2053		u n tʃ u		ŭ n tʃʰ a m				
310	a l e j a k			a l a k				a l j a k
2783	n a ɲ i ŋ	n a ɲ i ŋ			n a ɲ i ŋ		n a ɲ i ŋ	
5						dʒ a ŋ		dʒ a ŋ
517	t i ŋ p u			t i ŋ p u				
1646		tʃ o	tʃ o	tʃ o			tʃ o	
1486	p a s a g o ŋ			p a s a g o m				
1548		pʰ e l u tʃ o k			pʰ e l u tʃ o k	pʰ e l u tʃ o k		
989	tʃʰ a b u l a			tʃʰ a b u				
2200	n a d̪ o k l a			n a d̪ o k tʃʰ a m				n a h a d o k p a n
2608					j a m l o k		j a m l o k	
2249			z o g j a k b o		z o k j a kʰ e n	z o g j a k b o	z o k j a kʰ e n	z o g j a k b o
964			tʰ i m l u ŋ			tʰ i m l u ŋ		
729		b i ŋ tʃ e n	b i ŋ tʃ e n			b i ŋ tʃ e n	b i ŋ tʃ e n	
562	s a ŋ k a			s a ŋ k a				
239		kʰ a w a n	kʰ a w a n			kʰ a w a n		
2699	tʃ a i t a ŋ p u			t a ŋ p u				s a p tʃ a t a ŋ p u
2222					ʃ e kʰ e n		ʃ e kʰ e n	
509			t̪ i n u ŋ a m tʰ u r	ŋ a m tʰ u r				
872	pʰ u ŋ k a			pʰ u ŋ k a				
238	kʰ a l u			kʰ a l u				kʰ a l u
1805	h a s o k l a							kʰ a s o
2295			b ɾ a k o		b e kʰ e n	b ɾ a k o	b r e k a kʰ e n	
1566	m ĭ n k a	m i n p a n		m ĭ n k a			m i ŋ kʰ e n	
2329	tʃ o k l a					tʃ o k a n	tʃ o kʰ e n	
936		tʰ o ŋ	tʰ o ŋ		t o ŋ	kʰ a t o ŋ		
2473				z i g tʃʰ a m	z e i kʰ e n		z e i kʰ e n	z i g p a n
2445		t̪ a m tʃ u				t̪ a m tʃ u		
2268				s e m pʰ e k a				s e m pʰ e l a n
2276		ɲ e p ʃ u		ɲ e p ă n tʃʰ a m			ɲ e p a kʰ e n	ɲ e p a n
2201		n a ʃ u				n a ʃ u		
2492		ʃ e ʃ u				ʃ e ʃ u		
2765	i n i ŋ			i ɲ i ŋ				i n i ŋ
582	p u r tʃ i			p u r tʃ i				
66			z a m i ŋ			z a m i n		z a m i n z i m b u
2034						g o k u	g o kʰ e n	
2416						z i k a n		z i g p a n
2266		g ɾ a n tʃ u			g ɾ a kʰ e n	g r a k a n	g ɾ a kʰ e n	
74				n a n	n a n			
1629					ŋ o n b u		ŋ o n b u	
2404	pʰ a l o		pʰ a w o					pʰ a l o
965				tʰ i ŋ l o m			tʰ i ŋ l o m	
1851	kʰ u m i n			kʰ ŏ m i n				kʰ ŏ m i n
1593	pʰ a i b ŭ ŋ n a ŋ			pʰ a i b ŭ ŋ n a ŋ				
1577			ɾ i				ɾ i	
388	g u w a			g o w a				
2463			d̪ a ŋ b a	d̪ a ŋ tʃʰ a m				
590	n a			n a				n a
445	n a ɾ i k o l							n a ɾ i k o l
908	l j a k p u			l e k p u				j a k p u
2203					a kʰ ə n		n a kʰ ə n	
2645	h ă ŋ		h ă ŋ		h ă ŋ			h ă ŋ
2646		h a ŋ j a				h a ŋ j a		
2555				g a tʃ a	k a tʃ u		k a tʃ u	
1918					o tʰ u g a ŋ p u	u t u g a m p u	u t g a m b u	
2314				k o t tʃʰ a m	g o t kʰ ə n		g o t kʰ ə n	g o t p a n
1906	u ɲ u	u ɲ u m o		u ɲ u		u ɲ u		
2350					tʃ o kʰ ə n			tʃʰ o l a n
2379			tʰ i ŋ kʰ u		tʰ i ŋ kʰ ə n	tʰ i ŋ kʰ u	tʰ i ŋ kʰ ə n	tʰ i ŋ m a n
1815		b r o ŋ b u	b u ŋ p u		a t ə r o ŋ b a	b ă ɾ o ŋ b a	a t ə r o ŋ b a	
454			kʰ u r l a	k u r b a n		kʰ u r l a		
134	dʒ a p							dʒ a p
1547	j a s			j a s				j a s
1611	ɕ i t k a l a					ʃ i k a n	z i t kʰ e n	
373	k o b i	k o b i				k o b i		
2063		tʰ a kʰ u				tʰ a kʰ u		
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
854	p a i pʰ u			p a i p u				p e p u
2452	n u ŋ k a l a	n o ŋ kʰ u			n o ŋ kʰ ə n	n o ŋ kʰ u	n o ŋ tʃ u kʰ ə n	
2149					n u p kʰ ə n		n u p kʰ ə n	
1880					j o ŋ j o ŋ		j o ŋ j o ŋ	
2387		g ɾ o w a n			g ɾ o w a n	g ɾ o g a n		d r o g a n p a
2709	pʰ ă j a m a	pʰ a i a m a		pʰ ă j a m a	pʰ e j a m a		pʰ a i a m a	
2710			n ĭ z i	n ĭ z i		ŋ i z i		n ĭ z i
1798					dʒ o ŋ		dʒ o ŋ	
2605	ɾ e d̪ a ŋ			pʰ a i ɾ e d̪ a ŋ				
2166					g r a n dʒ a m e kʰ e n		g r a ŋ g i m e kʰ e n	
1170		tʃʰ a tʃʰ a	tʃʰ a tʃʰ a		tʃʰ a tʃʰ a		tʃ a tʃ i	
1042			j u ŋ p a		j u ŋ p a		j u ŋ p a	j u ŋ p a
2045			l e j a ŋ b o		l e ŋ b o	l e j a ŋ b o		
1773						h a ŋ a n u		h a ŋ g i n u
2173		b i n tʃ u		b i n tʃʰ a m				
2100	ʃ i k a		ʃ i l o		ʃ i k a n	ʃ i k a n	ʃ i kʰ e n	
2483					n a m kʰ a n	n a m kʰ a n	n a m kʰ e n	
2320	tʃ o ŋ o		tʃ o ŋ a l o		tʃ o ŋ a l o		tʃ o ŋ a kʰ e n	
1648						ɾ i t a ŋ p u		ɾ i t a ŋ p u
2312		g o tʃ u				g o tʃ u		
1760	s a h̥	s a h̥	s a	s a				
962	s e m				s e m			s e m
1008		a b i tʃ a ŋ				a b i tʃ a ŋ	a i p tʃ a ŋ	
2443	tʃʰ i k p o		tʰ i k b o	tʰ i g tʃʰ a m				tʰ i k p a n
311		d a			d a	d a	d a	
2624	d̪ u n ts i				d u n tʃ i			
2323						kʰ o d̪ i l o		kʰ o l o
2277			ŋ j e w o			ŋ j e w o		
2397			ɾ i g a ɲ j e w o			ɾ i g a ŋ j a p ʃ o		
2433		pʰ i r	pʰ i r pʰ o		pʰ i r p o k			
1627	d̪ u l u l a			d o l u				
2006	s e m tʃ e n							s e m tʃ e n
1612		dʒ i p a n			dʒ i d p æ n			dʒ i p a n
1594		pʰ e i tʰ u ŋ			pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ	pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ
1878	j u ŋ m u	j u ŋ b u	j u ŋ b u			j u ŋ b u		j u ŋ b u
1672	l e m a			l e m a				
2081		d̪ o ŋ b a	d̪ o ŋ b a			d̪ o ŋ k a n	d o ŋ kʰ e n	
1879	tʃʰ e r tʃʰ e r			tʃʰ e r tʃʰ e r				
518		t o ŋ tʃ e n			t o ŋ tʃ e n	t o ŋ tʃ e n	t o ŋ tʃ e n	
2054		ŭ ɾ u	ŭ ɾ u			ŭ ɾ u		
1169	o t p a			o t p a				
202					t o ŋ t e			t o ŋ t e
1575	ɾ i j a m a			ɾ i j a m a				
1761					s a ʔ	s a h̥		
2414		l u s p u z i g tʃ u		l u ʃ p u z i g tʃʰ a m	l u s p u z i g p o		l u s p u z i kʰ e n	
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
2163	ŋ a t̪ k a		ŋ a t a ɲ dʒ i			ŋ a t̪ a k a n		ŋ a t p a n
2638		p e t̪ a r				b e t̪ a r		
