COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1280-1	ʃ i n o a							
1352-1	g u							
1379-1	s i							
1415-1	a a							
1636-1	kʰ e t a							
1654-1	l i							
1680-1	g a ɾ tʃ i							
1725-1	tʃ a tʃ a							
2127-1	kʰ a ɾ l a							
2181-1	b i k l o							
2366-1	kʰ a a a k l a							
2672-1	o a k a							
2681-1	b a l a ŋ u							
55-1	kʰ a ɾ i b a							
80-1	g u ŋ k a							
116-1	kʰ u l u							
10-2		dʒ a ŋ						
37-2		n a ŋ						
46-2		n a ŋ						
98-2		kʰ a ŋ tʃ i l a						
125-2		b e r a ŋ i a						
162-2		l e i z i						
171-2		g o m z a						
219-2		dʒ a ŋ p u						
247-2		tʃʰ a ŋ l u						
282-2		l u p u						
292-2		s a ŋ						
301-2		l i						
354-2		s u m b a i						
363-2		ɲ i m b u						
397-2		g a m tʃ i						
406-2		kʰ a ɲ u						
426-2		s i g p a						
473-2		b i e tʃ a ŋ						
499-2		s a m i n						
526-2		g a ŋ a						
544-2		kʰ u						
553-2		g o tʰ a ŋ						
599-2		g o i tʰ u m						
608-2		b a n tʰ o						
617-2		ɲ e n						
645-2		u n a						
663-2		s o ŋ tʰ u r						
672-2		dʒ o ŋ p a						
681-2		ɲ i r i						
690-2		s i ŋ						
708-2		s a i i ŋ b u						
717-2		dʒ o g p u						
726-2		s i						
744-2		e b a						
782-2		i						
791-2		ŋ a						
800-2		ŋ a						
809-2		s o e z a ŋ						
836-2		s z i						
881-2		l a m						
890-2		r a r i						
899-2		s e r						
926-2		tʃʰ u						
944-2		g a r a ŋ						
953-2		s g a r a ŋ						
980-2		i a r u ŋ						
998-2		s u i						
1022-2		g a tʰ u r						
1031-2		b i n a ŋ kʰ u u						
1069-2		s e l a ŋ						
1079-2		s ŋ kʰ a i a						
1098-2		j a ŋ b u						
1117-2		tʃʰ u n						
1141-2		ɲ i ŋ b u						
1189-2		s a n						
1198-2		n u b						
1208-2		s a l a						
1217-2		l a ŋ i						
1253-2		u r a						
1271-2		n o z a ŋ						
1289-2		s i ŋ						
1316-2		ŋ a ŋ						
1325-2		kʰ u						
1334-2		s i ŋ b a						
1343-2		b i n a ŋ						
1361-2		ɲ e n a ŋ						
1370-2		n a ɲ u						
1388-2		s a n b u						
1397-2		tʃʰ u r						
1406-2		tʃ o ŋ						
1424-2		g a ɾ a ŋ b a t a r						
1433-2		s u g u						
1442-2		l a m						
1451-2		s a tʃ a m						
1468-2		s a g p a						
1477-2		ŋ a						
1502-2		ŋ a m z u						
1511-2		s u l e ŋ b a						
1529-2		tʃʰ a l u						
1538-2		s i l u						
1557-2		tʃ o i tʰ u ŋ						
1618-2		i n tʃ a						
1663-2		s u m						
1689-2		ŋ o i						
1698-2		kʰ u ŋ						
1707-2		s o ŋ n a ŋ						
1716-2		ŋ a m						
1742-2		s u g i						
1751-2		b u ɲ i l a						
1778-2		s a						
1787-2		tʃʰ u r tʃ u						
1823-2		l e m						
1832-2		g a r i a						
1842-2		ɲ u ŋ						
1860-2		ŋ a m						
1869-2		s u dʒ a ŋ						
1888-2		s a m b i						
1897-2		s b e						
1932-2		ɲ i n a ŋ j e t u						
1950-2		s u						
1968-2		t o ŋ tʃ a						
1978-2		g u ŋ p a						
1987-2		s a m						
2015-2		ŋ a m z u						
2118-2		s e ŋ j e t a ŋ b u						
2238-2		ŋ a r tʃ u						
2507-2		s i n u ŋ						
2526-2		l e						
2535-2		s a						
2544-2		s i ŋ						
2560-2		s o ŋ i i tʃ i ŋ						
2569-2		kʰ e i tʰ u r						
2578-2		ɲ i tʃ i ŋ						
2596-2		tʃʰ u ŋ						
2615-2		r i						
2663-2		g i dʒ i						
2690-2		s i						
2719-2		ɲ i tʰ i						
2728-2		g o tʃ u ŋ						
2747-2		ɲ i ŋ u						
2756-2		s e r b u						
2774-2		b o ɲ i ŋ						
19-2		n a e						
28-2		n a i b a						
89-2		s a ŋ b u						
107-2		tʃ i ɾ i n						
145-2		tʃʰ u g p u						
190-2		g u tʃ i						
229-2		kʰ a						
257-2		tʰ a ŋ a						
338-2		b r u ŋ						
436-2		s i i u						
483-2		r a						
571-2		g e l e i						
699-2		d o ŋ p u						
845-2		r o g						
971-2		dʒ i p u						
1161-2		a						
1180-2		s tʃʰ a						
1235-2		n a m n e ŋ						
1280-2		s i ŋ b a n						
1307-2		tʃʰ e ʃ u						
1352-2		g u						
1379-2		s i						
1415-2		r a						
1636-2		b e tʃ a						
1654-2		l i						
1680-2		kʰ a n tʃ a						
1725-2		kʰ a ŋ tʃ e						
2127-2		dʒ a m b u						
2181-2		dʒ i l o						
2366-2		e o a n						
2672-2		i a g a						
2681-2		b a l a ŋ b u						
55-2		s u i b i						
80-2		b u ŋ g a						
116-2		d̪ u r i						
154-2		ʃ i						
10-3			dʒ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ŋ tʃ i l a					
125-3			b i u ŋ u a					
162-3			l a i l i					
171-3			kʰ o m l a					
219-3			dʒ a ŋ p u					
247-3			d̪ a ŋ l u					
282-3			r u m p u					
292-3			kʰ a ŋ					
301-3			l i					
354-3			z u m b a i					
363-3			z a m b u					
397-3			kʰ a m b i					
406-3			kʰ a u					
426-3			s u k p a					
473-3			b i n tʃ a ŋ					
499-3			z a m u n					
526-3			g a ŋ p a					
544-3			kʰ u					
553-3			g o tʰ a ŋ					
599-3			g o i l a					
608-3			b a n b o					
617-3			o a n					
645-3			a n a					
663-3			s o ŋ b u r					
672-3			dʒ o ŋ p a					
681-3			ŋ i r i					
690-3			z i ŋ					
708-3			dʒ a ŋ r i ŋ b u					
717-3			dʒ o k p u					
726-3			s i					
744-3			a a					
782-3			i					
791-3			ŋ a					
800-3			ŋ a					
809-3			r o m l a ŋ					
836-3			b i					
881-3			l a m					
890-3			r a o a					
899-3			s e r					
926-3			dʒ a					
944-3			g a ɾ a ŋ					
953-3			s a a ɾ a ŋ					
980-3			a a r u ŋ					
998-3			pʰ a i					
1022-3			g a a tʰ u o					
1031-3			b i n a ŋ kʰ u a					
1069-3			tʃ o n a ŋ b a					
1079-3			s i kʰ a u a					
1098-3			j a ŋ b o l					
1117-3			tʃ u n					
1141-3			ɾ i ŋ b u					
1189-3			l a n					
1198-3			r u					
1208-3			z a r a					
1217-3			l a ŋ i					
1253-3			a a					
1271-3			n o e a ŋ					
1289-3			z i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a					
1334-3			s i ŋ b a					
1343-3			b u i l a ŋ					
1361-3			r a n a ŋ					
1370-3			n a u					
1388-3			s a n b a					
1397-3			tʰ u r					
1406-3			dʒ o ŋ					
1424-3			g a ɾ a ŋ b a r					
1433-3			s u u					
1442-3			l a m					
1451-3			b a l a					
1468-3			pʰ a k p a					
1477-3			ŋ a					
1502-3			ŋ a m z u					
1511-3			a u t a a ŋ b a					
1529-3			kʰ a l u					
1538-3			s o l u					
1557-3			dʒ o e tʃ u ŋ					
1618-3			i ŋ tʃ a					
1663-3			z u m					
1689-3			ŋ o i					
1698-3			kʰ u ŋ					
1707-3			l o ŋ l a ŋ					
1716-3			ŋ a m					
1742-3			r u g a					
1751-3			b u l i l a					
1778-3			z a					
1787-3			tʃ u r b u					
1823-3			l a					
1832-3			kʰ a r a a					
1842-3			l u ŋ					
1860-3			ŋ a m					
1869-3			s u m tʃ a ŋ					
1888-3			z a m b i					
1897-3			s a					
1932-3			ɾ i n a ŋ u o a					
1950-3			z u					
1968-3			dʒ o ŋ t a u r					
1978-3			kʰ u k p a					
1987-3			z a					
2015-3			ŋ a m l o					
2118-3			n u ŋ a u o o					
2238-3			ŋ a r l o					
2507-3			tʃ a n u ŋ					
2526-3			l a					
2535-3			s a					
2544-3			s i ŋ					
2560-3			s o ŋ a i tʃ i ŋ					
2569-3			kʰ a tʰ u r					
2578-3			n i tʃ i ŋ					
2596-3			dʒ u ŋ					
2615-3			r i					
2663-3			g i t i					
2690-3			s i a					
2719-3			ɾ i d i					
2728-3			kʰ o tʃ u ŋ					
2747-3			n i ŋ tʃ u					
2756-3			s e r b u					
2774-3			b o l i ŋ					
89-3			kʰ a ŋ p u					
107-3			t i m i ŋ					
145-3			d u k p u l					
190-3			pʰ o tʃ i					
229-3			kʰ a					
257-3			dʒ a ŋ a					
436-3			s u r u					
483-3			o a					
535-3			z o l o					
699-3			d o ŋ p a					
845-3			o o l					
971-3			tʃ i k p u					
1049-3			bʱ u					
1161-3			a					
1180-3			s a					
1226-3			l a ŋ i					
1235-3			n a l o ŋ					
1280-3			dʒ i ŋ l a ŋ					
1307-3			dʒ o p a					
1352-3			kʰ u					
1379-3			s i					
1415-3			o a					
1636-3			b a tʃ a					
1654-3			l i					
1725-3			d̪ a ŋ tʃ a					
2127-3			dʒ a m l o					
2181-3			tʃ i l o					
2366-3			a a k b o					
2672-3			e a g a					
2681-3			pʰ a l u ŋ b o					
116-3			tʰ u e a					
154-3			dʒ i					
10-4				tʃ a ŋ				
37-4				n a n				
46-4				n a n				
98-4				kʰ a r tʃ a r a				
125-4				g ă z a ŋ a a				
162-4				l ă i i				
171-4				g o m a a				
219-4				tʃʰ a ŋ p u				
247-4				tʃʰ a r a u				
282-4				j u p u				
292-4				kʰ a ŋ				
301-4				j i				
354-4				z ĭ m b a i				
363-4				z a m u				
397-4				kʰ a m tʃ i				
406-4				kʰ ă m u				
426-4				l ĭ k p a				
473-4				tʃʰ ĭ r tʃʰ a				
499-4				z a m a u				
526-4				g ă r tʃ a				
544-4				tʃ u				
553-4				g o tʃ a ŋ				
599-4				g o i tʃʰ a r				
608-4				tʃʰ ă r tʃ u				
617-4				j a n				
645-4				a n a				
663-4				z o tʰ u r				
672-4				t o ŋ p a				
681-4				j ĭ j i				
690-4				j ĭ n				
708-4				ă z a ŋ u				
717-4				g o k p u				
726-4				j i				
744-4				a a				
782-4				j ĭ				
791-4				n a				
800-4				n a				
809-4				z ĭ i n a				
836-4				n i				
881-4				j a				
890-4				j a j a				
899-4				s u r				
926-4				tʃ a m				
944-4				g ă z a ŋ				
953-4				i ă r a ŋ				
980-4				u ă r u ŋ				
998-4				g a i				
1022-4				g ɲ a tʰ u r				
1031-4				b ă z a ŋ a a				
1069-4				g ă z a a a				
1079-4				z a a a				
1098-4				j a ŋ b u				
1117-4				tʃ u r				
1141-4				z ĭ ŋ u				
1189-4				j a n				
1198-4				n u m				
1208-4				z ă i a				
1217-4				l a n a				
1253-4				a j a				
1271-4				n o j a ŋ				
1289-4				j ĭ n				
1316-4				j a ŋ				
1325-4				kʰ a m				
1334-4				z ĭ ŋ a				
1343-4				g u i n a ŋ				
1361-4				j ă n a ŋ m				
1370-4				n ă z u				
1388-4				z ĭ n a				
1397-4				tʰ u r				
1406-4				tʃ o ŋ				
1424-4				g ă z a ŋ p ă r m				
1433-4				l u u				
1442-4				j a				
1451-4				g ă tʃ a m				
1468-4				g ă k p a				
1477-4				n a				
1502-4				n a m a u				
1511-4				l u j a ŋ a				
1529-4				kʰ a r u				
1538-4				l u r u				
1557-4				g o i tʃ u r				
1618-4				ĭ n tʃ a				
1663-4				j u m				
1689-4				n o i				
1698-4				kʰ u r				
1707-4				z ĭ ŋ n a				
1716-4				n a m tʰ				
1742-4				j ĭ u				
1751-4				g u r i u a				
1778-4				j a				
1787-4				tʰ u r kʰ u m				
1823-4				j a m				
1832-4				kʰ ă r a a				
1842-4				j u				
1860-4				n a m				
1869-4				z i tʃʰ a ŋ				
1888-4				z a m i				
1897-4				a u				
1932-4				z ă z a ŋ i a a m				
1950-4				j u				
1968-4				tʰ o ŋ tʃʰ ă u r m				
1978-4				k u t p a				
1987-4				z a m				
2015-4				n ă m tʃʰ a				
2118-4				z o n i d̪ o ŋ tʃʰ a				
2238-4				n ă r tʃʰ a m				
2507-4				kʰ ă z u ŋ				
2526-4				j a				
2535-4				a a				
2544-4				z a				
2560-4				s o ŋ u i tʃ i ŋ				
2569-4				kʰ ă tʰ u r				
2578-4				n ĭ tʃ i ŋ				
2596-4				tʃ u r				
2615-4				j i				
2663-4				g i t a ŋ				
2690-4				s a				
2719-4				j ĭ i				
2728-4				g o tʃ u ŋ				
2747-4				ɲ ĭ ŋ tʰ a				
2756-4				z ă r u				
2774-4				kʰ ă z a n				
19-4				n ă z tʃʰ ă a				
28-4				n ă z tʃʰ ă b a				
89-4				g ă ŋ u				
145-4				tʰ u k tʃʰ u m m				
229-4				kʰ a				
257-4				kʰ a r a				
338-4				n j u				
436-4				l u u				
535-4				z o o				
571-4				g ă l ă n tʃ i				
699-4				t o ŋ p a				
971-4				tʃʰ i t p u				
1049-4				u				
1180-4				tʃ a				
1226-4				z a z i ŋ				
1307-4				k i a a				
1352-4				g u				
1379-4				n i				
1636-4				g ĭ a				
1654-4				j i				
1680-4				kʰ a n tʃ a				
1725-4				tʰ ĭ ŋ tʃʰ a				
2672-4				j a a				
55-4				kʰ ĭ i b a				
80-4				kʰ u ŋ tʃ a				
116-4				tʰ u r u				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ tʃ i l a			
125-5					b e a ŋ a a			
162-5					l e i l i			
171-5					g o m a a			
219-5					dʒ a ŋ p u			
247-5					tʃ a ŋ l u			
282-5					l u s p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a i			
363-5					n a m b u			
397-5					g a m tʃ i			
406-5					kʰ a u			
426-5					m u k p a			
473-5					pʰ i ŋ p a ŋ			
499-5					z a m a n			
526-5					g a ŋ a			
544-5					kʰ u			
553-5					g o t a ŋ			
599-5					g o i tʃ a m			
608-5					b a ŋ tʃ o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					n i ɾ i			
690-5					m i ŋ			
708-5					a ŋ ɾ i ŋ b u			
717-5					dʒ o k p u			
726-5					s i			
744-5					a a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m ɾ a ŋ			
836-5					b ɾ i			
881-5					l a m			
890-5					ɾ a ɾ a			
899-5					s e a			
926-5					s a m			
944-5					g a ɾ a ŋ			
953-5					s a ɾ a ŋ			
980-5					j a ɾ u ŋ			
998-5					e tʃ i			
1022-5					g ɾ a tʰ u r			
1031-5					b i ɾ a ŋ kʰ u e			
1069-5					tʃ o ɾ a ŋ a			
1079-5					s a a a			
1098-5					j a ŋ b u			
1117-5					d u n			
1141-5					ɾ i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l a			
1217-5					ɾ a ɾ i			
1253-5					a m a			
1271-5					n o ɾ a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ b a			
1343-5					b ɾ i n a ŋ			
1361-5					j e ɾ a ŋ			
1370-5					n a ɾ u ŋ			
1388-5					m a n b a			
1397-5					d u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p a ə			
1433-5					s u g u			
1442-5					l a m			
1451-5					b a d a m			
1468-5					pʰ a k p a			
1477-5					ŋ a m			
1502-5					ŋ a m l u			
1511-5					m u j a ŋ a			
1529-5					tʃ a l u			
1538-5					s u l u			
1557-5					tʃ o i tʰ u ŋ			
1618-5					i ŋ tʃ a			
1663-5					z e m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					m o ŋ ɾ a ŋ			
1716-5					ŋ a m			
1742-5					m u g i			
1751-5					b u z i l a			
1778-5					s a			
1787-5					d u r p u			
1823-5					l e m			
1832-5					g a r a a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					s u ŋ tʃ a ŋ			
1888-5					z a m b i			
1897-5					s e			
1932-5					ɾ i ɾ a ŋ l o p l e			
1950-5					z u			
1968-5					t o ŋ t a			
1978-5					g u t p a n			
1987-5					s a m			
2015-5					ŋ a m kʰ a			
2118-5					ɾ o ŋ a u o ŋ e			
2238-5					ŋ a e kʰ e n			
2507-5					tʃ i ɾ u ŋ			
2526-5					l e			
2535-5					s a			
2544-5					s i ŋ			
2560-5					s o ŋ ɾ i tʃ i ŋ			
2569-5					kʰ e tʰ u r			
2578-5					n i tʃ i ŋ			
2596-5					d u ŋ			
2615-5					ɾ i			
2663-5					g i t i			
2690-5					s i a			
2719-5					ɾ i d i			
2728-5					g o tʃ u ŋ			
2747-5					ɾ i ŋ o			
2756-5					s e r b u			
2774-5					b e ɾ i ŋ			
19-5					n a ŋ tʃ i a			
28-5					n a ŋ tʃ i a			
89-5					g a ŋ p u			
107-5					t i m i n			
145-5					dʒ u k p u			
190-5					u tʃ i			
229-5					a			
257-5					tʃ a ŋ a			
338-5					e u ŋ			
436-5					z u l u			
483-5					o a			
535-5					s o m o			
571-5					g e ɾ e n tʃ i			
699-5					d o ŋ p a			
845-5					ɾ o k			
971-5					tʃ i d p u			
1049-5					b u			
1161-5					a m			
1180-5					ʃ a			
1226-5					l a m i			
1235-5					n a m l i ŋ			
1280-5					dʒ i ŋ a ŋ			
1307-5					g e p k a			
1352-5					g u			
1379-5					s i			
1415-5					ɾ a			
1654-5					l i			
1680-5					g a n tʃ u			
2127-5					dʒ a m l a			
2181-5					d i d l o n			
2366-5					j a kʰ o n			
2672-5					ɾ a g a			
2681-5					a l u ŋ b u			
80-5					d u ŋ g a			
154-5					ʃ i			
10-6						tʃ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i l		
125-6						b i a ŋ a		
162-6						l e i		
171-6						tʃ o m l a		
219-6						tʃ a ŋ p u		
247-6						tʃ a ŋ l u ŋ		
282-6						l u m p u		
292-6						kʰ a ŋ		
301-6						l i		
354-6						z u m p a i		
363-6						n a m b u		
397-6						kʰ a m tʃ i		
406-6						kʰ a u		
426-6						j u k p a		
473-6						pʰ i n a ŋ		
499-6						z a m i n		
526-6						g a m a		
544-6						kʰ u		
553-6						g o t a ŋ		
599-6						g o tʰ a m		
608-6						b a n tʃ u		
617-6						j e n		
645-6						a n a		
663-6						s o ŋ tʰ u r		
672-6						t o ŋ p a		
681-6						ŋ i r i		
690-6						ɾ i ŋ		
708-6						tʃ a ɾ i ŋ b u		
717-6						tʃ o k p u		
726-6						z i		
744-6						a w a		
782-6						i		
791-6						ŋ a		
800-6						ŋ a		
809-6						o m a ŋ		
836-6						b i		
881-6						l a m		
890-6						r a a		
899-6						z a r		
926-6						tʃ a m		
944-6						g a ɾ a ŋ		
953-6						j a r a ŋ		
980-6						j a r o ŋ		
998-6						pʰ e i		
1022-6						kʰ ɾ a tʰ u r		
1031-6						b i n a ŋ u		
1069-6						tʃ o ŋ a ŋ		
1079-6						z i a r a		
1098-6						j a ŋ b u		
1117-6						tʃ u n		
1141-6						ɾ i ŋ b u		
1189-6						a n		
1198-6						n u a		
1208-6						z a l a		
1217-6						l a ŋ i		
1253-6						a a		
1271-6						n o a ŋ		
1289-6						ɾ i ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						s i ŋ b a		
1343-6						b e i n a ŋ		
1361-6						j e n a ŋ		
1370-6						j a u		
1388-6						j a n b a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p a r		
1433-6						j u u		
1442-6						l a m		
1451-6						b a d a m		
1468-6						pʰ a k p a		
1477-6						ŋ a		
1502-6						ŋ a m l u		
1511-6						ɾ u t r a ŋ b a		
1529-6						tʃ a l u		
1538-6						s u l u		
1557-6						tʃ o tʰ u r		
1618-6						i ŋ tʃ a		
1663-6						z u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						o ŋ a ŋ		
1716-6						ŋ a m tʃ		
1742-6						j u i		
1751-6						b u r i l a		
1778-6						z a		
1787-6						tʃ u r p u		
1823-6						l a m		
1832-6						g a r l a		
1842-6						l u ŋ		
1860-6						ŋ a m		
1869-6						z u p t a ŋ		
1888-6						z a m b i		
1897-6						z w a		
1932-6						ɾ i n a ŋ o		
1950-6						z u		
1968-6						t o ŋ t a		
1978-6						pʰ u t p a		
1987-6						z a m		
2015-6						ŋ a m u n		
2118-6						o ŋ a o a		
2238-6						ŋ a r a		
2507-6						tʃ a n u ŋ		
2526-6						l e		
2535-6						a w a		
2544-6						s i ŋ		
2560-6						s o ŋ i tʃ i ŋ		
2569-6						kʰ e tʰ u r		
2578-6						n i t i ŋ		
2596-6						d u ŋ		
2615-6						r i		
2663-6						g i t i		
2690-6						z i		
2719-6						ɾ i d i		
2728-6						g o tʃ u ŋ		
2747-6						ŋ i ŋ		
2756-6						s e r b u		
2774-6						b o i		
19-6						n a m i a		
28-6						n a m i a		
89-6						g a ŋ b u		
107-6						t i m i n		
145-6						d u k p u		
190-6						pʰ u tʃ i		
229-6						kʰ a		
257-6						tʃ a ŋ a		
338-6						pʰ r u ŋ		
483-6						a		
535-6						z o z o		
571-6						g o a i		
699-6						d o ŋ b a		
845-6						ɾ o k		
971-6						tʃ i k p u		
1049-6						b u		
1161-6						a m		
1226-6						l a ŋ		
1235-6						n a m n i ŋ		
1280-6						tʃ i ŋ a ŋ		
1307-6						tʃ e p a		
1352-6						kʰ u		
1379-6						l i		
1415-6						r a		
1636-6						b a tʃ a		
1654-6						l i		
1680-6						kʰ a n tʃ a		
1725-6						tʃ a ŋ tʃ a		
2127-6						tʃ a m k u n		
2181-6						tʃ i		
2366-6						o j a k a n		
2672-6						j a g a		
2681-6						b a l u ŋ b u		
55-6						d̪ a ɾ i a n		
80-6						d̪ u ŋ a		
116-6						d̪ u r i		
154-6						z i		
10-7							dʒ a ŋ	
37-7							ŋ a ŋ	
46-7							ŋ a ŋ	
98-7							kʰ a ŋ tʃ i l a	
125-7							b e a ŋ a a	
162-7							a e i a i	
171-7							tʃ o m l a	
219-7							tʃ a ŋ p u	
247-7							tʃ a ŋ l u ŋ	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							ɲ i	
354-7							m u m b e i	
363-7							ŋ a m b u	
397-7							g a m d i	
406-7							kʰ a u	
426-7							m u kʰ a	
473-7							pʰ i ŋ tʃ a ŋ	
499-7							z a m a n	
526-7							g a ŋ a	
544-7							kʰ u	
553-7							g o ʃ a ŋ	
599-7							g o i d a m	
608-7							b a ŋ tʃ u	
617-7							ɲ e n	
645-7							a ŋ a	
663-7							s o ŋ tʰ u r	
672-7							tʃ o ŋ p a	
681-7							ɲ i ɾ i	
690-7							m i ŋ	
708-7							tʃ a i i ŋ b u	
717-7							tʃ o k p u	
726-7							s i	
744-7							a a	
782-7							m i	
791-7							ŋ a	
800-7							ŋ a	
809-7							m o m n a ŋ	
836-7							pʰ z i	
881-7							l a m	
890-7							ɾ a m a	
899-7							s e r	
926-7							tʃʰ a m	
944-7							g a ɾ a ŋ	
953-7							a ɲ a ɾ a ŋ	
980-7							a a r o ŋ	
998-7							pʰ e u	
1022-7							a tʰ u r	
1031-7							b i ŋ a ŋ kʰ u e e	
1069-7							tʃ o ŋ a ŋ a	
1079-7							s i a e a	
1098-7							ɾ a ŋ p u	
1117-7							tʃʰ u n	
1141-7							ɲ i ŋ b u	
1189-7							m a ŋ	
1198-7							ɲ u	
1208-7							s a l a	
1217-7							l a ɲ i kʰ	
1253-7							a m a	
1271-7							ɲ o ɲ a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b u i t̪ a ŋ	
1361-7							ɲ e n a ŋ	
1370-7							ɲ a m u ŋ	
1388-7							m a ŋ b a	
1397-7							tʃʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ a e	
1433-7							m u g u	
1442-7							l a m	
1451-7							b a tʃ a m	
1468-7							pʰ a p a	
