COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
809-7							m o m n a ŋ	
836-7							p ʃ i	
881-7							l a m	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ tʃ i l a
125-8								b e a ŋ r a
162-8								l e i s i
171-8								tʃ o m s a
219-8								tʃ a ŋ p u
247-8								tʃ a ŋ l u ŋ
282-8								l u ŋ p u
292-8								kʰ a ŋ
301-8								l i
354-8								m u m p a d
363-8								n a m b u
397-8								g a m d i
406-8								kʰ a m u
426-8								m u k p a
473-8								b i n tʰ a ŋ
499-8								z a m i n
526-8								g a ʃ a
544-8								kʰ u
553-8								k o t a ŋ
599-8								g o tʃ a m
608-8								b a n d a
617-8								j e n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								tʃ o ŋ p a
681-8								n i ɾ i
690-8								m i ŋ
708-8								d̪ a ŋ r i n b u
717-8								tʃ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p s i
881-8								l a m
