COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
121-3			k a h a j a t a e							
149-3			t u k tʃ							
160-3			k e e i k							
52-4				t t e						
56-4				u m u						
96-4				a t a ʒ̟						
99-4				a t i m o n						
114-4				t u k u						
115-4				u u u u						
133-4				t i p a a a						
144-4				a t a w						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w u m m						
65-4				i w						
74-4				p a n a						
93-4				t u p a a i						
95-4				w i k						
106-4				t u m i						
119-4				m j t i i						
128-4				u o k u						
147-4				t i m u						
231-4				p a n a w o						
232-4				p i i r						
239-4				m a m a k a n						
266-4				i t i m						
3-4				a u a k k o						
4-4				w a t i						
51-4				u w u						
97-4				m a r u m						
109-4				u p u ʒ̟ i						
121-4				k a p i j a k						
149-4				t o k						
160-4				k i i i k						
163-4				u p u n						
52-5					t t e					
56-5					i m e					
96-5					a r a s i					
99-5					a r i m e n					
114-5					t o k i s i					
115-5					i i i i s i					
133-5					t i p r r a s i					
144-5					a r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					i f m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i n i i					
119-5					i a t i i i					
128-5					f o k i s i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					w i r i m o ʔ					
4-5					w a r i					
51-5					i w e					
55-5					i f a m					
97-5					m a f i m					
109-5					y p i m i					
149-5					t o k					
160-5					k i i i k					
163-5					o p e n					
52-6						t t t i				
56-6						u a m i				
96-6						a a a i tʃ				
99-6						a i m t u n				
114-6						t u k i				
115-6						u u tʃ i tʃ i				
133-6						t i p a a a tʃ i				
144-6						a a a w i tʃ tʃ				
150-6						k a w				
234-6						k u a				
236-6						p i k u u				
241-6						a w i n				
249-6						i tʃ e				
1-6						w a t a				
2-6						w h m m				
65-6						i w i				
74-6						p a n a				
93-6						t u p a a i tʃ				
95-6						w i k i tʃ				
106-6						t u n a tʃ i				
119-6						i a t tʃ i tʃ i				
128-6						k u k i tʃ i				
147-6						t i m u tʃ i				
231-6						p a n a n u				
232-6						p i t i u				
239-6						u a m a k a				
266-6						i t i m i				
3-6						w u i i k u				
4-6						w a t i				
55-6						i h a m				
97-6						n a u u m				
109-6						u p i a i tʃ				
160-6						k i i i k				
52-7							i t e			
56-7							u m e			
96-7							a t a a			
99-7							a r i k u j			
114-7							t u k u			
115-7							u u u u			
133-7							t i p r a a			
144-7							a t a w a			
150-7							k a w ʔ			
234-7							k u m			
236-7							p i k u n			
241-7							a w i d ʔ			
249-7							i ʃ e			
1-7							w a z a ʔ			
2-7							a e m m			
65-7							i w i			
74-7							p a n a			
93-7							t u p a r i			
95-7							w i k i			
106-7							t u m i i			
119-7							i a t i			
128-7							h u k u			
147-7							t i m i i			
231-7							p a r a w u			
232-7							p i e u u			
266-7							i t i m			
3-7							a u r k k o			
4-7							w a t i ʔ			
51-7							u w e			
55-7							i h a m ʔ			
97-7							m g h u m			
109-7							u p i a i n			
121-7							k a p a a a k			
149-7							t u k			
160-7							k i r i k			
163-7							u p e d			
52-8								t t e		
56-8								u m e		
96-8								a r a i		
99-8								a r i r u t		
114-8								t u k i s i		
115-8								u u u i i		
133-8								t i p r r a s i		
144-8								a r a a a s i		
150-8								k a w		
234-8								k u m		
236-8								p a k u n		
241-8								a w i n y		
249-8								i s e		
1-8								w a t a		
2-8								a h m m		
65-8								i w i		
74-8								p a n a		
93-8								t u p a r i s i		
95-8								w i t i		
119-8								i a i t i		
231-8								p a n a v u		
232-8								u i p u		
239-8								n a m a k a n		
3-8								a u r k k u		
4-8								w a r a p		
51-8								u w e		
55-8								i h a m y		
109-8								u p a m i s		
121-8								k a p i m a k a i		
149-8								t u k		
163-8								u p e n		
52-9									i t e ʔ	
56-9									o m e	
96-9									a r a ʃ i ʔ	
99-9									a r i r a n	
114-9									t o k i ʃ i ʔ	
115-9									o r o i ʃ i ʔ	
133-9									t i p a r a ʃ ʃ	
144-9									a a r w a ʃ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									w i k i ʃ	
106-9									t i n e i i	
119-9									m a t i ʃ i	
128-9									h o k a ʃ i	
147-9									t i m i ʃ i	
231-9									p a n a w o ʔ	
232-9									p i p i n a	
239-9									n a m a k a n	
266-9									i t i m m i	
3-9									w i r i k o	
4-9									w a r i ʔ	
51-9									i w e ʔ	
55-9									i a m	
97-9									m a h o m a	
109-9									e p i i i ʃ i	
121-9									k a p i j a k ʃ i ʔ	
149-9									t o k	
160-9									k i i i k	
163-9									o p e n	
52-10										t tʃ e
56-10										y m e
96-10										a r a j
99-10										a r i k o n
114-10										t o k i tʃ i
115-10										m r i i i
133-10										t i p a r a i i
144-10										a r a w a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p e k y n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a
2-10										w w m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t y n e i i
119-10										i j t t i tʃ
128-10										h o k i tʃ
147-10										t i m i tʃ i
231-10										p a n a w o
232-10										p p p i o a
239-10										n a m a k a n
266-10										p t i m ʔ
3-10										w o a k m o
4-10										w a r i
51-10										y w e
55-10										i t a m
97-10										m a h o m a
121-10										k a p a j a k tʃ i ʔ
149-10										t o k
160-10										k i n i k
163-10										y p e n
