COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
209-2		x ɨ n u n d																	
242-2		f ə dʒ ə s d																	
415-2		m ɨ m ə t																	
450-2		m ə m t																	
490-2		x ə a m ə d																	
645-2		x ə a																	
160-2		tʃʼ ə rː ə s a																	
208-2		ʔ ə g ə ə m ə w																	
378-2		x ə rː n kː ə d																	
379-2		x ə n kː ə s																	
409-2		x ə g ə m a																	
598-2		tʃ o r m e d																	
646-2		f ə ə m ə																	
210-2		x ə h m ə m a																	
215-2		x ɨ n dʒ ə h e																	
285-2		ə h ə d																	
380-2		x ɨ j ɨ m a																	
412-2		s ɨ f ə s e																	
496-2		ɨ ʔ ɨ m s ə m b e d																	
64-2		tʼ ə h ə																	
251-2		x ə j a a d																	
294-2		g ə m m ə d a w a																	
597-2		x ɨ d dʒ d ə m a																	
7-2		x ə m g a																	
158-2		x ɨ sː a s t																	
296-2		ɨ m e d ə																	
375-2		tʃ ɨ f																	
541-2		kʼ ɨ f e r																	
113-2		b ə r a																	
252-2		x ɨ ɨ kː e d																	
330-2		g ə n																	
449-2		x ɨ j ɨ ə d																	
491-2		d ɨ n g ə t																	
545-2		x ɨ m a tʃː																	
596-2		ə dʒː ə																	
4-2		ə r kː o w a																	
106-2		m ɨ g i																	
254-2		d ə m tʼ d ə d																	
290-2		x ɨ j ɨ s e m																	
602-2		l ɨ h g																	
2-2		ʔ ə ɨ r u s w																	
3-2		x e h g m a																	
213-2		kʼ ɨ n i s w h																	
486-2		w o dʒ s ə																	
10-2		tʼ ɨ h o m m																	
152-2		ʔ ɨ ʃ o																	
211-2		tʃ ɨ m ə t																	
328-2		tʼ ɨ d ɨ s a																	
333-2		w ɨ h a r a																	
334-2		dʒ ɨ n g o ʃ o																	
540-2		w ɨ b a																	
109-2		g ɨ n f i																	
61-3			tʃ ə n																
63-3			ʔ ə g g a r																
107-3			kʼ ə n ə r a																
112-3			dʒ ə t ə r a																
331-3			m ə g ə ə n																
377-3			kʼ ʔ ə g g a r a																
381-3			ʔ t g ə g t																
417-3			w a t																
451-3			m ə h ə g ə t																
454-3			ʔ ə t g ɨ r g																
484-3			m ə t ə h g t																
535-3			ʔ ə n a r t t																
543-3			ʔ ə t t m t																
593-3			ʔ ə n g a t																
640-3			x ə ə n																
1-3			tʃ ə p ə r ə m																
65-3			kʼ ə h g tʃ t																
163-3			m ə tʃʼ g t a																
212-3			ʔ ə n																
244-3			ʔ ə w g g ə g t																
248-3			m ə r g a t																
293-3			tʃ ə r ə t																
373-3			kʼ ə n a r																
408-3			ʔ ə a g r a																
414-3			kʼ ə p a g a r a																
601-3			tʃ ə r ə t g tʃ																
642-3			ʔ ə g g a t																
60-3			w ə n ə r ə t																
115-3			ʔ ə w a m																
209-3			ʔ ə s t ə g t																
242-3			ʔ ə n t ə n t t																
415-3			ʔ ə n ə t																
450-3			m ə e g t																
490-3			g ə p g r a m																
638-3			x ə w n a t																
645-3			kʼ a n																
75-3			ʔ ə n g a r																
160-3			tʃ ə r ə t																
208-3			ʔ ə n t g ə r ə																
214-3			g ə g n t																
218-3			ʔ ə n g a r																
378-3			ʔ ə n g t ə t																
379-3			m ə p ə g ə t																
409-3			g ə g g ə r ə																
497-3			tʃ ə g g r																
598-3			x x g w a t																
646-3			ʔ ə g g t a t																
164-3			g ə g g z a m																
210-3			ʒ ə n ə ə r ə																
215-3			ʔ ə g g ə p ə t																
256-3			tʃ ə r ə																
285-3			m ə g a t																
332-3			ʔ ə g g a r																
380-3			ʔ ə g r ə																
412-3			x ə x ə n t																
496-3			w ə t t n ə n g ə g g																
64-3			ʔ ə g ə g																
67-3			ɨ ə g g r t																
169-3			m ə ə n ə r a m t																
251-3			ʔ ə t																
461-3			ʔ g g a																
547-3			m ə z a t																
597-3			ʔ ə n g ə g ə r a																
655-3			b ʔ m ə z g t																
7-3			ʔ ə n g a																
158-3			kʼ ə h t a t t																
168-3			kʼ ə w a r																
296-3			w ə h ə e t ə																
372-3			kʼ ə n g a r																
374-3			kʼ ə t s ə r g t a																
375-3			ʔ a ə t g																
385-3			w ə p a t																
411-3			ʔ ə g a g g ə t																
500-3			ʔ ə n ə r																
6-3			x ə n g a r a																
17-3			tʃ ə p a r																
123-3			tʃ ə s ə t t																
252-3			dʒ ə p ə ə ə t																
421-3			g ə n a																
448-3			kʼ ə t ə n g g ə n g a t																
449-3			ʔ ə t e																
545-3			x ə n a t t																
596-3			w ə p a																
653-3			tʃ ə p a t																
4-3			kʼ t ə g g g g ə																
254-3			t ə ʒ ə g ə t																
290-3			ʔ ə g e kʼ ə m																
339-3			ʔ ə g ə r t																
460-3			ʔ s g g a t																
489-3			kʼ w ə r g ə r a																
552-3			ʔ ə g g t																
652-3			ʔ ə g t ə g g t a																
119-3			kʼ a n g a t a																
298-3			ʔ ʔ x ə t r																
340-3			g ə n g a																
458-3			tʃ ə n g ə r a																
459-3			ʔ ə g g r ə																
607-3			ʔ ə g a a t																
609-3			ʔ ə n a																
647-3			t w t g g g m																
10-3			ʔ ə g g ə r																
15-3			ʔ ə n g a m																
18-3			x ə g a r a																
73-3			tʃ ə g l ə r a t																
76-3			kʼ ʔ n n ə n ə																
110-3			ʔ ə g ə t																
121-3			tʃ ə g a																
167-3			g ə w a																
255-3			kʼ ə ə z g t ə																
297-3			g ə n g a r																
299-3			g ə n g a r																
338-3			tʃ ə s g g ə ə																
342-3			tʃ ə n a																
344-3			kʼ ə n a r																
410-3			kʼ a n m ə																
540-3			m a t a																
550-3			tʃ ə n g a r																
61-4				d ə															
63-4				kʼ ə ʃː ʔ ə r d															
107-4				kʼ ə n ə r ə															
112-4				d ə ə r ə															
331-4				m ə ʔ ə s d															
377-4				g d ə ʔ ʔ ə ə ə															
381-4				ʔ d ʔ ə ʔ d															
417-4				m ə															
451-4				m ə ʔ ʔ ʔ ə d															
454-4				d ə d ʔ ə r d d															
484-4				kʼ ə ʔ ə h d d															
535-4				d ə m ə r d															
543-4				kʼ ə ʔ a s d															
593-4				d ə n ʔ ə															
640-4				m ə ə r															
1-4				d ə ʔ ə r ə															
65-4				d ə ʔ s															
163-4				kʼ ə ʔ ə															
408-4				d ə ə ə ə															
414-4				kʼ ə d ə ʔ ə ə ə															
601-4				d ə n ə d															
642-4				m ə ʔ m ə															
60-4				m ə h ə m ə d															
115-4				d ə w ə															
450-4				kʼ ə r ə															
490-4				t ə h ʔ m ə															
638-4				d ə n ə d															
645-4				d ə r															
75-4				d ə n ʔ ə r															
160-4				kʼ ə n ə d															
378-4				kʼ ə n g ʔ ə d d															
379-4				kʼ ə d ʔ ʔ ə d d															
409-4				kʼ ə d b ə r ə															
497-4				t ə ʔ															
598-4				kʼ a ə ə ə d															
646-4				ʔ ə ʔ ʔ j ə d															
164-4				kʼ ə ʔ ʔ ʔ ə															
332-4				d ə ʔ ʔ ə ə d															
380-4				t ə h ə ə															
412-4				x ə x a d															
64-4				d a ʔ ə ʔ ə															
67-4				m a ʔ ʔ ə d															
169-4				m ə n nː ə n ə d															
461-4				ʔ d ə															
547-4				a ə d ə d															
597-4				kʼ ə n ə ʔ ə r ə															
655-4				d d m ə r d															
158-4				d ə h ʔ w h d															
168-4				kʼ ə m ə r															
372-4				d a n g ə r															
374-4				t ə ʔ mː ə r ə d ə															
375-4				d a ʔ d															
385-4				ə ə ʔ ə d															
411-4				d a ʔ a ʔ ʔ ə															
500-4				ʔ ɨ m ə ə															
541-4				d a ʔ a j															
6-4				m ə n g ə w ə															
17-4				kʼ ə n ə ə															
330-4				d a ʔ s															
421-4				ʔ ə d ə															
449-4				ʔ a ʔ ʔ ə d															
545-4				kʼ ə n ə j j															
596-4				m ə g ə															
653-4				kʼ ə ʔ ə d															
4-4				ʔ ʔ a ʔ n ə d ə															
8-4				kʼ ə ʔ ə ʔ ə d d															
106-4				d ə ʔ ʔ ə															
339-4				b ə ʔ ə r d															
489-4				ʔ a ə n ə w ə															
652-4				ʔ ə h ʔ ə h d ə															
119-4				kʼ ə n g ə d ə															
340-4				ʔ a ə n g ə															
458-4				d ə n g ə r ə															
486-4				ʔ ə ʔ ə ʔ ə d															
607-4				kʼ ə ʔ ə ə d															
609-4				ʔ ə g ə															
15-4				ʔ ə n ʔ ə d															
18-4				kʼ ə ʔ a ə ə															
73-4				d ə ʔ ə ə r ə															
76-4				ʔ ʔ n ə ə ə															
110-4				ʔ ə ʔ ə d															
121-4				d ə g ə															
167-4				kʼ ə ə ə															
334-4				d a ʔ s															
342-4				kʼ ə r ə															
344-4				kʼ ə n ə															
410-4				d ə ʔ s ə															
550-4				d ə n ʔ ə ə															
612-4				ʔ a h d ʔ															
61-5					g ə n														
63-5					ʔ ə dː ə m														
107-5					g ə nː ə r a														
112-5					tʃ ə nː ə r ə														
331-5					g ə g ə bː														
377-5					kʼ ʔ ə dʒː g ə r ə														
381-5					ʔ f dʒː a t ə														
417-5					w a t														
451-5					ʔ ə mː ə t														
454-5					ʔ ə g dʒː ə r														
484-5					ʔ ə dʒː a n g t														
535-5					ʔ ə s ə r g ə														
543-5					ʔ ə ə ə m t t														
593-5					ʔ ə n g a t														
640-5					g ə a m														
1-5					tʃ ə dʒː ə r ə m														
65-5					g ə dː a t t														
163-5					s ə dʒː ə ə ə														
212-5					ʔ ə nː t														
244-5					ʔ ə w kʼ g ə g t														
248-5					s ə r g a t														
293-5					tʃ ə r a t														
373-5					g ʔ ə m a r														
408-5					ʔ ə nː ə r a														
414-5					g ə h a dː ə ə ə														
601-5					g ə w ə ɲː ə														
642-5					ʔ ə mː m a t														
60-5					w ə nː ə m ə t														
115-5					ʔ ə n ə m														
209-5					g ə ʔ nː ə g t														
242-5					ʔ ə g ə m t t														
415-5					s ə n ə t														
450-5					s ə e g m														
490-5					g ə dʒː ə r ə t														
638-5					s ə r nː ə t														
645-5					g ə r														
75-5					ʔ ə nː g ə nː														
160-5					tʃ ə w ə t														
208-5					ʔ ə n kʼ ə l ə r a														
214-5					ʔ ə t														
218-5					ʔ ə nː s a a t														
378-5					ʔ ə n g b ə t														
379-5					g ə t ə														
409-5					g ə g b ə r a														
497-5					tʃ ə bː g nː														
598-5					g ə ə w a t														
164-5					tʃ ə dː b a t														
210-5					g ə ə ə r a														
215-5					ʔ ə g ʔ ə bː a t														
256-5					ʔ ə r a														
285-5					w ə ʔ a t														
332-5					g ə ʔ g ə r														
380-5					ʔ ə h r ə														
496-5					ə ə ʔ ʔ a t ə n g a t														
64-5					g ə ə t														
67-5					ə ə ʔ g ə														
169-5					t ə ʔ ə s a m t														
251-5					g ə t														
294-5					g a ə ə dʒː														
461-5					k a g ə														
547-5					ə ə n a t														
597-5					ʔ ə nː ʔ a b ə r ə														
655-5					tʃ ʔ nː ə m t														
7-5					ʔ ə n g a														
168-5					ʔ ə nː a a														
296-5					w ə x ə e t a														
372-5					g ə n g ə r														
374-5					g ə g ə nː g g ə														
375-5					ʔ ə g														
385-5					ə ə bː a t														
411-5					ʔ ə ʔ ə ə g ə t														
500-5					ʔ ə nː ə ə														
6-5					g ə n g ə r a														
17-5					tʃ ə n a ə														
113-5					ʔ ə ə ə														
123-5					ʔ ə n ə t t														
252-5					ʔ ə g ə ə t														
421-5					tʃ ə n ə														
448-5					g ə tː a nː ə ə n g a t														
449-5					ʔ e e t														
545-5					kʼ ə nː ə r														
596-5					w ə g ə														
653-5					tʃ ə bː a t														
4-5					g a ə a nː g ə														
8-5					g ə ʔ ə dː ə t t														
290-5					ʔ e e m e m														
339-5					ʔ ə g ə m g														
460-5					ʔ ə ə ʔ a t														
489-5					kʼ w ə nː g ə r ə														
552-5					ʔ ə dʒː g ə														
602-5					f ə dʒː ɲː m														
652-5					ʔ ə g g ə n g t a														
3-5					ʔ e														
119-5					ʔ ə n g ə t a														
298-5					f dʒː l ə t														
340-5					g w ə nː g ə														
458-5					tʃ ə n g ə r ə														
459-5					ʔ ə ʔ ə r ə														
486-5					g ə dʒː ə m ə t														
607-5					ʔ ə g a a t														
609-5					ʔ ə g ə														
647-5					ʔ a dː ʔ a g m a														
15-5					ʔ ə nː g ə m t														
18-5					k ə ʔ a a a														
73-5					tʃ ə g dː ə r a t														
76-5					kʼ ʔ nː ə ə g ə														
110-5					g ə z ə t														
121-5					tʃ ə g ə														
152-5					ʔ a z a														
167-5					g ə a ə														
255-5					g ə ə w a t a														
297-5					g ə nː g a r														
299-5					g ə nː g a r														
334-5					ʔ a dː dʒː a m a														
338-5					tʃ ə n g g a ə														
342-5					tʃ ə n ə														
344-5					tʃ ə n a m														
410-5					ʔ a n a a ə														
550-5					tʃ ə n g ə ə														
612-5					ʔ ə r n g g														
61-6						g ɨ s													
63-6						ʔ ɨ g b ə m ə													
107-6						g ɨ l ɨ s e													
112-6						g ɨ b ə s e													
331-6						m ɨ g ə r s u													
377-6						b t ɨ g b s ə													
381-6						ʔ ɨ ħ ɨ ħ d a													
417-6						m ɨ s													
451-6						s ɨ s ɨ g ə t a													
454-6						ħ ɨ g g ə r ə													
484-6						s ɨ ʔ ə s b													
535-6						ʔ ɨ s ə r ə													
543-6						s ɨ r a s t													
593-6						g ɨ r g ə s													
640-6						m f ɨ m r													
1-6						g ɨ n ə s e													
163-6						m ɨ g e													
212-6						g ɨ s													
244-6						ʔ ɨ r g b ə t t u													
248-6						m f ɨ r b													
293-6						s ɨ r ə s													
373-6						g ʕ ɨ s ə													
408-6						g ɨ ʕ ə r ə													
601-6						ħ ɨ i ə b u t u													
642-6						m ɨ g b ə s													
60-6						m ɨ n ə s ə m													
115-6						m ɨ m s													
242-6						ʔ ɨ f w ə s d u													
415-6						s ɨ m ɨ t													
450-6						s ɨ r ə t													
490-6						g ɨ b g ə e m													
638-6						s ɨ r s i t													
645-6						g ɨ													
75-6						ħ ə r w a													
208-6						ʔ ɨ n g ə b ə r ə													
214-6						ʕ ɨ bː ə													
218-6						ʔ ə f s i s													
409-6						ʕ ɨ g b ə r ə													
497-6						g a l m													
598-6						k ə l ə ɨ t													
646-6						ʔ ə f u t ə t													
215-6						ʔ ə g g ə g m													
256-6						g ə m e													
294-6						g ʔ ə ə ə g ɨ a t													
655-6						g ʕ ʔ ə s ə t													
158-6						ʔ ɨ n g ə d ə													
372-6						g ə r s m													
375-6						s ə r b													
411-6						ʔ ə b r ə t u s													
500-6						ʔ ɨ s													
541-6						b ə b ə s													
113-6						ʔ ə s s													
252-6						n ə g ɨ r ə t													
330-6						b ɨ z b a													
448-6						kʼ m w ə m g ə t t ə t													
106-6						m ə s l r t													
290-6						z ɨ g ə d ə kʼ													
460-6						ʕ ə g b ə t e													
552-6						f ə g b													
602-6						g ɨ s ɨ ə													
2-6						g ʕ ə r ə m ʔ													
298-6						ʔ ʕ b ə t l													
486-6						ʔ ə g ə b ə													
211-6						s ɨ s ə t													
333-6						g ə g ɨ s d													
334-6						d ɨ n b ə d ə													
612-6						ʔ a w ə ʕ a t													
61-7							g a n												
63-7							g ə j a r t												
107-7							g a n a r a												
112-7							tʃ ə a r a												
331-7							m ə g a t t												
377-7							kʼ g ə s a r a												
381-7							kʼ j a t t												
417-7							m a n												
451-7							g ə a t t												
454-7							ʔ ə kʼ a r t t												
484-7							m ə s a s t t t												
535-7							g ə s a r t t												
543-7							g ə m t t												
593-7							g ə m g a t												
640-7							m ə a n t												
1-7							tʃ ə a r a t												
65-7							g a s t t												
163-7							dʒ ə pː z t a												
212-7							g ə n t												
244-7							g ə w a t t t												
248-7							m g ə m a t												
293-7							tʃ ə r a t												
373-7							g g ə m a r												
408-7							g ə r a												
414-7							kʼ ə s a g a r a												
601-7							g ə n a kʼ t t												
642-7							m ə n m a t												
60-7							m ə dʒ ə r a t												
115-7							g a n a t												
209-7							g ə s ə t t t												
242-7							g a n g a s t t												
415-7							m ə n a t												
450-7							g a a t												
490-7							g a pː r a t												
638-7							g a m n a t												
645-7							g a n												
75-7							g a n kʼ a r												
160-7							g a n a t t												
208-7							kʼ a n ə r a t												
214-7							g ə pː t												
218-7							k ə n s a r t												
378-7							kʼ a n g a t t												
379-7							g ə pː t a t t												
409-7							g a pː a r a												
497-7							g ə pː g r												
598-7							g m w a t												
646-7							kʼ ə g a t												
164-7							tʃ ə pː n a t												
210-7							g ə s ə a r ə												
215-7							g a ə pː a t												
256-7							tʃ ə n a												
285-7							m a pː a t												
332-7							g ə pː kʼ a r t												
380-7							ʔ ə s r a												
412-7							g a s a r												
496-7							ə t n n a n a t t t												
64-7							g ə pː a t												
67-7							ɨ ɨ pː a t												
169-7							g ə ə pː a r t												
251-7							g ə t t												
294-7							m m m n a t t												
461-7							k j pː a												
547-7							m ə n a t												
597-7							g a n a r a												
655-7							kʼ g m a s t												
7-7							g a n g a												
158-7							kʼ w s a t t												
168-7							kʼ ɨ m a r												
296-7							ə s e t r												
372-7							g ə n a r												
374-7							g ə pː ə r t a												
385-7							w ə pː a t												
411-7							kʼ ə j t a t												
500-7							kʼ ə n ə r t												
6-7							x ə n a r a												
17-7							kʼ ə pː a r												
123-7							tʃ ə s a t t												
252-7							dʒ ə ə a t												
421-7							g a n a												
448-7							g ə j a n a n a t												
449-7							g a a t												
491-7							g m s g o t												
545-7							x ɨ n a t												
596-7							ə pː a												
653-7							kʼ ə pː a t												
8-7							g ə pː ə a t												
254-7							dʒ ə ə t												
290-7							ʔ e ə n e t												
460-7							g s g a t r												
489-7							g w ə r a r a												
552-7							g ə pː t t												
652-7							ʔ ə s a n t a												
3-7							dʒ a n t												
119-7							kʼ a n g a t a												
298-7							j g x ə t												
340-7							g w n pː a												
458-7							kʼ ə n a r a												
459-7							ʔ ə n a												
486-7							g a x a t												
607-7							tʃ ə pː a a t												
609-7							tʃ a n a												
10-7							ʔ ə g ə r												
15-7							kʼ ɨ n j a m t												
18-7							x ɨ s a r a												
73-7							tʃ a pː w ə r a t												
76-7							kʼ j m n a n a												
110-7							g ə pː a t												
121-7							tʃ ə pː a												
152-7							g m m												
167-7							g ə n a												
255-7							g a ə z s t a												
297-7							g ə n pː a r												
299-7							g ə n pː a r												
338-7							tʃ ə s a n												
342-7							kʼ a n a												
344-7							kʼ a n a r												
410-7							kʼ a n kʼ t a												
540-7							dʒ e pː m												
550-7							kʼ a n g a a												
61-8								g a n											
63-8								ʔ ə b t a r											
107-8								g ə n a r a											
112-8								tʃ ə t a r a											
331-8								m ə g a ə s											
377-8								kʼ dʒ ə g l a r a											
381-8								ʔ kʼ t a t t											
417-8								w a t											
451-8								m ə h i ə t											
454-8								ʔ ə a tʼ a r											
484-8								m ə s a s t t											
535-8								ʔ ə n a r t t											
543-8								ʔ ə g a m t t											
593-8								kʼ a n a t											
640-8								m ə a n											
1-8								tʃ ə p ə r a m											
65-8								kʼ ə t i t t											
163-8								m ə tʃʼ g a											
212-8								ʔ ə n t											
244-8								ʔ ə ə i ʔ a t t											
248-8								m ə r g a t											
293-8								g ə r a t											
373-8								g ə m a r											
408-8								ʔ ə w r a											
414-8								kʼ ə p a kʼ a r a											
601-8								g ə r a											
642-8								ʔ ə h m a t											
60-8								m ə n ə r a m											
115-8								g ə w a m											
209-8								g ə s n ə t t t											
242-8								ʔ ə n ʔ a s t t											
415-8								ʔ ə n ə t											
450-8								g ə e t											
490-8								g ə p i r a m											
638-8								g ə a n a t											
645-8								g a r											
75-8								kʼ ə n t a r											
160-8								tʃ ə r ə t											
208-8								ʔ ə n tʼ n ə a a											
214-8								g ə p a t											
218-8								ʔ ə n s a r t											
378-8								kʼ ə n g a a t t											
379-8								g ə t a											
409-8								g ə p t ə r ə											
497-8								tʃ ə p g r											
598-8								kʼ m m ə a t											
646-8								ʔ ə t r a t											
164-8								tʃ ə p i i a m											
210-8								g ə s ə a r ə											
215-8								ʔ ə a ʔ ə p a t											
256-8								tʃ ə r a											
285-8								m ə p a t											
332-8								g ə a g a r											
380-8								ʔ ə s r ə											
412-8								g ə s a r											
496-8								ə ə b a n n ə n g a g											
64-8								g ə t a t											
67-8								ə ə p r											
169-8								m ə mː n ə r a m ə											
251-8								g ə t t											
294-8								m m m n ə n t											
461-8								kʼ m p a											
547-8								m ə z a t											
597-8								ʔ ə n ʔ ə ʔ ə r a											
655-8								kʼ ʔ n a s t											
7-8								ʔ ə n g a											
158-8								kʼ ə h a a t t											
168-8								kʼ ə n a r											
296-8								w ə h a n t ə											
374-8								g ə h i ə r a											
385-8								ə ə p a t											
500-8								kʼ ə n ə r											
6-8								m ə n ʔ a r a											
17-8								tʃ ə p a r											
123-8								tʃ ə s ə t t											
252-8								m ə g ə ə m											
421-8								g a n a											
448-8								g ə t a n g ʔ a n g a t											
449-8								ʔ a a a t											
545-8								kʼ ə n a r											
596-8								w ə p a											
653-8								tʃ ə p a t											
4-8								g ʔ ə t g t ə											
8-8								g ə p ə t ə t i											
254-8								dʒ ə p ə t											
290-8								ʔ ə ə t ə m											
339-8								ʔ ə p a r t											
460-8								g s ʔ ʔ a t r											
489-8								kʼ w ə r ʔ a r a											
552-8								ʔ ə t t t											
652-8								ʔ ə n ʔ ə n m t a											
3-8								g ɨ n ə											
119-8								kʼ ə n g a t a											
298-8								ʔ g l ə t r											
340-8								g ə ə n t a											
458-8								tʃ ə n g a r a											
459-8								ʔ ə a a r ə											
607-8								ʔ ə p a a t											
609-8								g a n a											
10-8								ʔ ə t i ə r											
15-8								kʼ ə n g a m t											
18-8								m ə s a a a											
73-8								tʃ ə p l ə r a t											
76-8								kʼ tʃ n ə ə n a											
121-8								tʃ ə p a											
167-8								g ə w a											
255-8								g ə ə z i t a											
297-8								g ə n g a r											
299-8								g ə n g a r											
338-8								ʔ ə s ʔ kʼ ə ə											
342-8								tʃ ə n a											
344-8								kʼ ə n a r											
410-8								kʼ a n m m ə											
540-8								m a t m											
550-8								tʃ ə n g a r											
61-9									tʃ a r										
63-9									d ə g a r										
107-9									d ə m a r a										
112-9									d ə j a r a										
331-9									x ə g a ə n										
377-9									d ʔ ə g g a r a										
381-9									d a g										
417-9									w a										
451-9									d ə f z g a t ə										
454-9									d ə g g a r										
484-9									dʒ ə a s t										
535-9									d ə b ə r										
543-9									d ə a g t										
593-9									d ə m g a t										
640-9									x a a										
1-9									tʃ ə ə r ə r										
65-9									d ə j g										
163-9									g ə g g a										
212-9									tʃ ə r										
244-9									d a w g a g t t										
248-9									g ə r a t										
293-9									tʃ ə r a r										
373-9									g ə b a r										
408-9									ʔ ə j a r a										
414-9									d ə b a g a r a										
601-9									d ə m a g ə										
642-9									d ə g g a t										
60-9									dʒ ə dʒ ə r a t										
209-9									d i g ə j t t										
242-9									d a a g a z t t										
415-9									tʃ ə r a t										
490-9									d ə p g r a										
638-9									x ə g a t										
645-9									kʼ a n										
75-9									ʔ ə m g a r										
160-9									tʃ ə m a										
208-9									kʼ i n g ə r a t										
214-9									ʔ a g ə t										
218-9									d a n s a r t										
378-9									d ə n g g a										
379-9									g ə z g a										
409-9									d ə g a r a										
497-9									tʃ ə g g r										
598-9									x j j w a t										
646-9									ʔ ə g ə										
164-9									d ə g g a										
210-9									dʒ ə ə a r a										
215-9									g a g ə a a t										
256-9									tʃ a r a										
285-9									g i g a t										
332-9									d ə g g a r										
380-9									ʔ a g ə r a										
412-9									m ə ə										
496-9									a ə b b n s a n a										
64-9									d ə g ə ə										
67-9									ə ə g g r										
169-9									g ə z ə ɲ a r a										
251-9									g ə j j g t										
294-9									d d g w ə g z z										
461-9									dʒ g g a										
547-9									a ə a t										
597-9									kʼ a m g a g a r a										
