COGID	dutch	english	french	german
2199-2		k ɑː l p		
2197-2		ʃ əʊ f p		
1523-2		s eɪ		
512-2		m ɑː r		
2141-2		h ɑː n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		d iː v		
1758-2		m eɪ s		
1760-2		r æ		
1620-2		f aɪ n		
1282-2		w ɑː l v aɪ		
1136-2		f ʊ s		
1309-2		l iː s		
1307-2		n ɛ t		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l		
62-2		m ɪ dʒ		
-73-2		m ɪ tʃ k ɛ d		
1810-2		h ʌ t		
1805-2		f l ɛ s		
1813-2		h ɑː r		
1811-2		b l ʌ t		
690-2		r ɪ p		
2177-2		h iː f t		
246-2		w aɪ b əʊ b r aɪ		
1469-3			ʃ o z ʀ	
2047-3			ʀ u p	
2054-3			t u p t ʀ	
1375-3			l ɑ̃ z	
760-3			v ɑ̃ v	
756-3			ʀ l s ɛ	
726-3			u p ʀ	
1351-3			ʀ ʀ u ʀ l f t	
1353-3			ʀ ʀ u t ɑ̃ p ʀ	
412-3			f e a ɡ ʀ i i v l ʀ	
406-3			b u a ɡ ʀ v e l	
1005-3			ʀ ɛ ɑ̃ p v t ɡ ʀ	
1012-3			ʀ ɛ ɑ̃ p p ʀ	
1016-3			v a t v v ʀ	
1069-3			i	
509-3			f u t	
693-3			u a b ʀ e	
2179-3			ɛ ɑ̃ ɛ	
1753-3			v ə k	
1131-3			v u ɡ f	
1198-3			b ʀ v	
2032-3			u p	
2241-3			ʀ u p	
2244-3			l ə p	
610-3			k ɛ	
945-3			s ɑ̃ s	
1534-3			l ə k	
384-3			ʃ o ɡ	
1650-3			ʀ u p	
1663-3			ʃ o z s	
2279-3			l ə l	
471-3			ʃ o t	
1385-3			ʀ o t	
792-3			e u k	
1111-3			ɛ u ɛ ɛ	
197-3			ʃ o t	
2020-3			l ɑ̃	
867-3			k u p t u t	
1970-3			f u	
1230-3			t ɑ̃ t t	
2017-3			t y e	
2183-3			t ɛ b	
1521-3			b ɛ s	
1755-3			k u t	
1760-3			ʀ u t	
1469-4				z a n t ə
2047-4				z ʊ n ə
2054-4				d ʊ n d ə r
1375-4				l ɪ x t
760-4				v ɪ n t
756-4				ʃ n eː ə
726-4				m ʊ d ə r
1351-4				ɡ r oː t d oː aː d m r
1353-4				ɡ r oː t + m ʊ d ə r
412-4				f ɛ n n + b aː n ə l
406-4				ʃ ʊ n n + m ʊ n ə l
1005-4				ʃ t iː p f aː d m r
1012-4				ʃ t iː f + m ʊ d ə r
1016-4				v eː t ɔy ə r + aː
1069-4				ɪ x
509-4				f a l ə n
693-4				m aː l l ə
2179-4				n ɛ s t
1753-4				f ɪ s
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n aː s
2244-4				l ɪ p
610-4				k n
945-4				h a r
1534-4				l ɪ k ə n
384-4				z ʊ k ə n
1650-4				n oː t ə
1663-4				z a l ts
2279-4				l ɪ n ə n
471-4				z eː x ə
1385-4				z aː t ə
792-4				j a k
1111-4				m aː s t
197-4				z ʊ d ə n
2020-4				l a ŋ
867-4				h ʊ n t ə r t
1970-4				f ɔ l ə
1230-4				d ɛ r t ə n
2017-4				n au v
968-4				v eː l ə l
1674-4				l a n t
1671-4				h ʏ b ə l
829-4				k l ɪ p
1025-4				v aː ts ə r
1027-4				z eː
1832-4				r au f
-1816-4				oː z t ə aː
-335-4				l aː ɡ ʊ n ə n
1043-4				ʃ t r ɔy m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t a r
2065-4				r ɛ ɡ ə m + b oː ɡ
1368-4				ʃ au aː + ɔy ə
1365-4				t au ə
754-4				r ɛ ɡ ə n
768-4				v eː r ə r
1211-4				f ɪ r r
106-4				m a n
-98-4				b ɛ b ə
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts a n t ə n
-2026-4				n eː f
409-4				ʃ ʊ n n + n oː n
402-4				ʃ oː oː n + d ɪ k s ə r
1014-4				ʃ t iː f + t oː k ə ə
1059-4				v eː
120-4				ʃ t a l
2183-4				ʃ t iː r
2194-4				ɔ s
2199-4				k aː l f
2197-4				ʃ au p f
1523-4				z uː x
1521-4				b ʊ k ə
512-4				m ɛ r ɛ
2141-4				h ɛ n
2147-4				ɡ a n
814-4				k r eː
810-4				t au f ə
1755-4				h ʊ n t
1758-4				m ʊ s
1620-4				f ɪ n
1282-4				v a l b ɪ
1136-4				f a s
1309-4				l aː s
1307-4				n ɪ ts
1305-4				f l au
711-4				v ɛ ʃ p
1442-4				f l ai ɡ
62-4				m ʏ k
-73-4				m iː s k uː s
1810-4				h ai t ə
1805-4				f l ai s
1813-4				h aː r r
1811-4				b l ʊ t ə
690-4				r ɪ x
2177-4				h oː f t
246-4				v ɛ ŋ r + b r au
