COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
382-1	m i							
392-1	dʑ ɔ k							
397-1	b a							
471-1	m a ŋ							
477-1	d							
478-1	r a							
481-1	dʑ a p							
483-1	ʑ ɛ n							
511-1	kʰ							
525-1	tɕʰ i							
542-1	dʑ ɔ ŋ							
638-1	n ɔ							
656-1	ʑ ɛi							
657-1	d ɔ ŋ							
659-1	d a							
711-1	tɕʰ u							
745-1	n u m							
818-1	tʰ ɔ k							
825-1	tʰ ɛi							
839-1	tɕʰ ɛi							
841-1	j a							
894-1	b u							
932-1	ɕ i							
936-1	l ɛi							
943-1	pʰ a k							
965-1	d ɔ ŋ							
1039-1	ɕ a ŋ							
1044-1	aˀ							
1076-1	kʰ a							
1126-1	tʰ a t							
1131-1	pʰ a							
1132-1	tɕʰ a p							
1166-1	d a p							
1175-1	b ɔ s							
944-1	t u ŋ							
1199-1	dʑ ɔ ŋ							
1256-1	ts u ŋ							
1282-1	d u							
1283-1	j u							
30-1	m ɔ n							
32-1	b a							
59-1	m ɛ n							
68-1	ai							
69-1	h a ŋ							
82-1	pʰ a t							
88-1	z i k							
100-1	ʑ ɛ n							
116-1	m a k							
142-1	ʑ j ɛ k							
155-1	kʰ a a ŋ							
268-1	tɕʰ u							
285-1	tɕʰ a m							
315-1	h a							
318-1	j u							
406-1	l a							
421-1	j a t							
436-1	ts i							
515-1	b a							
516-1	d a k							
524-1	ɕ a m							
545-1	p u k							
566-1	kʰ a k							
579-1	tɕʰ ɔ ŋ							
587-1	ts ɔ p							
597-1	ʑ u							
166-1	l a k							
644-1	j ɔ ŋ							
687-1	n ɔ							
733-1	t ɔ ŋ							
738-1	tɕʰ ɛ t							
755-1	h ɛ m							
1-2		k uː						
5-2		n a						
4-2		tʰ ɛ k						
6-2		n a ŋ						
15-2		tɕ i						
55-2		l ɔ						
56-2		a						
60-2		s ə						
61-2		kʰ y ŋ						
80-2		dʑ ɔ k						
87-2		tɕʰ a						
86-2		pʰ l u						
92-2		pʰ l a						
102-2		m a						
106-2		pʰ u k						
108-2		d a						
107-2		pʰ l a						
112-2		pʰ a ŋ						
115-2		s						
114-2		t u ŋ						
120-2		d u						
124-2		a						
125-2		t ɔ k						
132-2		s ə						
131-2		r i ŋ						
136-2		m ə						
134-2		kʰ a k						
137-2		a						
138-2		t ɔ k						
140-2		h uː						
143-2		tɕʰ ɐ k						
145-2		tɕʰ ɔ̃ː						
147-2		h ɛː						
149-2		m y k						
153-2		s						
152-2		k a						
158-2		k u						
163-2		r ə						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ ɔ ŋ						
183-2		r ɛː						
185-2		m u						
188-2		kʰ a						
189-2		tɕ i ŋ						
193-2		h a						
196-2		m a						
199-2		tɕʰ ɛː						
200-2		kʰ a						
201-2		tɕʰ i						
202-2		kʰ a						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a						
117-2		b yː						
146-2		tɕʰ øˀ						
219-2								
218-2		tɕʰ ɛː						
224-2		m a						
240-2		tɕʰ ɐ k						
244-2		j ɔ						
255-2		n a						
260-2		b a						
263-2		r ɔ						
269-2		s u ŋ						
271-2		tʰ a k						
209-2		tɕʰ øˀ						
277-2		m a						
278-2		b u ŋ						
135-2		d a						
284-2		m yː						
797-2		a						
290-2		l a						
289-2		tɕ i ŋ						
296-2		n ə						
310-2		s ə						
319-2		iː						
325-2		r ɛ						
327-2		tʰ ɛː						
331-2		k a						
337-2		b a						
338-2		l i ŋ						
339-2		m						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m a						
361-2		tʰ a						
365-2		s a						
364-2		tɕ ɛ						
375-2		r u k						
379-2		s ɛ						
380-2		kʰ a						
396-2		j ɔ						
400-2		m uː						
405-2		d a ŋ						
404-2		s ɛ n						
409-2		r ɛ k						
410-2		tɕʰ ɐ k						
415-2		b a						
416-2		b a						
101-2		n u						
37-2		kʰ uː						
424-2		pʰ ɛː						
434-2		tɕʰ ɛ n						
445-2		b						
446-2		s ə						
451-2		t u						
457-2		n a m						
456-2		b l uː						
464-2		pʰ i ŋ						
473-2		tɕʰ iː						
474-2		ɔ ŋ						
479-2		s ə ŋ						
489-2		j ɐ						
490-2		h ɔ						
494-2		s ə						
503-2		g ə						
502-2		s a ŋ						
235-2		l y ŋ						
519-2		l ə						
523-2		u k						
527-2		k tɕʰ ɛ ŋ						
538-2		s						
544-2		j a m						
850-2		a						
554-2		s a						
553-2		r i ŋ						
558-2		kʰ u						
561-2		s a						
562-2		b a						
564-2		j ɛː						
567-2		m a						
570-2		pʰ yː						
575-2		a						
582-2		l a						
585-2		a						
589-2		k a						
593-2		d ɛ n						
594-2		l a						
595-2		tʰ ɔ ŋ						
596-2		n u						
598-2		z u						
599-2		d a						
602-2		s ɛː						
603-2		l a						
606-2		s ɔ						
605-2		b a						
620-2		l ɛ						
637-2		pʰ ɐ k						
639-2		dʑ a						
645-2		k a						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h a ŋ						
665-2		pʰ uː						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m ɛ						
493-2		z yː						
693-2		s a						
694-2		m u						
702-2		tɕʰ ɛ n						
704-2		m a						
176-2		l uː						
709-2		s						
710-2		t ɛ						
714-2		m ɛ						
718-2		k						
719-2		tɕʰ ɔ̃ː ŋ						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		tɕʰ a ŋ						
729-2		b						
730-2		r ɛː						
739-2		pʰ l a						
740-2		b a						
741-2		kʰ u k						
744-2		a						
743-2		h u ŋ						
746-2		pʰ u ŋ						
748-2		tʰ ə ŋ						
747-2		kʰ yː						
749-2		kʰ a						
751-2		t ɔ						
762-2		m ɛ						
764-2		h ɛ ŋ						
765-2		dʑ i						
788-2		l a						
615-2		l ɐ k						
803-2		s u						
802-2		j ɔ k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s ə						
820-2		b a						
828-2		s ɐ k						
827-2		b yː						
835-2		n a						
308-2		r uː						
844-2		z ə						
848-2		m ə						
705-2		l uː						
613-2		ə						
649-2		h ɛ k						
876-2		tɕ ɐ̃ː						
878-2		j u ŋ						
889-2		h ɔ̃ː ŋ						
898-2		n y k						
902-2		h u ŋ						
910-2		ɛ n						
916-2		l ɛ						
919-2		r ə						
922-2		s i						
930-2		tɕʰ ɔ̃ː						
933-2		k ɛː						
939-2		r u k						
947-2		m ɛ						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n ə						
731-2		m yː						
973-2		tɕ i ŋ						
974-2		n a						
979-2		tɕ a						
182-2		kʰ yː						
993-2		n ə						
994-2		j yː						
1001-2		s a						
1002-2		d u ŋ						
1005-2		tɕʰ yː						
1009-2		kʰ a						
1022-2		s ə						
1021-2		j u k						
1043-2		j u ŋ						
1049-2		t ɛː						
1065-2		tɕ ĩː ŋ						
1068-2		j yː						
1077-2		r y ŋ						
1081-2		r ɔ ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ yː						
1096-2		n ə						
1097-2		k yː						
1102-2		n y						
1104-2		tʰ ɔ ŋ						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b l a						
1116-2		s ɐ̃ː						
722-2		kʰ a						
1141-2		j ɔ ŋ						
1147-2		b a						
1146-2		s ɐ̃ː						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		kʰ ɐ k						
1159-2		pʰ y						
1164-2		tʰ a						
1163-2		r uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ a						
1189-2		n y						
52-2		kʰ uː						
1195-2		z yː						
1203-2		tʰ y ŋ						
1211-2		j ɔ						
329-2		r ɛ						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ ɐ k						
1222-2		tɕʰ uː ŋ						
1229-2		dʑ a ŋ						
1238-2		d a ŋ						
1249-2		m a						
1252-2		j uː						
1254-2		n ə						
1253-2		s ɛ n						
1257-2		k a						
1263-2		dʑ ə						
1266-2		dʑ ɐ k						
584-2		t u ŋ						
7-2		j yː						
1191-2		l a ŋ						
18-2		dʑ a						
33-2		n ə						
74-2		t ɛ n						
81-2		s a ŋ						
83-2		m u k						
104-2		m a						
123-2		tɕʰ ə						
122-2		kʰ a						
121-2		m a						
154-2		tɕʰ uː						
161-2		tɕ ɛˀ						
170-2		dʑ ɛ						
91-2		a						
181-2		n uː						
186-2		s ə						
191-2		s ə						
211-2		b a						
210-2		kʰ a						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t ɛ						
252-2		tɕ ɛ						
253-2		r a						
261-2		b y						
262-2		yː						
281-2		tɕ ɛ k						
287-2		l u						
288-2		l uː						
292-2		t a ŋ						
297-2		k ɔ k						
332-2		b uː						
342-2		ɛ						
358-2		j u ŋ						
366-2		k ə						
378-2		tɕʰ ɛ						
382-2		m iː						
392-2		dʑ ɔ k						
397-2		b a						
437-2		h ɛː						
444-2		pʰ l ɐ k						
465-2		tɕʰ i						
471-2		m a						
477-2		t						
478-2		r ɔ						
481-2		dʑ a						
483-2		s a						
500-2		m i ŋ						
511-2		k						
525-2		tɕ yː						
542-2		dʑ ɔ ŋ						
625-2		r u ŋ						
638-2		n u						
640-2		tɕʰ ɛ̃ĩ						
656-2		s ə						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		t a						
839-2		tɕʰ ɐ						
841-2		j ɛˀ						
932-2		s						
936-2		l a						
943-2		pʰ a k						
965-2		d y ŋ						
981-2		d u						
1039-2		s a ŋ						
1044-2		u						
1076-2		kʰ a						
1126-2		tʰ ɛ ŋ						
1131-2		pʰ uː						
1132-2		tɕʰ a						
1166-2		d ɛ						
1175-2		n y						
944-2		tʰ y ŋ						
1199-2		tɕ ɔ̃ː ŋ						
1228-2		r ɐ k						
1256-2		tɕ y ŋ						
1282-2		d y						
1283-2		j ɐ						
32-2		dʑ a						
48-2		dʑ i						
78-2		l ɛ ŋ						
77-2		z ə k						
82-2		pʰ y						
103-2		s u ŋ						
113-2		b a						
116-2		m a k						
10-2		a						
192-2		s yː						
198-2		tɕʰ a m						
232-2		s a ŋ						
247-2		s i						
282-2		s uː						
306-2		s r yː						
321-2		z ɛ						
352-2		tʰ a						
367-2		r ɛ						
368-2		i k						
372-2		s u						
373-2		t ɔ n						
439-2		j ɛː						
129-2		pʰ yː						
390-2		tɕʰ uː						
399-2		h u ŋ						
826-2		m ə						
432-2		pʰ a						
438-2		m ə						
440-2		s ɛ						
476-2		z ɛ̃ĩ						
491-2		ɛ						
205-2		z yː						
513-2		s ə						
520-2		tʰ a						
524-2		t a m						
151-2		l y ŋ						
572-2		l a						
574-2		s ə						
583-2		tɕʰ yː						
597-2		s ə						
609-2		tɕʰ r i k						
612-2		h ə						
166-2		l ɔ k						
622-2		t ɛ						
667-2		s ə						
689-2		kʰ						
690-2		tɕ a n						
752-2		h a						
755-2		n ə						
1-3			kʰ a					
5-3			n a					
4-3			tʰ ɔ k					
6-3			n a ŋ					
15-3			b i					
55-3			l ɔ					
56-3			a					
60-3			ɕ a					
61-3			kʰ u ŋ					
80-3			tɕʰ ɔ k					
87-3			tɕʰ a					
86-3			pʰ a a					
92-3			pʰ a a					
102-3			m ei					
106-3			pʰ u k					
108-3			d a					
107-3			pʰ l ei					
112-3			pʰ a ŋ					
115-3			ɕ a					
114-3			d ɔ ŋ					
120-3			d a					
124-3			a					
125-3			tʰ ɔ k					
132-3			ɕ a					
131-3			l i ŋ					
136-3			m a					
134-3			kʰ a k					
137-3			a					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a					
147-3			ɕ ei					
149-3			h i k					
153-3			ɕ a					
152-3			kʰ ɛ n					
158-3			kʰ u ŋ					
163-3			l i					
164-3			n u					
167-3			pʰ a ŋ					
171-3			d u ŋ					
172-3			b u k					
173-3			tʰ ɔ ŋ					
183-3			l a					
185-3			m a					
188-3			kʰ u s					
189-3			ts i ŋ					
193-3			ɕ a					
196-3			m a k					
199-3			ɕ a					
200-3			kʰ a ŋ					
201-3			k i					
202-3			kʰ u s					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			n a m					
117-3			b u					
146-3			kʰ i					
219-3			h u					
218-3			ɕ i					
224-3			m a ŋ					
240-3			ɕ a k					
244-3			w a t					
255-3			h a k					
260-3			b a					
263-3			l a					
269-3			kʰ a ŋ					
271-3			tʰ a k					
209-3			kʰ i					
277-3			m a n					
278-3			p u ŋ					
135-3			d a					
284-3			m u					
797-3			a					
290-3			l i ŋ					
289-3			k i k					
296-3			n i					
310-3			ɕ i					
319-3			i					
325-3			l a					
327-3			tʰ a					
331-3			kʰ u					
337-3			b ɛ ŋ					
338-3			l i ŋ					
339-3			ɔ k					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			a					
363-3			m a n					
361-3			tʰ ɔ					
365-3			ɕ a l					
364-3			dʑ a					
375-3			l ɔ k					
379-3			ɕ a t					
380-3			kʰ a					
396-3			j a					
400-3			m a					
405-3			d a ŋ					
404-3			ɕ a m					
409-3			l h a k					
410-3			h u k					
415-3			b a					
416-3			b a					
101-3			ŋ a n					
37-3			kʰ a					
424-3			pʰ a					
434-3			ɕ ɛ l					
445-3			p a					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b a					
464-3			pʰ i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			ɕ i ŋ					
489-3			j ɔ					
490-3			j i ŋ					
494-3			ɕ a					
503-3			kʰ u					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			ɕ a					
553-3			d i ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			p a					
564-3			j a					
567-3			m a					
570-3			pʰ u					
575-3			ai					
582-3			l a					
585-3			a t					
589-3			kʰ a m					
593-3			d ɛ ŋ					
594-3			l i ŋ					
595-3			tʰ ɔ ŋ					
596-3			ŋ a k					
598-3			ʑ i t					
599-3			d i ŋ					
602-3			ɕ a					
603-3			l a ŋ					
606-3			ɕ a ŋ					
605-3			b a					
620-3			l ei					
637-3			pʰ a k					
639-3			dʑ u					
645-3			kʰ a					
646-3			l i ŋ					
168-3			h ɔ k					
658-3			ɕ ɔ ŋ					
665-3			pʰ a					
668-3			ɕ a					
677-3			t a ŋ					
75-3			k ɔ ŋ					
678-3			ɕ a					
682-3			m a n					
493-3			ʑ u					
693-3			ɕ a					
694-3			m a					
702-3			ts ɔ m					
704-3			m a					
176-3			l a					
709-3			ɕ a ŋ					
710-3			t ɔ ŋ					
714-3			m a ŋ					
718-3			kʰ a					
719-3			tɕʰ a m					
22-3			m u					
723-3			ts i ŋ					
726-3			ɕ i ŋ					
729-3			p u					
730-3			d i					
739-3			pʰ a i					
740-3			b a					
741-3			kʰ ɔ k					
744-3			a					
743-3			kʰ a n					
746-3			pʰ u ŋ					
748-3			tʰ i					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t a ŋ					
762-3			m ɛ n					
764-3			h i n					
765-3			b i					
788-3			h u m					
615-3			l a k					
803-3			ɕ a					
802-3			b a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b ei					
828-3			ɕ a k					
827-3			p u					
835-3			h ei					
308-3			d u					
844-3			ʑ i p					
848-3			m a					
705-3			l a					
613-3			a					
649-3			h ɔ k					
876-3			ɕ ɔ					
878-3			j ɔ ŋ					
889-3			h a ŋ					
898-3			ɲ u k					
902-3			h a ŋ					
910-3			ɛ n					
916-3			l i					
919-3			l i					
922-3			ɕ i ŋ					
930-3			tɕʰ u					
933-3			k a					
939-3			d j ɛ k					
947-3			w ɛ ŋ					
948-3			n a n					
963-3			ɕ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ u k					
972-3			n a					
731-3			m u					
973-3			k i ŋ					
974-3			h i k					
979-3			dʑ ɛ n					
182-3			kʰ u					
993-3			ɲ i n					
994-3			ʑ u					
1001-3			ɕ a					
1002-3			d a k					
1005-3			tɕʰ u n					
1009-3			kʰ a					
1022-3			ɕ a					
1021-3			dʑ u k					
1043-3			d u ŋ					
1049-3			t u m					
1065-3			kʰ i ŋ					
1068-3			w u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m a					
1091-3			tɕʰ i					
1096-3			n a					
1097-3			kʰ u					
1102-3			ŋ a					
1104-3			tʰ ɔ ŋ					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b ai					
1116-3			ɕ a ŋ					
722-3			kʰ a					
1141-3			j a ŋ					
1147-3			b a					
1146-3			ɕ a					
1150-3			kʰ a ŋ					
1151-3			ɔ ŋ					
1158-3			kʰ a k					
1159-3			pʰ a					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l ei					
1177-3			ʑ u p					
1187-3			kʰ a					
1189-3			ɲ i k					
52-3			kʰ a					
1195-3			ɕ i					
1203-3			tʰ u ŋ					
1211-3			j a					
329-3			l a					
1217-3			m i n					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ i l					
1229-3			dʑ a ŋ					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			ɲ i m					
1253-3			ɕ a ŋ					
1257-3			kʰ u s					
1263-3			ɕ a					
1266-3			dʑ a k					
584-3			t ɔ ŋ					
7-3			w ui					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			ɕ a					
33-3			ɲ a m					
74-3			t a n					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			ʑ a ŋ					
104-3			m a					
123-3			tɕʰ i s					
122-3			kʰ u ŋ					
121-3			m a					
154-3			tɕʰ u					
159-3			ɕ a					
161-3			k i					
170-3			ɕ ɛ					
91-3			a					
181-3			n a					
191-3			ɕ a					
211-3			b a ŋ					
210-3			kʰ i k					
217-3			kʰ a					
233-3			d a					
246-3			t u					
252-3			ts ɛ n					
253-3			l a ŋ					
261-3			p u					
262-3			ɕ u					
292-3			d i k					
297-3			kʰ ɔ k					
311-3			kʰ i					
332-3			p a					
342-3			ɔ k					
358-3			w ɔ ŋ					
378-3			tɕʰ ɔ s					
382-3			m i					
397-3			p a					
437-3			ɕ ei					
444-3			pʰ a a ŋ					
465-3			ɕ i					
471-3			m a ŋ					
477-3			d u					
478-3			l u					
483-3			ɕ ɛ ŋ					
500-3			m i ŋ					
511-3			kʰ u					
525-3			tɕʰ i					
625-3			d ɔ ŋ					
638-3			n a n					
640-3			ɕ ɕ i ŋ					
659-3			d a					
711-3			tɕʰ u					
745-3			ɲ i m					
818-3			tʰ ɛ s					
825-3			tʰ a					
841-3			j a					
894-3			b u					
932-3			ɕ a					
936-3			l a					
943-3			pʰ a k					
981-3			d a					
1039-3			ɕ a ŋ					
1044-3			u					
1076-3			kʰ a					
1131-3			pʰ a					
1166-3			d a p					
1175-3			h i n					
944-3			tʰ u ŋ					
1199-3			tɕʰ ɔ ŋ					
1228-3			l a ŋ					
1256-3			tɕ u ŋ					
1282-3			d u					
1283-3			j u					
30-3			m ɔ n					
32-3			p a					
48-3			ɕ u					
59-3			m a n					
68-3			u					
69-3			kʰ a ŋ					
82-3			pʰ ɛ t					
88-3			ts i k					
100-3			ʑ a n					
113-3			b u a ŋ					
116-3			m a k					
142-3			kʰ ɛ k					
155-3			kʰ a ŋ					
268-3			tɕʰ u					
285-3			tɕʰ a m					
315-3			l a					
318-3			j u					
352-3			tʰ ɔ ŋ					
406-3			l a					
421-3			j a t					
436-3			l i					
515-3			b u					
516-3			d ɔ k					
524-3			ɕ ɔ m					
545-3			p a					
566-3			kʰ a k					
579-3			tɕʰ ɔ					
587-3			tɕʰ u p					
597-3			ɕ a					
609-3			ɕ i i ŋ					
166-3			l a k					
644-3			j ɔ ŋ					
