COGID	dutch	english	french	german
2277-1	w eː l			
2271-1	v ɛ l t			
2293-1	l aː d ə r			
624-1	s p ɪ n			
628-1	s p ɪ n d ə l			
626-1	w eː v ə			
633-1	n eː d ə l			
1185-1	d uː s t ɛ r ə			
1179-1	h ɛɪ t			
2168-1	k ɑ m			
1952-1	d oː r			
899-1	l ɛɪ d ə r			
922-1	b ɑ d			
-934-1	l ɑ m p			
916-1	t r ɔ p			
1726-1	v eː l t			
2108-1	p l uː x ə			
1133-1	v ɔ r x			
2114-1	s p aː d ə			
1272-1	r ɛɪ x ə			
1979-1	x r ɑ s			
1989-1	h aː j			
-2260-1	p l ɑ n t			
70-1	b uː k			
-89-1	v ɛɪ n s t ɔ k			
-12-1	p ɛɪ p			
713-1	z ɑ p			
747-1	n ɛ t ə l			
308-1	d ə			
289-1	b ɪ n d ə			
1930-1	b r ɛ k ə			
1928-1	s p l ʉ t ə			
858-1	s t r ɛ k			
1577-1	h f ŋ eː			
908-1	w ɑ s ə			
648-1	b oː r			
1855-1	h s l ɑu l			
657-1	h ɑ m ə r			
2058-1	n aː l ə l			
949-1	s l ɛɪ d s m ə d			
1642-1	x ɑu l t			
1640-1	z ɛɪ l w ə r			
1633-1	ɛɪ r ə n			
1630-1	t ɪ n			
1469-2		s s s d		
2047-2		s ɔ n		
2054-2		θ ɔ n r		
1375-2		l ɪ f		
760-2		w ɪ n		
756-2		s n d		
726-2		m uː d		
1351-2		ɡ r ɔ d + t d l̩		
1353-2		ɡ r ɔ d m ʌ d l̩		
412-2		s ɔ t r		
406-2		s r æ n r uː		
1005-2		s d aɪ f t d		
1012-2		s d iː l m ʌ d l̩		
1016-2		w ɪ d w ə n		
1069-2		ɪ		
509-2		f əʊ l		
693-2		m ɪ l		
2179-2		n ɪ tʃ d		
1753-2		f ɪ ɔː +		
1131-2		w əʊ l		
1198-2		b eɪ r t		
2032-2		h uː r n		
2241-2		n ɑː s		
2244-2		l ɪ p		
610-2		k m ɪ		
945-2		h ɔː r t		
1534-2		l əʊ k		
384-2		s iː əʊ		
1650-2		n ɪ t		
1663-2		s ɔː d		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ t		
792-2		j ɪ		
1111-2		m ɔː s d		
197-2		s ɪ d		
2020-2		l æ ŋ		
867-2		h ɪ n d l̩		
1970-2		f ɔ l		
1230-2		θ r ɪ d		
2017-2		n ɪ		
968-2		w ɛ		
1674-2		l æ n d		
1671-2		h iː v l̩ l		
829-2		k l ɪ p		
1025-2		w ɛ t l̩ r		
1027-2		s eɪ		
1832-2		r z ɪ		
-1816-2		ʌ s eɪ tʃ n		
-335-2		l əʊ ʌ n		
1043-2		s t r ɔ m		
423-2		s t aɪ n		
2049-2		m ʌ n		
2062-2		s t ɔː m m		
2065-2		r eɪ n b ɔ ɡ		
1368-2		s d		
1365-2		θ aɪ		
754-2		r eɪ		
768-2		w ɪ d		
1211-2		f ɔː		
106-2		m æ n		
-98-2		b eɪ b n̩		
719-2		f t d l̩ r		
1341-2		s ʌ n		
-2027-2		t æ n d		
-2026-2		n eɪ f		
409-2		s w aɪ n r ʌ n æ		
402-2		s w aɪ n r + t ɪ		
1014-2		s θ iː f + d ɔː t d l̩ r		
1059-2		w aɪ		
120-2		s t ɔː l		
2194-2		ɔː s		
2199-2		k ɔː l p		
2197-2		s t l		
1523-2		s iː		
512-2		m ɑː r		
2141-2		h ɛ n		
2147-2		ɡ æ n d		
814-2		k r t		
810-2		θ iː b		
1758-2		m ɪ s		
1760-2		r ɔː		
1620-2		f ɪ n		
1282-2		w ɑː l v s		
1136-2		f ɔː ɡ		
1309-2		l ɪ s		
1307-2		n ɪ l		
1305-2		f l æ		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ ɡ		
-73-2		m ɪ f k ɪ d		
1810-2		h iː t		
1805-2		f l ɪ s		
1813-2		h ɑː r		
1811-2		b l aʊ t		
690-2		r ɪ p		
2177-2		h ɔ p t		
246-2		ʌ ɛ n b r ŋ		
249-2		ʌ əʊ l ɪ l aɪ		
1506-2		n eɪ s r əʊ əʊ		
2242-2		m ʌ n d		
2245-2		t ɪ ŋ		
2174-2		s ɪ d l̩ r		
603-2		ɑː l w uː		
601-2		h æ n d		
615-2		f ɪ ŋ l̩ r		
901-2		k l iː		
608-2		f aʊ t		
596-2		t aɪ		
937-2		b r k tʃ d		
936-2		n eɪ v l̩ l		
646-2		l ʌ ŋ		
947-2		l eɪ v l̩ r		
1606-2		h ɔ p		
472-2		n ɪ s		
1535-2		s w ɪ t		
1546-2		s p əʊ		
1959-2		ɡ l eɪ p		
694-2		s n ŋ v k		
1961-2		d r ɔ m		
323-2		l eɪ v		
1885-2		ɡ r ɑː p		
2156-2		b r k l t + h iː		
1903-2		w w n d		
525-2		s w ɛ l ɪ ŋ		
276-2		l æ m		
274-2		θ ɔ p		
278-2		b l ɪ n d		
258-2		ɡ ʌ d r ɪ ŋ		
256-2		n eɪ k θ		
383-2		eɪ l		
207-2		r iː		
376-2		d r ɪ ŋ k		
2014-2		r p t ɪ k		
2009-2		ʌ v		
2003-2		k eɪ l l̩ l		
2024-2		p æ n		
1321-2		ɡ əʊ p		
1976-2		t æ ŋ		
1243-2		m əʊ l t aɪ d		
1265-2		p l		
1261-2		s iː v		
655-2		b r ɔ t		
650-2		θ ɪ k		
1532-2		k n aɪ d		
-36-2		s w p		
34-2		b ɔ n		
-1647-2		f aɪ ɡ		
-1615-2		ʌ m iː		
125-2		f ɑː d		
1659-2		h ʌ n ɪ		
1661-2		m ɪ l k		
1676-2		b ɔ t l̩ r		
480-2		ɡ k ɑː d r eɪ ŋ		
1466-2		k l aɪ d ɪ ŋ		
2277-2		w ɔ l		
2271-2		f ɪ l t		
2293-2		l eɪ d		
624-2		s m ɪ n		
628-2		s m ɪ n d l̩ l		
626-2		w eɪ v		
633-2		n eɪ l		
1185-2		s ɪ d m ʊ		
1179-2		h ɪ t		
2168-2		k æ m		
1952-2		θ uː r		
899-2		l aɪ d l̩ r		
922-2		b ɑː d		
-934-2		l æ m p		
916-2		t r ɔ k		
1726-2		f ɑː l t		
2108-2		p l ʌ m		
1133-2		f uː r		
2114-2		s p ʊ d		
1272-2		r ɔ ɡ		
1979-2		ɡ r ɑː s		
1989-2		h iː		
-2260-2		p l æ n t		
70-2		b ɪ k		
-89-2		w ɪ ŋ s d əʊ		
-12-2		p iː v		
713-2		s æ p		
747-2		n eɪ l l̩ l		
308-2		d ʌ n		
289-2		b ɪ n d		
1930-2		b r eɪ k		
1928-2		s p əʊ æ t		
858-2		s t r k k k		
1577-2		ɔ p h ɑː ŋ		
908-2		w ɔː s		
648-2		b ɔ v		
1855-2		ɡ t h ɔ l		
657-2		h æ m r		
2058-2		n eɪ l		
949-2		s m ɪ d		
1642-2		ɡ əʊ l		
1640-2		s ɪ l v l̩ r		
1633-2		iː s l̩		
1630-2		t ɪ n		
1469-3			ʃ a t t	
2047-3			ʃ a t	
2054-3			t a t ʀ ʀ ʀ	
1375-3			l a e t	
760-3			v o t t	
756-3			t t t	
726-3			t t ʀ	
1351-3			p ʀ a t ʀ e l p ʀ	
1353-3			p ʀ a t e t t ʀ	
412-3			p y ɔ t ʀ t ɔ t t ʀ a	
406-3			p ə ɔ t ʀ t t t t ʀ a	
1005-3			t t ɑ̃ v l v a t ʀ	
1012-3			t t ə v l e t t ʀ	
1016-3			v o t v ʀ	
1069-3			p	
509-3			v o l	
693-3			t a a b ʀ	
2179-3			t ɑ̃ t t	
1753-3			v ə t	
1131-3			v o l a	
1198-3			b ɔ t	
2032-3			b a t t	
2241-3			t s t	
2244-3			l ə v	
610-3			e t b	
945-3			s ɑ̃ t t	
1534-3			l i k	
384-3			ʃ y ɡ	
1650-3			t ʀ t	
1663-3			ʃ o t s	
2279-3			l ə t t	
471-3			ʃ y t	
1385-3			ʃ o t	
792-3			e i	
1111-3			i t t	
197-3			ʃ ɔ t	
2020-3			l a ɔ	
867-3			t t t t	
1970-3			v ɡ l	
1230-3			t ɑ̃ t t	
2017-3			t v ɔ	
2183-3			t t b ʀ	
1521-3			b	
1755-3			t t	
1760-3			ʀ a t	
1196-3			t ɑ̃	
575-3			k t t a l	
2014-3			ʀ i t t	
1321-3			ʃ e	
1265-3			v o l	
1469-4				z a n t ə
2047-4				z ʏ n
2054-4				d oː n d ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n ai ə
726-4				m oː d ə r
1351-4				ɡ r a n t l aː ɛ ə r
1353-4				ɡ r a n d m uː ʃ ə r
412-4				f ɛ r iː ə ts ai t l ə
406-4				ʃ ɔ n n + n n ə l ə
1005-4				ʃ t ɔy s l aː ɛ ə r
1012-4				ʃ t a l + m uː ʃ ə r
1016-4				v ai t ɶː ə n + aː
1069-4				ɪ x
509-4				f ɛ l ə
693-4				m v ə l ɛ
2179-4				ɡ ɛ s t
1753-4				f ʏ ʃ
1131-4				v ɛ l f
1198-4				b eː r t ə
2032-4				h a n
2241-4				ɡ ɛ s
2244-4				l ɪ pf
610-4				k eː ə t
945-4				h ɛ r k
1534-4				l ɪ k ə
384-4				z uː ɡ ə
1650-4				n uː t
1663-4				z a l
2279-4				l ɪ n n
471-4				z eː
1385-4				z ai t ə n
792-4				j ɛ k
1111-4				m ɛ s t
197-4				z uː t ə n
2020-4				l a ŋ
867-4				ts ɛ n t r r t
1970-4				f ɔ l ə
1230-4				d ɛ r ə n
2017-4				ts au v ə
968-4				v ɛ r t l t
1674-4				l a n t
1671-4				h ai f ə l
829-4				k l ɪ f
1025-4				v aː ts ə r
1027-4				z ai ə
1832-4				r au f
-1816-4				a ʃ ai ə n n
-335-4				l aː ɡ ə n ə n
1043-4				ʃ t r ʊ m
423-4				ʃ t ɛ n
2049-4				m ə n
2062-4				ʃ t ɛ r n
2065-4				r ɛ ɡ + ɡ + b x
1368-4				ʃ l n ə
1365-4				t oː
754-4				r ɛ ɡ ə n
768-4				v ɛ r ə r
1211-4				f ɔy ə r
106-4				m a n
-98-4				b aː b iː
719-4				f ɛ s ə r
1341-4				z au n
-2027-4				ɛ s eː t ə
-2026-4				n ai f ə ə
409-4				ʃ ʏ n n n + n ai
402-4				ʃ ɛ r n + d ʏ x t ə ɔ
1014-4				ʃ t ɛ r + t ɔ ɡ t r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t ɛ a ə
2194-4				ɔ ɛ s
2199-4				k ɛ l f
2197-4				ʃ ə p ə
1523-4				z ɔy k
1521-4				b a x ə
512-4				m ɛ r iː ə
2141-4				h ɛ n
2147-4				ɡ a ʃ s
814-4				k r aː ə n
810-4				d uː f ə
1755-4				z ʏ n t
1758-4				m ɛː s ə
1620-4				f ɪ n
1282-4				v ɛ l f ɪ
1136-4				f ʏ ɛ s
1309-4				l aː s ə
1307-4				n ai t
1305-4				f l
711-4				v ʏ ʃ p
1442-4				f l iː ɡ
62-4				m ɪ ə ə
-73-4				m ʏ ts k iː t ə
1810-4				h ai t
1805-4				f l ɛ ʃ ə
1813-4				h ɛ r r
1811-4				b l ɔ t
690-4				r ɪ b
2177-4				h a ʃ t
246-4				v k r + b r au
249-4				iː ɡ l ɪ ɪ t
1506-4				n ɔ ʃ t ɡ l a ɡ ə l
2242-4				m oː n t
2245-4				ts ɔ ŋ ə
1196-4				ts uː x ə
2174-4				ʃ ɛ l t ə r
575-4				ɔ l s t l
603-4				ɛ l + t ɛ oː x
601-4				h a n t
615-4				f ɪ ŋ ə r r
901-4				k l ɔ n
608-4				f ɛ ts
596-4				ts ɛ n n
937-4				b r ɛ s t
936-4				n aː f ə l
646-4				l ɔ ŋ ə
947-4				l ai b ə r
1606-4				h ʊ pf
472-4				ʃ n ŋ ə
1535-4				ʃ v ɛ s ə n
1546-4				ʃ p iː ɡ ə n
1959-4				ʃ l aː p ə n
694-4				ʃ n ai r k ə
1961-4				t r ʊ m ə n
323-4				ə aː b ɪ t
1885-4				ɡ r ɛ f ə
2156-4				b a l t k n t + h ai t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ ə
276-4				l ɛ m eː
274-4				t f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n aː k ɪ t
383-4				eː t ə n
207-4				r ɪ pf
376-4				t r ɪ ŋ k ə n
2014-4				r a ʃ t x
2009-4				au z ə n
2003-4				k eː s ə l
2024-4				p a n
1976-4				ts a ŋ ə
1243-4				m iː l + ts ai t
1261-4				z uː b ə n
655-4				b r ɛ t
650-4				t ai ə
1532-4				k ai eː t ə
-36-4				ʃ ʊ pf
34-4				b oː n
-1647-4				f ai ɡ ə
-1615-4				au ɪ l
125-4				f a t
1659-4				h ɔ n ɪ
1661-4				m ɪ l k ə
1676-4				b oː t ə r
480-4				t r ɛ ŋ k ə
1466-4				k l ɛ d ɪ ŋ
2277-4				v ɔ l
2271-4				f ɛ l t
2293-4				l ɛ r ə r
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v ai b ə n
633-4				n eː l ə ə
1185-4				ʃ ai ə m eː ɡ eː r ə n
1179-4				h a t
2168-4				k a m
1952-4				t ai r
899-4				l a d ə r
922-4				b ɛ t
-934-4				l a m pf
916-4				ts r ɔ f ə
1726-4				f iː l t
2108-4				p l ɛ ɡ ə
1133-4				f oː r ə ə
2114-4				ʃ pf aː d ə n
1272-4				r ɔ ɡ ə
1979-4				ɡ r ɛ s ə
1989-4				h ai n
-2260-4				p l ɛ n ts ə n
70-4				b uː x
-89-4				v ɪ n ə r t
-12-4				pf ɪ pf
713-4				ʃ a p
747-4				n ɛ s ə l
308-4				t ə n n
289-4				b ɪ n t ə n
1930-4				b r ɛ k ə n
1928-4				ʃ p l ai t ə n
858-4				ʃ t h ɛ k k ə
1577-4				h l l h a ŋ ə
908-4				v a ʃ ə n
648-4				b oː r ə n
1855-4				aː s l h ɔ l
657-4				h a m ə r
2058-4				n aː ɡ ə l
949-4				ʃ p ɪ x + z m ɪ t
1642-4				ɡ a l t
1640-4				z ɪ l f ə r
1633-4				eː r ə n
1630-4				ts ɪ n
