COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
51-4				w e						
97-4				m u k u r i m						
109-4				u p u j i tʃ i						
121-4				k a p a k						
149-4				t o k						
160-4				k i r u k						
163-4				u p r u						
52-5					t e					
56-5					o m i ʔ					
96-5					t r a j i s i					
99-5					a r i j a n					
114-5					t o k i					
115-5					y w i r i s i					
133-5					t i p a r a s i					
144-5					w o r a w i s i					
150-5					k a w					
234-5					k o m					
236-5					p a k i					
241-5					a w i n					
249-5					i s y					
1-5					w a t a					
2-5					i m i					
65-5					i w i					
74-5					p a n a ʔ					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i m i s i					
119-5					j a s i s i					
128-5					k o k i					
147-5					t i m i					
239-5					i m a k a s i					
266-5					i s i m					
3-5					w o r i k o n					
4-5					w a r a t i s i					
51-5					y w e ʔ					
55-5					i n a m					
97-5					m o n o s i					
109-5					i p i k i s i					
149-5					t o k					
160-5					k i r i k					
163-5					i p i j a m					
52-6						t e				
56-6						u m i				
96-6						a i t a s a				
99-6						a i k u n				
114-6						t u k i tʃ i				
115-6						w a i tʃ i				
133-6						t i p a r a tʃ i				
144-6						w a i t a t a tʃ i				
150-6						k a w				
234-6						k u m				
236-6						p i k i n				
241-6						a w i n				
249-6						n i tʃ i				
1-6						w a tʃ a				
2-6						w i m				
65-6						i w i				
74-6						p a n a				
93-6						t u p a tʃ i				
95-6						w i k i tʃ i				
106-6						t u n i tʃ i				
119-6						tʃ i t i tʃ i				
128-6						w a k i tʃ i				
147-6						t e k e m a tʃ e				
231-6						a p a w u				
232-6						u p i tʃ i				
239-6						n a m a k a				
266-6						i t i m				
3-6						w a i k o r a				
4-6						w a i t				
55-6						u h a m				
97-6						a k u m a tʃ i				
109-6						u p i tʃ i				
160-6						k i r i k				
52-7							i t a			
56-7							i m i			
96-7							a t a s i			
99-7							a r i k a n			
114-7							t u k a z i			
115-7							j u r u			
133-7							t i p a t			
144-7							a t a w a n a			
150-7							k a w			
234-7							k u m			
236-7							p a k o n			
241-7							a w i n			
249-7							i s i			
1-7							w a z a			
2-7							w i j i m a			
65-7							i w i ʔ			
74-7							p a n a			
93-7							t u p a t			
95-7							w i t i			
106-7							t u m i			
119-7							v i t i			
128-7							p a k i z i			
147-7							t o s i p a			
231-7							p a t a w a d n			
232-7							u p i j			
266-7							i t i m			
3-7							k u r a d n			
4-7							w a t i			
51-7							i w e			
55-7							i n j a m			
97-7							m u r oː m a			
109-7							v i p i s i			
121-7							k a p a j a			
149-7							t u k a			
160-7							k i r i k			
163-7							i p i j			
52-8								t a i		
56-8								u m e		
96-8								t r a i s i		
99-8								a r a k o n		
114-8								t u k i s i		
115-8								y v y t y		
133-8								t i p a r a s i		
144-8								t r a w a s i		
150-8								k a w		
234-8								k u m		
236-8								p a k o n		
241-8								a w i n		
249-8								w i s i		
1-8								w a t a		
2-8								w m		
65-8								i w i		
74-8								t u p a b		
93-8								t u p a r a s i		
95-8								y v y t y		
119-8								y v y t y		
231-8								u p a w o		
232-8								u p i j a m		
239-8								n a m a k a n		
3-8								w o r a k o n		
4-8								y v y t y		
51-8								y v y t y		
55-8								i h a m		
109-8								u p i s i		
121-8								k a p a k a s i		
149-8								t u k		
163-8								t u p a b		
52-9									i t a	
56-9									o m i	
96-9									a r a ʃ i	
99-9									a r i k a n	
114-9									t o k i	
115-9									i r i ʃ i ʃ i	
133-9									t i p a r a ʃ i ʔ	
144-9									a r a w a ʃ i ʔ	
150-9									k a w	
234-9									k u m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m	
65-9									i w i	
74-9									p a n a ʔ	
93-9									t o p a r a ʃ i ʔ	
95-9									k i w	
106-9									t i m	
119-9									j i t	
128-9									k a h i r e k i n	
147-9									k i m i j e k i n	
231-9									p a n a w i n	
232-9									p i j i k o n	
239-9									n a m a k a n	
266-9									p i m	
3-9									k a r i k o n	
4-9									w a r a h u j i n	
51-9									i w i	
55-9									i n a m	
97-9									m a h o t i ʔ	
109-9									i p i r k	
121-9									k a p a j a ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
52-10										t e r e m ʔ
56-10										m e ʔ
96-10										t a r a j i tʃ i ʔ
99-10										t y k y
114-10										t o k i ʔ
115-10										j o tʃ i ʔ
133-10										t a r a p a tʃ i ʔ
144-10										t a r a w a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p e k o n
241-10										a w i n
249-10										tʃ e ʔ
1-10										w a tʃ a
2-10										w i tʃ i ʔ
65-10										w i h u ʔ
74-10										p a n a
93-10										t o p a k
95-10										w i k i ʔ
106-10										t o n a tʃ i ʔ
119-10										j a tʃ i tʃ i ʔ
128-10										h k i tʃ i ʔ
147-10										t o m i ʔ
231-10										p a n a w
232-10										p i tʃ i n a ɲ
239-10										n a m a k
266-10										tʃ i m
3-10										k a r i k o n
4-10										w a r a k o ʔ
51-10										w e ʔ
55-10										h w i j i m a ʔ
97-10										m a h o n
121-10										k a p a j i tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										p e ʔ
