COGID	dutch	english	french	german
2009-2		aɪ f		
2003-2		k ɛ t l		
2024-2		p æ n		
1321-2		k əʊ		
1976-2		t æ ŋ		
1243-2		m əʊ l d aɪ		
1265-2		æ l		
1261-2		s ɪ v		
655-2		b r aɪ t		
650-2		d ɪ		
1532-2		k n ɪ d		
-36-2		s ɪ p		
34-2		b aɪ n		
-1647-2		f aɪ		
-1615-2		ɪ l		
125-2		f ɑː t		
1659-2		h aɪ n ɪ		
1661-2		m ɪ l k		
1676-2		b ɪ t		
480-2		d r ɑː ŋ k		
1466-2		k l ɪ θ ɪ ŋ		
2277-2		w ɔ l		
2271-2		f ɪ l t		
2293-2		l ɪ		
624-2		s p ɪ n		
628-2		s p ɪ n θ l		
626-2		w ɪ v		
633-2		n əʊ t l		
1185-2		ɡ n m əʊ k d		
1179-2		h ɪ t		
2168-2		k æ m		
1952-2		d aɪ		
899-2		l æ d		
922-2		b ɑː t		
-934-2		l æ m p		
916-2		t r ɔ		
1726-2		f ɑː l t		
2108-2		p l ɪ		
1133-2		f ɪ r		
2114-2		s p əʊ d		
1272-2		r ɔ		
1979-2		ɡ r ɑː s		
1989-2		h ɪ		
-2260-2		p l æ n t		
70-2		b ɪ k		
-89-2		w ɪ d k		
-12-2		p aɪ p		
713-2		s æ p d		
747-2		n ɛ t l		
308-2		d ɪ n		
289-2		b ɪ n θ		
1930-2		b r ɛ k		
1928-2		s p l aɪ t		
858-2		d r ɑː k		
1577-2		əʊ p h ɑː ŋ		
908-2		w æ s		
648-2		b aɪ r		
1855-2		ɪ t h ɔ l		
657-2		h əʊ m		
2058-2		n əʊ l		
949-2		s m ɪ t		
1642-2		ɡ ɪ l t		
1640-2		s ɪ l v		
1633-2		aɪ s		
1630-2		t ɪ n		
1469-3			s a	
2047-3			s ʀ	
2054-3			l p	
1375-3			l ɛ t	
760-3			v	
756-3			t s ʀ	
726-3			s l	
1351-3			s ʀ e t p l	
1353-3			s ʀ t s l	
412-3			l ʀ ɛ l ʀ ʀ p l p e e p p p	
406-3			l ʀ ɛ l ʀ ʀ s l p e e p p p	
1005-3			t t e t p l	
1012-3			t t t s l	
1016-3			v t ʀ e ʀ ʀ p	
1069-3			ɛ	
509-3			p l ɛ	
693-3			s e ʀ p l ɛ ʀ	
2179-3			s t	
1753-3			p	
1131-3			v	
1198-3			s ʀ p	
2032-3			l ʀ	
2241-3			s ʀ	
2244-3			l ʀ	
610-3			l s	
945-3			l ʀ	
1534-3			l t ɛ	
384-3			s s ɛ	
1650-3			s	
1663-3			s o e	
2279-3			l s e	
471-3			s ʀ p ɛ	
1385-3			s	
792-3			s	
1111-3			s a t	
197-3			s l ɛ	
2020-3			l a	
867-3			l t p	
1970-3			p	
1230-3			l p ʀ ɛ t	
2017-3			s e ʀ	
2183-3			l l	
1521-3			s	
1755-3			t	
1760-3			l t	
1196-3			s a e e	
575-3			a l s e e e e e	
2014-3			ʀ t ʀ ɛ	
1321-3			b	
1265-3			l l ɛ	
1469-4				z a t
2047-4				z ɔ n + +
2054-4				d ɔ t r
1375-4				l a ts + +
760-4				v ɪ n t
756-4				ʃ eː
726-4				m a d ə r
1351-4				r oː t f aː d ə r
1353-4				r oː t m a d ə r
412-4				oː n + f aː d ə r l
406-4				oː n + m a d ə r l
1005-4				ʃ ts iː f aː d ə r
1012-4				ʃ ts iː f m a d ə r
1016-4				v eː t uː n + + r
1069-4				+ ɪ x
509-4				f au l ə n
693-4				m a l + + ə n l
2179-4				ɛ s t
1753-4				+ f ɪ +
1131-4				v ɔ l f +
1198-4				b aː ts
2032-4				h oː r
2241-4				a s
2244-4				l ɪ pf +
610-4				k + iː
945-4				h a t
1534-4				l ɪ k ə n
384-4				z a ə n
1650-4				+ oː t
1663-4				z a l t
2279-4				l ɪ n ə n
471-4				z aː ə n
1385-4				z aː + + ts
792-4				ɡ au x
1111-4				m a s t
197-4				z a t ə n
2020-4				l a ŋ
867-4				h ɔ n t ə n r t
1970-4				f ɔ l +
1230-4				d + eː t + +
2017-4				iː v
968-4				v ai r ə l t
1674-4				l a n t
1671-4				h ʏ f l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z ai
1832-4				r au f
-1816-4				oː ʃ ai ɡ aː n
-335-4				l aː ɡ au n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t ɔ r m
2065-4				r ai n ə n b oː
1368-4				ʃ ɡ aː t au
1365-4				t au
754-4				r ai n ə n
768-4				v ɛ r
1211-4				f au r
106-4				m a n
-98-4				b ai b ɪ x
719-4				f aː t ə r
1341-4				z oː n
-2027-4				ts a n t ə n
-2026-4				n ɛ f
409-4				ʃ ɡ oː n z ɔ n l
402-4				ɡ oː n + t ɔ t ə r l
1014-4				ʃ t iː pf t ɔ t ə r
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t a
2194-4				ɔ s
2199-4				k a l f
2197-4				ʃ ɡ aː pf
1523-4				z au
1521-4				ʊ ts
512-4				m ɛ r n
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r aː
810-4				t au f
1755-4				ʊ n t
1758-4				m au s
1620-4				f ɪ n
1282-4				v a l f ɪ
1136-4				f ɔ s
1309-4				l au s
1307-4				n eː t
1305-4				f l oː
711-4				v ɛ s pf
1442-4				f l iː
62-4				m ʏ
-73-4				m au s k iː t
1810-4				h au t
1805-4				f l ɛ ʃ
1813-4				h aː r
1811-4				b l au t
690-4				r ɪ pf
2177-4				h œ f t
246-4				v ɛ ŋ b r au
249-4				oː l ɪ t
1506-4				n ʏ + f l ʊ ɡ ə l
2242-4				m ɔ n t
2245-4				t ɔ ŋ
1196-4				a ts
2174-4				ʃ ɡ au l t ə r
575-4				oː k l
603-4				ɛ l ə n b oː
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f au t
596-4				t ai n
937-4				b ɔ r s t
936-4				n aː b ə l
646-4				l ɔ ŋ
947-4				l eː b ə r
1606-4				h ʏ pf
472-4				n iː z ə n
1535-4				z v ɛ t ə n
1546-4				ʃ p ʏ ə n
1959-4				ʃ l aː p ə n
694-4				ʃ n au r k ə n
1961-4				t r oː m ə n
323-4				l ai b ə n
1885-4				ɡ r a f
2156-4				f ə r + k au l t + h ai ts
1903-4				v ɔ n t
525-4				z v ɛ l ɪ ŋ
276-4				l a m
274-4				t œ f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n aː x t
383-4				ai t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				a t ə
2009-4				oː b ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				t ɛ ŋ +
1243-4				m aː l + ts ai ts
1261-4				z eː b ə n
655-4				b r œ t
650-4				t ai
1532-4				k n ai t ə n
-36-4				ʃ au pf
34-4				b oː n
-1647-4				f ai
-1615-4				oː l
125-4				f ɛ t
1659-4				h oː n ɪ ŋ
1661-4				m ɪ l x
1676-4				b oː t ə r
480-4				t r aː ŋ x
1466-4				k l ai t ɪ ŋ
2277-4				v ɔ l
2271-4				f ɪ l t
2293-4				l ɛ r
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n t ə l
626-4				v ai b ə n
633-4				n aː l ts
1185-4				ʃ ɡ au n m aː k ə r
1179-4				h au t
2168-4				k a m
1952-4				t au r
899-4				l a t ə r
922-4				b ɛ t
-934-4				l a m pf
916-4				t r ɔ
1726-4				f ɪ l t
2108-4				p l au ɡ ə n
1133-4				f oː r ə n
2114-4				ʃ p aː t ə n
1272-4				r ɔ ɡ ə n
1979-4				ɡ r a s
1989-4				h oː
-2260-4				p l a n t ə n
70-4				b au x
-89-4				v ɪ ŋ ə r ts
-12-4				p ai pf
713-4				ʃ a pf
747-4				n ɛ t ə l
308-4				t au n
289-4				b ɪ n t ə n
1930-4				b r ai k ə n
1928-4				ʃ p l ai t ə n
858-4				ʏ ts + r ɛ x ə n
1577-4				ɔ pf + h a ŋ ə n
908-4				v ɛ ʃ ə n
648-4				b oː r ə n
1855-4				ʏ ts + h ɔ l ə n
657-4				h aː m ə r
2058-4				n aː ɡ ə l
949-4				l ʃ m ɪ t
1642-4				ɡ au l t
1640-4				z ɪ l b ə r
1633-4				ai r ə r
1630-4				t ɪ n
