COGID	dutch	english	french	german
2197-2		ɡ ɡ eɪ p		
1523-2		s iː		
512-2		m ɛ r		
2141-2		h ɛ n		
2147-2		ɡ æ n		
814-2		k r eɪ		
810-2		d aɪ f		
1758-2		m aɪ		
1760-2		r æ		
1620-2		v aɪ n		
1282-2		w ɑː l v s		
1136-2		v iː l		
1309-2		l aɪ		
1307-2		n aɪ		
1305-2		v l iː		
711-2		w ɛ p		
1442-2		v l ɪ ɡ		
62-2		m		
-73-2		m əʊ k ɪ t		
1810-2		h aɪ t		
1805-2		v l aɪ		
1813-2		h eɪ		
1811-2		b l aɪ t		
690-2		r aɪ p		
2177-2		h iː f t		
246-2		h ɛ + b r aɪ		
249-2		iː + l t		
1506-2		n ɪ s + f l əʊ k l		
2242-2		m iː n t		
2245-2		ɡ iː		
2174-2		ɡ ɡ aɪ l d		
603-2		ɛ l + b iː ɡ		
601-2		h æ n t		
615-2		v aɪ h		
901-2		k l aɪ		
608-2		v aɪ		
596-2		ɡ aɪ n		
937-2		b ɔ t		
936-2		n eɪ v l		
646-2		l iː		
947-2		l aɪ v		
1606-2		h p d		
472-2		n ɪ s		
1535-2		ɡ w aɪ ɡ		
1546-2		ɡ p iː k		
1959-2		ɡ l eɪ p		
694-2		ɡ n iː k		
1961-2		d r ʌ m		
323-2		l aɪ v		
1885-2		ɡ r ɑː f		
2156-2		v + k l t + w aɪ		
1903-2		w iː n t		
525-2		ɡ w ɛ l aɪ		
276-2		l ɑː m		
274-2		d iː f		
278-2		b l aɪ n t		
258-2		d d d r iː k		
256-2		n iː k t		
383-2				
207-2		r aɪ p		
376-2		d r aɪ k		
2014-2		r t		
2009-2		iː v		
2003-2		k l		
2024-2		ɡ æ n		
1321-2		k ɔ		
1976-2		ɡ æ		
1243-2		m eɪ l d + t aɪ t		
1265-2		r ɛ l		
1261-2		s v		
655-2		b r iː t		
650-2		d aɪ		
1532-2		k n aɪ d		
-36-2		s aɪ p		
34-2		b iː n		
-1647-2		v aɪ ɡ		
-1615-2		ʌ l		
125-2		v ɛ t		
1659-2		h iː n aɪ k		
1661-2		m ɛ l k		
1676-2		b iː t		
480-2		d d r æ k		
1466-2		k l aɪ d aɪ		
2277-2		w ɔ l		
2271-2		v aɪ l		
2293-2		l aɪ l		
624-2		ɡ p aɪ n		
628-2		ɡ p aɪ n d l		
626-2		w aɪ v		
633-2		n eɪ l t l		
1185-2		s ɡ n + ɡ iː k d		
1179-2		h aɪ t		
2168-2		k æ m		
1952-2		d iː		
899-2		l æ d		
922-2		b ɛ t		
-934-2		l æ m p		
916-2		t r iː		
1726-2		v ɛ l t		
2108-2		ɡ l ɡ		
1133-2		v iː r d		
2114-2		ɡ p eɪ d		
1272-2		r ɔ ɡ		
1979-2		ɡ r ɑː		
1989-2		h ʌ		
-2260-2		ɡ l æ n ɡ		
70-2		b iː k		
-89-2		w aɪ w t d d l l		
-12-2		ɡ aɪ p		
713-2		s æ p d		
747-2		n l		
308-2		d aɪ n		
289-2		b aɪ n d		
1930-2		b r k		
1928-2		ɡ p l aɪ t		
858-2		t + d r ɛ k		
1577-2		iː p + h æ h		
908-2		w æ ɡ		
648-2		b iː r		
1855-2		aɪ + h ɔ l		
657-2		h iː m		
2058-2		n eɪ ɡ l		
949-2		ɡ m t		
1642-2		ɡ l t		
1640-2		s aɪ l v		
1633-2		aɪ s		
1630-2		ɡ aɪ n		
993-2		ɡ l ɑː		
-2121-2		r ɔ l		
1692-2		v æ l		
1694-2		d r əʊ ɡ n		
1062-2		s k		
476-2		ɡ w ɛ m		
1051-2		v l ɪ ɡ		
1075-2		b l eɪ s		
135-2		ɡ l aɪ d		
-134-2		d æ n ɡ		
1839-2		w ɛ + ɡ iː n		
1097-2		ɡ iː r + k ʌ m		
1777-2		v ɔ l ɡ		
1434-2		b r ɛ h		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		ɡ ɑː t		
790-2		b r		
1223-2		p ɛ d l		
1117-2		s aɪ l		
1411-2		h ɛ b		
1407-2		v æ s t + h aɪ l d		
1390-2		d aɪ		
2086-2		ɡ aɪ v		
2082-2		ɡ iː r l + ɡ aɪ v		
576-2		s aɪ k		
579-2		v aɪ n d		
581-2		v + l ɪ s		
-1791-2		r aɪ k		
-225-2		p r aɪ		
-2284-2		p l iː		
1479-2		ʌ p n		
847-2		h iː		
659-2		b iː d		
860-2		m aɪ d		
213-2		r ɛ		
1286-2		v ɛ		
1293-2		w ɛ t		
474-2		d aɪ k		
467-2		d n		
1177-2		d ɪ p		
584-2		h eɪ k		
-1153-2		r iː n t		
700-2		ɡ w eɪ l f		
875-2		d aɪ s n t		
1559-2		æ l		
1565-2		m aɪ		
1968-2		h ɛ l f t		
-350-2		p eɪ		
1469-3			b t	
2047-3			b	
2054-3			t t	
1375-3			b ɛ t	
760-3			v t	
756-3			b b ʀ	
726-3			b t	
1351-3			b ʀ t b t	
1353-3			b ʀ t b t	
412-3			t ʀ ɛ s ʀ ʀ b t p p p	
406-3			t ʀ ɛ s ʀ ʀ b t p p p	
1005-3			b t t b t	
1012-3			b t t b t	
1016-3			v t ʀ ʀ ʀ ʀ	
1069-3			ɛ	
509-3			b b ɛ	
693-3			b ɔ ʀ ʀ t ɛ ʀ	
2179-3			b t	
1753-3			b	
1131-3			v	
1198-3			b ʀ p t	
2032-3			t ʀ	
2241-3			b	
2244-3			b	
610-3			s b	
945-3			t ʀ a	
1534-3			b b ɛ	
384-3			b s ɛ	
1650-3			b a	
1663-3			b a	
2279-3			b b	
471-3			b ʀ ʀ ɛ	
1385-3			b t	
792-3			b	
1111-3			b t	
197-3			b t ɛ	
2020-3			b	
867-3			t t p t	
1970-3			b	
1230-3			t p ʀ ɛ t	
2017-3			b ʀ	
2183-3			t t	
1521-3			s	
1755-3			t	
1760-3			t t t	
1196-3			s	
575-3			s s	
2014-3			ʀ t ʀ ɛ	
1321-3			b t t	
1265-3			t b e	
588-3			t t	
1469-4				z a n ts
2047-4				z ɔ n + +
2054-4				t ɔ n t ə r
1375-4				l ɪ x.ə ts + +
760-4				v ɪ n t.ə
756-4				z n ai +
726-4				m uː t ə r
1351-4				f r oː + t.ə z a t ə r
1353-4				f r oː t m uː t ə r
412-4				s oː n + f a t ə r + ɪ.x + + l +
406-4				s oː x.ə + m uː t ə r + ɪ.x + + l +
1005-4				z ts iː ɛ z a t ə r
1012-4				z ts iː f m uː t ə r
1016-4				v ai t ɛ ʊ n + + r
1069-4				+ ɪ x
509-4				f ʊ l ə.n
693-4				m ɛ uː l + + + ts.ə ə.n l
2179-4				n ɛ ʃ t
1753-4				+ f ɪ s +
1131-4				v ɔ l f +
1198-4				b aː + ts
2032-4				h oː r n
2241-4				n uː s
2244-4				l ɪ pf +
610-4				k + n ai
945-4				h a x.ə t
1534-4				l ɪ k ə.n
384-4				z uː k ə.n
1650-4				n + oː t
1663-4				z au l t
2279-4				l ɪ n ə.n +
471-4				z aː z ə
1385-4				z a + + ts
792-4				ʃ ʊ k.ə
1111-4				m a ʃ t
197-4				z uː ə.n
2020-4				l a ŋ
867-4				h ɔ n t ə.n r + t.ə
1970-4				f ɔ l +
1230-4				t + x.ə + a t + ə +
2017-4				n iː v ɛ
968-4				v ai r ə l t.ə
1674-4				l ɛ n t.ə
1671-4				h ʊ b ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z ai
1832-4				r ʊ f
-1816-4				au ʃ ai z aː ŋ
-335-4				l aː f ʊ n ə.n
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m ai n
2062-4				ʃ t ɔ r m
2065-4				r ai n ə m + b au ɡ
1368-4				ʃ ɡ ai t ʊ +
1365-4				t ɛ au +
754-4				r ai n ə.n
768-4				v ai + + r
1211-4				f ʊ + r
106-4				m ɛ n
-98-4				b ai b ɪ.x
719-4				f ai t ə r
1341-4				z au n
-2027-4				t ɛ n t ə.n
-2026-4				n ai ɛ ɛ
409-4				ʃ ɡ au n + z oː n + l +
402-4				ʃ ɡ oː n + t ɔ ɡ t ə r + ɪ.x + + l +
1014-4				ʃ t iː f + t ɔ ɡ t ə r
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t a +
2194-4				ɔ + s
2199-4				k ɛ l f
2197-4				ʃ ɡ ai pf
1523-4				z ʊ ɡ
1521-4				ʊ ts
512-4				m ɛ r f
2141-4				h ɛ n
2147-4				f ɛ n s
814-4				k r ai ts.ə
810-4				t ʊ
1755-4				+ ʊ n t
1758-4				m ʊ s
1620-4				f ɪ n
1282-4				v ɛ l b ɪ s
1136-4				f ɔ + s
1309-4				l ʊ s
1307-4				n ai t
1305-4				f l au
711-4				v ɛ s pf
1442-4				f l ai ɡ
62-4				m ʊ
-73-4				m ʊ s k ai t ɛ
1810-4				h ʊ t.ə
1805-4				f l ai s
1813-4				h aː + r
1811-4				b l ʊ t.ə
690-4				r ɪ pf
2177-4				h oː ts.ə t.ə
246-4				v ɛ ŋ ts.ə + b r au +
249-4				au ɡ + l ɪ t.ə
1506-4				n ʊ s + z l ʊ ɡ + + ə l
2242-4				m ɔ n t
2245-4				t ɔ ŋ
1196-4				a ts
2174-4				ʃ ɡ au l t ə r
575-4				oː k
603-4				ɛ l ə.n + b au ɡ
601-4				h ɛ n t.ə
615-4				f ɪ ŋ ɛ ə r
901-4				k l au +
608-4				f ʊ t
596-4				t ai n
937-4				b ɔ r + s t
936-4				n ai f.ə ə l
646-4				l ɔ ŋ
947-4				l ai f.ə ə r
1606-4				h ʊ pf
472-4				+ n ai ʃ ə.n
1535-4				z v ai t ə.n
1546-4				ʃ p ʊ ɡ ə.n
1959-4				ʃ l ai p ə.n
694-4				ʃ n ʊ r k ə.n
1961-4				t r au m ə.n
323-4				+ + l ai f.ə ə.n
1885-4				f r ɛ
2156-4				b ə r + k au l t.ə + h ai t
1903-4				v ɔ n t.ə
525-4				z v ɛ l ɪ ŋ
276-4				l ɛ m ɛ
274-4				t oː f
278-4				b l ɪ n t.ə
258-4				t r ɔ ŋ k ə.n
256-4				n ai k.ə ɪ.x t.ə
383-4				ai t ə.n
207-4				r ai pf
376-4				t r ɪ ŋ k ə.n
2014-4				a k.ə + x.ə
2009-4				au f.ə ɛ ə.n
2003-4				k ai t ə l
2024-4				p ɛ n
1976-4				t ɛ ŋ ɛ
1243-4				m ai l + t ai t
1261-4				z ai f.ə ə.n
655-4				b r oː t.ə
650-4				t ai ɡ
1532-4				k n ai t ə.n
-36-4				ʃ ʊ pf
34-4				b au n
-1647-4				f ai ɡ
-1615-4				au ɪ.x l +
125-4				f ɛ t
1659-4				h au n ɪ ŋ
1661-4				m ɛ l k.ə
1676-4				b au t ə r
480-4				t r aː ŋ k.ə
1466-4				k l ai t ɪ ŋ
2277-4				v ɔ l
2271-4				f ɪ l t
2293-4				l ai + + r
624-4				ʃ p ɪ n ə.n
628-4				ʃ p ɪ n t ə l
626-4				v ai f.ə ə.n
633-4				n ai + l t
1185-4				ʃ ɡ ʊ n + m ai k ə r
1179-4				h ʊ t
2168-4				k ɛ m
1952-4				t ʊ r
899-4				l ɛ t ə r
922-4				b ɛ t.ə
-934-4				l ɛ m pf
916-4				t r ɔ ɡ
1726-4				f ɛ l t.ə
2108-4				p l ʊ ɡ ə.n
1133-4				f au r ə
2114-4				ʃ p ai t ə.n
1272-4				r ɔ ɡ ə.n
1979-4				f r ɛ s
1989-4				h au ts.ə
-2260-4				p l ɛ n t ə.n
70-4				b ʊ x
-89-4				f.ə ɪ ŋ ə r t
-12-4				p ai pf
713-4				ʃ ɛ pf
747-4				n ai t ə l
308-4				t ʊ n
289-4				b ɪ n t ə.n
1930-4				b r ai k ə.n
1928-4				ʃ p l ai t ə.n
858-4				ʊ t + + + r ɛ k ə.n
1577-4				ɔ pf + h ɛ ŋ ə.n
908-4				v ɛ ʃ ə.n
648-4				b oː r ə.n
1855-4				ʊ t + h ɔ l ə
657-4				h ai m ə r
2058-4				n ai ɡ ə l
949-4				+ l ɛ + + ʃ m ɪ t
1642-4				f au l t.ə
1640-4				z ɪ l f.ə ə r
1633-4				ai z ə r
1630-4				t ɪ n
993-4				f l ɛ s
-2121-4				r ɔ l ə.n
1692-4				f a l ə.n
1694-4				t r ʊ p ə l ə.n
1062-4				z ɪ ŋ k ə.n
476-4				z v ɛ m ə.n
1051-4				f l ai ɡ ə.n
1075-4				b l aː z ə
135-4				l ai t ə.n
-134-4				t ɛ n ʃ ə.n
1839-4				f ɛ + ɡ aː n
1097-4				t ə r ʊ ɡ + k au m ə.n + + ɛ +
1777-4				f ɔ l ɡ ə
1434-4				b r ɛ ŋ ə.n
1417-4				l ai t ə.n
1424-4				r ai t ə.n
778-4				p ɛ t
790-4				b r ʊ
1223-4				p ɛ t ə l
1117-4				z ai l
1411-4				h ɛ f.ə ə.n
1407-4				b a s t + h au l t ə.n
1390-4				t ɪ ŋ
2086-4				f ai f.ə ə.n
2082-4				t ə r ts.ə + f ai f.ə ə.n + + ɛ +
576-4				z ʊ k ə.n
579-4				f ɪ n t ə.n
581-4				b ə r + l ai ʃ ə.n
-1791-4				r ai x
-225-4				p r ai s
-2284-4				p l ai
1479-4				au p ə n ə.n
847-4				h au ɡ
659-4				b au t ə m
860-4				m ɪ t ə.n ɛ
213-4				r ɛ ɡ
1286-4				f ɛ r
1293-4				v ɛ s t ə.n
474-4				t ɪ k.ə
467-4				t ʊ n
1177-4				t ai pf
588-4				a x
584-4				h aː k.ə
-1153-4				r ɔ n t.ə
700-4				t v aː l
875-4				t ʊ ʃ ə ŋ t.ə
1559-4				a l ə.n
1565-4				m ai r
1968-4				h ɛ l f t
-350-4				p aː + r
1478-4				b oː t ə m
