COGID	dutch	english	french	german
1753-2		f ɪ s		
1131-2		w ʌ l f		
1198-2		b eɪ r t		
2032-2		h ʌ r n		
2241-2		n ɪ s		
2244-2		l ɪ p		
610-2		k n ɪ		
945-2		h ɪ r t		
1534-2		l ɪ k		
384-2		s ɪ		
1650-2		n ʌ t		
1663-2		s ɔː t s		
2279-2		l ɪ n		
471-2		s eɪ		
1385-2		s eɪ t		
792-2		əʊ k		
1111-2		m ɔː s t		
197-2		s ɪ d		
2020-2		l æ ŋ		
867-2		h ʌ n d r t		
1970-2		f ʌ l		
1230-2		d s r ɪ d		
2017-2		n iː		
968-2		w ɛ l d		
1674-2		l æ n d		
1671-2		h ɪ v l		
829-2		k l ɪ f		
1025-2		w eɪ t r		
1027-2		s ɪ		
1832-2		r ɪ		
-1816-2		ʌ s ɪ eɪ n		
-335-2		l eɪ ɪ n		
1043-2		s t r ʌ m		
423-2		s t ɛ n		
2049-2		m eɪ n		
2062-2		s t ʌ r m		
2065-2		r ɪ m b ʌ		
1368-2		s eɪ d		
1365-2		d ɪ		
754-2		r ɪ		
768-2		w ɛ r		
1211-2		f ɪ r		
106-2		m æ n		
-98-2		b ɪ b		
719-2		f eɪ d r		
1341-2		s ʌ n		
-2027-2		t æ n t		
-2026-2		n ɛ f		
409-2		s ɡ aɪ s ʌ n		
402-2		s ɡ aɪ d ɔ t r		
1014-2		s t iː f d ɔ t r		
1059-2		w ɪ		
120-2		s t æ l		
2194-2		ɔ s		
2199-2		k æ l f		
2197-2		s eɪ p		
1523-2		s ɪ		
512-2		m æ r		
2141-2		h ɛ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		d ɪ		
1758-2		m ɪ s		
1760-2		r ɪ t		
1620-2		f ɪ n		
1282-2		w ɑː l s		
1136-2		f ʌ s		
1309-2		l ɪ s		
1307-2		n ɪ t		
1305-2		f l ʌ		
711-2		w ɛ s p		
1442-2		f l iː		
62-2		m ɪ		
-73-2		m əʊ s k iː d		
1810-2		h ɪ d		
1805-2		f l ɛ s		
1813-2		h eɪ r		
1811-2		b l ɪ d		
690-2		r ɪ p		
2177-2		h ʌ f d		
246-2		æ b r ɪ		
1469-3			ɛ ə	
2047-3			ə i	
2054-3			ə ə ɛ ʀ	
1375-3			l a ɛ t	
760-3			v a ə	
756-3			a ʀ	
726-3			a a t ɛ ʀ	
1351-3			a ʀ p ə ə t ɛ ʀ	
1353-3			a ʀ a a t ɛ ʀ	
412-3			ɛ e e ɛ ɛ ʀ ɛ ə t ɛ ʀ b b p b p b	
406-3			ɛ e e ɛ ɛ ʀ ɛ a a t ɛ ʀ b b p b p b	
1005-3			t ə p ə t ɛ ʀ	
1012-3			t ə p a a t ɛ ʀ	
1016-3			v a ə ə v ʀ p ʀ p	
1069-3			a	
509-3			ə ə l ɛ e	
693-3			a b ə l ɛ p t ɛ ʀ	
2179-3			ə t	
1753-3			ə a p	
1131-3			v ə l ə	
1198-3			a ə ʀ p ə	
2032-3			a ə ʀ	
2241-3			ə a i	
2244-3			l a p i	
610-3			ə	
945-3			a p ʀ	
1534-3			l ə k ɛ e	
384-3			ə k ɛ e	
1650-3			a	
1663-3			ɔ l	
2279-3			l ə ə	
471-3			ɛ p ə e	
1385-3			ə ə	
792-3			a ə k	
1111-3			a ɛ t	
197-3			ɛ e	
2020-3			l ə	
867-3			a a a ɛ ʀ p ə	
1970-3			ə ə l	
1230-3			p ʀ ɛ ə ɛ	
2017-3			b ə ʀ	
2183-3			a t a a	
1521-3			a a	
1755-3			a a t	
1760-3			t t t	
1469-4				z a n t
2047-4				z oː n ə ə
2054-4				d oː n t ə r
1375-4				l uː x t ə ə
760-4				v ɪ n t
756-4				ʃ n eː
726-4				m uː d ə r
1351-4				r oː n t f a d ə r
1353-4				r oː s m uː d ə r
412-4				s oː n + f a d ə r n l
406-4				s oː n + m uː d ə r n l
1005-4				ʃ t a f a d ə r
1012-4				ʃ t a f t m uː d ə r
1016-4				v eː t ə uː r n + r
1069-4				+ ɪ x
509-4				f a l ə n
693-4				m uː l ə + ə n
2179-4				n a s t
1753-4				ə f ɪ +
1131-4				v ʊ l f +
1198-4				aː ə d ə
2032-4				h oː r n
2241-4				n a s
2244-4				l ɪ f ə
610-4				k + n iː
945-4				h a r t
1534-4				l ɪ k ə n
384-4				z uː k ə n
1650-4				n ə oː t
1663-4				z uː l t
2279-4				l ɪ n ə n n
471-4				z aː ə n
1385-4				z aː ə ə t
792-4				ɡ a x
1111-4				m a s t
197-4				z uː t ə n
2020-4				l a ŋ
867-4				h oː n t ə n r ə t
1970-4				f ʊ l +
1230-4				d r ə a t ə ə n ə
2017-4				n v n
968-4				v ɛ r ə l t
1674-4				l a n t
1671-4				h au l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z ɛ
1832-4				r uː f
-1816-4				oː ʃ ɛ ɡ aː n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t ʊ r m
2065-4				r ɛ ɡ ə n b oː
1368-4				ʃ ɡ aː t ʊ
1365-4				t uː
754-4				r ɛ ɡ ə n
768-4				v ɛ ə r
1211-4				f au ə r
106-4				m a n
-98-4				b ɛ b
719-4				f aː d ə r
1341-4				z oː n
-2027-4				a n t ə n
-2026-4				n ɛ f
409-4				ʃ ɡ oː n z oː n l
402-4				ɡ au n + t ʊ t ə r n l
1014-4				ʃ t iː pf t ʊ t ə r
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t a r ə
2194-4				ɔ s
2199-4				k a l f
2197-4				ʃ ɡ aː f
1523-4				z ʊ
1521-4				ʊ k ə n
512-4				m ɛ r
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r a
810-4				t uː f
1755-4				ə ʊ n t
1758-4				m uː s
1620-4				f ɪ n
1282-4				v a l ʊ
1136-4				f ɔ s
1309-4				l uː s
1307-4				n eː t
1305-4				f l oː
711-4				v ɛ s f
1442-4				f l iː
62-4				m ʏ
-73-4				m ʊ s k iː t ə
1810-4				h au t
1805-4				f l ɛ
1813-4				h aː ə r
1811-4				b l uː t
690-4				r ɪ f
2177-4				h oː t
246-4				v ɛ ŋ b r uː
