COGID	dutch	english	french	german
1307-1	n ɪ t ə			
1305-1	v l uː			
711-1	w ɛ s p ə			
1442-1	v l iː ɣ ə			
62-1	m ʉ k ə			
-73-1	m ɑu s k iː t p			
1810-1	h oː d			
1805-1	v l eː s			
1813-1	h aː ə r			
1811-1	b l oː d			
690-1	r ɪ ə			
2177-1	h ɛ d			
246-1	oː ɣ ə b r oː ə			
249-1	oː ɣ ə l iː d			
1506-1	n ɑ z r ə + l			
2242-1	m oː t			
2245-1	t oː ŋ ə			
1196-1	ɑ k			
2174-1	s ɔ l d ə r			
575-1	ɑ k l + p l			
603-1	ɛ l ə b oː ɣ ə			
601-1	h ɑ n d			
615-1	v ɪ ŋ ə r			
901-1	k l oː ə			
608-1	v oː t			
596-1	t eː ə			
937-1	b r ɪ s t			
936-1	n aː v ə l			
646-1	l oː ŋ ə			
947-1	l eː v ə r			
1606-1	h ʉ p t ə			
472-1	s n iː z ə			
1535-1	s w ɪ t ə			
1546-1	s p ɪ k ə			
1959-1	s l aː l p ə			
694-1	s n ɑ r ə			
1961-1	d r uː m ə			
323-1	ə l eː v ə			
1885-1	x r aː v			
2156-1	r + k eː l d + ɪ ŋ			
1903-1	w oː n d ə			
525-1	s w ɛ l ɪ ŋ			
276-1	l aː m			
274-1	d ɛ f			
278-1	b l ɪ n d			
258-1	ə + d r oː ŋ k ə			
256-1	n ɑ k d			
383-1	ɛ t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə n			
2003-1	k ɛ t ə l			
2024-1	p ɑ n ə			
1321-1	ɛɪ p			
1976-1	t ɑ ŋ ə			
1243-1	m aː l l t t			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r aː d			
650-1	d eː			
1532-1	n eː d ə			
-36-1	z oː p ə			
34-1	b uː n ə			
-1647-1	v ɛɪ ɣ ə			
1469-2		r æ n t		
2047-2		r əʊ n		
2054-2		d əʊ n r		
1375-2		l ɪ t		
760-2		w ɪ n t		
756-2		s n ɪ		
726-2		m d r		
1351-2		r aɪ t f eɪ d r		
1353-2		r aɪ t m d r		
412-2		s ɡ əʊ f eɪ d r		
406-2		s əʊ m d r		
1005-2		s t ɪ f eɪ d r		
1012-2		s t ɪ f m d r		
1016-2		w ɪ d		
1069-2		ɪ k		
509-2		f l		
693-2		m l s		
2179-2		n ɛ s t		
1753-2		f ɪ s		
1131-2		w ɔ l f		
1198-2		b eɪ r t		
2032-2		h əʊ r n		
2241-2		n ɪ s		
2244-2		l ɪ p		
610-2		k n ɪ		
945-2		h ɪ r t		
1534-2		l ɪ k		
384-2		r		
1650-2		n əʊ t		
1663-2		r əʊ t		
2279-2		l aɪ n		
471-2		r eɪ		
1385-2		r eɪ t		
792-2		ɪ k		
1111-2		m æ s t		
197-2		r θ		
2020-2		l æ ŋ		
867-2		h ɔ n d r t		
1970-2		f ɔ l		
1230-2		d r ɪ d		
2017-2		n		
968-2		w ɛ l t		
1674-2		l æ n t		
1671-2		h v l		
829-2		k l ɪ f		
1025-2		w eɪ t r		
1027-2		s ɛ		
1832-2		r		
-1816-2		aɪ s ɛ eɪ n		
-335-2		l eɪ iː n		
1043-2		s t r aɪ m		
423-2		s t ɛ n		
2049-2		m eɪ n		
2062-2		s t ɔ r m		
2065-2		r ɛ m b aɪ		
1368-2		s eɪ d		
1365-2		d		
754-2		r ɛ		
768-2		w ɛ r		
1211-2		f r		
106-2		m æ n		
-98-2		b ɛ b		
719-2		f eɪ d r		
1341-2		s aɪ n		
-2027-2		t æ n t		
-2026-2		n ɛ f		
409-2		s ɡ ʌ s aɪ n		
402-2		s ɡ ʌ d ɔ t r		
1014-2		s t ɪ f d ɔ t r		
1059-2		w ɪ		
120-2		s t æ l		
2194-2		ɔ s		
2199-2		k æ l f		
2197-2		s eɪ p		
1523-2		s		
512-2		m ɛ r		
2141-2		h ɛ n		
2147-2		ɡ æ n s		
814-2		k r eɪ		
810-2		d v		
1758-2		m s		
1760-2		r ɪ t		
1620-2		f ɪ n		
1282-2		w ɑː l		
1136-2		f ɔ s		
1309-2		l s		
1307-2		n ɪ t		
1305-2		f l aɪ		
711-2		w ɛ s p		
1442-2		f l ɪ		
62-2		m		
-73-2		m ɪ s k ɪ t		
1810-2		h t		
1805-2		f l ɛ s		
1813-2		h eɪ r		
1811-2		b l iː t		
690-2		r ɪ p		
2177-2		h ʌ f t		
246-2		ɛ b r		
249-2		ʌ l ɪ t		
1506-2		n ɪ s l ɪ		
2242-2		m ɔ n t		
2245-2		t ɔ ŋ		
2174-2		s l d r		
603-2		ɛ l b aɪ		
601-2		h æ n t		
615-2		f ɪ ŋ r		
901-2		k l		
608-2		f iː t		
596-2		t ɛ		
937-2		b ɔ r s t		
936-2		n eɪ v l		
646-2		l ɔ ŋ		
947-2		l ɛ v r		
1606-2		h p		
472-2		n ɪ s		
1535-2		s w ɪ t		
1546-2		s p		
1959-2		s l eɪ p		
694-2		s n əʊ r k		
1961-2		d r ʌ m		
323-2		l ɛ v		
1885-2		ɡ r ɑː f		
2156-2		r k ɪ l t aɪ t		
1903-2		w ɔ n d		
525-2		s w ɛ l aɪ ŋ		
276-2		l ɑː m		
274-2		d ʌ f		
278-2		b l ɪ n t		
258-2		d r ɔ ŋ k		
256-2		n eɪ k t		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r t		
2009-2		aɪ f		
2003-2		k ɛ t l		
2024-2		p æ n		
1321-2		k ɔ		
1976-2		t æ ŋ		
1243-2		m eɪ l ɪ		
1265-2		r ɛ l		
1261-2		s ɛ v		
655-2		b r aɪ t		
650-2		d ɛ		
1532-2		k n ɛ d		
-36-2		s p		
34-2		b aɪ n		
-1647-2		f aɪ		
1469-3			s a	
2047-3			s ʀ	
2054-3			l p	
1375-3			l ɛ t	
760-3			v	
756-3			t s ʀ	
726-3			s l	
1351-3			s ʀ e t p l	
1353-3			s ʀ t s l	
412-3			l ʀ ɛ l ʀ ʀ p l p e e p p p	
406-3			l ʀ ɛ l ʀ ʀ s l p e e p p p	
1005-3			t t e t p l	
1012-3			t t t s l	
1016-3			v t ʀ e ʀ ʀ p	
1069-3			ɛ	
509-3			p l ɛ	
693-3			s e ʀ p l ɛ ʀ	
2179-3			s t	
1753-3			p	
1131-3			v	
1198-3			s ʀ p	
2032-3			l ʀ	
2241-3			s ʀ	
2244-3			l ʀ	
610-3			l s	
945-3			l ʀ	
1534-3			l t ɛ	
384-3			s s ɛ	
1650-3			s	
1663-3			s o e	
2279-3			l s e	
471-3			s ʀ p ɛ	
1385-3			s	
792-3			s	
1111-3			s a t	
197-3			s l ɛ	
2020-3			l a	
867-3			l t p	
1970-3			p	
1230-3			l p ʀ ɛ t	
2017-3			s e ʀ	
2183-3			l l	
1521-3			s	
1755-3			t	
1760-3			l t	
1196-3			s a e e	
575-3			a l s e e e e e	
2014-3			ʀ t ʀ ɛ	
1321-3			b	
1265-3			l l ɛ	
1469-4				z a n t
2047-4				z oː n + +
2054-4				d oː n t r
1375-4				l uː ts + +
760-4				v ɪ n t
756-4				ʃ n eː
726-4				m uː d ə r
1351-4				r oː t f a d ə r
1353-4				r oː t m uː d ə r
412-4				oː n + f a d ə r l
406-4				oː n + m uː d ə r l
1005-4				ʃ ts iː f a d ə r
1012-4				ʃ ts iː f m uː d ə r
1016-4				v eː t ə uː n + r
1069-4				+ ɪ x
509-4				f a l ə n
693-4				m uː l + + ə n l
2179-4				n ɛ s t
1753-4				+ f ɪ x ə +
1131-4				v ɔ l f +
1198-4				b aː ə x ə
2032-4				h oː r n
2241-4				n a s
2244-4				l ɪ pf +
610-4				k + n iː
945-4				h a t
1534-4				l ɪ k ə n
384-4				z uː ə n
1650-4				n + oː t
1663-4				z uː l t
2279-4				l ɪ n ə n
471-4				z aː ə n
1385-4				z aː + + ts
792-4				ɡ a x
1111-4				m a s t
197-4				z uː t ə n
2020-4				l a ŋ
867-4				h oː n t ə n r ə t
1970-4				f ɔ l +
1230-4				d + a t + +
2017-4				n iː v
968-4				v ɛ r ə l t
1674-4				l a n t
1671-4				h au f l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z ɛ
1832-4				r uː f
-1816-4				ɔ ʃ ɛ ɡ aː n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t ɔ r m
2065-4				r ɛ n ə n b ɔ
1368-4				ʃ ɡ aː t ɔ
1365-4				t uː
754-4				r ɛ n ə n
768-4				v ɛ ə r
1211-4				f uː ə r
106-4				m a n
-98-4				b ɛ b
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts a n t ə n
-2026-4				n ɛ f
409-4				ʃ ɡ oː n z ɔ n l
402-4				ʃ ɡ au n + t ɔ t ə r l
1014-4				ʃ t iː pf t ɔ t ə r
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t a
2194-4				ɔ s
2199-4				k a l f
2197-4				ʃ ɡ aː pf
1523-4				z ɔ
1521-4				ɔ x ə
512-4				m ɛ r
2141-4				h ɛ n
2147-4				ɡ ɛ n s
814-4				k r a
810-4				t uː f
1755-4				ɔ n t
1758-4				m uː s
1620-4				f ɪ n
1282-4				v a l f ʊ
1136-4				f ɔ s
1309-4				l uː s
1307-4				n ɛ t
1305-4				f l oː
711-4				v ɛ s pf
1442-4				f l iː
62-4				m ʏ
-73-4				m uː s k iː t ə
1810-4				h uː t
1805-4				f l ɛ
1813-4				h aː ə r
1811-4				b l uː t
690-4				r ɪ f
2177-4				h œ f t
246-4				v ɛ n b r uː
249-4				oː l ɪ t
1506-4				n au + f l ʊ ɡ t ə l
2242-4				m ɔ n t
2245-4				t ɔ ŋ
1196-4				a x ə
2174-4				ʃ ɡ ɔ l t ə r
575-4				oː k l
603-4				ɛ l ə n b ɔ
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l uː
608-4				f uː t
596-4				t ai n
937-4				b ɔ r s t
936-4				n aː b ə l
646-4				l ɔ ŋ
947-4				l ɛ b ə r
1606-4				h ʏ pf
472-4				n iː z ə n
1535-4				z v ɛ t ə n
1546-4				ʃ p ʏ t ə n
1959-4				ʃ l aː p ə n
694-4				ʃ n uː r k ə n
1961-4				t r oː m ə n
323-4				ə l ɛ b ə n
1885-4				ɡ r a f
2156-4				f ə r + k ɔ l t + h ai
1903-4				v ɔ n t
525-4				z v ɛ l ɪ ŋ
276-4				l a m
274-4				t œ f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n aː x t
383-4				ɛ t ə n
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				a t x ə
2009-4				oː b ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				t a ŋ +
1243-4				m aː l + ts ai
1261-4				z ɛ b ə n
655-4				b r œ t
650-4				t ai
1532-4				k n ɛ t ə n
-36-4				ʃ uː pf
34-4				b oː n
-1647-4				f ai
