COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
547-3			ʃ ɛ f a ʔ	
847-3			n ɛ d iː g ɛː	
95-3			b ɛ ɗ i	
105-3			b ɛ n i	
510-3			b ɔ ʃ a	
951-3			m b ʔ m a r e	
1116-3			m b eː m a	
149-3			p u s ʔ i	
376-3			p ɛ l i	
815-3			g ɔ r a	
453-3			ɗ u ŋ e	
67-3			ɗ aː ʃ e	
47-3			d ɔ k ɔ θ ɛ	
869-3			ɗ ʊː θ a	
57-3			k aː g u	
303-3			g h s ʔ i ə	
443-3			g i r a	
884-3			g u n d ɪ	
166-3			g u n d i	
918-3			a b ɛ r e	
831-3			h aː ʃ e	
616-3			b iː e	
84-3			h ɔ ʃ ɛ l ɛ	
346-3			h ʊu̯ h ɔ l u	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n d i ɲ i	
318-3			f eː h i	
241-3			m aː ʃ ʃ ʃ	
556-3			h a n d u ɲ u	
191-3			p ɛ m b iː l	
458-3			a s ʔ i s ʔ i	
1-3			h a ŋ h i r	
751-3			r ɔ	
864-3			a ɲ ɔ n i	
154-3			a m a n n i	
278-3			a m i l u ʔ ə	
766-3			ʃ ɔː r a	
251-3			a g ʊː r u	
582-3			ɔ ʔ ɔ ɲ	
6-3			a l i	
1106-3			ɲ g ɔ	
473-3			iː aː e	
1111-3			h a θ u	
957-3			m a r e	
468-4				θ a b a
222-4				a b ɓ b oː n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ uː d a
478-4				g o ɗ ɗ
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d ɛ g i
95-4				b ɛ ɗ i
105-4				b ɪ n i
510-4				b o ʃ a
951-4				m b ə m a r e
1116-4				m b ə m a
149-4				ɓ u s ʔ i
376-4				ɓ eː l i
815-4				g o r a
453-4				ɗ u ɲ e
67-4				ɗ aː ʃ e
47-4				ɗ o k o dː θ n
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a s ʔ i a
443-4				g r r a
884-4				g u n d i
166-4				g u n d i
918-4				a b ɛ r e
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ ɛ l e
346-4				h u h u l u
601-4				s i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f ɪ n s i ŋ a
318-4				f r ʃ i
241-4				m aː ʃ o ʃ
556-4				h a n d u ŋ u
191-4				ɓ ɛ m b ɛ l
458-4				a s ʔ i s ʔ i
1-4				h a n g i r
751-4				r o
864-4				a ŋ o n i
154-4				a m a n n i
278-4				a m i l u ʔ
766-4				ʃ oː r a
251-4				a g uː r u
582-4				oː ʔ o ɲ
6-4				a l i
1106-4				n g o
473-4				ɲ i n e
1111-4				h a l u
957-4				m a r e
41-4				b i
