COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
610-1	ŋ ɑ						
350-1	t̪ʰ ɜ ŋ d o						
871-1	o m ɑ						
734-1	ɾ ŋ ɑ						
431-1	kʰ ɑ						
1298-1	ɜ ɾ u l						
929-1	t̪ʰ ɜ ŋ d ɑ						
1315-1	d̪ ɜ x s̪ k ɜ n̪						
964-1	ȵ ɜ n̪ m ɜ n̪ s̪						
836-1	m ɑ						
1644-1	t̪ʰ k ʊ s̪ t̪ r̪ i n̪						
547-1	ɜ kʰ ɑ						
1048-1	k ɜ ŋ ɑ						
1692-1	ȵ o n̪ o						
1306-1	pʰ u						
405-1	b o ŋ o						
294-1	pʰ ŋ u						
661-1	b o ŋ o						
413-1	ɕ ɜ s̪						
996-1	kʰ ɜ n̪						
1012-1	d̪ r̪ o b ɑ o						
181-1	kʰ r̪ ĩ t̪ m ɑ̃ p						
1660-1	kʰ u n̪ d ɑ						
1440-1	d̪ i r̪ i ŋ						
1652-1	l o						
1037-1	s̪ ȵ i ŋ m ɛ						
677-1	r̪ ɜ n̪ m o						
1561-1	ɕ ɛ ɜ p ɑ						
447-1	s̪ k ɜ m b o						
828-1	ɾ i ŋ m o						
1247-1	t̪ʰ ɜ t̪ k d						
391-1	k r̪ ɜ n̪ m o						
972-1	ȵ i m o o						
531-1	t̪ʰ ɜ x r̪ i ŋ m						
253-1	g o ŋ o						
1282-1	t̪ʰ u n̪ d ɑ						
812-1	j ɜ ŋ m o						
245-1	t̪ʰ u ɾ i						
1609-1	k ɑ ɾ m o						
261-1	ŋ ɑ k p o						
1143-1	ɾ ɑ o m o						
1065-1	kʰ ɑ k						
1504-1	ŋ ɪ s̪						
1432-1	s̪ u ɑ						
634-1	ɕ i						
1255-1	d̪ u k						
488-1	ɾ kʰ ɜ p						
1004-1	l̪ ɾ g u						
506-1	h ʊ s̪ i i k						
1488-1	kʰ o ŋ ɜ s̪						
1496-1	ŋ i s̪ u						
1073-1	ɾ kʰ ɑ						
1617-1	s̪ u						
1569-1	kʰ ɑ						
1593-1	kʰ ɑ ŋ						
1585-1	ŋ ɑ m						
759-1	t̪ʰ ɑ m p o						
1415-1	d̪ o ŋ						
1215-1	d̪ o k s̪ ʊ d o n̪ s̪						
422-1	l o s̪ o						
310-1	d̪ ɜ t̪ p o						
189-1	kʰ ɑ ŋ m ɑ						
25-1	ɕ ɑ s̪						
9-1	l̪ d̪ o k s̪						
57-1	t̪ʰ u k s̪						
17-1	s̪ k o m s̪						
709-2		kʰ o o					
522-2		ɜ ɾ d o ŋ					
514-2		m i q					
464-2		n̪ ɑ					
1020-2		z̪ r̪ ɜ ɜ s̪ u ɑ					
1355-2		s̪ o					
1464-2		l̪ tɕʰ ɑ					
302-2		b r̪ ɜ ŋ					
237-2		l̪ ŋ ɑ					
205-2		b r̪ ɜ p ɑ					
1089-2		ɾ ɜ d i ɑ					
804-2		kʰ ɜ ŋ m ɜ					
1263-2		d̪ ɜ x s̪ p ɑ					
286-2		ɾ u s̪ p ɑ					
717-2		s̪ ɾ i ŋ					
269-2		ɾ ɑ p					
1512-2		l̪ ɕ i n̪					
555-2		b b ɜ k p ɑ					
751-2		ŋ ɜ ŋ					
439-2		g o					
601-2		ɕ i ŋ					
320-2		b z̪ ɜ ŋ m ɑ					
1106-2		pʰ u					
693-2		h ɜ t̪ o ɑ ɑ					
221-2		s̪ t̪ ɑ r̪ e					
1199-2		d̪ ɑ p ɑ					
1424-2		s̪ k u p ɑ					
904-2		l dð o q					
1273-2		l̪ n̪ ɜ ɑ					
1323-2		s̪ z̪ ɜ i m ɜ					
1127-2		z̪ ɜ r̪ p ɑ					
1529-2		d̪ʲ u					
1175-2		ɾ z̪ ɜ m d o					
383-2		ɕ i ɑ					
820-2		ɾ o q					
1636-2		j u ŋ					
1331-2		ɑ ɾ d ŋ ɑ					
1097-2		l ɜ n̪					
1223-2		b ɜ ŋ ɑ					
592-2		m ɑ					
1290-2		d̪ u p ɑ					
669-2		z̪ ɛ ɾ					
1472-2		s̪ t̪ ɑ m i					
788-2		ȵ õ ŋ ɑ					
1191-2		ɾ ɜ l p ɑ					
626-2		m ɛ n̪ d o q					
844-2		ɑ m					
879-2		kʰ ɑ					
1151-2		pʰ r̪ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ z̪ ɛ ɜ m ɜ					
1480-2		j u ŋ					
653-2		g o p ɑ					
1081-2		d̪ o ŋ					
1448-2		p ɑ x ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		tθʰ i l					
610-2		ŋ ɑ					
350-2		t̪ʰ ɜ ŋ d o					
871-2		õ d ɑ					
734-2		ɾ ŋ ɑ					
431-2		kʰ i					
1298-2		ɜ ɜ ɑ ɑ					
929-2		t̪ʰ ɜ k i					
1315-2		d̪ ɑ x s̪ k ɜ n̪					
964-2		m i n̪ d ɜ p					
836-2		m i					
1644-2		b b u s̪ t̪ r̪ i ŋ					
547-2		ɑ t̪ ɑ					
1048-2		kʰ ɜ k ɑ					
1692-2		b õ n̪ o					
1306-2		pʰ u					
405-2		b õ ŋ o					
294-2		pʰ r̪ u					
661-2		b õ ŋ o					
413-2		ɕ ɜ n̪					
996-2		kʰ ɜ n̪					
1012-2		d̪ r̪ o b ɑ ɾ					
181-2		b i t̪ r̪ o q					
1660-2		t̪ʰ o n̪ d ɑ					
1440-2		d̪ i r̪ i ŋ					
1652-2		l o					
1037-2		ŋ i ŋ m ɑ					
677-2		ɜ ɜ x m o					
1561-2		z̪ ɛ r̪ p ɑ					
447-2		s̪ k ɜ m p o					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ t̪ d					
391-2		z̪ ɜ ŋ m o					
972-2		ȵ i m o ɑ					
531-2		t̪ʰ ɜ r̪ õ ŋ d					
253-2		d̪ o ŋ o					
1282-2		t̪ʰ u n̪ d ɑ					
812-2		j ɜ ŋ m o					
245-2		t̪ʰ u ɾ ɑ					
1609-2		k ɑ ɾ m o					
261-2		ŋ ɑ p o					
1143-2		m ɑ ɾ p o					
1065-2		kʰ i q					
1504-2		ŋ i s̪					
1432-2		s̪ u m					
634-2		ɕ i					
1255-2		d̪ r̪ u k					
488-2		b kʰ ɜ d					
1004-2		ɸ ɾ g u					
506-2		tɕ u s̪ i q					
1488-2		tɕ õ ŋ ɜ s̪					
1496-2		ŋ i n̪ u					
1073-2		l̪ kʰ ɑ					
1617-2		s̪ u					
1569-2		kʰ i					
1593-2		kʰ ɑ ɾ					
1585-2		ŋ ɑ m					
759-2		t̪ʰ ɑ p ŋ					
1415-2		d̪ o ŋ					
1215-2		t̪ʰ õ s̪ ɜ m õ q s̪					
422-2		ɜ õ s̪ o					
310-2		z̪ ɜ p o					
189-2		kʰ ɑ ŋ m ɑ					
25-2		ɕ ɑ s̪					
9-2		l̪ t̪ õ k s̪					
57-2		t̪ʰ u s̪					
17-2		s̪ k õ m s̪					
709-3			kʰ o o				
522-3			ɾ ɜ g d o ŋ				
514-3			m i g				
464-3			s̪ ŋ ɑ				
1020-3			s̪ r̪ ɜ ɜ s̪ u l				
1355-3			s̪ o				
1464-3			l̪ tɕʰ e				
302-3			pʰ r̪ ɜ ŋ				
237-3			l̪ t̪ m ɑ				
205-3			pʰ ɾ ɜ p p u				
1089-3			ɾ ɜ g d u l				
804-3			kʰ ɜ ŋ m ɑ				
1263-3			pʰ ɜ x s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ r̪ i ŋ				
269-3			pʰ r̪ ɜ p				
1512-3			l̪ ɕ i n̪				
555-3			β gʲ ɜ k p u				
751-3			ŋ ɜ ŋ				
439-3			s̪ kʰ o				
601-3			ɕ i ŋ				
320-3			pʰ gʲ ɜ l m u				
1106-3			pʰ u				
693-3			h ɜ t̪ o u ɑ				
221-3			s̪ t̪ ɜ u u				
1199-3			t̪ʰ ɜ g p ɑ				
1424-3			s̪ gʲ u t̪ p ɑ				
904-3			l̪ dð o p				
1273-3			s̪ r̪ ɜ m				
1323-3			s̪ k ɜ u m ɑ				
1127-3			z̪ ɑ ɾ m ɑ				
1529-3			kʰ u				
1175-3			ɾ s̪ ɜ m d o				
383-3			d̪ ɕ i u				
820-3			ɾ o q				
1636-3			pʰ r̪ u ŋ				
1331-3			u ɾ d m ɑ				
1097-3			ɾ ɜ m				
1223-3			b ɜ ŋ ɑ				
592-3			m o				
1290-3			d̪ u t̪ p ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ l m i				
788-3			ɾ o ŋ ɑ				
1191-3			ɾ ɜ l p ɑ				
626-3			m ɜ n̪ d o q				
844-3			ɑ m				
879-3			kʰ ɑ				
1151-3			pʰ ɾ ɜ s̪				
1119-3			ɑ j u				
365-3			s̪ r̪ ɛ ɜ m ɑ				
1480-3			j u ŋ				
653-3			z̪ gʲ o k p ɑ				
1081-3			kʰ o ŋ				
1448-3			kʰ ɑ l ɜ n̪				
1029-3			ɾ ɑ ɾ				
863-3			ɕ ɑ				
539-3			tθʰ i l				
610-3			ŋ ɑ				
350-3			b ɜ ŋ d o				
871-3			o ŋ m ɑ				
734-3			ɾ m ɑ				
431-3			kʰ i				
1298-3			o ɾ b u l				
929-3			t̪ʰ ɜ ŋ d u				
1315-3			t̪ʰ ɑ x s̪ k ɜ n̪				
964-3			m i n̪ d ɜ n̪ d				
836-3			m i				
1644-3			pʰ u s̪ t̪ r̪ i ŋ				
547-3			ɜ t̪ ɑ				
1048-3			k ɜ k ɑ				
1692-3			s̪ o m o				
1306-3			pʰ u				
405-3			s̪ o ŋ o				
294-3			pʰ u u				
661-3			s̪ o ŋ o				
413-3			ɕ ɜ p				
996-3			kʰ ɜ n̪				
1012-3			t̪ r̪ o b ɜ u				
181-3			pʰ i t̪ r̪ o p				
1660-3			gʲ u n̪ d u				
1440-3			d̪ i r̪ i ŋ				
1652-3			ɾ o				
1037-3			s̪ r̪ i ŋ m ɑ				
677-3			ɾ ɜ l m o				
1561-3			x ɕ ɛ r̪ m ɑ				
447-3			s̪ b ɜ m d o				
828-3			ɾ i ŋ m o				
1247-3			tɕ ɜ t̪ t̪				
391-3			pʰ r̪ ɜ n̪ m o				
972-3			ȵ i m o o				
531-3			t̪ʰ ɜ t̪ r̪ i ŋ d				
253-3			s̪ o m o				
1282-3			t̪ʰ ʊ n̪ d u				
812-3			j ɑ ŋ m o				
245-3			d̪ u ɾ u				
1609-3			k ɑ ɾ m o				
261-3			ŋ ĩ k p o				
1143-3			ɾ ɑ ɾ m o				
1065-3			kʰ i g				
1504-3			ŋ i s̪				
1432-3			x s̪ u m				
634-3			pʰ ɕ i				
1255-3			d̪ r̪ u k				
488-3			β kʰ ɜ p				
1004-3			ʊ ɾ g u				
506-3			tɕ u s̪ m u n̪				
1488-3			s̪ o ŋ ɜ s̪				
1496-3			ŋ i ɕ u				
1073-3			ɾ kʰ ɜ				
1617-3			s̪ u				
1569-3			kʰ i				
1593-3			kʰ ɑ ɾ				
1585-3			ŋ ɑ m				
759-3			t̪ʰ ɑ m d n̪				
1415-3			d̪ o ŋ				
1215-3			t̪ʰ o x s̪ u d o m s̪				
422-3			ɾ o ŋ s̪ o				
310-3			z̪ ɜ g m o				
189-3			kʰ ɑ ŋ m o				
25-3			ɕ u s̪				
9-3			l̪ d o k s̪				
57-3			t̪ʰ u ŋ s̪				
17-3			s̪ gʲ o m s̪				
709-4				kʰ o o			
522-4				ɜ t̪ d o ŋ			
514-4				m i k			
464-4				ŋ ɑ			
1020-4				s̪ r̪ ɜ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ tɕʰ ɑ			
302-4				t̪ r̪ ɑ ŋ			
237-4				l̪ t̪ ɑ ɑ			
205-4				b r̪ ɜ k p ɜ			
1089-4				h ɜ x d u l			
804-4				tɕʲ ɜ ŋ m ɑ			
1263-4				d̪ ɜ x s̪ p ɜ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ ŋ i ŋ			
269-4				t̪ ɑ q			
1512-4				l̪ i n̪			
555-4				b kʰ ɜ k p ɜ			
751-4				ŋ ɑ ŋ			
439-4				z̪ kʰ o			
601-4				ɕ i ŋ			
320-4				pʰ ɜ x m ɑ			
1106-4				p u p			
693-4				h ɜ t̪ o ŋ ɑ			
221-4				s̪ t̪ ɜ r̪ e			
1199-4				d̪ ɜ k p ɜ			
1424-4				s̪ k u d p ɜ			
904-4				l̪ dð o t̪			
1273-4				s̪ ɑ m			
1323-4				s̪ k ɜ r̪ m ɑ			
1127-4				z̪ ɜ r̪ ɸ ɑ			
1529-4				d̪ʲ u			
1175-4				l̪ ɜ m d o			
383-4				i l			
820-4				l̪ o k			
1636-4				r̪ u ŋ			
1331-4				ɑ ɾ m ɑ			
1097-4				j ɑ m			
1223-4				p ɑ ŋ ɑ			
592-4				m ɑ			
1290-4				d̪ u d p ɜ			
669-4				s̪ ɛ ɾ			
1472-4				s̪ t̪ ɜ k u			
788-4				m o ŋ ɑ			
1191-4				ȵ ɜ m p ɑ			
626-4				m i n̪ d o q			
844-4				ɑ ŋ			
879-4				d̪ ɑ			
1151-4				pʰ r̪ ɜ s̪			
1119-4				ɑ j u			
365-4				s̪ z̪ ɛ r̪ m ɑ			
1480-4				j u ŋ			
653-4				z̪ kʰ o k p ɜ			
1081-4				d̪ o ŋ			
1448-4				p ɑ ɣ ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɑ			
539-4				tθʰ u l			
610-4				ŋ ɑ			
350-4				t̪ʰ ɜ ŋ d o			
871-4				õ ŋ ɑ			
734-4				ɾ ɑ			
431-4				kʰ i			
1298-4				o p u l			
929-4				t̪ʰ ɜ ŋ k u			
1315-4				d̪ ɜ x s̪ k ɜ n̪			
964-4				m i n̪ t̪ ɜ n̪			
836-4				m i			
1644-4				pʰ u s̪ t̪ r̪ ʊ ŋ			
547-4				ɑ d̪ ɑ			
1048-4				k ɜ k ɜ			
1692-4				kʰ o ŋ o			
1306-4				u			
405-4				kʰ o ŋ o			
294-4				u			
661-4				kʰ o ŋ o			
413-4				ɕ ɑ q			
996-4				d̪ ɑ ŋ			
1012-4				d̪ r̪ ɜ p ɜ ɾ			
181-4				pʰ i t̪ r̪ o q			
1660-4				kʰ u n̪ d u			
1440-4				d̪ i r̪ i ŋ			
1652-4				ŋ o			
1037-4				s̪ ŋ i ŋ m ɑ			
677-4				l̪ ɜ x m o			
1561-4				z̪ ɜ r̪ ɸ ɑ			
447-4				s̪ k ɜ m p o			
828-4				ɾ i ŋ m o			
1247-4				h ɜ p t̪			
391-4				pʰ ɜ x m o			
972-4				ȵ i m o ɑ			
531-4				t̪ʰ ɜ x r̪ i ŋ			
253-4				o ŋ o			
1282-4				d̪ u n̪ d u			
812-4				j ɑ ŋ m o			
245-4				d̪ u ɾ			
1609-4				k ɜ r̪ o			
261-4				m ɜ x p o			
1143-4				m ɜ r̪ p o			
1065-4				kʰ i k			
1504-4				ŋ i s̪			
1432-4				s̪ u m			
634-4				i			
1255-4				d̪ r̪ u k			
488-4				b ɜ t̪			
1004-4				ɾ g u			
506-4				d̪ u s̪ u k			
1488-4				kʰ o ŋ ɑ s̪			
1496-4				ŋ i ɕ u			
1073-4				b ɜ			
1617-4				s̪ u			
1569-4				ɕ i			
1593-4				kʰ ɑ ɾ			
1585-4				ŋ ɑ m			
759-4				d̪ ɜ m k			
1415-4				d̪ o ŋ			
1215-4				d̪ o k ɜ t̪ o k s̪			
422-4				m o x s̪ o			
310-4				d̪ ɜ k p o			
189-4				tɕʲ ɜ ŋ m ɑ			
25-4				ɕ u s̪			
9-4				l̪ t̪ o k s̪			
57-4				t̪ʰ u ŋ s̪			
17-4				s̪ k o m s̪			
709-5					kʰ o o		
522-5					ɜ ɕ ɛ d o ŋ		
514-5					m ɪ		
464-5					ɜ ŋ ɑ		
1020-5					ɜ r̪ ɜ l s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕʰ ɑ		
302-5					p r̪ ɜ ŋ		
237-5					l̪ t̪ ɑ		
205-5					p r̪ ɜ ɸ ɜ		
1089-5					ɾ ɜ x d u l		
804-5					k ɜ ŋ m ɜ		
1263-5					pʰ ɜ x s̪ p ɑ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ r̪ ɑ ŋ		
269-5					ɕ ɜ k		
1512-5					l̪ ɕ ɪ n̪		
555-5					β kʰ ɜ k ɸ ɜ		
751-5					ŋ ɜ ŋ		
439-5					ɜ g o		
601-5					ɕ ɪ ŋ		
320-5					pʰ l ɜ x m u		
1106-5					b u		
693-5					h ɜ t̪ o ŋ ɑ		
221-5					s̪ t̪ ɜ ɾ u		
1199-5					d̪ ɑ k p ɜ		
1424-5					β k u t̪ p ɜ		
904-5					l̪ d o t̪		
1273-5					ɜ r̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕ ɜ r̪ ɸ ɜ		
1529-5					d̪ʲ u		
1175-5					ɾ t̪ʰ ɜ m d o		
383-5					x ɕ u l		
820-5					ɾ o q		
1636-5					x r̪ u ŋ		
1331-5					ɑ ɾ d l ɑ		
1097-5					j ɜ m		
1223-5					b ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					d̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɑ k s̪ u		
788-5					ɾ õ ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ ŋ		
879-5					d̪ ɑ		
1151-5					pʰ r̪ ɜ s̪		
1119-5					ɑ j u		
365-5					s̪ r̪ ɛ r̪ m õ		
1480-5					j u ŋ		
653-5					β kʰ o k p ɜ		
1081-5					d̪ o ŋ		
1448-5					p ɑ x ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɛ		
539-5					tθʰ u l		
610-5					ŋ ɑ		
350-5					p ɜ ŋ g o		
871-5					õ d ɑ		
734-5					ɾ ɣ ɑ		
431-5					kʰ ɑ		
1298-5					ɜ ɾ p u l		
929-5					t̪ʰ ɜ ŋ k e		
1315-5					t̪ʰ ɑ k s̪ k ɜ n̪		
964-5					m ɪ n̪ t̪ ɜ n̪ s̪		
836-5					m ɪ		
1644-5					pʰ u s̪ t̪ r̪ õ ŋ		
547-5					ɜ t̪ ɜ		
1048-5					k ɜ k ɑ		
1692-5					kʰ o n̪ o		
1306-5					p u		
405-5					b o ŋ o		
294-5					p u		
661-5					b o ŋ o		
413-5					ɕ ɜ k		
996-5					d̪ ɜ n̪		
1012-5					d̪ r̪ o p ɜ u		
181-5					p x ĩ t̪ r̪ õ		
1660-5					kʰ u n̪ d ɑ		
1440-5					d̪ ɪ r̪ u ŋ		
1652-5					ɾ o		
1037-5					s̪ r̪ ɑ ŋ m õ		
677-5					ɾ ɜ x m o		
1561-5					x ɕ ɛ r̪ ɸ ɜ		
447-5					s̪ k ɜ m ɸ o		
828-5					ɾ ɑ ŋ m o		
1247-5					tɕ ɜ t̪ t̪		
391-5					pʰ r̪ ɜ x m o		
972-5					ŋ ɪ m o u		
531-5					t̪ʰ ɜ t̪ r̪ õ ŋ		
253-5					d̪ õ ŋ o		
1282-5					d̪ u n̪ d u		
812-5					j ɑ ŋ m o		
245-5					d̪ u ɾ ɛ		
1609-5					k ɑ r̪ ɸ o		
261-5					ŋ ɑ k ɸ o		
1143-5					m ɑ r̪ ɸ o		
1065-5					kʰ ɪ k		
1504-5					ŋ ɪ s̪		
1432-5					x s̪ u m		
634-5					ɜ ɕ ɪ		
1255-5					d̪ r̪ u k		
488-5					β g ɜ t̪		
1004-5					ɛ ɾ g u		
506-5					tɕ u s̪ tɕ u k		
1488-5					kʰ o ŋ ɜ s̪		
1496-5					ŋ ɪ ɕ u		
1073-5					β g ɜ		
1617-5					s̪ u		
1569-5					tɕ ɪ		
1593-5					k ɑ ɾ		
1585-5					ŋ ɑ m		
759-5					d̪ ɑ m		
1415-5					d̪ o ŋ		
1215-5					gʲ o x s̪ ɑ t̪ o s̪		
422-5					ɾ õ x s̪ o		
310-5					d̪ ɜ x ɸ o		
189-5					kʰ ɑ ŋ m ɑ		
25-5					ɕ õ s̪		
9-5					l̪ t̪ o k s̪		
57-5					t̪ʰ u s̪		
17-5					s̪ k o m s̪		
709-6						kʰ o o	
522-6						ɜ ɾ o d o ŋ	
514-6						m o ŋ	
464-6						s̪ ŋ ɜ	
1020-6						b r̪ ɜ m s̪ u ɜ	
1355-6						s̪ o	
1464-6						l̪ tɕʰ ɜ	
302-6						b r̪ ɜ ŋ	
237-6						l̪ t̪ ŋ ɜ	
205-6						b r̪ ɜ s̪ p ɜ	
1089-6						ȵ ɜ k t̪ ɜ o	
804-6						kʰ ɜ ŋ m ɜ	
1263-6						pʰ ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ r̪ i ŋ	
269-6						b ɾ ɜ q	
1512-6						l̪ ɕ i n̪	
555-6						b kʰ ɜ k p ɜ	
751-6						ɾ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						pʰ ɜ x m ɜ	
1106-6						b u k s̪	
693-6						h ɜ t̪ o ɜ ɜ	
221-6						s̪ t̪ ɜ r̪ ɜ	
1199-6						d̪ ɜ k p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l̪ d o t̪	
1273-6						s̪ ŋ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						z̪ ɜ r̪ p ɜ	
1529-6						d̪ʲ u	
1175-6						ɾ z̪ ɜ m d o	
383-6						b ɕ u o	
820-6						l̪ o ŋ	
1636-6						p r̪ u ŋ	
1331-6						o ɾ d ɜ ɜ	
1097-6						ɾ ɜ m	
1223-6						kʰ ɜ ŋ ɜ	
592-6						m ɜ	
1290-6						d̪ u t̪ p ɜ	
669-6						ɾ s̪ ɛ ɾ	
1472-6						s̪ t̪ ɜ l s̪ i	
788-6						ɾ o ŋ ɜ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɛ n̪ d o q	
844-6						ɜ m	
879-6						ŋ ɜ	
1151-6						pʰ o ɜ s̪	
1119-6						ɑ o u	
365-6						s̪ o ɛ ɜ m ɜ	
1480-6						j u ŋ	
653-6						z̪ kʰ o k p ɜ	
1081-6						d̪ o ŋ	
1448-6						p ɜ ɣ ɜ n̪	
1029-6						m ɜ ɾ	
863-6						ɕ ɜ	
539-6						tθʰ i l	
610-6						ŋ ɜ	
350-6						b ɜ ŋ ŋ o	
871-6						o ŋ s̪ ɜ	
734-6						ɾ ŋ ɑ	
431-6						kʰ i	
1298-6						o ɾ p u l	
929-6						d̪ ɜ ŋ k i	
1315-6						d̪ ɜ k s̪ k ɜ n̪	
964-6						ȵ i n̪ t̪ ɜ ŋ s̪	
836-6						m i	
1644-6						pʰ b u s̪ t̪ r̪ i ŋ	
547-6						ɜ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						kʰ o ŋ o	
1306-6						p d̪ʲ u	
405-6						b o ŋ o	
294-6						p u	
661-6						b o ŋ o	
413-6						ɕ ɜ ŋ	
996-6						d̪ ɜ n̪	
1012-6						d̪ r̪ o p ɜ ɜ	
181-6						pʰ ɕ i t̪ r̪ o q	
1660-6						kʰ u n̪ d ɜ	
1440-6						d̪ i r̪ i ŋ	
1652-6						o o	
1037-6						s̪ ȵ i ŋ m ɜ	
677-6						ɾ ɜ x m o	
1561-6						ɕ ɛ r̪ f ɜ	
447-6						s̪ k ɜ m p o	
828-6						ȵ i ŋ m o	
1247-6						ɕ ɜ t̪ p ŋ t̪	
391-6						pʰ ɕ ɜ x m o	
972-6						ȵ i m o ɜ	
531-6						d̪ ɜ k r̪ i ŋ s̪	
253-6						ɕ o ŋ o	
1282-6						d̪ u n̪ d ɜ	
812-6						j ɑ ŋ m o	
245-6						d̪ u r̪ u	
1609-6						pʰ ɜ r̪ p o	
261-6						ŋ ɜ x p o	
1143-6						m ɜ r̪ p o	
1065-6						ɕ i ŋ	
1504-6						ɾ i s̪	
1432-6						s̪ u m	
634-6						ɕ s̪ i	
1255-6						d̪ r̪ u k	
488-6						b ɕ ɜ t̪	
1004-6						o ɾ g u	
506-6						tɕ u s̪ tɕ u ŋ	
1488-6						kʰ o ŋ ɜ s̪	
1496-6						ȵ i ŋ u	
1073-6						b g ɜ	
1617-6						s̪ u	
1569-6						d̪ i	
1593-6						g ɜ ɾ	
1585-6						ŋ ɜ m	
759-6						d̪ ɜ m p ŋ	
1415-6						d̪ o ŋ	
1215-6						gʲ o k ɜ ɛ d o ŋ s̪	
422-6						ȵ o ŋ s̪ o	
310-6						h ɜ k p o	
189-6						kʰ ɜ ŋ m ɜ	
25-6						ɕ u s̪	
9-6						l̪ d o k s̪	
57-6						d̪ u ŋ s̪	
17-6						s̪ k o m s̪	
709-7							k o o
522-7							r̪ ʊ n̪ d o ŋ
514-7							ŋ ɑ k
464-7							ɕ ŋ ɑ
1020-7							ɕ ȵ ɑ ɜ s̪ u ɑ
1355-7							kʰ o
1464-7							ɾ ɑ
302-7							ʈ ɑ ŋ
237-7							ɜ k ɑ
205-7							pʰ r̪ ɑ m p ɑ
1089-7							ɕ ɜ n̪ d o ɑ
804-7							h ɜ ŋ ɑ ɑ
1263-7							d̪ ɜ s̪ p ɑ
286-7							ɾ u s̪ p ɑ
717-7							s̪ i ŋ
269-7							pʰ r̪ ɑ
1512-7							ɾ s̪ i n̪
555-7							ɕ t̪ʰ ɜ k p ɑ
