COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
5319-1	ʂ ɿ ⁴²								
2797-1	k a ³⁵								
6991-1	tɕʰ i ⁴²								
3513-1	ʈʂ ɔ ²¹								
5205-1	tɕʰ ɯ ⁵⁵								
6109-1	tɕʰ u ⁵⁵								
2056-1	m ɔ ⁴²								
6099-1	k ɯ ²¹								
6119-1	p ɔ ⁴²								
1978-1	kʰ w ɛ ³³								
3973-1	tɕ i ⁵⁵								
2046-1	ɕ ɔ ³³								
5622-1	ɕ ɛ ⁵⁵								
648-1	tɕʰ ɛ ⁵⁵								
6789-1	p ɛ ⁴²								
618-1	x ɯ ⁴⁴								
2384-1	m ts a ³³								
1124-1	k a ³⁵								
1125-1	tɕ ɯ ⁴²								
4178-1	k u ³³								
1686-1	k a ³⁵								
1495-1	ʈʂ ɿ ⁴²								
4090-1	ɕ ɿ ⁵⁵								
4802-1	x ɛ ⁵⁵								
1764-1	tɕʰ ɿ ³³								
3270-1	m ɛ ³³								
1884-1	k ɛ ⁴²								
1203-1	k ɯ ³⁵								
6645-1	ɲ ɛ ⁵⁵								
608-1	k u ³³								
2889-1	tɕʰ i ⁵⁵								
5350-1	tɕʰ u ³¹								
6158-1	tɕʰ a ⁴⁴								
4306-1	ɕ ɔ ³¹								
4891-1	k u ²¹								
6436-1	k ɔ ³³								
6213-1	s ɿ ⁵⁵								
2320-1	ɕ i ⁴⁴								
5253-1	tɕʰ ɛ ⁴⁴								
5108-1	tɕʰ i ⁴⁴								
4100-1	tɕʰ ɯ ³³								
6018-1	tɕʰ ɿ ⁴²								
1352-1	ɲ ɯ ²¹								
4228-1	p ɛ ⁴⁴								
4247-1	tɕʰ i ⁵⁵								
75-1	tɕʰ ɿ ⁴²								
118-1	k w a ⁴²								
2866-1	m ɛ ³³								
64-1	kʰ ɔ ³³								
43-1	k ɔ ⁵⁵								
128-1	ɲ ɔ ³¹								
7023-1	n ɔ ³¹								
7012-1	n ɯ ⁵⁵								
4497-1	t ɛ ⁴²								
2928-1	tɕ i ⁵⁵								
148-1	x ɯ ⁴²								
1623-1	kʰ w a ³³								
2648-1	tʰ ɔ ⁵⁵								
2649-1	ɲ ɔ ⁵⁵								
6242-1	ɲ ɔ ⁵⁵								
3943-1	ɕ ɛ ³³								
1026-1	k ɛ ³⁵								
6404-1	k ɯ ⁵⁵								
585-1	ʈʂ ɔ ⁴⁴								
1731-1	ɲ a ⁴²								
5510-1	j ɔ ⁵⁵								
5360-1	kʰ ɛ ³³								
879-1	k u ⁵⁵								
880-1	ɲ ɛ ⁴⁴								
271-1	p i ²¹								
3565-1	ɕ i ⁴⁴								
3896-1	m ɯ ⁴⁴								
3897-1	tɕʰ ɿ ⁴²								
1816-1	ʈʂ ɔ ³¹								
3343-1	tɕ i ⁴⁴								
1864-1	ʂ ɿ ⁴²								
2026-1	m ts ɔ ²¹								
6223-1	x ɿ ⁵⁵								
6224-1	m ɛ ²¹								
337-1	ʈʂ ɛ ⁴⁴								
4295-1	k ɔ ²¹								
384-1	m i ³⁵								
385-1	ɕ ɔ ²¹								
869-1	k ɔ ²¹								
2745-1	s ɿ ³³								
4690-1	kʰ w a ⁵⁵								
4423-1	ʂ ɿ ³⁵								
5380-1	m ɿ ɛ ⁴²								
4436-1	tɕʰ ɿ ²¹								
2519-1	tɕʰ u ³³								
4975-1	m i ⁴⁴								
4548-1	j a ⁴²								
4397-1	p ɛ ²¹								
6203-1	tɕʰ i ³¹								
2689-1	t ɯ ²¹								
2599-1	t ɯ ²¹								
2600-1	m a ³⁵								
1913-1	kʲ ɿ ³³								
1914-1	kʰ w ɛ ³³								
1903-1	kʰ w ɛ ³³								
6336-1	tɕʰ i ⁴²								
473-1	u ²¹								
4065-1	k a ⁴²								
6554-1	j i ³⁵								
3114-1	ts o ⁴⁴								
4942-1	k ɛ ³⁵								
3615-1	pʰ j a ⁴⁴								
4197-1	k u ²¹								
4198-1	ɲ i ²¹								
1474-1	ɲ ɤ ³³								
6531-1	j ɯ ⁴⁴								
4954-1	tʰ u ³³								
4517-1	ʈʂ i ³³								
1173-1	j i ³⁵								
6365-1	kʰ w a ³⁵								
6730-1	kʲ i ³¹								
6380-1	tɕʰ i ⁵⁵								
924-1	m ɔ ³⁵								
752-1	tɕ i ²¹								
4316-1	pʰ i ²¹								
5181-1	ɛ ²¹								
5785-1	pʰ u ³¹								
4770-1	pʰ ɔ ²¹								
2755-1	pʰ ɔ ³¹								
1298-1	x ɛ ⁵⁵								
784-1	tɕʰ a ⁵⁵								
3596-1	t ɯ ⁴²								
1799-1	kʲ i ³¹								
5007-1	p i ³⁵								
5465-1	ʂ o ⁵⁵								
170-1	ʈʂ o ³³								
3150-1	t a ³⁵								
3780-1	pʰ w ɛ ⁴²								
1706-1	tɕ i ⁵⁵								
403-1	p ɯ ²¹								
5329-1	k ɛ ⁴²								
1103-1	ʈʂ ɛ ⁴²								
1113-1	s ɿ ²¹								
232-1	tɕʰ i ⁵⁵								
5925-1	ʈʂ ɯ ³⁵								
5926-1	tɕʰ i ⁴²								
5723-1	p a ⁴²								
3064-1	tɕʰ u ⁴²								
3065-1	k ɯ ³⁵								
3793-1	k ɛ ⁴²								
4409-1	ɤ ⁴⁴								
720-1	ɕ ɛ ⁵⁵								
721-1	tɕʰ ɛ ⁴⁴								
2266-1	kʰ ɛ ⁴⁴								
5743-1	k u ²¹								
2124-1	x ɛ ³³								
6947-1	t ɔ ²¹								
5448-1	tɕʰ i ⁵⁵								
4016-1	m j ɛ ³⁵								
5429-1	m ɛ ⁵⁵								
5813-1	tɕʰ i ⁴⁴								
3813-1	tɕʰ e ⁴²								
3009-1	p ɯ ²¹								
4988-1	x ɯ ⁴²								
1153-1	m ɯ ³⁵								
530-1	x ɯ ⁵⁵								
1854-1	j ɯ ⁴⁴								
4812-1	x ɯ ⁴²								
3355-1	p i ⁴⁴								
6426-1	tɕʰ ɔ ⁴⁴								
5027-1	s a ⁴⁴								
4707-1	m k a ³⁵								
3139-1	k ɤ ²¹								
6595-1	p ɛ ⁴⁴								
5243-1	k ɛ ⁴²								
5274-1	tɕʰ ɛ ³³								
6578-1	ɕ ɛ ⁵⁵								
1612-1	tɕʰ ɿ ⁵⁵								
3183-1	tɕʰ ɔ ⁴²								
4559-1	tɕʰ ɔ ⁴²								
4718-1	x u ⁵⁵								
2036-1	j ɛ ⁴²								
3853-1	m i ⁵⁵								
3854-1	kʰ a ⁴⁴								
4275-1	kʰ a ⁴⁴								
6961-1	j ɛ ⁴²								
5651-1	ʈʂ o ⁴²								
5682-1	tɕʰ u ³³								
5118-1	tɕʰ e ³⁵								
1411-1	tɕʰ a ³³								
4507-1	ʈʂ o ³³								
4824-1	s ɿ ³⁵								
3246-1	n a ²¹								
317-1	pʰ j ɛ ⁴⁴								
2215-1	m ɯ ²¹								
2016-1	k ɛ ³⁵								
2155-1	tɕʰ ɛ ³⁵								
3575-1	k ɔ ²¹								
3434-1	x a ³⁵								
3168-1	ɕ ɛ ³³								
2291-1	pʰ ɛ ³³								
6148-1	ɲ i ³³								
5058-1	kʰ w a ⁴²								
6271-1	pʰ j a ⁴⁴								
1483-1	ɲ i ⁴⁴								
5370-1	tɕʰ ɛ ⁴²								
3684-1	t ɛ ⁴⁴								
3685-1	f ɛ ⁴⁴								
3664-1	ɤ ³³								
440-1	p ɛ ³¹								
5167-1	j u ²¹								
6282-1	ɲ i ⁴⁴								
1380-1	ʂ o ²¹								
3585-1	p i ²¹								
6992-1	ɲ i ⁴⁴								
5623-1	tɕʰ ɔ ³³								
1519-1	ɲ i ⁴⁴								
3385-1	tɕʰ ɛ ⁵⁵								
2718-1	ʈʂ o ³³								
6300-1	m ɛ ⁵⁵								
1496-1	ɲ i ⁴⁴								
5128-1	j i ²¹								
1885-1	t o ⁴²								
3873-1	k ɛ ⁵⁵								
996-1	pʰ i ⁵⁵								
997-1	j i ⁴⁴								
1570-1	n a ²¹								
5475-1	ɕ ɿ a ⁵⁵								
5017-1	tɕʰ ɔ ³¹								
2330-1	ɕ ɔ ³⁵								
6252-1	s ɔ ³⁵								
6253-1	tɕʰ u ²¹								
4216-1	j i ⁴⁴								
1874-1	pʰ j a ⁴⁴								
4227-1	a ³¹								
4246-1	a ³¹								
6028-1	a ³¹								
95-1	ɲ i ²¹								
22-1	p ɛ ²¹								
33-1	t ɯ ²¹								
6678-1	ɕ a ⁵⁵								
6688-1	m a ⁵⁵								
4004-1	ɲ ɯ ⁵⁵								
7033-1	n i ⁵⁵								
5149-1	j ɔ ²¹								
2929-1	ɕ u ³³								
5299-1	ɕ ɿ ⁵⁵								
160-1	tɕʰ ɛ ⁴²								
3824-1	ɕ a ³⁵								
6858-1	p i ³⁵								
5511-1	tɕʰ i ⁴²								
518-1	ɛ ⁵⁵								
3486-1	ɕ ɔ ⁵⁵								
3488-1	k e ³⁵								
497-1	s ɿ ⁴⁴								
2236-1	s i ²¹								
2979-1	tɕʰ ɔ ²¹								
6874-1	ɲ i ⁴²								
2856-1	k o ⁴²								
5947-1	t ɛ ³⁵								
6355-1	ʈʂ ɯ ³¹								
6841-1	tɕʰ ɯ ³³								
5966-1	p i ²¹								
5967-1	tʰ ɯ ⁵⁵								
2575-1	tɕʰ ɿ ³³								
4435-1	tɕʰ a ⁴⁴								
5194-1	ɲ ɛ ²¹								
2248-1	k ɔ ⁴²								
3954-1	tɕʰ u ³³								
3955-1	k f ɛ ⁵⁵								
2067-1	t ɯ ⁴²								
2095-1	t ɯ ²¹								
564-1	ɤ ⁴⁴								
3112-1	kʰ w ɛ ³¹								
3113-1	t ɯ ²¹								
702-1	t ɯ ⁴²								
5878-1	n ɔ ²¹								
196-1	p ɔ ⁴⁴								
3234-1	k ɔ ²¹								
2502-1	tɕʰ e ⁴⁴								
6821-1	v ɤ ³³								
4620-1	p ɯ ³³								
5612-1	u ³¹								
6729-1	ɕ u ⁵⁵								
6379-1	s ɿ ⁴⁴								
3721-1	tɕ i ³¹								
1299-1	ɕ ɿ ³¹								
6506-1	j ɯ ²¹								
5829-1	j i ⁴⁴								
5830-1	pʰ i ³¹								
1286-1	tɕ ɯ ⁴²								
822-1	ts w a ⁴²								
859-1	tʰ ɤ ⁴²								
3211-1	tʰ ɯ ⁵⁵								
3472-1	ʂ j ɔ ³³								
3794-1	ɕ i ⁴²								
3703-1	v o ³³								
3523-1	a ³³								
5076-1	k e ⁴²								
5341-1	tɕʰ u ⁵⁵								
1666-1	t o ³³								
1015-1	ʈʂ ɔ ⁴²								
5567-1	ɕ i ⁵⁵								
2989-1	k ɯ ³¹								
3182-1	ʈʂ ɿ ⁵⁵								
4678-1	m a ²¹								
913-1	tɕʰ u ⁵⁵								
5390-1	tɕʰ ɿ ²¹								
5138-1	kʲ ɛ ³¹								
3375-1	k e ⁴²								
2728-1	t a ⁴²								
5057-1	s ɿ ²¹								
6457-1	ʈʂ ɔ ³³								
374-1	pʰ j a ⁴²								
1518-1	ts ɔ ³³								
2638-1	ɲ ɛ ⁴²								
6301-1	j i ⁴⁴								
2529-1	l ɛ ⁴⁴								
327-1	x e ⁴⁴								
5898-1	k a ³⁵								
4111-1	t ɯ ⁴²								
1580-1	tɕʰ ɯ ³¹								
3301-1	p ɛ ⁴²								
85-1	kʲ i ³³								
2679-1	tɕʰ ɔ ³¹								
6088-1	ɔ ⁵⁵								
2807-1	ɯ ³¹								
5148-1	ts ɿ ⁵⁵								
6769-1	a ⁵⁵								
2144-1	t ɯ ²¹								
5298-1	kʰ j a ⁵⁵								
5263-2		sʰ ɯ ⁵⁵							
452-2		t ɯ ²¹							
4342-2		t ɯ ²¹							
4344-2		tɕ ɯ ³³							
5487-2		t ɯ ²¹							
1401-2		pʰ ou ³¹							
6496-2		tɕ ɯ ³¹							
1064-2		m ɯ ³⁵							
1065-2		ts i ³¹							
6617-2		t ɯ ²¹							
4367-2		t ɯ ²¹							
4378-2		sʰ ou ⁵⁵							
4379-2		m ɯ ⁵⁵							
3984-2		sʰ ɯ ³³							
5086-2		ts ɔ̃ ³³							
3333-2		sʰ ou ⁴⁴							
2226-2		m w ou ³⁵							
2373-2		k w ɯ ³⁵							
2363-2		sʰ ou ⁵⁵							
672-2		tɕ i ⁵⁵							
673-2		k ɯ ³¹							
2690-2		p ɯ ²¹							
6337-2		p ɯ ⁴⁴							
6319-2		ts ɯ ⁴²							
2617-2		sʰ ɯ ³³							
2066-2		sʰ ɯ ³³							
2094-2		sʰ ɯ ³³							
2096-2		k ou ⁴⁴							
798-2		p ɯ ³¹							
6668-2		sʰ ɯ ³³							
4028-2		t ou ⁴⁴							
6555-2		k u a ³⁵							
2281-2		k ou ⁴⁴							
701-2		k u a ³⁵							
628-2		sʰ ɯ a ⁴⁴							
3096-2		ts i ³³							
3021-2		ts ou ²¹							
2708-2		sʰ ɯ ⁵⁵							
3462-2		k ɯ ⁵⁵							
1932-2		sʰ ɯ ³³							
6469-2		sʰ ɯ ²¹							
4454-2		j ɯ ²¹							
4455-2		k ɯ ⁵⁵							
6926-2		m ɯ ³³							
6927-2		j ɯ ²¹							
3916-2		m ou ³³							
6822-2		t j ɯ ²¹							
5417-2		ts i ³³							
1959-2		sʰ ɯ ³¹							
1960-2		t ɯ ³⁵							
2899-2		sʰ ɔu ²¹							
3651-2		ts i ³³							
811-2		k ɯ ²¹							
1633-2		m ɯ ³¹							
1775-2		k ɯ ²¹							
5801-2		k w ɛ ⁴²							
4769-2		m ɯ ³¹							
3720-2		k ɯ ⁵⁵							
6446-2		m ɯ ³³							
1255-2		pʰ ɯ ³¹							
3595-2		j ɯ ⁴⁴							
1600-2		p ɯ ³¹							
242-2		ts i ⁵⁵							
3739-2		k ɯ ²¹							
5984-2		ts ou ²¹							
838-2		sʰ ɔu ⁵⁵							
839-2		t ou ²¹							
3149-2		j ɯ ³⁵							
2829-2		ts ɯ ²¹							
4602-2		tɕ i ³⁵							
5225-2		m ɯ ²¹							
3933-2		sʰ ɯ ⁴²							
5763-2		ts ou ⁴²							
2134-2		sʰ ɯ ⁵⁵							
5724-2		t ɯ ³⁵							
5704-2		ts ou ⁴²							
5705-2		kʰ w ɯ ³⁵							
5037-2		tɕ i ²¹							
5038-2		t ou ³⁵							
4332-2		ts i ³³							
5447-2		tɕ ou ³¹							
3702-2		sʰ ɯ ³¹							
1549-2		sʰ ɯ ²¹							
2394-2		k ɯ ³³							
1-2		m ɯ ⁴²							
2947-2		t ɯ ²¹							
4653-2		k w ɯ ⁴²							
4989-2		k w ɛ ⁴²							
3749-2		ɯ ou ⁴⁴							
3452-2		tɕ ou ⁵⁵							
598-2		m ou ⁴⁴							
638-2		pʰ ɯ ³¹							
2819-2		p ou ³¹							
4477-2		kʰ ɯ a ³⁵							
4487-2		ts ɯ ⁴²							
4666-2		tɕ i ³³							
5661-2		t ɯ ⁴²							
4923-2		ts ou ⁴²							
4913-2		k ɯ ²¹							
1143-2		m ou ⁴⁴							
4864-2		sʰ ou ⁵⁵							
3184-2		sʰ ɯ ³³							
4591-2		ts ou ⁴²							
1431-2		sʰ ou ⁴⁴							
3323-2		k ɯ ³¹							
6709-2		ts ɯ ⁵⁵							
903-2		m ɯ ⁴²							
5098-2		k ɯ ²¹							
5994-2		k ɯ ⁵⁵							
6971-2		sʰ ɯ a ⁴⁴							
763-2		ts ɯ ³⁵							
691-2		sʰ ɯ a ⁴⁴							
1083-2		t w ɯ ⁴²							
1421-2		k w ɛ ⁴²							
6699-2		t ɯ ⁴²							
2628-2		sʰ ou ⁵⁵							
1696-2		sʰ ɔu ³¹							
6179-2		k ɯ ³⁵							
6180-2		ts i ⁵⁵							
6658-2		sʰ ou ³³							
1231-2		sʰ ɯ ³¹							
4265-2		ɯ ⁵⁵							
2787-2		ts ou ²¹							
3247-2		ts i ⁵⁵							
252-2		t ɯ ⁴²							
6004-2		k ɯ ³¹							
4728-2		sʰ a ³⁵							
3843-2		sʰ ɯ a ⁴⁴							
4965-2		ts ou ²¹							
5641-2		t a ³¹							
3280-2		sʰ ɔu ³¹							
1390-2		k ou ³⁵							
2156-2		sʰ ɯ a ⁴⁴							
3433-2		sʰ ɯ ³¹							
552-2		sʰ ɯ ³¹							
4845-2		tɕ i ³¹							
4846-2		t ɯ ⁴⁴							
2292-2		m ɯ ³¹							
6635-2		ŋ j ou ⁴⁴							
3994-2		t ɯ ⁴⁴							
3031-2		ts ou ³³							
6078-2		ts ɯ ³³							
1644-2		t ɯ ³⁵							
2435-2		j ɯ ⁵⁵							
1676-2		sʰ ɯ a ⁴²							
6281-2		k ɯ ³⁵							
5915-2		tɕ ou ⁵⁵							
1560-2		sʰ ɯ ³³							
575-2		t ɔu ⁴²							
5319-2		sʰ ɯ ³¹							
2797-2		k ɯ ⁵⁵							
6991-2		ts ɯ ²¹							
3513-2		ts ou ²¹							
5205-2		tɕ ɯ ³⁵							
6109-2		tɕ ou ⁵⁵							
2056-2		m ɔu ⁴²							
6099-2		tɕ ɯ ³¹							
6119-2		p ɯ ³¹							
1978-2		t w ɯ ³³							
3973-2		tɕ i ³⁵							
2046-2		sʰ ou ³³							
5622-2		ɕʰ ɯ ⁵⁵							
648-2		tɕ ɯ ⁵⁵							
6789-2		p ɯ ⁴²							
618-2		sʰ ɯ ⁴⁴							
2384-2		m a ³³							
1124-2		k ɯ ⁵⁵							
1125-2		tɕ ɯ ⁴²							
4178-2		k ɯ ³³							
1686-2		k ɯ ⁵⁵							
1495-2		ts i ³³							
4090-2		sʰ ɯ ⁵⁵							
4802-2		sʰ ɯ ⁵⁵							
1764-2		tɕ ou ³³							
3270-2		m ɯ ³³							
1884-2		k ɯ ⁴²							
1203-2		tɕ ɯ ³⁵							
6645-2		ɯ ɯ ⁵⁵							
608-2		tʰ ɯ ³³							
2889-2		tɕ i ⁵⁵							
5350-2		tɕ ou ³¹							
6158-2		k ou ⁴⁴							
4306-2		sʰ ɯ ³¹							
4891-2		k ou ²¹							
6436-2		k ou ³³							
6213-2		sʰ ɯ ⁵⁵							
2320-2		sʰ ɯ ⁴⁴							
5253-2		f ɤ ⁴⁴							
5108-2		tɕ i ⁴⁴							
4100-2		tɕ ɯ ³³							
6018-2		ts ɯ ⁴²							
1352-2		m ɯ ²¹							
4228-2		p ɯ ⁴⁴							
4247-2		tɕ i ⁵⁵							
75-2		ts i ³³							
118-2		k u a ³⁵							
2866-2		m ɯ ³³							
64-2		kʰ w ɔu ³⁵							
43-2		k ou ⁵⁵							
128-2		m ɔu ³¹							
7023-2		m ɔu ³¹							
7012-2		n a ⁵⁵							
4497-2		t ɯ ⁴²							
2928-2		tɕ i ³⁵							
148-2		sʰ ɯ ³³							
1623-2		kʰ w ɯ ³⁵							
2648-2		t ɔu ³¹							
2649-2		m ou ⁴⁴							
6242-2		m ɯ ²¹							
3943-2		sʰ ɔ̃ ³³							
1026-2		k ɯ ³¹							
6404-2		tɕ ɯ ³¹							
585-2		ts ou ³⁵							
1731-2		ɯ a ⁴²							
5510-2		m ou ³⁵							
5360-2		k ɯ ³³							
879-2		k ou ³⁵							
880-2		m ɯ ⁴⁴							
271-2		p ɯ ³¹							
3565-2		sʰ ɯ ⁴⁴							
3896-2		m ou ⁴⁴							
3897-2		ts i ³³							
1816-2		ts ɔ̃ ²¹							
3343-2		tɕ i ⁴²							
1864-2		sʰ ɯ ⁴²							
2026-2		m a ²¹							
6223-2		sʰ ɯ ⁵⁵							
6224-2		m ɯ ²¹							
337-2		ts ou ⁴⁴							
4295-2		k w ɯ ³⁵							
384-2		m ɯ ³⁵							
385-2		sʰ ou ²¹							
869-2		k ɯ ²¹							
2745-2		sʰ ɯ ⁵⁵							
4690-2		k w a ³⁵							
4423-2		sʰ ɯ ⁵⁵							
5380-2		sʰ ẽ ɔ̃ ⁴⁴							
4436-2		ts ou ²¹							
2519-2		tɕ i ³³							
4975-2		m ɯ ³⁵							
4548-2		w ɔ̃u ⁴²							
4397-2		p ɯ ²¹							
6203-2		tɕ i ³¹							
2689-2		t ɯ ²¹							
1913-2		tɕ ou ³³							
1914-2		ŋ w ɛ ³⁵							
1903-2		ŋ w ɛ ³⁵							
6336-2		ts ɿ ³³							
473-2		ɔ̃u ²¹							
6554-2		j i ³⁵							
3114-2		t ɯ ⁴⁴							
4942-2		k ɯ ²¹							
3615-2		pʰ j ɔ̃u ⁴⁴							
4197-2		k ɯ ³³							
4198-2		j ĩ ²¹							
1474-2		j ɯ ³³							
6531-2		j ɯ ⁴⁴							
4954-2		t ɯ ³³							
4517-2		ts ou ³¹							
1173-2		j i ³⁵							
6365-2		k w a ³⁵							
6730-2		tɕ i ³¹							
6380-2		ts i ³⁵							
924-2		m ɔu ³³							
752-2		tɕ i ²¹							
4316-2		p ɯ ³¹							
5181-2		n ɯ ²¹							
5785-2		pʰ ɯ ³¹							
4770-2		p ɯ ³¹							
2755-2		pʰ ɔ̃u ³⁵							
1298-2		ɯ ⁵⁵							
784-2		tɕ a ⁵⁵							
3596-2		t ɯ ²¹							
1799-2		tɕ i ³¹							
5007-2		p ɯ ⁵⁵							
5465-2		sʰ ou ⁵⁵							
170-2		ts ou ³³							
3150-2		t ɯ ³⁵							
3780-2		ŋ w ɛ ⁴²							
403-2		p ɯ ³¹							
5329-2		k ɯ ⁴²							
1103-2		ts w ou ³¹							
1113-2		sʰ ɯ ²¹							
232-2		tɕ i ⁵⁵							
5925-2		ts ou ³⁵							
5926-2		tɕ i ³³							
5723-2		p ɯ ⁴²							
3064-2		tɕ ɔ̃u ⁴²							
3065-2		tɕ ɯ ³⁵							
3793-2		k ɯ ⁴²							
1215-2		s ɯ ⁵⁵							
4409-2		f ɤ ⁴⁴							
720-2		sʰ ɯ ³⁵							
721-2		sʰ w ɛ ⁴⁴							
2266-2		k ɛ ⁴⁴							
5743-2		k ɯ ²¹							
2124-2		ŋ w ɛ ³³							
6947-2		t ou ²¹							
5448-2		tɕ i ⁵⁵							
4016-2		m j ɛ ³⁵							
5429-2		m ɯ ³¹							
5813-2		tɕ i ⁴⁴							
2949-2		m ɯ ³¹							
3813-2		tɕ i ²¹							
3009-2		p ɯ ²¹							
4988-2		sʰ ɯ ⁴²							
1153-2		m ɯ ³⁵							
530-2		sʰ ɯ ³⁵							
