COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
820-3			l o q				
1636-3			t̪ s̪ u ŋ				
1331-3			ŋ ɾ g p o				
1097-3			l ɑ s̪				
1223-3			tɕ o ŋ o				
592-3			ʑ ɜ				
1290-3			ts̪ u t̪ p o				
669-3			s̪ u ɾ				
1472-3			s̪ t̪ ɜ k s̪ o				
788-3			l o ŋ o				
1191-3			n̪ ɜ m p o				
626-3			m ɜ n̪ d o q				
844-3			ɑ s̪				
879-3			tɕ ɑ				
1151-3			pʰ u u s̪				
1119-3			ɑ r̪ u				
365-3			s̪ ȵ ɜ m o				
1480-3			j ɑ ŋ				
653-3			s̪ k ɜ b p o				
1081-3			kʰ o ŋ				
1448-3			tɕ ɜ t̪ ɜ ŋ				
1029-3			m ɑ ɾ				
863-3			ɕ i				
539-3			tθʰ o ŋ				
610-3			ŋ ɑ				
350-3			tɕ ɜ d o				
871-3			o ŋ g o				
734-3			ɾ ɣ u				
431-3			tɕ o				
1298-3			ɪ ŋ l b o ɾ				
929-3			ts̪ ɜ m b o				
1315-3			t̪ʰ o x s̪ k ɜ ŋ				
964-3			m ĩ n̪ b o ŋ s̪				
836-3			tɕ i				
1644-3			pʰ u s̪ t̪ r̪ i ŋ				
547-3			ɜ tθʰ ɜ				
1048-3			k o k o				
1692-3			tɕ o ŋ o				
1306-3			b kʰ u				
405-3			b o ŋ o				
709-4				kʰ o o			
522-4				h ŋ t̪ d o ŋ			
514-4				tɕ i k			
464-4				s̪ ŋ ɑ			
1020-4				s̪ ȵ ɑ m s̪ o ɾ			
1355-4				s̪ o			
1464-4				l̪ tɕʰ i			
302-4				t̪ r̪ ɜ ŋ			
237-4				l̪ dð ɣ o			
205-4				t̪ n̪ ɜ q p o			
1089-4				ŋ ɜ q p o ŋ			
804-4				g ɑ ŋ m o			
1263-4				d̪ u x s̪ p o			
286-4				ȵ u n̪ p o			
717-4				s̪ ȵ ɑ ŋ			
269-4				t̪ ʑ ɜ q			
1512-4				s̪ tɕ i ŋ			
555-4				b tɕʰ ɜ k p o			
751-4				ŋ ɑ ŋ			
439-4				s̪ kʰ o			
601-4				tɕ o s̪			
320-4				ʐ ɜ x m o			
1106-4				t̪ʰ u k s̪			
693-4				ŋ ɜ p o ŋ o			
221-4				s̪ k u m e			
1199-4				t̪ʰ ɑ q p o			
1424-4				s̪ k ɜ p p e			
904-4				l̪ tθʰ o t̪			
1273-4				s̪ ȵ ɑ m			
1323-4				s̪ k ɜ m m o			
1127-4				k ɜ r̪ ɸ o			
1529-4				s̪ u			
1175-4				s̪ k ɜ m d o			
383-4				s̪ u m			
820-4				l o k			
1636-4				t̪ j u ŋ			
1331-4				ŋ ɾ g ŋ o			
1097-4				n̪ ɑ m			
1223-4				tɕ o ŋ o			
592-4				ŋ ɑ			
1290-4				d̪ u q p e			
669-4				s̪ u ɾ			
1472-4				s̪ t̪ ɜ k s̪ o			
788-4				l o ŋ o			
1191-4				n̪ ɜ m p o			
626-4				m ɑ n̪ d o q			
844-4				ɑ m			
879-4				tɕ o			
1151-4				u i s̪			
1119-4				ɑ l u			
365-4				s̪ z̪ ɜ ŋ m o			
1480-4				j ɑ ŋ			
653-4				s̪ k o k p o			
1081-4				kʰ o ŋ			
1448-4				tɕ ɑ d o ŋ			
1029-4				m ɑ ɾ			
863-4				ɕ o			
539-4				tθʰ i ŋ			
610-4				ŋ ɑ			
350-4				b ɜ ŋ d o			
871-4				o ŋ m o			
734-4				ɾ ɣ u			
431-4				tɕ o			
1298-4				ɜ ŋ p p o ɾ			
929-4				ts̪ ɜ n̪ tθ o			
1315-4				t̪ʰ o x s̪ p ɜ ŋ			
964-4				m ʊ n̪ p e ŋ			
836-4				ŋ i			
1644-4				f tɕ u s̪ t̪ r̪ i ŋ			
547-4				ɜ gʲ ɑ			
1048-4				k ɜ k ɜ			
1692-4				tɕ o ŋ o			
1306-4				p l̥ u			
405-4				b o ŋ o			
709-5					kʰ o o		
522-5					h ȵ ŋ d o ŋ		
514-5					tɕ i k		
464-5					s̪ ŋ ɑ		
1020-5					s̪ n̪ ɑ m s̪ o ɾ		
1355-5					s̪ o		
1464-5					l̪ tɕʰ i		
302-5					p r̪ ɜ ŋ		
237-5					l̪ ɜ ɣ ɜ		
205-5					t̪ n̪ ɜ q p o		
1089-5					n̪ ɜ q p o ŋ		
804-5					g ɑ ŋ m o		
1263-5					ts̪ o k s̪ p o		
286-5					ȵ u n̪ p o		
717-5					s̪ ȵ̊ i ŋ		
269-5					t̪ ʑ ɜ q		
1512-5					l̪ tɕ i ŋ		
555-5					β gʲ ɜ k p o		
751-5					n̪ ɑ ŋ		
439-5					s̪ kʰ o		
601-5					tɕ o s̪		
320-5					pʰ l ɜ x m o		
1106-5					t̪ʰ u k s̪		
693-5					ȵ ɜ k o ŋ o		
221-5					s̪ k u m ɜ		
1199-5					t̪ʰ ɑ q p o		
1424-5					s̪ k u p o		
904-5					l̪ tθʰ o t̪		
1273-5					s̪ n̪ ɑ m		
1323-5					s̪ k ɜ m m o		
1127-5					tɕʰ ɑ r̪ ɸ o		
1529-5					s̪ u		
1175-5					s̪ k ɑ m ɸ o		
383-5					x s̪ u s̪		
820-5					l o k		
1636-5					t̪ j u ŋ		
1331-5					ɛ ɾ g ŋ ɜ		
1097-5					n̪ ɑ m		
1223-5					tɕ o ŋ o		
592-5					ŋ ɑ		
1290-5					d̪ u q p o		
669-5					x s̪ u ɾ		
1472-5					s̪ t̪ o k s̪ o		
788-5					l o ŋ o		
1191-5					n̪ ɜ m p ɜ		
626-5					m ɑ n̪ d o q		
844-5					ɑ m		
879-5					tɕ i		
1151-5					p u u s̪		
1119-5					ɑ l u		
365-5					s̪ ȵ̊ ɑ r̪ m ɜ		
1480-5					j ɑ ŋ		
653-5					s̪ k ɑ k p o		
1081-5					kʰ o ŋ		
1448-5					tɕ o t̪ ɜ ŋ		
1029-5					m ɑ ɾ		
863-5					ʑ o		
539-5					tθʰ i ŋ		
610-5					ŋ ɑ		
350-5					tɕ ɑ ŋ d o		
871-5					ɑ ŋ m o		
734-5					ɾ ɣ u		
431-5					tɕ o		
1298-5					i ȵ p b o ɾ		
929-5					ts̪ ɑ n̪ tθ o		
1315-5					ts̪ o x s̪ k ɜ ŋ		
964-5					m u n̪ t̪ ɜ ŋ		
836-5					ŋ i		
1644-5					pʰ tɕ u s̪ t̪ r̪ i ŋ		
547-5					ɜ gʲ ɜ		
1048-5					k ɜ p ɜ		
1692-5					tɕ o ŋ o		
1306-5					p l̥ u		
405-5					b o ŋ o		
709-6						kʰ o o	
522-6						h ȵ s̪ t̪ o ŋ	
514-6						tɕ i k	
464-6						s̪ ŋ ɜ	
1020-6						s̪ ȵ ɜ m s̪ o ɾ	
1355-6						s̪ o	
1464-6						l̪ tɕʰ i	
302-6						t̪ r̪ ɜ ŋ	
237-6						l̪ t̪ ɣ ɜ	
205-6						t̪ n̪ ɜ q p o	
1089-6						n̪ ɜ q p o ŋ	
804-6						g ɑ ŋ m o	
1263-6						d̪ o x s̪ p ɜ	
286-6						ɾ u n̪ p o	
717-6						s̪ ȵ ɑ ŋ	
269-6						t̪ ʑ ɜ k	
1512-6						s̪ tɕ i ŋ	
555-6						b gʲ ɜ k p o	
751-6						n̪ ɜ ŋ	
439-6						s̪ g o	
601-6						tɕ o s̪	
320-6						pʰ ɖʐ ɜ x m o	
1106-6						t̪ʰ u k s̪	
693-6						h ɜ t̪ o ɾ o	
221-6						s̪ k u ɾ e	
1199-6						t̪ʰ ɜ q p o	
1424-6						s̪ k u s̪ p o	
904-6						l̪ tθʰ o t̪	
1273-6						s̪ ȵ ɜ m	
1323-6						s̪ k ɜ m m o	
1127-6						k ɜ r̪ ɸ o	
1529-6						s̪ u	
1175-6						s̪ k ɑ m d o	
383-6						s̪ u m	
820-6						l o k	
1636-6						s̪ u ŋ	
1331-6						ɾ g ŋ o	
1097-6						n̪ o m	
1223-6						tɕ o ŋ o	
592-6						ŋ ɜ	
1290-6						d̪ u q p o	
669-6						s̪ u ɾ	
1472-6						s̪ t̪ o m s̪ o	
788-6						l o ŋ o	
1191-6						n̪ ɜ m p o	
626-6						m u n̪ d o q	
844-6						ɑ m	
879-6						tɕ i	
1151-6						p u u s̪	
1119-6						ɑ l u	
365-6						s̪ z̪ ɑ r̪ m o	
1480-6						j ɑ ŋ	
653-6						s̪ k ɜ k p o	
1081-6						kʰ o ŋ	
1448-6						tɕ o t̪ ɜ ŋ	
1029-6						m ɑ ɾ	
863-6						ʑ ɜ	
539-6						tθʰ o ŋ	
610-6						ŋ ɜ	
350-6						tɕ ɑ ŋ d o	
871-6						o ŋ m o	
734-6						ɾ ŋ u	
431-6						kʰ o	
1298-6						i ȵ p b o ɾ	
929-6						ts̪ ɜ n̪ tθ o	
1315-6						ts̪ o k s̪ p ɜ ŋ	
964-6						m u n̪ t̪ e ŋ	
836-6						ŋ i	
1644-6						pʰ gʲ u s̪ t̪ r̪ i ŋ	
547-6						ɜ gʲ ɜ	
1048-6						k ɜ k ɜ	
1692-6						tɕ o ŋ o	
1306-6						p l̥ u	
405-6						b o ŋ o	
709-7							kʰ o o
522-7							h ŋ ɑ d ɜ ŋ
514-7							tɕ i k
464-7							s̪ ŋ ɑ
1020-7							s̪ n̪ ɜ m s̪ o m
1355-7							s̪ u
1464-7							l tɕ i
302-7							pʰ ɜ ŋ
237-7							l̪ dð ʑ i
205-7							g n̪ ɜ q p o
1089-7							n̪ ɑ q b o ŋ
804-7							g ɑ ŋ m ɑ
1263-7							ts̪ o q z̪ β̞ o
286-7							n̪ u m p e
717-7							s̪ ŋ ɑ ŋ
269-7							ʈ ʑ ɜ q
1512-7							s̪ tɕ i ŋ
555-7							ɾ tɕʰ ɜ q p o
751-7							n̪ ɑ m
439-7							s̪ kʰ o
601-7							ɕ i ŋ
320-7							g d̪ ɜ x m o
1106-7							pʰ u k ɜ
693-7							ŋ ɜ o ɾ̥ o
221-7							s̪ k u ɾ̥ i
1199-7							tɕʰ ɑ q p o
1424-7							s̪ k ɜ m b o
904-7							l gʲ ɛ t̪
1273-7							s̪ n̪ ɑ m
1323-7							s̪ k ɜ r̪ m o
1127-7							tɕʰ ɜ r̪ p o
1529-7							s̪ i
1175-7							s̪ ts̪ ɜ m b o
383-7							d̪ ʑ i m
820-7							l oˑ k
1636-7							pʰ j u ŋ
1331-7							ɾ g ŋ ɑ
1097-7							n̪ ɑ m
1223-7							b o ŋ ɑ
592-7							ŋ ɑ
1290-7							ts̪ u k p e
669-7							s̪ u ɾ
1472-7							s̪ k o k s̪ o
788-7							l o ŋ o
1191-7							n̪ ɑ m b o
626-7							h ʊ n̪ d o q
844-7							ɑ m
879-7							tɕ i
1151-7							g ȵ u s̪
1119-7							õ l u
365-7							s̪ ŋ i ŋ m ɑ
1480-7							j ɑ ŋ
653-7							s̪ k ɑ q p o
1081-7							kʰ o ŋ
1448-7							tɕ ɜ m ɜ ŋ
1029-7							m ɑ m
863-7							s̪ u
539-7							tθʰ ɜ n̪
610-7							ŋ ɑ
350-7							b ɑ̃ x b o
871-7							õ ŋ s̪ o
734-7							ɾ ŋ i
431-7							kʰ o
1298-7							ɑ ŋ s̪ tɕ ɑ ɾ
929-7							ts̪ ɑ m tθ o
1315-7							ts̪ o k s̪ β̞ ɜ n̪
964-7							m ʊ n̪ b e ŋ q
836-7							ŋ i
1644-7							pʰ u n̪ d r̪ i ŋ
547-7							õ gʲ ɜ
1048-7							tɕʰ u k ɜ
1692-7							tɕ o ŋ o
1306-7							pʰ d̪ʲ u
405-7							b o ŋ o
