COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
139-4				k i j i m o n						
142-4				p a t a m						
145-4				k a t a t j						
148-4				tʃ a w a n						
162-4				i n i n						
166-4				i m i						
179-4				t a j						
201-4				p e j						
21-4				t a j n						
24-4				w a k o a n						
45-4				a w a w a						
50-4				i n a i						
57-4				t o k o w a n						
71-4				w a						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k o i w i m						
146-4				k a a a i i						
151-4				k i w						
154-4				w e						
192-4				t o t						
205-4				i p a n						
227-4				m a p w i t o						
235-4				a w a						
237-4				w a w a w a						
246-4				i w i						
250-4				a i i i a k a						
251-4				w a n a						
271-4				tʃ i w						
284-4				w a i						
285-4				i j a w i n						
44-4				w a w a w						
75-4				j p e i						
79-4				t a j n						
94-4				k a w a i						
104-4				k i p a n						
132-4				a w a i a i						
153-4				tʃ o k						
157-4				t a i a m						
174-4				p j j a						
177-4				a						
240-4				t i m a k						
270-4				k a w a i						
52-5					s e					
56-5					m e					
96-5					a r a s i					
99-5					a r a n e					
114-5					s o k o s i					
115-5					w e r e s i					
133-5					s a p a r a s i					
144-5					a w a r a s i					
150-5					k a n					
234-5					k o m					
236-5					p a k e					
241-5					a n a n i					
249-5					s e					
1-5					a s a n					
2-5					e k m					
65-5					i					
74-5					p a n a					
93-5					s a p a r i s i					
95-5					k i s i					
106-5					s e e k e s i					
119-5					s i s i					
128-5					k o k o s i					
147-5					s i m i s i					
239-5					m a n a k a n					
266-5					s i k m					
3-5					w i r i k k o					
4-5					a r i					
51-5					e w e					
55-5					w a n m					
97-5					a k o m a n					
109-5					p e j k m					
149-5					s o k					
160-5					k e r e k					
163-5					e p i					
167-5					p a n					
207-5					m i					
259-5					s o w o					
66-5					a r a t a t m					
112-5					s a n r a n i s i					
116-5					s o p a k					
134-5					s a p a s i					
135-5					k m k j					
139-5					m o o s i					
142-5					k p a r a m a s i					
145-5					k a r a s i s i					
148-5					s a r a n k a n a s i					
162-5					e k i k					
166-5					e m i					
179-5					s a n					
201-5					p k e					
21-5					k k k e k a t					
45-5					w i k j i m a n					
50-5					e a n					
71-5					e m i					
84-5					p i w a n					
91-5					m a k o					
146-5					e k i m a s i					
151-5					k i					
154-5					k w e					
192-5					s e s					
197-5					s e r e k e m					
205-5					e p a n					
235-5					s o w i					
237-5					m a n m a n i					
250-5					s o k p e a k o					
251-5					w a n a n					
267-5					s o a					
271-5					s i w e					
284-5					w i s i					
285-5					i r e a n i					
39-5					j a n k r i m a n					
42-5					s a r a m a n					
44-5					w i t j a m					
75-5					k p k j k m					
79-5					s a n i					
94-5					k k w e k r e s i					
104-5					k a n w e r e					
122-5					s i a k i k a s i					
153-5					k s a k					
157-5					s r a s a m					
174-5					p e r e					
177-5					s o					
270-5					k a n a s i					
52-6						t a t u				
56-6						h i m e				
96-6						t a u tʃ e				
99-6						i t i r a n t u				
114-6						t i k i r e				
115-6						i t i i tʃ e				
133-6						h tʃ k a r r e				
144-6						t t r a tʃ e				
150-6						k a				
234-6						a k u n				
236-6						p i k i w e				
241-6						i a p tʃ e n				
249-6						a m e				
1-6						j a tʃ				
2-6						i h u i m				
65-6						i h a w e				
74-6						p i w i				
93-6						t i p a r i tʃ e				
95-6						i tʃ u i i tʃ e				
106-6						t i m k r i tʃ e				
119-6						i tʃ a r i tʃ e				
128-6						k h u r e				
147-6						w i m i tʃ e				
231-6						i i n a t a n				
232-6						i i r h e				
239-6						tʃ i m a k n				
266-6						h a i t i i n				
3-6						i i u k i u n				
4-6						a tʃ u				
55-6						a h u r m				
97-6						i a k i r i i a r i				
109-6						i p a r i tʃ e				
160-6						t i tʃ e				
207-6						m e				
112-6						t i u t u a t tʃ i				
116-6						t i p i r a r i r				
125-6						k i tʃ m a tʃ e				
134-6						t p a t i r				
135-6						k i m k r u tʃ i				
139-6						j i tʃ u m i m i tʃ i				
201-6						p i i i				
21-6						i i p a r i r				
24-6						i k k i t k r e r e				
57-6						t i k a r n				
131-6						t i k i a tʃ k a tʃ tʃ e				
227-6						i i u u i t u o n				
267-6						tʃ i i i				
132-6						i m a w u n				
240-6						tʃ i m				
52-7							i i t a e			
56-7							i a m e			
96-7							i a r i t i n			
99-7							a r i k a r m i a			
114-7							t i k i ʃ i			
115-7							i i i r u ʃ i			
133-7							i t i p i r a ʃ i			
144-7							i a t i a a ʃ i			
150-7							k i a n			
234-7							i k i m			
236-7							p i k i n a			
241-7							i a i a a n			
249-7							a r e			
1-7							a a a a			
2-7							a r o m a			
65-7							a r i r i			
74-7							k i n a			
93-7							t i k i r i ʃ i			
95-7							i a a k i r i			
106-7							t i n i ʃ i			
119-7							i a a t i ʃ i			
128-7							r o k i ʃ i			
147-7							t a m i ʃ i			
231-7							k i n a i			
232-7							p a p i i m o m a			
266-7							i i i k i m			
3-7							r o r a k i a n			
4-7							a a t a n			
51-7							a r e			
55-7							i r i n a m n			
97-7							m a r i i m a r i			
109-7							a p i r a ʃ i			
121-7							t a p a a i a n			
149-7							t o k a			
160-7							k i r a k			
163-7							a k e n m n			
167-7							i i p a			
207-7							m a			
259-7							t o r a			
66-7							k a r a k a r			
125-7							t i k i k i ʃ i n			
135-7							k i m i i m i ʃ i			
142-7							u p a t a m a r i			
145-7							k a r a t a t i			
148-7							t i r a i r a n i i			
162-7							a i n a n			
166-7							a m a			
179-7							t a m			
201-7							p i e i			
21-7							k a r a t i n			
24-7							p o k i i i k i n			
50-7							a n i a			
57-7							t i k i a a n			
71-7							a m a			
84-7							p a r a n			
131-7							t i k i a k i a m i ʃ i			
146-7							i k a m a r i a m a			
151-7							k a r n			
197-7							t t k i k i m m n			
205-7							a k a n n			
227-7							n a p i a t i o n			
237-7							r a i m a r i m n			
246-7							a t a			
250-7							m a r i p a i p a k o r			
251-7							r a n a			
267-7							t i r a			
271-7							r a r i m i			
284-7							i r a t i			
285-7							a r i a r a n			
122-7							t i r u k u r r i			
132-7							a k a ʃ i n			
240-7							t i k a			
52-8								e a e m		
56-8								m e		
96-8								a s		
99-8								e e m		
114-8								e k a s m		
115-8								m a s m		
133-8								a m a s m		
144-8								m a s m		
150-8								k a m		
234-8								k m m		
236-8								k e m		
241-8								a m m m		
249-8								s e		
1-8								m m m		
2-8								m		
65-8								a m m		
74-8								a m a		
93-8								m e s m		
95-8								m a m m		
119-8								m a s m		
231-8								a m m m		
232-8								m m m m m		
239-8								a k a m		
3-8								a m		
4-8								m m m		
51-8								m e		
55-8								a m		
109-8								m a m m		
121-8								k a k a s m m		
149-8								m		
163-8								e m a		
167-8								m a m		
259-8								m a m		
66-8								k a k a m		
112-8								a m a s m		
116-8								k a s m		
125-8								k m a s m m		
145-8								m a m m		
45-8								m a m a m m		
91-8								m a m m m		
235-8								s m m m		
246-8								m m m		
250-8								e m a m a m e m		
271-8								m a m m		
284-8								a m m		
39-8								m a m a		
42-8								k m a m a		
177-8								m		
52-9									r i t i n	
56-9									r a k i	
96-9									r a r a t	
99-9									a r a w a m	
114-9									t a k a k i	
115-9									a r a r a k i	
133-9									a t a p a r a k i	
144-9									r a r a w a k i	
150-9									k a w	
234-9									a k i n	
236-9									p a k i m	
241-9									r a r a w i n	
249-9									a k i	
1-9									w a k a n	
2-9									a w i k a	
65-9									i w i k n	
74-9									p a k a	
93-9									t a p a r i k i	
95-9									a k i k i k n	
106-9									t a m a a k i	
119-9									a j a t i k i	
128-9									k a k a k i	
147-9									t i k i k i	
231-9									ʃ a m a w i n	
232-9									ʃ a m i a u i m n	
239-9									w a w a k a m	
266-9									r i a k i k	
3-9									w i r a a i	
4-9									w a r o m	
51-9									a w i	
55-9									i a r m m	
97-9									w a m a a k u k n	
109-9									i p w j i k i	
121-9									k a m a u a m a n u n	
149-9									t i k	
160-9									k a r o k	
163-9									a p i a	
167-9									r a p a n	
207-9									k i n	
259-9									t a w a n	
66-9									w a r a k a w	
112-9									r r a a j i k i	
116-9									t a p a k k k i	
125-9									k a m i m a m u n	
134-9									w a p a t i k k n	
135-9									t i m i	
142-9									a p a r a k a k i	
145-9									k a r a t a t i	
148-9									ʃ a r a a r a m a i	
162-9									i a j i e	
166-9									a k i n	
179-9									t a r	
201-9									a r i	
21-9									w ʃ w e t a e	
24-9									ʃ i m a m u k a m a n	
45-9									r r r i a i a j i k a	
50-9									i a r a	
57-9									t i m i w a m e	
71-9									a k n	
91-9									w i k k r a k i n	
151-9									k i w	
154-9									a w i n	
192-9									t i t	
197-9									r r a i n	
205-9									a p a m	
227-9									ʃ a m w i t i i m	
235-9									k a w i n	
237-9									w i a w a j i n	
246-9									i w i m	
251-9									w a k a n	
267-9									k a k n	
284-9									a w i t n	
285-9									i a r a w i n	
39-9									j u w a r i k u	
42-9									w a n a r a k u	
44-9									w a a j a n	
75-9									i p i j i m	
79-9									t a j i k k n	
94-9									i a r u a r a k i	
104-9									k i a a r o k n	
122-9									r r w a k i k a k i	
153-9									a k a k	
157-9									a r a r a m	
174-9									ʃ a r o n	
177-9									t i m	
270-9									k a w a k i n	
52-10										i t e ʔ
56-10										a m e ʔ
96-10										r a h ʔ
99-10										r i k o h ʔ
114-10										t o k i tʃ ʔ
115-10										a r a tʃ ʔ
133-10										t i p r a tʃ ʔ
144-10										r a w a tʃ ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p e k a h ʔ
241-10										w n
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w a m ʔ
65-10										i w tʃ
74-10										p a h a
93-10										t o p o r i tʃ ʔ
95-10										w i k tʃ
106-10										t h e tʃ ʔ
119-10										i h i t i tʃ ʔ
128-10										h o k i tʃ ʔ
147-10										t i m i tʃ ʔ
231-10										a a a a t a a
232-10										i ʔ i ʔ a a a
239-10										h m k a h ʔ
266-10										i t i m ʔ
3-10										w o r i k o ʔ
4-10										w r h ʔ
51-10										w e ʔ
55-10										i h a m ʔ
97-10										m h o m a tʃ
121-10										k a a a a a a a a k
149-10										t o k ʔ
160-10										k i r k
163-10										p e h ʔ
167-10										p a ʔ
207-10										m ʔ
259-10										t o w a ʔ
112-10										t r a h i tʃ ʔ
116-10										t o p a k a tʃ ʔ
125-10										a a a i ʔ a a i ʔ
134-10										h p t i h a n
139-10										m o h o tʃ ʔ
142-10										o p r a m a tʃ i ʔ
145-10										k r a t i tʃ i ʔ
148-10										t r w r i tʃ i ʔ
162-10										i h i h ʔ
166-10										i m i ʔ
179-10										t a ʔ
201-10										p e ʔ
24-10										k a t a a
45-10										i h i h a m a ʔ
50-10										i h a ʔ
71-10										o m i
84-10										p i w a n
91-10										m o k o r i k o n
146-10										i k i m a tʃ i ʔ
151-10										k i w ʔ
154-10										w e ʔ
192-10										t a ʔ
197-10										t i m ʔ
205-10										i p a h ʔ
235-10										tʃ o w i ʔ
237-10										h m a h i h ʔ
250-10										m o r o t i p k o n
251-10										w a h a ʔ
267-10										t o w a
271-10										tʃ r i m i
284-10										w i t i
285-10										i r a w i n
39-10										h m i r i m a ʔ
42-10										k i t r a m a ʔ
44-10										w h a m
79-10										t h i h a n
94-10										k e r e tʃ i ʔ
104-10										k e h e r e tʃ i
122-10										tʃ k a h e tʃ i ʔ
132-10										i ʔ i ʔ
153-10										i t a k
157-10										t a r i m ʔ
174-10										h r i ʔ
177-10										t o h ʔ
270-10										k w a t i ʔ
