COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
239-10										n a m a k a
266-10										i t i m
3-10										a a a i i i
4-10										w a t a
51-10										i w i
55-10										i w a m
97-10										m a h o m
121-10										k a p a a a k i i
149-10										t o k
160-10										k i r i k
163-10										i p i n
167-10										p a
207-10										m i
259-10										t o w a
112-10										t a a a a i a
116-10										t o p a k a tʃ i
125-10										k a t i m a tʃ
134-10										n i p a t
139-10										m a i i i i
142-10										a a a a m
145-10										k a a a t i tʃ
148-10										t a w w a
162-10										i j i ʔ
166-10										i m i
179-10										t a
201-10										p e
24-10										w a a a a a
