COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
121-9									k a p i j a k ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									u p e n	
52-10										t t e
56-10										o m e
96-10										a r a tʃ ʔ
99-10										a r e r o n
114-10										t o k i tʃ
115-10										o w i tʃ ʔ
133-10										t i p a r tʃ i
144-10										a t a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p e k o n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w w m
65-10										a w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w w k ʔ
106-10										t o n e tʃ i
119-10										i j t tʃ i tʃ
128-10										h o k ʔ tʃ ʔ
147-10										t i m i tʃ i
231-10										p a n a w ʔ
232-10										p p p i o y
239-10										n a m a k a n
266-10										p t i m ʔ
3-10										w o tʃ k w o ʔ
4-10										w a r i ʔ
51-10										w w e ʔ
55-10										i h a m
97-10										m a h o m
121-10										k a p a j a k a ʔ ʔ
149-10										t o k
160-10										k i r i k
163-10										o p e n
