COGID	dutch	english	french	german
1952-2		d yː r		
899-2		l ɛɪ d ə r		
922-2		b ɛ t		
-934-2		l ɑ m p		
916-2		t r ɔ k		
1726-2		w ɑu t		
2108-2		p l øː ɡ ə n		
1133-2		f ɔ r k		
2114-2		s p aː d ə		
1272-2		r ɔ ɡ		
1979-2		ɡ r ɑ s		
1989-2		h œy		
-2260-2		p l ɑ n t ə		
70-2		b yː k		
-89-2		w ɪ ŋ + s t ɔ x		
-12-2		p ɛɪ f		
713-2		z ɑ f t		
747-2		n ɛ s ə l		
308-2		d uː n		
289-2		b ɪ n d		
1930-2		b r ɛ x		
1928-2		s p ɑ l t ə		
858-2		s t r eː k ə		
1577-2		h ɛ ŋ		
908-2		w a s ə		
648-2		b oː r ə		
1855-2		ɑu l ə		
657-2		h ɑ m ə r		
2058-2		n aː ɡ ə l		
949-2		s m ɪ t		
1642-2		k ɑ t		
1640-2		s ɪ l f		
1633-2		ɛɪ z ə r		
1630-2		t ɪ n		
993-2		ɡ l ɑ s		
-2121-2		r ʏ l ə		
1692-2		f ɑ l ə		
1694-2		d r ɔ p ə l		
1062-2		s ɪ ŋ k ə		
476-2		s w ɪ m ə		
1051-2		f l ɛɪ ɡ		
1075-2		b l aː s ə n		
135-2		ɡ l ai d ə		
-134-2		d ɑ n s		
1839-2		w ɛ + ɡ aː n		
1097-2		ts yː r k + k ɔ m ə		
1777-2		f ɔ l ɡ		
1434-2		b r ɛ ŋ ə		
1417-2		l œy d ə		
1424-2		r eː d ə		
778-2		p a t		
790-2		b r ʏ k		
1223-2		p eː d ə l		
1117-2		s ɛ ɡ l		
1411-2		h ɛ v ə		
1407-2		h ɑ l s		
1390-2		d ɪ ŋ		
2086-2		ɡ ɛ w ə		
2082-2		ts uː r ɪ + ɛ b ə n		
576-2		s uː k		
579-2		f ɪ n d		
581-2		f ɛ r + l ɪ s ə n		
-1791-2		r eː k		
-225-2		p r iː s		
-2284-2		p l ɑ k		
1479-2		ɔ p n ə		
847-2		h oː k		
659-2		b oː d ə m		
860-2		m ɪ d ə		
213-2		r ɛ k t ə		
1286-2		f ɛ r n		
1293-2		w ɛ s t ə		
474-2		d ɪ k		
467-2		d ʉ n		
1177-2		d ɪ p		
584-2		h aː k		
-1153-2		r ʉ n t		
700-2		t w aː l f		
875-2		d iː s ə n t		
1559-2		ɑ l ə		
1565-2		m ɛ r		
1968-2		h ɛ l f t		
-350-2		p aː r		
1469-3			z a n t	
2047-3			z ɔ n	
2054-3			d ɔ n d ə r	
1375-3			l ɪ k t	
760-3			v ɪ n t	
756-3			s n ɔ	
726-3			m uː d ə r	
1351-3			ɡ r ɔ n + f aː ɔ t	
1353-3			ɡ r ɔ n + m ɔ x t ə r	
412-3			ʃ v iː n + f ɪ n + l	
406-3			ʃ v iː n + m ɔ l ts	
1005-3			s t ɛ p + f aː t ə r	
1012-3			ʃ t ai f + m ɔ d ə r	
1016-3			v ə t ɔy ə r	
1069-3			ɪ	
509-3			f yː l ə	
693-3			m ɔy l + t b ə l	
2179-3			n ɛ s t ə	
1753-3			f ə s	
1131-3			v ɔ l f	
1198-3			b aː r t	
2032-3			h ɔ n	
2241-3			n aː z	
2244-3			l ɪ p	
610-3			k n iː	
945-3			h ɛ r t	
1534-3			l ɛ k	
384-3			z ɔy ɡ ə n	
1650-3			n ɔ t	
1663-3			z ɑ t ə	
2279-3			l ɪ n ə	
471-3			z aː	
1385-3			z aː t	
792-3			j ɔ k	
1111-3			m ɑ s t	
197-3			z ɔy t ə n	
2020-3			l ɑ ŋ	
867-3			h ɔ n d ə r t	
1970-3			f ɔ l	
1230-3			d r ə t ə	
2017-3			n iː v	
2183-3			s t b r	
1521-3			b ɔ k	
1755-3			h ʊ n t	
1760-3			r ɑ t	
1196-3			n ɛ k	
575-3			ɔ k s ə l + h oː l	
2014-3			r oː s t ə	
1321-3			k ɔ p	
1265-3			p iː l	
588-3			p l a	
1469-4				z a n d
2047-4				z ɔ n ɛ
2054-4				d ɔ n d ə r
1375-4				l uː ɡ t
760-4				v ɪ n t
756-4				n ɛ ɛ v
726-4				ɛ t ə r
1351-4				ɡ r ɛ n + f aː d ə r
1353-4				ɡ r ɛ n + m ɔ x t ə r
412-4				b ʏ n + v aː n + l
406-4				ts ʏ n t + h ɔ l ts
1005-4				b t ai + f aː d ə r
1012-4				b t ai p + ɛ au ə r
1016-4				v
1069-4				iː
509-4				f ʊ l
693-4				m ɔy l ɛ
2179-4				n ɛ ts t
1753-4				f ɪ ts
1131-4				l ɔ l f
1198-4				b ɪ r t
2032-4				k ɔ n
2241-4				n ɛ z
2244-4				l ɛ v
610-4				
945-4				h aː r t
1534-4				l t z j
384-4				ts uː ts ə
1650-4				n ɔ t
1663-4				z ɛ l t
2279-4				l ɪ n ɪ n
471-4				z a j ə
1385-4				z ai t
792-4				j a k
1111-4				ɛ s t
197-4				z uː d ə
2020-4				l a ŋ
867-4				h ɛ n t r ɪ d
1970-4				f l
1230-4				d ɛ r t ə
2017-4				n ai f a
968-4				ʊ ɛ l t l
1674-4				l a n t
1671-4				h yː f ə l
829-4				k l ɪ f ə
1025-4				v aː d ə r
1027-4				z ai
1832-4				r au f
-1816-4				iː
-335-4				l aː ɡ uː n ə
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m ʊ n
2062-4				ʃ t ɔ m
2065-4				r ɛ n + b ɔ x
1368-4				ʃ a t a ɔy ʊ
1365-4				t au
754-4				r ɛ n
768-4				v ɛ r ə r
1211-4				f ɔy ə r
106-4				m a n
-98-4				b ɛ b ɪ
719-4				f aː d ə r
1341-4				z au n
-2027-4				ai n t ə
-2026-4				n ɛ f uː
409-4				ʃ ɔ n + ɪ n + l ts
402-4				ʃ ɔ s n + d ɔ x t ə r
1014-4				ʃ t ai f + d ɔ x t ə r
1059-4				ʊ ai
120-4				ʃ t a l
2183-4				ts t iː r
2194-4				ɔ k ʃ
2199-4				k aː f
2197-4				ʃ ɪ aː pf
1523-4				s a
1521-4				b oː k
512-4				m ɔ r ai
2141-4				h ɛ n
2147-4				ɡ ʊ ʃ
814-4				k r ai
810-4				t au f
1755-4				h ʊ n t
1758-4				m z
1620-4				f ɪ n
1282-4				ʊ ɛ l f ɪ ʃ
1136-4				f ɔ k ʃ
1309-4				l ai ʃ
1307-4				n ɛ t
1305-4				f l ɪ
711-4				ʊ ɛ ʃ pf
1442-4				f l ai ɡ
62-4				m ɪ ɡ
-73-4				m ə ʃ k iː t
1810-4				h ai t
1805-4				f l ai ʃ
1813-4				h ɛ r
1811-4				b l uː t
690-4				r ɪ b
2177-4				h ɛ t
246-4				oː ɛ ŋ ɡ + b r au v
249-4				ai + l ɪ t
1506-4				n ʊ ʃ t r l yː ɡ ə l
2242-4				m uː n t
2245-4				t ɔ ŋ
1196-4				n uː k
2174-4				ʃ ɛː l d ə r
575-4				ɛ ts ɛ l
603-4				ɛ l + b a
601-4				h a n t
615-4				f ɪ ŋ ɡ ə r
901-4				k l au
608-4				f ɔ t
596-4				t ai n
937-4				b r ɛ s t
936-4				n ɛ f ə l
646-4				l ɔ ŋ
947-4				l iː f ə r
1606-4				h ɪ pf
472-4				n n ɪ z
1535-4				z ʊ ɛ t ə
1546-4				ʃ p ɔy ɡ ə n
1959-4				ʃ l aː ɡ ə n
694-4				ʃ n ɔ r k ə
1961-4				t r ɪ m ə
323-4				ə l ai f
1885-4				ɡ r ai f
2156-4				k a l t + k au ə h ai
1903-4				ʊ n t
525-4				z ʊ ɛ l ɪ ŋ
276-4				l ɔ m ɛ
274-4				t ɛ f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə
256-4				n ɛ k ɪ t
383-4				ai t ə
207-4				r ai pf
376-4				t r ɪ ŋ k ə n
2014-4				r ɔ ts t
2009-4				au f ə
2003-4				k ɛ t ə l
2024-4				pf a n
1976-4				t ɔ ŋ z
1243-4				m aː l + ts ai t
1261-4				z ɪ f ə
655-4				b r ɛ t
650-4				t ai ɡ
1532-4				k ai t
-36-4				ʃ uː pf
34-4				b ai n
-1647-4				f ɪ ɡ
-1615-4				ʊ l
125-4				f ɛ t
1659-4				h ɔ n ɪ ŋ
1661-4				m ɛ l k
1676-4				b uː t ə r
480-4				t r a ŋ k
1466-4				k l iː t ɪ ŋ
2277-4				ʊ l
2271-4				f iː l t
2293-4				l ɛ r
624-4				ʃ p ɪ n iː n
628-4				ʃ p ɪ n d ə l
626-4				v iː f
633-4				n ɪ t ə
1185-4				ʃ au m ɛ k ə r
1179-4				h a t
2168-4				k a m
1952-4				t ʊ r
899-4				l a d ə r
922-4				b ɛ t
-934-4				l a m pf
916-4				t r ɔ f
1726-4				f ɛ l t
2108-4				pf l uː ɡ ə
1133-4				f au r ə
2114-4				ʃ p aː d ə n
1272-4				r ai
1979-4				ɡ r ai f ə n
1989-4				h ɛ
-2260-4				pf l ɛ n t ə
70-4				b ɪ k
-89-4				ʊ ŋ ə r t
-12-4				pf ai pf
713-4				ʃ a pf
747-4				n ɛ t ə l
308-4				t uː n
289-4				b ɪ n t ə n
1930-4				ɛ r + b r ɛ x ə n
1928-4				ʃ p l ɪ ts
858-4				ʃ t r ɛ k ə n
1577-4				ɔ pf + h a ŋ ə
908-4				ʊ a ʃ
648-4				b au ə r
1855-4				ɔy t + h ɔ l ə
657-4				h aː m ə r
2058-4				n aː ɡ ə l
949-4				b m a k + ʃ m ɪ d
1642-4				ɡ a l t ə n
1640-4				ʃ ɪ l f ə r
1633-4				ai z ə n
1630-4				t ɪ n
993-4				ɡ l ai f
-2121-4				r ɔ l ə n
1692-4				f a l iː
1694-4				t r ɪ pf ə l ə n
1062-4				ʃ ɪ ŋ k ə n
476-4				z ʊ ɛ m ə
1051-4				f l ai ɡ ə
1075-4				b l aː z ə
135-4				z ɛː d ə
-134-4				d ɔ n z ə
1839-4				v a + ɡ t ə n
1097-4				k au m + b a k
1777-4				f ɔ l ɡ ə
1434-4				b r ai ŋ ə n
1417-4				l ai t ə
1424-4				r ai d ə n
778-4				pf a t
790-4				b r ɪ ts
1223-4				pf ɛ t ə l
1117-4				z ai l
1411-4				h ɛ b ə
1407-4				h a s t + h ɔ l ts
1390-4				t ɪ ŋ
2086-4				ɡ ɪ f ə n
2082-4				ɡ ɪ f + b a k f ə
576-4				z au k ə
579-4				f ai n t ə n
581-4				l uː z
-1791-4				r ɪ k
-225-4				pf r ai ʃ
-2284-4				pf l ɛ ʃ
1479-4				a pf ə n ə
847-4				h ai ɡ
659-4				b ɔ t ə m
860-4				m ɪ t ə
213-4				r ɛ ɡ ts
1286-4				f aː r
1293-4				ʊ ɛ s t
474-4				d ɪ k
467-4				d ɪ n
1177-4				t ai pf
588-4				eː l oː
584-4				ɡ ə + h eː ɡ ə
-1153-4				r ʊ n t + f iː
700-4				t ʊ aː l f
875-4				d ɔy z iː n t
1559-4				a l ə
1565-4				m ɔ r
1968-4				h ɛ f t
-350-4				pf ɛ r
1478-4				b oː t m
