COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
133-5					t i p a r s s i					
144-5					w t a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w w m m					
65-5					i w i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w w k i					
106-5					t y n i i i					
119-5					i a t i s i					
128-5					f o k s s i					
147-5					t i m i s i					
239-5					m a m a k a n					
266-5					i t i m n					
3-5					w j r i r o					
4-5					w a t i					
51-5					y w e					
55-5					f f a m					
97-5					m f f e i					
109-5					y p e t i s i					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t r a w s w s i					
116-5					t o p a k a s i ʔ					
134-5					n i p a t i					
135-5					t i m i t e t					
139-5					m e k y s i n					
142-5					p a t a m a s i					
145-5					k a t a t i s i					
148-5					t a w w w a s s i					
162-5					i i i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a r s					
52-6						t t t tʃ				
56-6						u m a tʃ				
96-6						a t a tʃ tʃ				
99-6						a i u ʃ u i				
114-6						t u k i tʃ tʃ				
115-6						u u i tʃ tʃ i				
133-6						t i p a a tʃ tʃ i				
144-6						w i a w t tʃ tʃ				
150-6						k a w tʃ				
234-6						k u m				
236-6						p i k u k tʃ				
241-6						a w i u tʃ				
249-6						i tʃ u				
1-6						w a t a				
2-6						w w m m				
65-6						i w tʃ tʃ				
74-6						p a k a tʃ				
93-6						t u p a k i tʃ tʃ				
95-6						w i k i tʃ i				
106-6						t u u tʃ i				
119-6						i a t tʃ tʃ tʃ i				
128-6						ʃ u k i tʃ i				
147-6						t u m u tʃ i				
231-6						p w k a u u o				
232-6						p i a i a o tʃ				
239-6						k a m a k a				
266-6						i t i m tʃ				
3-6						w a a i k u				
4-6						w a t i				
55-6						i h a m tʃ				
97-6						w a ʃ u m tʃ				
109-6						u p i p i tʃ i				
160-6						k i i u k				
207-6						m i				
112-6						t a a i i tʃ tʃ tʃ				
116-6						t u p a k a tʃ tʃ				
125-6						k a t i m a tʃ tʃ				
134-6						k i p a t i				
135-6						t i m i e a				
139-6						w u i u tʃ i i				
201-6						p u tʃ				
21-6						k w w i tʃ tʃ				
24-6						ʃ u k u k a				
52-7							t t ë			
56-7							u m ë n			
96-7							a r a s			
99-7							a r i w u n			
114-7							t u k i s i			
115-7							w z a s s n			
133-7							t i p a r ʃ i			
144-7							a t a w a s i			
150-7							k a w n			
234-7							k u m d			
236-7							p a k u d n			
241-7							a w i d			
249-7							i s ë n			
1-7							w a z a			
2-7							w w m i			
65-7							i w i ʃ			
74-7							p a d a n			
93-7							t u p a r i s i ʔ			
95-7							w w k i			
106-7							t u d ë s u			
119-7							w a t z ʃ s			
128-7							h u k u s i			
147-7							t u m i s i			
231-7							p a d a w u			
232-7							v i i u j			
266-7							i t i m			
3-7							a a r k k u n			
4-7							w a r i ʔ			
51-7							u w ë ʔ			
55-7							i h a m			
97-7							m a h u m			
109-7							u p w i i s i			
121-7							k a p i b a k s i			
149-7							t u k n			
160-7							k i r i k d			
163-7							u p e d			
167-7							p a ʔ			
207-7							m i d			
259-7							t u w a ʔ			
66-7							k a r a k a w			
125-7							k a z i m s i ʔ			
135-7							t o m u t e			
142-7							a p a a m j ʃ i			
145-7							k a r a t i s i			
148-7							z e a a w ʃ e s i			
162-7							i d i n			
166-7							i m i ʔ			
179-7							t a n			
201-7							p ë ʔ			
21-7							t a w			
24-7							w e t u m a d			
52-8								t t s		
56-8								u m s		
96-8								a y a s		
99-8								a r u t o t		
114-8								t u k s a		
115-8								v v y s s		
133-8								t i r a n s s		
144-8								a v r w y s		
150-8								k a w		
234-8								k u m		
236-8								r e k u k		
241-8								a w i k e		
249-8								v s s		
1-8								w a t a		
2-8								y j m		
65-8								i w		
74-8								r a k a		
93-8								t u r a r a s		
95-8								w v v		
119-8								j m y t s s		
231-8								r a k a v u		
232-8								i i t a y e		
239-8								n a m a k y k		
3-8								y u r v v u		
4-8								w a r a p		
51-8								v w s		
55-8								t h a m		
109-8								u r a y v s		
121-8								k a r i m u k s s		
149-8								t u k y		
163-8								u r e n y		
167-8								r a		
259-8								t u w a		
66-8								k a r a k a w		
112-8								t u a y m y s y		
116-8								t u r a k y s		
125-8								k a t i m y s e		
145-8								k a r a y s a		
52-9									w t e	
56-9									i m e	
96-9									a a a ʃ	
99-9									a r a t o n	
114-9									t o k i ʃ i	
115-9									i r e e ʃ	
133-9									t i p a r ʃ a	
144-9									a r a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w w m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r w ʃ i	
95-9									w w k i ʃ	
106-9									t i n e ʃ	
119-9									w a t w ʃ i	
128-9									h o k ʃ	
147-9									t i k i ʃ i	
231-9									p a n a w o	
232-9									p i p i m h	
239-9									m a m a k a n	
266-9									ʃ a i m	
3-9									w a r i k o	
4-9									w a t w ʔ	
51-9									i w e	
55-9									h h a m	
97-9									m a h i k	
109-9									i p w t w ʃ i	
121-9									k a p i j u k ʃ i	
149-9									t o k	
160-9									k r r i k	
163-9									e p e n	
167-9									p a	
207-9									m i	
259-9									t o w a ʔ	
66-9									k a r a k w w	
112-9									t r a i ʃ w m	
116-9									t o p a k a ʃ i	
125-9									k a t i m a ʃ i	
134-9									n a p a t	
135-9									t i m i t a	
142-9									p a a a m a ʃ	
145-9									k a r a t w ʃ i	
148-9									t r w w r a a	
162-9									i j i n	
166-9									i m i	
179-9									t a	
201-9									p e	
21-9									t a w a a n	
24-9									w o k a ʃ a n	
52-10										w t e
56-10										ø m e
96-10										a t tʃ tʃ ʔ
99-10										a r e t o n
114-10										t o k i tʃ i
115-10										ø w tʃ tʃ tʃ ʔ
133-10										t i p a r tʃ tʃ ʔ
144-10										w w a w i tʃ i
150-10										k a w ʔ
234-10										k o m
236-10										p i k y n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w w m m
65-10										i w i ʔ
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w w k i tʃ
106-10										t y n i tʃ i
119-10										i j tʃ t tʃ tʃ
128-10										h o k tʃ tʃ
147-10										t i m i tʃ i
231-10										p a n a w ø ʔ
232-10										w p p i m ʔ
239-10										j a m a k a n
266-10										i t i m
3-10										w a r k r o ʔ
4-10										w a p i ʔ ʔ
51-10										ø w e ʔ
55-10										i h a m
97-10										m a h o m
121-10										k a p i j a k tʃ tʃ ʔ
149-10										t o k
160-10										k i r i k
163-10										y p e n
167-10										p a
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t r i w tʃ w a ʔ
116-10										t o p a k a tʃ i
125-10										k a t i m tʃ tʃ ʔ
134-10										n i p a t
139-10										m m i i tʃ i ʔ ʔ
142-10										w p t a m tʃ tʃ tʃ ɲ
145-10										k a r a t i tʃ i ʔ
148-10										t r w w j i tʃ tʃ ʔ
162-10										i j i n
166-10										i m i
179-10										t a
201-10										p e
24-10										w a o ø r a ø
