COGID	dutch	english	french	german
2049-2		m ɪ		
2062-2		s t		
2065-2		r aɪ l		
1368-2		s uː t		
1365-2		d r		
754-2		r aɪ l		
768-2		w ɛ d		
1211-2		f ɔː		
106-2		m æ n		
-98-2		b æ b		
719-2		f ɔː d ə r		
1341-2		s ɪ n		
-2027-2		d æ n		
-2026-2		n iː p		
409-2		s p m		
402-2		s r r		
1014-2		s t		
1059-2		w aɪ d		
120-2		s t		
2194-2		h k		
2199-2		k ɑː l		
2197-2		s uː f		
1523-2		s ɪ		
512-2		m ɪ r		
2141-2		h æ n		
2147-2		ɡ əʊ n		
814-2		k r ɪ		
810-2		d aɪ v		
1758-2		m ɪ z		
1760-2		r əʊ t		
1620-2		f aɪ n		
1282-2		w ɛ l		
1136-2		f ɔ k		
1309-2		l æ z		
1307-2		n ɪ d		
1305-2		f l		
711-2		w ɛ t p		
1442-2		f l aɪ		
62-2		m ɪ k		
-73-2		m ɪ r		
1810-2		h æ d		
1805-2		f l aɪ s		
1813-2		h æ r r		
1811-2		b l		
690-2		r ɪ p		
2177-2		h æ p		
246-2		h r aʊ n		
249-2		h r aʊ		
1506-2		n eɪ t		
2242-2		m ɪ n		
2245-2		t ɔ ŋ		
2174-2		s uː l d		
603-2		h l		
601-2		h æ n d		
615-2		f ɪ ŋ		
901-2		k l əʊ		
608-2		f ɔː t		
596-2		t ɛ		
937-2		b r ɪ s		
936-2		n eɪ		
646-2		l əʊ ŋ		
947-2		l əʊ v		
1606-2		h æ p		
472-2		n ɪ eɪ		
1535-2		s w ɪ d		
1546-2		s p		
1959-2		s l eɪ p		
694-2		s n eɪ r		
1961-2		d r ɪ m		
323-2		l r b		
1885-2		ɡ r ɑː s		
2156-2		f r		
1903-2		w ɔ n d		
525-2		s w ɛ l		
276-2		l æ m		
274-2		d ɔ p		
278-2		b l ɪ n		
258-2		b r ɪ		
256-2		n eɪ k		
383-2		h ɛ		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r aɪ d		
2009-2		h ɪ		
2003-2		k aɪ d		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m ɪ l		
1265-2		p ɪ l		
1261-2		s ɪ v		
655-2		b r ɪ d		
650-2		d aɪ		
1532-2		k n d		
-36-2		s p p		
34-2		b ɔ n		
-1647-2		f aɪ ŋ		
1469-3			ʀ ɑ̃ o	
2047-3			ʀ ɑ̃ t	
2054-3			p ʀ t	
1375-3			l ə t	
760-3			p ɛ t	
756-3			ʀ o t	
726-3			p o t	
1351-3			p ʀ	
1353-3			p ʀ	
412-3			p l t	
406-3			p l t	
1005-3			ʀ l t	
1012-3			ʀ l t	
1016-3			p ɛ o	
1069-3			p o i	
509-3			p l t	
693-3			p o t	
2179-3			p o e	
1753-3			p l o	
1131-3			p ɛ t	
1198-3			b ɔ b	
2032-3			p ʀ t	
2241-3			p o t	
2244-3			l ə t	
610-3			p o a	
945-3			p ʀ o	
1534-3			l ə	
384-3			ʀ ɑ̃ t	
1650-3			p o o	
1663-3			ʀ ɑ̃ t	
2279-3			l ə o	
471-3			ʀ ɑ̃ a	
1385-3			ʀ ɑ̃ a	
792-3			ʀ o t	
1111-3			p o o	
197-3			ʀ ɑ̃ t	
2020-3			l a o	
867-3			p ɑ̃ t	
1970-3			p l a	
1230-3			p ʀ	
2017-3			p o t	
2183-3			p ʀ t	
1521-3			b ɔ t	
1755-3			p  o	
1760-3			ʀ	
1196-3			p o t	
575-3			p ʀ t	
2014-3			ʀ	
1321-3			ʀ ʀ t	
1265-3			p l a	
1469-4				ʃ a n t
2047-4				ʃ a l
2054-4				t ʊ n t n
1375-4				l ai m t
760-4				v ɪ n t
756-4				ʃ n ai ə
726-4				m ɛ t ə r
1351-4				ɡ r + n t ɛ t t
1353-4				ɡ r + n + m
412-4				b a + n ə n
406-4				b ɛ l n ə n
1005-4				ʃ t + ɡ ɛ ʃ t k
1012-4				ʃ t l ɡ + m
1016-4				v ɪ t
1069-4				ɪ x
509-4				f a l ə n
693-4				m au l ə l
2179-4				n ɛ s t
1753-4				f ɪ ʃ ə
1131-4				v a l f
1198-4				b ɪ r t
2032-4				h a r n
2241-4				n ɛ s ə n
2244-4				l ɪ f ə n
610-4				k n
945-4				h a r t
1534-4				l ɪ k ə n
384-4				ʃ au s ə n
1650-4				n oː t t
1663-4				ʃ a l t
2279-4				l ɪ n
471-4				ʃ a
1385-4				ʃ a t
792-4				v ʊ k
1111-4				m a ʃ t
197-4				ʃ au d ə n
2020-4				l a ŋ ə
867-4				h oː n t ə n
1970-4				f l l
1230-4				t ʊ t t
2017-4				n
968-4				v a r ə
1674-4				l a n t
1671-4				h ɪ ɡ ə l
829-4				k l ɪ f ə n  ə
1025-4				v a t ə r
1027-4				z eː ə  ə
1832-4				r ɛ
-1816-4				au s
-335-4				l ə ɡ ə ə
1043-4				ʃ t r
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t
2065-4				r ɛ ɡ ə n
1368-4				ʃ a aː t n
1365-4				t
754-4				r ɛ ɡ ə n
768-4				v a r ə n
1211-4				f ɛ ə r
106-4				m a n
-98-4				b ai b ə
719-4				f ɛ d ə r
1341-4				z ʊ n
-2027-4				ts a n
-2026-4				n ɛ f ə n
409-4				ʃ ə n n ə n
402-4				ʃ a n n ə n
1014-4				ʃ t
1059-4				v a
120-4				ʃ t
2183-4				ʃ t
2194-4				a k
2199-4				k a l ə ə
2197-4				ʃ ə f ə
1523-4				z a ə  ə
1521-4				b ə k ə
512-4				m ɛ r
2141-4				h ɛ n
2147-4				ɡ a n
814-4				k r aː r n
810-4				t au f ə n
1755-4				ʃ a n
1758-4				m au s ə
1620-4				f ɪ n
1282-4				v a l ə
1136-4				f a k ə
1309-4				l au s ə
1307-4				n ɪ t t n
1305-4				f l
711-4				v a s p ə n  ə
1442-4				f l ai ɡ ə n  ə
62-4				m ɪ k ə n
-73-4				m
1810-4				h au s
1805-4				f l ai ʃ ə
1813-4				h aː r
1811-4				b l
690-4				r ɪ b ə n
2177-4				h oː f ə
246-4				v s ə n
249-4				ʃ s ə n
1506-4				n
2242-4				m ʊ n
2245-4				ts uː ŋ
1196-4				n ɛ k ə n
2174-4				ʃ a l t ə n
575-4				ʃ ʃ + ə n
603-4				ʃ l ə n
601-4				h a n t
615-4				f ɪ ŋ ə n
901-4				k l a ə n
608-4				f ɛ t t
596-4				ts uː n n
937-4				b r r s t
936-4				n aː b ə n
646-4				l a ŋ ə n
947-4				l ɪ b ə r
1606-4				h ɪ f
472-4				ʃ
1535-4				ʃ v ai t ə n
1546-4				ʃ p ɪ t ə n
1959-4				ʃ l aː p
694-4				ʃ n
1961-4				t r
323-4				l ai b ə n
1885-4				ɡ r aː b ə
2156-4				k s + h ə x
1903-4				v a n t ə n  ə
525-4				ʃ v a l ə ŋ
276-4				l a m
274-4				t ɛ f ə
278-4				b l ai n
258-4				d r n d r
256-4				n aː k t
383-4				ai s + n
207-4				r ai f
376-4				d r ɪ ŋ k ə n
2014-4				r ɔ t t
2009-4				au f
2003-4				k ɛ s ə n
2024-4				p a n
1976-4				ts a ŋ ə n
1243-4				m iː l ə
1261-4				ʃ ɪ ɡ ə n
655-4				b r
650-4				t ai
1532-4				k n
-36-4				ʃ uː f ə n
34-4				b oː n
-1647-4				f ɪ
