COGID	dutch	english	french	german
1758-4				m ɛ
1620-4				f ɛ n
1282-4				v a l
1136-4				f ɛ k ə
1309-4				l ɛ s
1307-4				n ɪ t
1305-4				f l ai ə
711-4				v ɛ s t
1442-4				f l ai
62-4				m ɪ ɡ ə n
-73-4				m ɛ s k ə
1810-4				h a t
1805-4				f l ɛ
1813-4				h ɛ r
1811-4				b l
690-4				r ɪ x
2177-4				h ɛ f
246-4				v ɛ ə n
249-4				ɡ + ə n
1506-4				n ɛ s ə n
2242-4				m ɛ n
2245-4				t ɛ ŋ ə n
1196-4				n ɛ k ə n
2174-4				ʃ ɛ l t ə n
575-4				ɡ k ə ə n
603-4				ɛ l + n
601-4				h a n t
615-4				f ɛ ŋ ə n
901-4				k l
608-4				f ɛ t t
596-4				t ɛ n n
937-4				b r ɛ s t
936-4				n ɛ f ə n
646-4				l ɛ ŋ ə n
947-4				l ɛ f ə r
1606-4				h ɪ p ə
472-4				n
1535-4				ʃ v ɛ t
1546-4				ʃ p ɪ t ə n
1959-4				ʃ l ai b ə n
694-4				ʃ n
1961-4				t r
323-4				l ai l ə n
1885-4				ɡ r
2156-4				f ɛ l ʃ ə
1903-4				v a n t ə n
525-4				ʃ v ɛ l ə ŋ
276-4				l a m
274-4				t ɛ f
278-4				b l ai n t
258-4				t r n ʃ
256-4				n ɛ k ə
383-4				ʃ t
207-4				r ai f ə
376-4				t r ɪ x k ə n
2014-4				r ɛ t t
2009-4				ɡ f ə n
2003-4				k ɛ s ə n
2024-4				f a n
1976-4				t a ŋ ə n
1243-4				m aː l
1261-4				ʃ ɪ f ə n
655-4				b r ɛ t
650-4				t ɛ
1532-4				k n
-36-4				ʃ ʊ p
34-4				b au n
-1647-4				f ɛ ɡ ə n
-1615-4				ɡ l l
125-4				f ɛ t
1659-4				h ɔ n
1661-4				m ɛ l k
1676-4				b au t ə r
480-4				t r n ʃ
1466-4				k l ai t ə
2277-4				v a l
2271-4				f ɛ l t
2293-4				l ɛ r ə n
624-4				ʃ p ɪ n
628-4				ʃ p ɪ n t ə n ə
626-4				v ɛ f ə n
633-4				n aː l ə n
1185-4				ʃ au + ə
1179-4				h a t
2168-4				k a m
1952-4				t ɛ r
899-4				l ɛ t ə r
922-4				b ɛ t
-934-4				l a m ə
916-4				t r ɔ ɡ ə
1726-4				f ɛ l t
2108-4				f l
1133-4				f ɛ r
2114-4				ʃ p
1272-4				r ɛ
1979-4				ɡ r
1989-4				h a
-2260-4				f l ai n t
70-4				b ə k ə n
-89-4				f ɪ n
-12-4				f ai f ə n
713-4				ʃ a p ə
747-4				n ɛ t ə n
308-4				t ɛ
289-4				b ɪ n t ə n
1930-4				b r
1928-4				ʃ p l n t
858-4				ʃ t +
1577-4				h f ə h a
908-4				v a s
648-4				b au r
1855-4				h t l h ʊ
657-4				h a m ə r
2058-4				n ɛ l ə n
949-4				b l ɪ
1642-4				ɡ ə l t
1640-4				ʃ ɪ l ə ə n
1633-4				ʃ r a n
1630-4				t ɪ n
993-4				ɡ l a ə
-2121-4				r ɛ l ə n
1692-4				f ɛ l ə n
1694-4				t r ɪ
1062-4				ʃ ɪ ŋ k ə n
476-4				ʃ v ɛ m
1051-4				f l ai
1075-4				b l
135-4				ɡ l ai t
-134-4				t ɛ n t
1839-4				ɡ ɛ + ɡ ə ə n
1097-4				k ɛ r +
1777-4				f ɛ l ə ə n
1434-4				b r ɛ x ə n
1417-4				l ai t
1424-4				r ai t
778-4				f a t
790-4				b r ɪ ə ə n
1223-4				f a t ə n
1117-4				ʃ a l ə n
1411-4				h a b ə n
1407-4				f a l t
1390-4				t ɪ ŋ ə
2086-4				ɡ ə f ə n
2082-4				ɡ ɛ r +
576-4				ʃ a k ə n
579-4				f ɛ n t ə n
581-4				f ɛ r
-1791-4				r ɪ n
-225-4				f r ai t
-2284-4				f l
1479-4				a ɛ ə
847-4				h a ɡ
659-4				b au t ə n
860-4				m ɪ t ə n
213-4				r ɛ x ə
1286-4				f ɛ r
1293-4				v ɛ s t
474-4				t ɪ x ə
467-4				t ɪ n
1177-4				t ai p ə
588-4				f l a k
584-4				h aː k ə n
-1153-4				r ɛ n t
700-4				t v ɛ t ə
875-4				t ɛ ə ə n
1559-4				a l
1565-4				m ɛ r
1968-4				h ɛ l
-350-4				f ɛ r
1478-4				b ɛ t ə n
