COGID	dutch	english	french	german
1642-1	x ɔ l			
1640-1	z ɪ l			
1633-1	v r ə			
1630-1	d ɪ n			
1469-2		s əʊ n d		
2047-2		s ɔ n		
2054-2		d ɔ n		
1375-2		l ɪ		
760-2		f ɪ n d		
756-2		s n		
726-2		m ɔː d		
1351-2		ɡ r ɪ m		
1353-2		ɡ r ɪ m		
412-2		s ɔː s		
406-2		s ɔː v		
1005-2		s t ɪ s		
1012-2		s t l s		
1016-2		f ɛ d		
1069-2		s ɪ		
509-2		f ɔː l		
693-2		m ɪ l		
2179-2		n ɪ s t		
1753-2		f ɪ v		
1131-2		l ɛ l		
1198-2		b æ v r		
2032-2		h ɔ r		
2241-2		n əʊ		
2244-2		l ɪ p		
610-2		k ɪ n		
945-2		h əʊ r		
1534-2		l ɪ k		
384-2		s ɪ v		
1650-2		n ɪ v		
1663-2		s iː l		
2279-2		l iː n		
471-2		s iː		
1385-2		s iː d		
792-2		s uː		
1111-2		m ɔː s t		
197-2		s ɪ z		
2020-2		l iː l		
867-2		h əʊ n		
1970-2		f l l		
1230-2		d ɪ k		
2017-2		n ɪ z		
968-2		f ɛ l		
1674-2		l əʊ n d		
1671-2		h əʊ v		
829-2		k l ɪ		
1025-2		f ɛ d		
1027-2		s ɪ d		
1832-2		r ɪ m		
-1816-2		θ əʊ		
-335-2		l əʊ n		
1043-2		s t		
423-2		s iː		
2049-2		m ɔː n		
2062-2		s t		
2065-2		r ɪ k		
1368-2		s ʌ d		
1365-2		θ iː z		
754-2		r ɪ		
768-2		f ɛ d		
1211-2		f ɔː		
106-2		m ɔː n		
-98-2		b æ t		
719-2		f ɔː d		
1341-2		s aɪ n		
-2027-2		d əʊ d		
-2026-2		n ɪ f		
409-2		s ɪ v		
402-2		s r k		
1014-2		s t		
1059-2		f ɛ d		
120-2		s iː		
2194-2		h k		
2199-2		k ɑː l		
2197-2		s ʌ d		
1523-2		s ɪ		
512-2		m ɪ r		
2141-2		h iː n		
2147-2		ɡ əʊ n		
814-2		k r ɪ		
810-2		θ ɪ v		
1758-2		m ɪ z		
1760-2		r əʊ n		
1620-2		f ɪ n		
1282-2		f ɛ l		
1136-2		f ɔ k		
1309-2		l iː z		
1307-2		n ɪ d		
1305-2		f l aɪ		
711-2		f ɛ t		
1442-2		f l aɪ		
62-2		m ɪ k		
-73-2		m ɪ r		
1810-2		h iː d		
1805-2		f l aɪ s		
1813-2		h əʊ r r		
1811-2		b l əʊ d		
690-2		r ɪ p		
2177-2		h aɪ f		
246-2		ɡ w d		
249-2		ɡ ɪ d		
1506-2		n əʊ t		
2242-2		m ɔː n d		
2245-2		s ɔ v		
2174-2		s ʌ l d		
603-2		θ l d d		
601-2		h əʊ n d		
615-2		f ɪ ŋ		
901-2		k l aɪ		
608-2		f ɔː k		
596-2		s ɪ		
937-2		b r ɪ s		
936-2		n əʊ l		
646-2		l iː v		
947-2		l iː v		
1606-2		h iː p		
472-2		n iː		
1535-2		s w ɪ s		
1546-2		s p		
1959-2		s l əʊ		
694-2		s n		
1961-2		d r ɪ d		
323-2		l r d		
1885-2		ɡ r ɪ s		
2156-2		f r		
1903-2		f ɛ n d		
525-2		s w ɛ l		
276-2		l əʊ m		
274-2		θ aɪ p		
278-2		b l ɪ		
258-2		b r ɪ m		
256-2		n əʊ k		
383-2		s əʊ		
207-2		r aɪ		
376-2		d r ɪ ŋ		
2014-2		r ɪ d		
2009-2		θ v		
2003-2		k ɪ d		
2024-2		p ɑː n		
1321-2		k ɔ p		
1976-2		s ɪ t		
1243-2		m ɔː l		
1265-2		p ɑː l		
1261-2		s iː v		
655-2		b r ɪ d		
650-2		θ iː		
1532-2		k ɪ d		
-36-2		s iː p		
34-2		b æ n		
-1647-2		f aɪ v		
-1615-2		θ l ŋ		
125-2		f ɔː d		
1659-2		h aɪ n		
1661-2		m ɪ l		
1676-2		b r d		
480-2		θ r ɪ		
1466-2		k l aɪ		
2277-2		f ɔ l		
2271-2		f ɪ l		
2293-2		l iː d		
624-2		s p		
628-2		s p		
626-2		f ɛ d		
633-2		n əʊ d		
1185-2		s ʌ z d		
1179-2		h iː d		
2168-2		k ɑː		
1952-2		θ aɪ r		
899-2		l iː d		
922-2		b æ d		
-934-2		l əʊ m		
916-2		t r ɪ t		
1726-2		f ɑː l		
2108-2		p l eɪ		
1133-2		f ɔː v		
2114-2		s p		
1272-2		r ɔ		
1979-2		ɡ r ɪ s		
1989-2		h aɪ		
-2260-2		p l əʊ n		
70-2		b æ k		
-89-2		f ɪ n		
-12-2		p aɪ		
713-2		s iː p		
747-2		n ɪ d		
308-2		θ iː n		
289-2		b ɪ n d		
1930-2		b r ɪ		
1928-2		s p l		
858-2		s t		
1577-2		ɡ iː k		
908-2		f ɛ t		
648-2		b æ r		
1855-2		s əʊ t		
657-2		h əʊ m		
2058-2		n əʊ l		
949-2		s æ ɪ d		
1642-2		ɡ ɪ l		
1640-2		s ɪ l		
1633-2		s iː ɪ r		
1630-2		s ɪ n		
1469-3			ʃ ɑ̃ t	
2047-3			ʃ ɑ̃ t	
2054-3			t ʀ t	
1375-3			l ə	
760-3			p a t	
756-3			ʀ ʀ s	
726-3			p o s	
1351-3			p ʀ i	
1353-3			p ʀ i	
412-3			p ʀ z	
406-3			p ʀ s	
1005-3			ʀ ʀ t	
1012-3			ʀ ʀ s	
1016-3			p ɛ o	
1069-3			p o v	
509-3			p l t	
693-3			p o	
2179-3			t ʀ ʀ	
1753-3			p l v	
1131-3			p a t	
1198-3			b ɔ s	
2032-3			p ʀ t	
2241-3			ʀ o s	
2244-3			l ə s	
610-3			t ʀ v	
945-3			p ʀ o	
1534-3			l ə	
384-3			ʃ ɑ̃ t	
1650-3			t o t	
1663-3			ʃ ɑ̃ s	
2279-3			l ə o	
471-3			ʃ ɑ̃ v	
1385-3			ʃ ɑ̃ v	
792-3			b o t	
1111-3			p o o	
197-3			ʃ ɑ̃ t	
2020-3			l a o	
867-3			p ɑ̃ t	
1970-3			p l a	
1230-3			t ʀ i	
2017-3			t o t	
2183-3			p ɑ̃ t	
1521-3			b ɔ t	
1755-3			p o o	
1760-3			ʀ ʀ s	
1196-3			p o	
575-3			p ʀ t	
2014-3			ʀ ʀ t	
1321-3			p ʀ t	
1265-3			p l v	
1469-4				ʃ a n t
2047-4				ʃ ɛ n
2054-4				t uː n t n
1375-4				l ɪ m t
760-4				v ɪ n t
756-4				ʃ n
726-4				m ɛ t ə n
1351-4				ɡ r + t t h
1353-4				ɡ r + t t h
412-4				b ɛ + n ə n
406-4				b ɛ l n ə n
1005-4				ʃ t + s ə b
1012-4				ʃ t l f ə l
1016-4				v ɪ t ə ə n
1069-4				ɡ k
509-4				f ɛ l ə n
693-4				m ɛ l ə l
2179-4				n ɛ s t
1753-4				f ɪ ŋ
1131-4				v ɛ l f
1198-4				b ɪ r t
2032-4				h a r n
2241-4				n ɛ z ə n
2244-4				l ɪ f
610-4				k n
945-4				h a r
1534-4				l ɪ k ə n
384-4				ʃ ɛ k ə n
1650-4				n v t t
1663-4				ʃ ɛ l ə
2279-4				l ɪ n
471-4				ʃ aː m n
1385-4				ʃ iː t ə    ə  ə  ə   ə ə ə     ə     ə
792-4				z ʊ k
1111-4				m a l t
197-4				ʃ ɛ d ə n
2020-4				l a ŋ
867-4				h a n t ə n
1970-4				f l l
1230-4				t ɛ r t ə n  ə ə ə     ə t t   t t ə r    ə
2017-4				n ɛ f  ə
968-4				v ɛ r ə
1674-4				l a n t
1671-4				h a l ə n
829-4				k l ɪ f
1025-4				v aː t ə n
1027-4				z iː ə  ə
1832-4				r ɛ f  ə
-1816-4				z d
-335-4				l aː l ə
1043-4				ʃ t r
423-4				ʃ t
2049-4				m aː n
2062-4				ʃ t
2065-4				r ɛ n ə n
1368-4				ʃ ʊ aː ə n
1365-4				t au ə  ə   ə
754-4				r ɛ n ə n
768-4				v ɛ r ə n
1211-4				f ɛ r r
106-4				m a n
-98-4				b ɪ b ə ə   ə
719-4				f ɛ t ə n
1341-4				ʃ ɛ n
-2027-4				t a n
-2026-4				n ɛ f
409-4				ʃ t n n ə n
402-4				ʃ t t ə ə n
1014-4				ʃ t
1059-4				v ai
120-4				ʃ t a l
2183-4				ʃ t
2194-4				m k ə
2199-4				k a l ə
2197-4				ʃ ʊ b
1523-4				z ɛ ə  ə   ə
1521-4				b ə k ə
512-4				m ɛ r
2141-4				h ɛ n
2147-4				ɡ ə n
814-4				k r aː ə n
810-4				t au f ə n
1755-4				h a n
1758-4				m eː z
1620-4				f ɪ n
1282-4				v a l ə
1136-4				f ɛ k ə
1309-4				l ai s
1307-4				n ɪ t t n
1305-4				f l a
711-4				v ɛ s ə
1442-4				f l ai ɡ ə n
62-4				m ɪ k ə n
-73-4				m ɛ ʃ k ə
1810-4				h a t
1805-4				f l ai ə
1813-4				h aː r
1811-4				b l a t
690-4				r ɪ x
2177-4				h a f ə
246-4				v ɛ ə r
249-4				ɡ oː l n
1506-4				n
2242-4				m eː n
2245-4				t uː ŋ ə n
1196-4				n ɛ k ə n
2174-4				ʃ ʊ l t ə n
575-4				m k ə ə n
603-4				ɛ l + n
601-4				h a n t
615-4				f ɪ ŋ ə n
901-4				k l a ə n
608-4				f ɛ r t
596-4				t uː ə n
937-4				b r r s t
936-4				n aː b ə n
646-4				l a ŋ
947-4				l ɪ b ə n
1606-4				h ɪ p
472-4				n
1535-4				ʃ v ɛ t
1546-4				ʃ p ɪ t ə n
1959-4				ʃ l aː s
694-4				ʃ n
1961-4				t r ai m
323-4				l ai l ə n
1885-4				ɡ r a b
2156-4				k r l t ə
1903-4				v ɛ n t ə n
525-4				ʃ v ɛ l ə
276-4				l a m ə  l
274-4				t ɛ f ə
278-4				b l ai n
258-4				t r n ɡ
256-4				n
383-4				ɡ r + n
207-4				r ai p
376-4				t r ɪ ŋ ə
2014-4				r ɔ t t
2009-4				f b ə n
2003-4				k ɛ r t n
2024-4				p aː n
1976-4				t a ŋ ə n
1243-4				m aː l ə
1261-4				ʃ ɪ f ə n
655-4				b r
650-4				t ɛ
1532-4				k n
-36-4				ʃ ɛ p ə n
34-4				b oː n
-1647-4				f ɛ x ə n
-1615-4				m l l  l l
125-4				f ɛ r
1659-4				h a n
1661-4				m ɪ l k
1676-4				b oː t ə n
480-4				t r n ɡ
1466-4				k l ai t ə
2277-4				v ɛ l
2271-4				f ɛ l t
2293-4				l ɛ r ə n
624-4				ʃ p ɪ n
628-4				ʃ p ɪ n
626-4				v ɛ b ə n
633-4				n
1185-4				ʃ t r t
1179-4				h a r
2168-4				k a m
1952-4				t a r
899-4				l a t ə n
922-4				b ɛ t
-934-4				l a m ə
916-4				t r ɔ ɡ ə   ə
1726-4				f ɛ l t
2108-4				p l a ɡ ə n
1133-4				f ɛ r
2114-4				ʃ p aː t
1272-4				r ai l ə n
1979-4				ɡ r a s
1989-4				h a k
-2260-4				p l a n
70-4				b ə x
-89-4				f ɪ n
-12-4				p ai p
713-4				ʃ a x
747-4				n ɛ t t n
308-4				t ɛ r
289-4				b ɪ n t ə n
1930-4				b r ai k
1928-4				ʃ p l l ə
858-4				ʃ t r
1577-4				h oː + h
908-4				v a l t n
648-4				b oː r
1855-4				h ɛ + h
657-4				h aː m ə r
2058-4				n
949-4				b l ɪ ə
1642-4				ɡ ə l ə
1640-4				ʃ ɪ l ə ə n
1633-4				ɡ r ə n
1630-4				t ɪ n
