COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
141-6						ʔ a ŋ										
541-6						p r j a ŋ										
1687-6						h o r										
123-6						Ø a m										
1652-6						dʑ a ŋ										
576-6						ŋ a n										
1738-6						d a k										
442-6						h ɔ m										
368-6						dʑ j a ŋ										
1778-6						p a ʔ										
1859-7							ŋ ə									
175-7							k a									
241-7							ʔ a ʔ									
2163-7							k a n									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							t Ø									
1841-7							m Ø									
2017-7							h Ø									
1004-7							d a									
614-7							Ø o h									
686-7							Ø l Ø									
88-7							k ɔ k									
872-7							n ə ŋ									
1891-7							t a									
68-7							s a m									
631-7							m a n									
594-7							k a									
1759-7							h a n									
805-7							k ə n									
756-7							h a k									
1201-7							m a ʔ									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							d ə ŋ									
17-7							v a t									
4-7							Ø ə m									
788-7							t a									
1219-7							h a m									
141-7							ʔ ə ŋ									
541-7							j a ŋ									
1687-7							h u n									
123-7							Ø ə m									
1652-7							dʑ ə n									
576-7							ŋ ɔ									
1738-7							t a k									
442-7							h ɔ m									
368-7							t j a ŋ									
1778-7							a t									
1859-8								ŋ ɔ								
175-8								g a								
241-8								ʔ Ø t								
2163-8								kʰ Ø r								
2181-8								n a m								
2060-8								ʔ ɔ m								
410-8								t eː								
1841-8								m Ø								
2017-8								h eː								
1004-8								Ø aː								
614-8								b o h								
686-8								b l eː								
88-8								g a ʔ								
872-8								n a ŋ								
1891-8								t aː								
68-8								s eː m								
631-8								b r a								
594-8								g aː								
1759-8								h a ŋ								
805-8								g eː ŋ								
756-8								h Ø ŋ								
1201-8								m a ʔ								
2042-8								ʔ aː								
1968-8								t a ʔ								
2000-8								Ø aː ŋ								
17-8								Ø a dʑ								
4-8								Ø o m								
788-8								Ø a								
1219-8								h eː m								
141-8								ʔ aː ŋ								
541-8								b r j a ŋ								
1687-8								h Ø r								
123-8								Ø aː m								
1652-8								tɕ eː ŋ								
576-8								ŋ a								
1738-8								Ø a g								
442-8								h o m								
368-8								t j a ŋ								
1778-8								p a dʑ								
1859-9									ŋ i							
175-9									g ə							
241-9									ʔ u ʔ							
2163-9									Ø u r							
2181-9									n a m							
2060-9									ʔ a m							
410-9									d Ø							
1841-9									m a							
2017-9									h i							
1004-9									Ø i							
614-9									b u h							
686-9									b l Ø							
88-9									g a ʔ							
872-9									n u ŋ							
1891-9									d i							
68-9									s a m							
631-9									b a n							
594-9									g i							
1759-9									h a n							
805-9									g a ŋ							
756-9									h u ʔ							
1201-9									m u ʔ							
2042-9									ʔ i							
1968-9									d a ʔ							
2000-9									l i ŋ							
17-9									a ʔ							
4-9									Ø o m							
788-9									d i							
1219-9									h a m							
141-9									ʔ i ŋ							
541-9									b r Ø i ŋ							
1687-9									h u l							
123-9									Ø i m							
1652-9									tɕ a n							
576-9									ŋ i							
1738-9									d a g							
442-9									h o m							
368-9									d i ŋ							
1778-9									b a ʔ							
1859-10										ŋ i						
175-10										k a						
241-10										ʔ u ʔ						
2163-10										k u r						
2181-10										n ə m						
2060-10										ʔ a m						
410-10										d Ø						
1841-10										m Ø						
2017-10										h a						
1004-10										Ø a						
614-10										b a h						
686-10										b l Ø						
88-10										k a ʔ						
872-10										n ə ŋ						
1891-10										d a						
68-10										s i m						
631-10										b ə n						
594-10										k a						
1759-10										h i ŋ						
805-10										k i ŋ						
756-10										h u k						
1201-10										m a ʔ						
2042-10										ʔ a						
1968-10										d a ʔ						
2000-10										r a ŋ						
17-10										b a dʑ						
4-10										Ø ə m						
788-10										Ø i						
1219-10										h i m						
141-10										ʔ a ŋ						
541-10										b r j a ŋ						
1687-10										h u r						
123-10										Ø a m						
1652-10										dʑ i ŋ						
576-10										ŋ a						
1738-10										Ø a k						
442-10										h ə m						
368-10										d j a ŋ						
1778-10										b a dʑ						
1859-11											ŋ ə					
175-11											k a					
241-11											ʔ u ʔ					
2163-11											k a n					
2181-11											n a m					
2060-11											ʔ ə m					
410-11											t Ø					
1841-11											m Ø					
2017-11											h Ø					
1004-11											d ə					
614-11											p o h					
686-11											p l Ø					
88-11											k ɔ k					
872-11											n a ŋ					
1891-11											t ə					
68-11											s a m					
631-11											p a n					
594-11											k ə					
1759-11											h a n					
805-11											k ə n					
756-11											h a k					
1201-11											m a ʔ					
2042-11											ʔ ə					
1968-11											t a ʔ					
2000-11											d ə ŋ					
17-11											v a t					
4-11											Ø ə m					
788-11											t a					
1219-11											a m					
141-11											ʔ ə ŋ					
541-11											p j ə ŋ					
1687-11											h u n					
123-11											Ø ə m					
1652-11											dʑ ə n					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h o m					
368-11											t j ə ŋ					
1778-11											p a t					
1859-12												ŋ a				
175-12												g a				
241-12												ʔ u ʔ				
2163-12												kʰ u n				
2181-12												n a m				
2060-12												ʔ a m				
410-12												t ɔ				
1841-12												m Ø				
2017-12												h ɔ				
1004-12												t a				
614-12												b o h				
686-12												b l a				
88-12												k ɔ ʔ				
872-12												n a ŋ				
1891-12												t a				
68-12												s a m				
631-12												b ə n				
594-12												g a				
1759-12												h a ɲ				
805-12												g a ɲ				
756-12												h a ʔ				
1201-12												m a ʔ				
2042-12												ʔ a				
1968-12												t a ʔ				
2000-12												t a ŋ				
17-12												v a t				
4-12												Ø ə m				
788-12												t a				
1219-12												h a m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h u n				
123-12												Ø a m				
1652-12												c ə ɲ				
576-12												ŋ ɔ				
1738-12												t a ʔ				
442-12												h ɔ m				
368-12												t j a ŋ				
1778-12												b a t				
1859-13													k ɛ			
175-13													g a			
241-13													ʔ u ʔ			
2163-13													g u n			
2181-13													n a m			
2060-13													ʔ a m			
410-13													t ɔ			
1841-13													m Ø			
2017-13													h ɔ			
1004-13													t a			
614-13													b o h			
686-13													b l ɔ			
88-13													ʔ ɔ ʔ			
872-13													n a k			
1891-13													t a			
68-13													s ɛ m			
631-13													b ə n			
594-13													g a			
1759-13													h a n			
805-13													g a n			
756-13													h a ʔ			
1201-13													m a ʔ			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													t a k			
17-13													v a c			
4-13													Ø ə m			
788-13													t ɛ			
1219-13													h ɛ m			
141-13													ʔ a k			
541-13													b r j a k			
1687-13													h u n			
123-13													Ø a m			
1652-13													c ə n			
576-13													k ɔ			
1738-13													t a ʔ			
442-13													h ɔ m			
368-13													t j a k			
1778-13													b a c			
1859-14														ŋ ɔ		
175-14														k a		
241-14														ʔ Ø t		
2163-14														kʰ Ø ŋ		
2181-14														n a m		
2060-14														ʔ ɔ m		
410-14														d eː		
1841-14														m Ø		
2017-14														h eː		
1004-14														Ø aː		
614-14														b o h		
686-14														b l eː		
88-14														k a k		
872-14														n a ŋ		
1891-14														d aː		
68-14														s eː m		
631-14														b r a ŋ		
594-14														g aː		
1759-14														h a ŋ		
805-14														g eː ŋ		
756-14														h Ø k		
1201-14														m a ʔ		
2042-14														ʔ a		
1968-14														d a ʔ		
2000-14														Ø aː ŋ		
17-14														Ø a dʑ		
4-14														Ø o m		
788-14														Ø a		
1219-14														h eː m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h Ø r		
123-14														Ø aː m		
1652-14														tɕ eː ŋ		
576-14														ŋ ɔː		
1738-14														Ø a k		
442-14														h o m		
368-14														d j a ŋ		
1778-14														p a dʑ		
1859-15															ŋ a	
175-15															g a	
241-15															ʔ a ʔ	
2163-15															kʰ Ø r	
2181-15															n a m	
2060-15															ʔ a m	
410-15															t ɔː	
1841-15															m Ø	
2017-15															h ɔː	
1004-15															t a	
614-15															b o h	
686-15															b l ɔː	
88-15															ʔ ɔ ʔ	
872-15															n a ŋ	
1891-15															t a	
68-15															s a m	
631-15															b ə	
594-15															g a	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h a ʔ	
1201-15															m a ʔ	
2042-15															ʔ a	
1968-15															t a ʔ	
2000-15															t a ŋ	
17-15															v a t	
4-15															Ø ə m	
788-15															t a	
1219-15															h a m	
141-15															ʔ a ŋ	
541-15															b r j a ŋ	
1687-15															h a n	
123-15															Ø a m	
1652-15															tɕ ə ɲ	
576-15															ŋ ɔː	
1738-15															t a ʔ	
442-15															h ɔ m	
368-15															t j a ŋ	
1778-15															b a t	
1859-16																ŋ Ø
175-16																g a
241-16																ʔ Ø ʔ
2163-16																g Ø r
2181-16																n a m
2060-16																ʔ ə m
410-16																t Ø
1841-16																m Ø
2017-16																h u
1004-16																Ø a
614-16																Ø Ø h
686-16																l u
88-16																g ɔ ʔ
872-16																n a ŋ
1891-16																t a
68-16																s a m
631-16																m ə n
594-16																g a
1759-16																h ə n
805-16																g ə n
756-16																h Ø ʔ
1201-16																m ə ʔ
2042-16																ʔ a
1968-16																t a ʔ
2000-16																Ø a ŋ
17-16																v a s
4-16																Ø ə m
788-16																Ø a
1219-16																h a m
141-16																ʔ a ŋ
541-16																r j a ŋ
1687-16																h Ø r
123-16																Ø a m
1652-16																Ø ə n
576-16																ŋ u
1738-16																Ø a g
442-16																h Ø m
368-16																t j a ŋ
1778-16																Ø a s
