COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
1-2		d ə b ə r ə																	
65-2		tʼ u t																	
163-2		s ə t ə																	
212-2		ʔ i n																	
244-2		k a r a																	
248-2		m ɨ l ʔ																	
293-2		f ə r ə s																	
373-2		kʼ ɨ m a l																	
408-2		b ə ʔ a r																	
414-2		d u Ø t t t a																	
642-2		n ɨ f a s																	
60-2		n ə f ə s ə																	
115-2		l a m																	
209-2		s i m i n t																	
242-2		k a m i s t																	
415-2		dʒ ɨ n a b																	
450-2		dʒ ə r																	
490-2		tʼ ə b ə																	
645-2		kʼ a l																	
160-2		d ə Ø ə kʼ																	
208-2		ʔ i n kʼ u l n u																	
378-2		ʔ a n g ə t																	
379-2		Ø a tʼ ə a																	
409-2		ʔ ə t ə r																	
598-2		h a w ə																	
646-2		ʔ a n t ə																	
210-2		d u h o n																	
215-2		ʔ b ə t																	
285-2		m u tʼ a d																	
380-2		ʔ a h u n																	
412-2		s ə h u n																	
496-2		t t t t t s ə k b ə a																	
64-2		d a b o																	
251-2		f u kʼ ɨ																	
294-2		m ɨ kʼ																	
597-2		m ɨ n g ə d ə Ø ə																	
7-2		ʔ l g																	
158-2		kʼ ə m i s																	
296-2		Ø ə w a																	
375-2		s ə b																	
541-2		kʼ ə h i n																	
113-2		b ɨ n																	
252-2		r ə Ø e b ə																	
330-2		Ø ə l d																	
449-2		k a ə																	
491-2		d u n g ə t																	
545-2		Ø ɨ Ø e Ø t																	
596-2		n ə g ə																	
4-2		dʒ Ø e r Ø b ə																	
106-2		m a t a																	
254-2		dʒ ɨ m ʔ a																	
290-2		ʔ a g ə Ø ə																	
602-2		m i n																	
2-2		h Ø																	
3-2		g i Ø																	
213-2		k a r a tʃ																	
486-2		n ə Ø ə Ø ə																	
10-2		tʼ ɨ Ø Ø u r																	
152-2		ʔ ə Ø o																	
211-2		m ɨ Ø i t																	
328-2		s ə d ə b ə																	
333-2		m i s i r																	
334-2		ʔ a n b ɨ s a																	
540-2		l Ø b																	
109-2		g u n tʃ w																	
250-2		w w t ɨ ʔ ə w																	
289-2		l ɨ b																	
326-2		m a m																	
154-2		ʔ a f ə r ə s ə																	
247-2		ʔ ɨ r kʼ u r ə r i t																	
286-2		s ə g ə r																	
418-2		b ə r b ə Ø i																	
416-2		kʼ o																	
455-2		Ø Ø m a																	
456-2		t t t t s ə b o t r																	
495-2		Ø Ø																	
61-3			t ə m																
63-3			ʔ a Ø a m																
107-3			g a m Ø a																
112-3			t a m ə Ø a																
331-3			Ø a g t m Ø m																
377-3			Ø ɨ Ø m t Ø ə																
381-3			ʔ a m m m Ø																
417-3			Ø Ø Ø																
451-3			Ø ə a m m																
454-3			ʔ a ʔ a Ø																
484-3			Ø a m a Ø ə m m																
535-3			ʔ a Ø a																
543-3			Ø a t t Ø ə m																
593-3			ʔ a m ɨ Ø																
640-3			m m a Ø																
1-3			t ɨ Ø ə Ø ə m																
65-3			Ø a																
163-3			Ø ə Ø ə																
212-3			ʔ a Ø																
244-3			ʔ a Ø ə																
248-3			m a Ø a																
293-3			Ø ə Ø ə Ø																
373-3			Ø a m a																
408-3			Ø a Ø a																
414-3			t a Ø a t a																
601-3			ʔ ə Ø t																
642-3			a Ø Ø a Ø																
60-3			Ø ə Ø ə Ø ə m																
115-3			ʔ ə Ø a m																
209-3			Ø a m ə																
242-3			ʔ a m a Ø ə																
415-3			Ø a Ø a																
450-3			Ø ə ʔ																
490-3			Ø ə Ø ə m																
638-3			Ø a t ə																
645-3			Ø a Ø																
75-3			ʔ a t a Ø																
160-3			t ə Ø ə ʔ																
208-3			ʔ ɨ Ø ə a																
214-3			ʔ a Ø a																
218-3			ʔ a Ø a Ø																
378-3			ʔ a Ø g ə Ø																
379-3			Ø ə t ə																
409-3			g a Ø ə t ə																
497-3			Ø ə Ø																
598-3			Ø m Ø																
646-3			ʔ a Ø ə																
164-3			Ø ə Ø ə m																
210-3			Ø ə Ø ə Ø ə																
215-3			ʔ a Ø Ø ə																
256-3			Ø Ø a																
285-3			m a Ø a Ø																
332-3			ʔ ə g a Ø																
380-3			ʔ ə Ø t a																
412-3			Ø a m a Ø																
496-3			a Ø ə m Ø ə Ø																
64-3			Ø a m																
67-3			Ø a Ø																
169-3			Ø ə t ə Ø ə m																
251-3			Ø a ə Ø																
461-3			Ø Ø																
547-3			m ɨ Ø a Ø																
597-3			m ə Ø ə																
655-3			ə ɨ Ø Ø																
7-3			ʔ a Ø g a																
158-3			Ø m Ø Ø																
168-3			ʔ a Ø a Ø																
296-3			ə m a Ø																
372-3			Ø ə Ø ə Ø																
374-3			Ø ə Ø t ə Ø ə																
375-3			Ø ə Ø																
385-3			Ø a Ø ə Ø																
411-3			Ø a Ø a Ø																
500-3			ʔ a Ø a Ø																
6-3			Ø ə Ø Ø a m a																
17-3			ʔ ə m a Ø																
123-3			Ø ə m ə ʔ																
252-3			Ø ə Ø ə Ø ə																
421-3			Ø a Ø ə																
448-3			Ø ə Ø a Ø ə Ø Ø ə Ø																
449-3			ʔ a Ø ə m																
545-3			a Ø ə																
596-3			Ø ə g ə																
653-3			Ø ə t a t																
4-3			g a Ø ə																
254-3			Ø a m a Ø																
290-3			ʔ a Ø ə Ø ə t																
339-3			Ø ə m a Ø																
460-3			ə a Ø																
489-3			ə Ø Ø ə Ø a																
552-3			Ø a																
652-3			ʔ a Ø t t ə t a																
119-3			ʔ a Ø g a Ø a																
298-3			m a Ø																
340-3			g ə Ø ə																
458-3			Ø ə Ø g ə Ø ə																
459-3			ʔ a Ø ə																
607-3			ʔ ə Ø a																
609-3			ʔ a g a																
647-3			Ø ə Ø Ø																
10-3			t Ø Ø ɨ Ø																
15-3			ʔ a Ø a m																
18-3			m a m a m ə																
73-3			Ø ə Ø ə Ø ə m																
76-3			Ø ə Ø a																
110-3			Ø a Ø a																
121-3			Ø a Ø ə																
167-3			g a ə																
255-3			Ø m ə Ø ə																
297-3			g Ø Ø ə Ø																
299-3			g Ø Ø ə Ø																
338-3			Ø ə m a Ø																
342-3			Ø Ø Ø a																
344-3			Ø ə Ø ə Ø																
410-3			Ø a Ø ɨ																
540-3			Ø ə Ø a																
550-3			g ə Ø a Ø																
153-3			Ø ə Ø Ø Ø m m																
219-3			g ə Ø a Ø																
250-3			Ø ə Ø																
301-3			Ø Ø Ø a Ø a																
74-3			g Ø ə Ø																
120-3			Ø a Ø g ə																
122-3			Ø a Ø a																
220-3			Ø ə Ø a Ø																
245-3			Ø ə Ø ə Ø ə																
300-3			Ø a Ø																
341-3			Ø ə Ø ə Ø ə m																
549-3			Ø ə m ʔ a m g m t																
610-3			m a Ø a Ø																
118-3			Ø ə Ø ə																
221-3			Ø ə Ø ə Ø ə																
420-3			ʔ a Ø a Ø																
455-3			ʔ Ø m a																
495-3			Ø Ø Ø																
498-3			m ə Ø ə Ø ə m																
61-4				d ə m															
63-4				ʔ a Ø ɨ m															
107-4				g ə m a r ə															
112-4				d a b ə r a															
331-4				ɨ g w r															
377-4				b ə a Ø ə r ə															
381-4				ʔ a t															
417-4				r Ø Ø															
451-4				r ə b ə t															
454-4				ʔ a ʔ ɨ r															
484-4				r ɨ ʔ ɨ r t															
535-4				ʔ a r ɨ r															
543-4				r r t															
593-4				ʔ ə m a r															
640-4				m w a															
1-4				d ə Ø ə r ə															
65-4				Ø ɨ ə ə ə ə															
163-4				r ə ə ə															
408-4				b ə r ə															
414-4				d a b ə ə ə ə a															
601-4				ʔ ə r ə ə															
642-4				ə a r															
60-4				a ə r ə															
115-4				ʔ ə r a m															
450-4				Ø ə r															
490-4				t ə Ø w ə															
638-4				r ɨ n ə															
645-4				Ø a r															
75-4				ʔ a m b ɨ r															
160-4				d ə r ə ʔ															
378-4				ʔ ə g ə t															
379-4				Ø ə ʔ ə															
409-4				g ə ə t ə r ə															
497-4				t ə n															
598-4				r w a t															
646-4				ʔ a m ə															
164-4				b ə h ə															
332-4				ʔ ə g ɨ r															
380-4				ʔ ə d w ə															
412-4				Ø a ʔ a n															
64-4				d a Ø ə															
67-4				w ɨ r															
169-4				n ə ə Ø ə a															
461-4				Ø ɨ															
547-4				w a Ø ə t															
597-4				ʔ a a ə n ə															
655-4				m ɨ Ø t															
158-4				Ø a ə Ø Ø															
168-4				ʔ ɨ m ə r															
372-4				Ø ə n ə r															
374-4				b ə Ø Ø Ø ə															
375-4				r ə b ə ə															
385-4				w ɨ Ø ə t															
411-4				ə ə t ɨ r ə a r															
500-4				ʔ ɨ m ɨ r															
541-4				Ø ə Ø a r															
6-4				m ə r Ø ə m ə															
17-4				ʔ ə ʔ ɨ r															
330-4				Ø a ə d t															
421-4				b ɨ Ø ə															
449-4				ʔ ə Ø ə															
545-4				d ɨ n a															
596-4				n ə g ə															
653-4				b ə t a t															
4-4				g ɨ ʔ ə															
8-4				Ø ə b ə Ø a															
106-4				m ə a ə															
339-4				b ə ʔ a r															
489-4				b w ə r Ø ɨ m ə															
652-4				ʔ ə t ə h d a															
119-4				ʔ ə n g ə Ø ə															
340-4				g a Ø ə															
458-4				d ə n g ə Ø ə															
486-4				ə Ø ə Ø ə															
607-4				ʔ ə Ø w ə															
609-4				ʔ ɨ d ə															
15-4				ʔ ɨ n a															
18-4				n a m j ə															
73-4				Ø ə Ø ə ə r ə															
76-4				m w ə Ø ə															
110-4				d ə ə ə t ə															
121-4				t ɨ Ø ə															
167-4				g ɨ j ə															
334-4				ʔ a b ə Ø a															
342-4				m Ø n ə															
344-4				Ø ə r ə m															
410-4				Ø ə r Ø															
550-4				Ø ə n Ø ɨ r															
612-4				ʔ a b															
120-4				d ə g a															
122-4				Ø ə w ə															
341-4				Ø ə n ə a m ə															
549-4				t ə h ə g ə Ø															
610-4				m a r ʔ a r															
61-5					Ø ə m														
63-5					ʔ a s m														
107-5					g a m ə s a														
112-5					Ø a b ə s a														
331-5					Ø Ø g m s m														
377-5					b a ʔ m ə s ə														
381-5					ʔ a m m Ø														
417-5					r Ø Ø														
451-5					s ə a ʔ a b a ʔ m														
454-5					ʔ a ʔ r														
484-5					s Ø ʔ Ø s a m m														
535-5					ʔ a s ə r														
543-5					s m s a m														
593-5					ʔ a m Ø s														
640-5					m a														
1-5					Ø ə Ø ə r ə m														
65-5					Ø Ø														
163-5					s ə Ø m a ə														
212-5					ʔ Ø s														
244-5					ʔ a r b ə a														
248-5					m a														
293-5					Ø ə r ə s														
373-5					Ø Ø m a														
408-5					b a m r a														
414-5					Ø ə b a ʔ a														
601-5					ʔ ə r b m m														
642-5					ʔ m Ø Ø a s														
60-5					Ø ə Ø ə s ə m														
115-5					ʔ ə r a m														
209-5					s ə m a														
242-5					ʔ a m Ø s a														
415-5					Ø Ø s a b														
450-5					Ø ə r														
490-5					Ø ə Ø ə m														
638-5					s Ø ə														
645-5					Ø a Ø														
75-5					ʔ a m b a s														
160-5					Ø ə s ə ʔ														
208-5					ʔ a Ø ə s a														
214-5					ʔ a b a a														
218-5					ʔ a Ø Ø Ø														
378-5					ʔ a Ø g ə Ø														
379-5					Ø ə ʔ ə														
409-5					g a Ø ə r ə														
497-5					Ø ə Ø														
598-5					Ø s ʔ Ø														
164-5					b ə Ø ə m														
210-5					Ø ə Ø ə s ə														
215-5					ʔ a Ø a b ə														
256-5					Ø Ø a														
285-5					m Ø Ø a Ø														
332-5					ʔ ə g Ø r														
380-5					ʔ ə Ø m a														
496-5					a a s s ə Ø b ə Ø														
64-5					Ø a b a														
67-5					Ø Ø r														
169-5					Ø ə Ø ə Ø ə m														
251-5					Ø ə Ø ʔ ʔ m														
294-5					m m m m Ø ə ʔ m m m m														
461-5					Ø ə														
547-5					ʔ a Ø a Ø														
597-5					ʔ m ə Ø a														
655-5					m a s Ø														
7-5					ʔ a s g a														
168-5					ʔ ə m a r														
296-5					ə m ʔ a														
372-5					Ø ə Ø ə r														
374-5					b ə Ø ə Ø ə														
375-5					s ə b ʔ ʔ														
385-5					Ø Ø Ø ə Ø														
411-5					Ø ə r a s														
500-5					ʔ a m m s m														
6-5					m ə s Ø a m a														
17-5					ʔ ə ʔ Ø s														
113-5					Ø Ø a														
123-5					Ø ə m ə m														
252-5					r ə Ø ə b ə														
421-5					b Ø Ø ə														
448-5					Ø ə Ø a m s ə Ø b ə Ø														
449-5					ʔ a Ø ə m														
545-5					Ø Ø ə														
596-5					Ø ə g ə														
653-5					b ə Ø ə Ø														
4-5					g Ø Ø ə														
8-5					Ø ə b ə Ø a ʔ ə														
290-5					ʔ a g ə Ø ə m														
339-5					b ə ʔ ə s														
460-5					a a a a														
489-5					b m ə s Ø ə m a														
552-5					Ø ə														
602-5					m Ø ʔ a														
652-5					ʔ ə Ø ə a														
3-5					ʔ Ø Ø a a ə														
119-5					ʔ a Ø g a Ø a														
298-5					ʔ Ø Ø														
340-5					g ə Ø ə														
458-5					Ø ə Ø g ə Ø ə														
459-5					ʔ a Ø ʔ ʔ ə														
486-5					Ø ə Ø ə Ø ə m														
607-5					ʔ ə Ø a														
609-5					ʔ ə Ø a														
647-5					Ø ə Ø a ə ə														
15-5					ʔ Ø Ø ə m														
18-5					Ø Ø ʔ ə														
73-5					Ø ə Ø ə r ə m														
76-5					m ə s a														
110-5					Ø a Ø a														
121-5					Ø Ø Ø ə														
152-5					ʔ a Ø Ø														
167-5					g Ø ə														
255-5					Ø m ə Ø m Ø ə														
297-5					g Ø Ø ə s														
299-5					g Ø Ø ə s														
334-5					ʔ a m b ə s a														
338-5					Ø ə m a s														
342-5					m Ø Ø a														
344-5					Ø ə s ə m														
410-5					Ø a s Ø														
550-5					g ə Ø Ø s														
612-5					ʔ a r Ø														
219-5					g ə Ø a Ø														
250-5					Ø ə Ø m														
301-5					Ø Ø Ø ə s a														
74-5					g Ø ə Ø ə														
120-5					Ø a Ø g a														
220-5					Ø ə Ø a Ø														
245-5					Ø ə Ø ə s ə														
300-5					Ø a Ø														
341-5					Ø ə Ø m ə m ə														
549-5					Ø ə ʔ ʔ a m g a														
643-5					g a m ə														
118-5					Ø ə Ø ə														
420-5					ʔ a ʔ Ø a Ø														
455-5					ʔ Ø m a														
495-5					Ø Ø Ø														
61-6						d ə m													
63-6						ʕ a s ɨ l t													
107-6						g ɨ m ə l													
112-6						d ə l ə n ɨ													
331-6						n ɨ g u s													
377-6						b ə kʼ l ə													
381-6						ʕ a n d													
417-6						r u z													
451-6						s ə n t t t													
454-6						ħ ɨ ʕ i r													
484-6						s ɨ d ɨ s u t													
535-6						ʔ a s ɨ r t													
543-6						s i s u t													
593-6						ʕ a n i s													
640-6						m a n													
1-6						d ə b ə r ə													
163-6						s ə t u kʼ kʼ													
212-6						ʔ i n													
244-6						ʔ ɨ r ʕ a u													
248-6						m ə l u l													
293-6						f ə r ə s													
373-6						kʼ u m a l													
408-6						b u ʕ r													
601-6						ʔ r o b ʔ													
642-6						n ɨ f a s													
60-6						n u f ə s ə													
115-6						a m													
242-6						ʔ a m ɨ s u													
415-6						z ɨ n a b													
450-6						Ø ə r													
490-6						Ø ə b a													
638-6						s ɨ n ɨ i ʕ													
645-6						kʼ a l													
75-6						ħ a m ɨ ɨ l e													
208-6						ʔ ɨ n kʼ o kʼ a ħ													
214-6						ʔ a b ɨ													
218-6						ʔ ə kʼ z u n kʼ													
409-6						ʕ ɨ t ə r													
497-6						t ə r n													
598-6						ħ u l ə t													
646-6						ʔ n t t ə t													
215-6						ʔ a Ø													
256-6						Ø o m													
294-6						m u kʼ ɨ													
655-6						ʔ ɨ Ø i t													
158-6						kʼ u m ɨ Ø													
372-6						Ø ə n f ə r													
375-6						s ə b t													
411-6						t ɨ r a s													
500-6						ʔ ɨ kʼ b ə r													
541-6						kʼ ə Ø i n													
113-6						b u a													
252-6						r a Ø ɨ Ø ə u													
330-6						kʼ ə u d													
448-6						kʼ ɨ d a m													
106-6						m ə s a													
290-6						ħ a g ə z ə													
460-6						ħ n n ɨ g a													
552-6						ɨ Ø i													
602-6						m i n													
2-6						ħ u Ø u l													
298-6						ħ ɨ g u													
486-6						n ə Ø ə kʼ ə													
211-6						m ɨ t ə u													
333-6						m a s ɨ r													
334-6						ʕ a n b ə Ø a													
612-6						ħ ə r b i t													
289-6						l ɨ b													
326-6						m ə t u													
594-6						g Ø n Ø													
154-6						ʔ a f u r ə s ə													
286-6						s u g ə r													
418-6						b ə r b ə r i													
615-6						m i													
288-6						r a ʔ a s													
5-6						g ə l s													
61-7							Ø ə Ø												
63-7							Ø ɨ Ø ə ɨ Ø ə												
107-7							g Ø Ø ə												
112-7							Ø ɨ Ø ə Ø												
331-7							Ø ɨ g Ø s ə												
377-7							Ø ə ɨ Ø ə Ø ə												
381-7							Ø ɨ ə ə Ø ə												
417-7							g Ø Ø												
451-7							s ə ə ə ə Ø Ø Ø ə												
454-7							Ø ə Ø ɨ g ə ə												
484-7							s ɨ Ø ɨ s Ø ə ə												
535-7							Ø ɨ s ɨ g ə ə												
543-7							s Ø s Ø ə												
593-7							Ø ɨ Ø Ø s												
640-7							Ø Ø ɨ Ø ə												
1-7							Ø ə Ø ə Ø ə												
65-7							Ø ɨ ə ə ə												
163-7							s ə Ø ə ə ə												
212-7							Ø Ø Ø												
244-7							Ø ə g Ø ə Ø												
248-7							Ø Ø Ø												
293-7							Ø ə g ə Ø												
373-7							Ø ɨ Ø Ø												
408-7							Ø ɨ ə g												
414-7							Ø ɨ w ə Ø ɨ Ø												
601-7							Ø ə Ø ə ə ə ə												
642-7							ə ə Ø ə Ø ɨ s												
60-7							Ø ə Ø ə s ə ə												
115-7							Ø ə Ø ɨ Ø												
209-7							s ɨ w Ø												
242-7							Ø Ø ɨ s Ø												
415-7							Ø ɨ Ø Ø Ø												
450-7							Ø ə g												
490-7							Ø ə Ø ə w ə												
638-7							s ɨ Ø ə ə												
645-7							Ø ɨ Ø												
75-7							Ø ɨ Ø Ø ɨ Ø ə												
160-7							Ø ə Ø ə Ø ə												
208-7							Ø ɨ Ø Ø ɨ Ø												
214-7							Ø Ø												
218-7							Ø ɨ Ø Ø ɨ Ø												
378-7							Ø ɨ Ø g ə ə Ø ə												
379-7							Ø ə Ø ə ə ə												
409-7							g ə Ø ə g ə												
497-7							Ø ə ə ə Ø												
598-7							Ø w Ø												
646-7							Ø ɨ ə Ø ə ə												
164-7							Ø ə Ø ə ə ə												
210-7							Ø ə Ø w ə Ø ə												
215-7							Ø Ø Ø Ø ə Ø												
256-7							Ø Ø Ø ɨ												
285-7							Ø ɨ Ø Ø												
332-7							Ø ə g ɨ g												
380-7							Ø ə Ø w Ø												
412-7							s ɨ Ø ə Ø ə												
496-7							s ə Ø Ø ə Ø												
64-7							Ø ɨ Ø ə ə ə												
67-7							w ɨ ə ə g ə												
169-7							Ø ə Ø ə Ø ə Ø												
251-7							Ø ɨ Ø												
294-7							Ø Ø Ø Ø w ə Ø Ø Ø Ø Ø												
461-7							ə ə Ø ə												
547-7							w ɨ Ø Ø												
597-7							Ø ɨ g ɨ Ø ə Ø ə												
655-7							Ø ɨ Ø Ø												
7-7							Ø Ø g												
158-7							Ø ə Ø Ø s Ø												
168-7							Ø ɨ Ø ɨ Ø												
296-7							Ø ə Ø w Ø												
372-7							Ø ə Ø Ø ə g												
374-7							Ø ə Ø Ø Ø												
385-7							w ɨ Ø ə Ø												
411-7							Ø ɨ g ɨ s												
500-7							Ø ɨ Ø ɨ Ø ə												
6-7							Ø ə Ø Ø ɨ Ø ɨ												
17-7							Ø ə Ø ɨ g												
123-7							s ɨ Ø ə												
252-7							g ə Ø ə Ø ə												
421-7							Ø ɨ Ø ə												
448-7							Ø ə Ø ə s ə Ø Ø ə Ø												
449-7							Ø ɨ Ø ə												
491-7							Ø ɨ Ø g ɨ Ø												
545-7							Ø ɨ Ø ɨ w												
596-7							Ø ə g ə												
653-7							Ø ə Ø ɨ Ø												
8-7							Ø ə Ø ə Ø Ø Ø												
254-7							Ø ɨ Ø ɨ Ø												
290-7							Ø Ø g ə Ø ə Ø												
460-7							Ø Ø Ø ɨ Ø ɨ												
489-7							Ø w ə Ø Ø ɨ Ø ɨ												
552-7							Ø ɨ												
652-7							Ø ə ə Ø ə Ø ə Ø												
3-7							Ø ɨ Ø Ø Ø ə												
119-7							Ø ɨ Ø g ɨ Ø												
298-7							Ø Ø Ø												
340-7							g Ø ə Ø Ø ə												
458-7							Ø ə Ø g ə Ø ə												
459-7							Ø Ø s ɨ w ɨ												
486-7							Ø ə Ø ə Ø ə ə												
607-7							Ø ə Ø w ɨ												
609-7							Ø ɨ g												
10-7							Ø ɨ Ø Ø Ø												
15-7							Ø ɨ Ø ɨ Ø												
18-7							Ø ɨ Ø ɨ Ø ə												
73-7							Ø ə Ø ə Ø ə ə												
76-7							Ø w ə s ɨ												
110-7							Ø ɨ ə ə Ø ɨ												
121-7							Ø ɨ Ø ə												
152-7							Ø Ø Ø Ø												
167-7							g ɨ Ø ə												
255-7							Ø w ə Ø ə Ø ə												
297-7							g Ø Ø ə Ø												
299-7							g Ø Ø ə Ø												
338-7							Ø ə Ø ɨ Ø												
342-7							Ø Ø Ø ɨ												
344-7							Ø ə s ə Ø												
410-7							Ø ɨ Ø												
540-7							Ø Ø Ø Ø												
550-7							Ø ə Ø Ø ɨ Ø												
153-7							Ø ə Ø ə Ø ɨ Ø Ø												
219-7							g ə Ø Ø												
250-7							w ə Ø ə												
301-7							Ø Ø Ø ə Ø												
326-7							Ø Ø Ø Ø Ø Ø												
74-7							g w ə Ø Ø												
120-7							Ø ɨ Ø g												
122-7							Ø ɨ w ɨ												
220-7							Ø ə w Ø												
245-7							Ø ə Ø ə Ø ə												
300-7							Ø ɨ Ø ə												
341-7							Ø ə Ø ə ə ə Ø												
549-7							Ø ə Ø Ø Ø g												
610-7							Ø ɨ Ø ə Ø												
643-7							g ə Ø w ə												
118-7							Ø ə Ø ə												
221-7							Ø ə Ø ə Ø ə												
420-7							Ø Ø w Ø Ø Ø												
455-7							Ø Ø Ø Ø Ø Ø												
495-7							Ø Ø Ø Ø Ø												
61-8								Ø ə m											
63-8								h a Ø ɨ m											
107-8								g a m i r a											
112-8								Ø a w ə r a											
331-8								ɨ g i s											
377-8								i Ø ə r ə											
381-8								h a											
417-8								r Ø Ø											
451-8								s ə ə ə m a g											
454-8								h a h ɨ r											
484-8								s ɨ h ɨ s g											
535-8								h a s ɨ r											
543-8								s a s g											
593-8								h a m i s											
640-8								m a											
1-8								Ø ə Ø ə r ə m											
65-8								Ø ɨ w											
163-8								s ə Ø ə											
212-8								ɨ r											
244-8								a r ə g											
248-8								m i r a											
293-8								Ø ə r ə Ø											
373-8								ɨ m a r											
408-8								a w r a											
414-8								Ø i Ø a ə ə ə a											
601-8								h ə r ə i ə											
642-8								ə Ø a s											
60-8								ə Ø ə s ə m											
115-8								ə Ø a m											
209-8								s ɨ i i r											
242-8								h a h ɨ s g											
415-8								Ø ɨ r a											
450-8								Ø ə ə											
490-8								ə Ø ə m											
638-8								s ɨ ə											
645-8								Ø a r											
75-8								h a m ɨ r											
160-8								Ø ə r ə h											
208-8								h a Ø ɨ r a ə											
214-8								a a											
218-8								ɨ Ø ɨ r											
378-8								a g ə g											
379-8								Ø ə ə											
409-8								g ə g ə r ə											
497-8								g ə Ø											
598-8								w i r i											
646-8								a Ø ə											
164-8								Ø ə Ø ə m											
210-8								Ø ə Ø w ə r ə											
215-8								h a g a Ø ə g											
256-8								g Ø m a											
285-8								m ɨ Ø a Ø											
332-8								h ə g ɨ r											
380-8								Ø ə Ø ə a											
412-8								s a ɨ Ø											
496-8								ə i ə s ə ə g											
64-8								Ø a Ø ə											
67-8								w ɨ r											
169-8								ə ə Ø ə m											
