COGID	dutch	english	french	german
908-1	w ɔ s ə			
648-1	b uː r			
1855-1	d ɔ t ə oː l			
657-1	h ɑ m ə r			
2058-1	n aː l ə l			
949-1	s l ɛɪ d			
1642-1	x aː l t			
1640-1	z iː l v ə r			
1633-1	eː n ə n			
1630-1	t ɪ n			
993-1	x l aː s			
-2121-1	r ɔ l ə			
1692-1	v ɑ l			
1694-1	d r ɔ p ə			
1062-1	s ɛ ŋ k ə			
476-1	s w ɪ m ə			
1051-1	v l ɛɪ ɣ ə			
1075-1	b l aː n ə			
135-1	s l ɛɪ t ə			
-134-1	d ɑ n t ə			
1839-1	x eː + ɛɪ t ə			
1097-1	k uː r r x r k r			
1777-1	v ɔ l ə			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ d ə			
1424-1	r ɛɪ d ə			
778-1	p aː t			
790-1	b ə ʉ k			
1223-1	p ɑ d ə l			
1117-1	z eː x ə l			
1411-1	h aː v ə			
1407-1	h ɑ l t ə			
1390-1	d ɪ ŋ			
2086-1	x aː v ə			
2082-1	k iː r r x + aː aː v ə			
576-1	z ɔ k ə			
579-1	v ɪ n d ə			
581-1	v ə r +			
-1791-1	r eː k			
-225-1	p r ɛɪ s			
-2284-1	p l ɑ t			
1479-1	aː p ə ə			
847-1	h ɛɪ k			
659-1	b ɔ t ə			
860-1	m eː d ə			
213-1	r eː t			
1286-1	v ə r			
1293-1	w ɛ s t ə			
474-1	d eː k			
467-1	d iː n			
1177-1	d iː p			
588-1	v l ɑ k			
584-1	h aː k ə			
-1153-1	r ɔ n t			
700-1	t w ɛ l f			
875-1	t uː v ə n t			
1559-1	ɑ l			
1565-1	m uː r			
1968-1	h ɛ l v			
-350-1	p aː r			
1478-1	b oː d ə			
1469-2		s æ n t		
2047-2		s ɔ n		
2054-2		d ɔ n d r		
1375-2		l ɪ d		
760-2		w aɪ n t		
756-2		s n ə		
726-2		m ʌ d		
1351-2		ɡ r əʊ d d		
1353-2		ɡ r əʊ d m d		
412-2		s n əʊ r əʊ		
406-2		s n əʊ r		
1005-2		s r ɪ		
1012-2		s t ɪ f m d		
1016-2		w aɪ d		
1069-2		k		
509-2		f əʊ l		
693-2		k ʌ l		
2179-2		n ɪ t		
1753-2		f æ n		
1131-2		w ɔ l f		
1198-2		b ɑː r t		
2032-2		h iː r		
2241-2		n ɪ		
2244-2		l ɪ f		
610-2		k n ɪ		
945-2		h r		
1534-2		l		
384-2		s ɪ		
1650-2		s ɔ t		
1663-2		s æ l		
2279-2		l aɪ n		
471-2		s ɪ		
1385-2		s ɪ d		
792-2		j ɔ		
1111-2		m əʊ t		
197-2		s ɔː d		
2020-2		l əʊ		
867-2		h aɪ n d		
1970-2		f ɔ l		
1230-2		d r d		
2017-2		n ɪ r		
968-2		w əʊ l		
1674-2		l æ n t		
1671-2		h əʊ l		
829-2		k l aɪ f		
1025-2		w əʊ d r		
1027-2		s ə		
1832-2		r æ r		
-1816-2		s ɪ		
-335-2		l əʊ əʊ n		
1043-2		s t r æ m		
423-2		s t ɛ n		
2049-2		m əʊ n		
2062-2		s d		
2065-2		r eɪ k ɔː		
1368-2		s d		
1365-2		d æ r		
754-2		r eɪ		
768-2		w aɪ d		
1211-2		f l		
106-2		m æ n		
-98-2		b əʊ l ə		
719-2		f əʊ d		
1341-2		s ʌ n		
-2027-2		d æ n d		
-2026-2		n eɪ f		
409-2		s n əʊ + r ʌ n		
402-2		s n əʊ n d ɔ t		
1014-2		s t ɪ f + d ɔː t ə r		
1059-2		w aɪ		
120-2		s t l		
2194-2		ɔ t		
2199-2		k ɑː l		
2197-2		s n f r		
1523-2		s aɪ		
512-2		m ɛ r		
2141-2		h iː n		
2147-2		ɡ əʊ n		
814-2		k r eɪ		
810-2		d ɪ		
1758-2		m əʊ		
1760-2		r aɪ		
1620-2		f æ n		
1282-2		w æ l		
1136-2		f ɔ t		
1309-2		l əʊ		
1307-2		n ɪ t		
1305-2		f l əʊ		
711-2		w əʊ k d		
1442-2		f l əʊ		
62-2		m ʌ		
-73-2		m ʌ ɪ d		
1810-2		h iː t		
1805-2		f l əʊ n		
1813-2		h ɑː r		
1811-2		k l ɔː t		
690-2		r iː d		
2177-2		h əʊ f t		
246-2		w ɛ n əʊ k r æ		
249-2		əʊ l l		
1506-2		n əʊ s f l əʊ n		
2242-2		m ʌ n t		
2245-2		k ɔ		
2174-2		s l d		
603-2		ɡ l l l		
601-2		h əʊ n t		
615-2		f r r		
901-2		k l æ r		
608-2		f əʊ t		
596-2		t ɛ		
937-2		k ɔː r t		
936-2		n ɪ l		
646-2		l ɔ		
947-2		l əʊ v r		
1606-2		h əʊ f		
472-2		n ɪ s		
1535-2		s n aɪ t		
1546-2		s d əʊ		
1959-2		s l əʊ d		
694-2		s n æ		
1961-2		d m		
323-2		l əʊ		
1885-2		ɡ r eɪ d		
2156-2		f r r k k l d		
1903-2		w əʊ n t		
525-2		s r əʊ l		
276-2		l æ m		
274-2		d əʊ f		
278-2		k l əʊ n t		
258-2		d ɔ k		
256-2		n əʊ k d		
383-2		s t		
207-2		r ɪ f		
376-2		d r iː		
2014-2		d ɪ t		
2009-2		əʊ f		
2003-2		k eɪ t l		
2024-2		p əʊ n		
1321-2		k ɔ		
1976-2		t æ		
1243-2		m l aɪ d		
1265-2		p ɪ l		
1261-2		s ɪ		
655-2		k r əʊ t		
650-2		d ɪ		
1532-2		k n d d		
-36-2		k ɔː p		
34-2		k ʌ n		
-1647-2		f ɪ		
-1615-2		f l		
125-2		f l t		
1659-2		h əʊ n		
1661-2		m ɛ l		
1676-2		k ɔː d r		
480-2		d r əʊ d		
1466-2		ɡ l aɪ d		
2277-2		w ɔ l		
2271-2		f æ l		
2293-2		l əʊ		
624-2		s d aɪ n		
628-2		s d aɪ n d l		
626-2		w əʊ		
633-2		n ɪ d		
1185-2		s n d r		
1179-2		h iː t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l aɪ d		
922-2		s ɛ t		
-934-2		l æ m		
916-2		d r ɔ		
1726-2		f æ l		
2108-2		p l		
1133-2		f r		
2114-2		s n əʊ d		
1272-2		r ɔ		
1979-2		ɡ r əʊ		
1989-2		h iː		
-2260-2		p l æ n t		
70-2		k ɔː k		
-89-2		w aɪ n s t		
-12-2		p aɪ f		
713-2		s əʊ f		
747-2		n eɪ t l		
308-2		d ʌ n		
289-2		k n d		
1930-2		k r eɪ k		
1928-2		s d əʊ l d		
858-2		s d r eɪ k		
1577-2		s d h ɛ		
908-2		w əʊ		
648-2		k ɔː r		
1855-2		s ɔː l		
657-2		h əʊ m r		
2058-2		n ɪ l		
949-2		s n ɪ d		
1642-2		ɡ r l		
1640-2		s aɪ l r		
1633-2		əʊ s		
1630-2		t ɛ n		
993-2		ɡ l əʊ		
-2121-2		r ɔ l		
1692-2		f æ l		
1694-2		d r ɔ		
1062-2		s aɪ		
476-2		s r aɪ m		
1051-2		f l əʊ		
1075-2		k l əʊ d		
135-2		ɡ l aɪ d		
-134-2		d n		
1839-2		w ɛ eɪ		
1097-2		t r ɔ m		
1777-2		f ɔ l		
1434-2		k r eɪ		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p əʊ d		
790-2		k r ɔ		
1223-2		p əʊ d l		
1117-2		s aɪ l		
1411-2		h əʊ k		
1407-2		f əʊ l d		
1390-2		d		
2086-2		ɡ əʊ		
2082-2		t r ɔ r əʊ		
576-2		s ʌ		
579-2		f æ n d		
581-2		f r l ɪ		
-1791-2		r ɪ k		
-225-2		d r ɪ		
-2284-2		p l əʊ		
1479-2		s f		
847-2		h əʊ		
659-2		b ɔː d		
860-2		m ʌ d		
213-2		r eɪ k		
1286-2		f r		
1293-2		w əʊ d		
474-2		d		
467-2		d ɪ n		
1177-2		d ɪ f		
584-2		h əʊ		
-1153-2		r ɔ n t		
700-2		t r iː l f		
875-2		d ɔː s n t		
1559-2		s l		
1565-2		m ə r		
1968-2		h iː l f d		
-350-2		p əʊ r		
1469-3			ʃ o t	
2047-3			t t t	
2054-3			t t ʀ	
1375-3			t ɑ̃ t	
760-3			v ɑ̃ t	
756-3			ʀ ʀ	
726-3				
1351-3			t t ʀ ʀ	
1353-3			t ʀ ʀ	
412-3			ʀ ɛ a ɡ ʀ ʀ ʀ	
406-3			t a ɡ	
1005-3			ʀ ɛ ɑ̃ t ʀ ʀ	
1012-3			ʀ ɛ ɑ̃ t ʀ	
1016-3			v a ʀ ʀ	
1069-3			t	
509-3			f	
693-3			t t	
2179-3			t ʀ ʀ	
1753-3			f ʀ t	
1131-3			v	
1198-3			t ʀ ʀ	
2032-3			t	
2241-3			t t	
2244-3			l ə	
610-3			t t	
945-3			s t	
1534-3			l ə	
384-3			ʃ t ɡ	
1650-3			t t	
1663-3			ʃ ɛ t	
2279-3			l	
471-3			ʃ	
1385-3			ʀ t t	
792-3			e t	
1111-3			ʃ ʀ	
197-3			t t t	
2020-3			t o t	
867-3			e t t t	
1970-3			f ʀ	
1230-3			t ʀ t ʀ	
2017-3			t	
2183-3			ʀ ʀ	
1521-3			t	
1755-3			e t	
1760-3			ʀ t	
1196-3			t ʀ	
575-3			t	
2014-3			ʀ ʀ t	
1321-3			t	
1265-3			e ɑ̃ t	
588-3			f o z	
1469-4				z a n t ə
2047-4				ʃ ʊ n ə
2054-4				d ə n t ə r
1375-4				l ɪ t t ə
760-4				v ɛ n t
756-4				ʃ n + ə
726-4				m ə d ə
1351-4				ɡ r a n t ə ə ə r
1353-4				ɡ r a n + m r d ə
412-4				ʃ a n eː ə r aː t ə
406-4				ʃ ə n n ə ə r t ə
1005-4				ʃ t ai eː ə + ə ə r
1012-4				ʃ t ai n + m r d ə
1016-4				v ai t ə ə n + ə
1069-4				ai x
509-4				f a l ə
693-4				m ai l t ə
2179-4				n ɛ ʃ t
1753-4				f ɛ s ə
1131-4				v a l
1198-4				ɡ ə r t ə
2032-4				h oː r n
2241-4				n ʊ ə
2244-4				l ai ə
610-4				k ɪ ə
945-4				h a t
1534-4				l ai k ə
384-4				ʃ au ə ə
1650-4				n oː t
1663-4				ʃ ɛ l
2279-4				l ɪ n ə
471-4				z ai ə ə
1385-4				z ai t ə n
792-4				j ʊ k
1111-4				m a ʃ t
197-4				ʃ ai t ə
2020-4				l a ə
867-4				h ɛ n t ə r t
1970-4				f ə l ə
1230-4				d ɛ r + ə ə
2017-4				n iː ə ə
968-4				v ɛ l t l
1674-4				l a n t ə
1671-4				h aː f ə
829-4				k l ɪ f ə
1025-4				v a t ə r
1027-4				ʃ iː ə
1832-4				r au ə ə
-1816-4				n s t ə n n
-335-4				l aː ɡ ə n ə
1043-4				ʃ t r ɪ m ə
423-4				ʃ t ai n ə
2049-4				m aː n ə
2062-4				ʃ t r r
2065-4				r ɛ n ə n + b oː
1368-4				ʃ ɛ t t n ə
1365-4				t ə ə
754-4				r ɛ ɡ ə n
768-4				v ɛ r ə
1211-4				f a ə
106-4				m a n
-98-4				b ɛ b ə ə
719-4				f aː d ə r
1341-4				ʃ oː n
-2027-4				ts a t t ə
-2026-4				n ɛ ə ə ə
409-4				ʃ ə n n + n a n ə
402-4				ʃ ɔ a n + t ə n t ə r ə
1014-4				ʃ t ai n + d ʊ k t ə r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t ə r
2194-4				ʊ k ə
2199-4				k a l
2197-4				ʃ ai aː ə
1523-4				z ʊ k ə
1521-4				b ə x
512-4				m ɛ r iː ə
2141-4				h ɛ n ə
2147-4				ɡ a n ə
814-4				k r ai ə
810-4				t ai f ə
1755-4				h a n t
1758-4				m iː ə ə
1620-4				f iː n ə
1282-4				v a l ə ə
1136-4				f ɔ k ə
1309-4				l ai s ə
1307-4				n ɛ t
1305-4				f l ai ə
711-4				v ɛ ʃ p ə
1442-4				f l ai ə
62-4				m ʏ k ə
-73-4				m ʏ ʃ k ai t
1810-4				h ai t ə
1805-4				f l ai s ə
1813-4				h aː r
1811-4				b l r t ə
690-4				r ɪ ə ə
2177-4				h oː f ə
246-4				v ɛ k ə + b r n
249-4				n ɡ l l t t
1506-4				n ʊ ʃ t ə l yː ɡ ə
2242-4				m iː n t
2245-4				t ɔ n ə
1196-4				d ɛ k
2174-4				ʃ a l t ə r
575-4				r ɛ ə ə l
603-4				ɛ l ə + b n ə
601-4				h a n t ə
615-4				f a ŋ ə r
901-4				k l au ə
608-4				f a t
596-4				t ai n
937-4				b r r s t
936-4				r aː b ə l
646-4				l ʊ ŋ ə
947-4				l iː f ə r
1606-4				h ai pf ə
472-4				ʃ n ai ə ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l aː f ə n
694-4				ʃ n ə r k ə
1961-4				d r ɪ m ə
323-4				l ai b ə n ə
1885-4				ɡ r aː f ə
2156-4				f a r t ə n + n
1903-4				v ɛ n t ə
525-4				ʃ v ɛ l ɪ ŋ ə
276-4				l a m ɛ ə
274-4				t oː f ə
278-4				b l ɪ n t ə
258-4				d r ʊ ŋ k ə n
256-4				n ɛ k ə t ə
383-4				ɛ t ə n
207-4				r ai ə ə
376-4				d r ɪ ŋ k ə n
2014-4				t r l t
2009-4				aː f ə ə
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				t a n ə ə
1243-4				m ai l ə n
1261-4				z iː f ə n
655-4				b r + t ə
650-4				t ai k
1532-4				k n t ə ə
-36-4				ʃ au p ə
34-4				b oː n
-1647-4				f iː k ə
-1615-4				l l iː ə
125-4				f ɛ t
1659-4				h oː n iː ə
1661-4				m ɛ l k ə
1676-4				b oː t ə r
480-4				d r a ŋ k ə
1466-4				k l ai d ə ə
2277-4				v ɔ l ə
2271-4				f ɪ l t
2293-4				l ai r ə
624-4				ʃ p ɪ n ə
628-4				ʃ p ɪ n t ə ə
626-4				v ai f ə n
633-4				n aː l t ə
1185-4				ʃ k ə n + r r k ə
1179-4				h a t
2168-4				k a m ə
1952-4				t ai r ə
899-4				l a t ə r
922-4				b ɛ t ə
-934-4				l a m ə
916-4				ts r ɔ k ə
1726-4				f ɛ l t ə
2108-4				p l ə ɡ ə
1133-4				f oː r ə n
2114-4				ʃ r aː t ə n
1272-4				r ai ə ə
1979-4				ɡ r a s ə
1989-4				h ai ə
-2260-4				p l ə n t ə n
70-4				b ai k ə
-89-4				v ɪ ŋ ə r
-12-4				p ai p ə
713-4				ʃ a p ə
747-4				n ɛ t ə l
308-4				t ai ə
289-4				b ɪ n t ə n
1930-4				b r ɛ x ə n
1928-4				ʃ p l ai t ə n
858-4				ʃ t + ɛ ɛ k ə
1577-4				h p + h a ŋ ə
908-4				v a s ə
648-4				b ə r ə
1855-4				ʃ l + n ʊ l
657-4				h aː m ə r
2058-4				n aː k ə
949-4				ʃ ə ɪ t + n n iː ə
1642-4				ɡ a l t ə
1640-4				z iː l f ə r
1633-4				ɡ ə ə r
1630-4				ts ɪ n ə
993-4				ɡ l a s ə
-2121-4				r ɔ l ə
1692-4				f a l ə
1694-4				d r ai ə ə n
1062-4				ʃ ɪ ŋ k ə n
476-4				ʃ v ɛ m ə
1051-4				f l ai ə ə
1075-4				b l aː b ə
135-4				ʃ l ai t ə n
-134-4				t a n ʃ ə
1839-4				v ɛ k + ə n
1097-4				k ə r ɛ ɡ + k ə
1777-4				f ə l ə ə n
1434-4				b r ɛ ə ə
1417-4				l ai t ə n
1424-4				r ai t ə n
778-4				p a t ə
790-4				b r ʏ k ə
1223-4				p ɛ t ə ə
1117-4				z ai l ə
1411-4				h a b ə n
1407-4				h a s t + h
1390-4				t ai ŋ ə
2086-4				ɡ aː f ə n
2082-4				t ə r ɛ + + ai b ə
576-4				ʃ ʊ k ə n
579-4				f ɪ n t ə n
581-4				f ə r + n
-1791-4				r ai x ə
-225-4				p r ai ʃ ə
-2284-4				p l ai x ə
1479-4				a f ə n ə
847-4				h oː k
659-4				b oː t ə m ə
860-4				m iː t ə ə
213-4				r ɛ k ə
1286-4				f ɛ r
1293-4				v ɛ ʃ t ə n
474-4				d ɪ k ə
467-4				t ai n
1177-4				d ai ə ə
588-4				f l a x
584-4				h aː k ə
-1153-4				r ɪ n t ə
700-4				ts v ai l ə
875-4				t uː z ə n t
1559-4				a l ə
1565-4				m ɛ r
1968-4				h a l
-350-4				pf aː r
1478-4				b au t m
