COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
187	j a n k w i + k	j a m b w i + k	j a m k w i + ʔ	j a n k w i + k	j a m b i + k	j a n k w i + k		j a n k w i + k	j a n k w iː + k
288			aː + p a t aː n i		aː h k i a				
20		tʃ i tʃ i				tʃ iː tʃ i h			
85			t oː p o h		t oː p o h				
177	m i a k iː n	m i a k p a	m i a ʔ	m i a k	m i a k	m i j a k		m ɨ j a k	m e j a k
213	k i j a w + tɬ		k i a h u aː + ʔ	k i j a w i + tɬ					k iː j a b iː + tɬ
232	a tʃ + tɬ i			a tʃ tɬ i			a x + t	aː tʃ + tɬ ɨ	x iː n + ø tʃ + tɬ iː
218	tʃ iː + tʃ iː l + t i k		tʃ iː l + t i ʔ	tʃ i + tʃ i l + t i k		tʃ iː l + t i k		tʃ iː l + t ɨ + k	tʃ i + tʃ i + l t iː k
228	ʔ t o aː		k + i h t o a	i h t o a	i h t o a				ʰt o a
14			p iː s + t i ʔ		p i s + t i k				
179	n a k a + tɬ	n a k a + t	n a k a + ʔ	n a k a + tɬ	n a g a + t	n a k a + t	n e k e + t	n a k a + tɬ	n a k a + tɬ
227	x aː l + l i	x aː h l i	x aː h l i	x a l i	x aː h l i	aː + x aː l		x aː l + l ɨ	x ø l iː
83	tɬ e + tɬ	t i + t	t i ʔ + t i	tɬ e + tɬ	t i + t	t iː + t	t e + t	tɬ a h i + tɬ	tɬ e + ts i n + tɬ iː
322	t e ʔ w aː n	t o h o m e n	t e h a m e h	t e h w a n	t e h a m e h	t e h e m e t	t w e n	t ə h a + m ɨ + t	t e h w a
293	i n + iː n	h iː n i	i n + iː n	i n + i n	h iː n	i n i	i n a	i n	i n + i
268	s iː tɬ a l + i n	s iː t a l	s iː t a l i n	s i tɬ a l i		s iː t a l		s i tɬ a l ɨ + m	s i tɬ a l iː
140	tɬ a n + k w a i	t a m + b w a + n	t a n + k w aː + ʔ	tɬ a n + k w a	t a m + b a			tɬ a n + k w a h	tɬ a n + k w a t e
6	i ʔ t e	i h t i		i h t e	i h t i	i h t i		ɨ h t ɨ	i h t e
9	t oː t oː + tɬ	t uː r u + t	t oː t oː + ʔ	t o t o + tɬ	t oː t o + t	t uː t u + t		t oː t oː + tɬ	t u t u + tɬ
57			t e k s i s		t e k s i s	t e k s i s + t i			
158	w eː i j a k	w e j a k	w eː j a k t i ʔ	w e j a k	w eː j a k	w e j a k		w e h e j a + k	b e j a k
219		t r a i k			t a + t a w i + k				
99		x u x u i + k				x u x u w i + k			
104		ts u n + t e k o n	ts o n + t e k o n	ts o n + t e k o	ts o n + t e g o n	ts u n + t e k u m a + t		k w a h	ts o n + t e k o
87	p a tɬ aː n	p a r a n i	p a t aː n i	p a tɬ a n i	p a t aː n i	p a t aː n i	p a t a n k	p a tɬ aː n i	p a tɬ ø n i
224	j a w a l + t i k		j a w a l + t i ʔ	j e w a l + t i k		j a w a l + n a h		j a w a l + t ɨ + k	j e w a l + t iː k
33	tʃ i tʃ i	tʃ u tʃ u		tʃ i tʃ i		p eː l u			tʃ iː tʃ iː + t u
10	k e ʔ ts o m								k e ts o m a
139	m i k iː + t i aː	m i k + t i	m i k + t i a	m i k + t i a	m i k + t i a	m i k + t i a	m o k t i	m ɨ k + t ɨ + h a	m iː k + t iː a
98	x o x o k + t i k		x o x o k + t i ʔ	x o x o k + t i k	x o x o k + t i k				x o x o k + t iː k
176	t aː k a + tɬ	t aː k a + t	t aː g a + ʔ	tɬ a k a tɬ	t aː g a + t	t aː k a + t	o k o x + t	tɬ aː k a + tɬ	u m b r e
93	k w a l + l i			k w a l i					k w a l iː
229		i h l i				i l w i a			
92	m a k a	m a	m a k a	m a k a	m a g a	m a k a	m e k a	m a k a	m a k a
194	s eː	s e	s eː	s e j a	s e	s eː	s e	s eː	s i e
289	k w i tɬ a p i l + l i	b w i r a p i l	k w i t a p iː l	k w i tɬ a p i l	b i t a p i l	k w i tɬ a p i l		k w i tɬ a + p ɨ l	k w iː tɬ a p iː l
27				i ts + t i k					i ts + t iː k
318	t o + t oː n + k i	t r uː n i k	t o t oː n i ʔ	t o t o n k i	t o t oː n i k	t u t uː n i k		t o + t oː n ɨ + k	t o t u n + k iː
180	m eː ts + tɬ i	m eː ts + t i	m eː ts + t i	m e ts + tɬ i	m eː s + t i	m eː ts + t i	m e s + t	m eː ts + tɬ ɨ	m i e ts + tɬ iː
290	i n + oː n	h uː n i		i n + o n	h oː n	u n i		oː n	iː n + u
192		t e			a m o	t eː + t e s u			
12			t a n + k w a		t a m + b a	t a n + k w a		k ɨ h + ts o m a	
294	t e ʔ w aː + tɬ	t e h e	t e h	t e h w a	t e h a	t a		t ə h a	t a h a
88	kx i + tɬ	i kx i	i kx i	i kx i	i kx i	kx i		ɨ kx ɨ	i kx iː
143	i s w a + tɬ	i s w a + t	i s w a ʔ		i s w a + t	i s w a + t		ɨ s w a + tɬ	
103	m aː	m aː + n	m a j i ʔ	m a + n	m aː	m e j	m a i	m a h	m ø
159	a t e m i + tɬ	aː t i n	a t i m i ʔ		aː t i n	a t i m e + t	a t o m + t	a t ɨ m ɨ + tɬ	a t iː m iː + tɬ
145	m o + t eː k a	m u + r e k a + k	m o + t eː c a	m o + t e k a	m o + t e g a	m u + t eː k a	t e k e	m o + t eː k a	m o + t i e k a
105	k w aː + tɬ						k w a i + t		
326	aː k	a i k	aː ʔ	a k i n	aː k		a k	aː k	ø k iː n u
240	k o tʃ	k u tʃ i	k o tʃ i	k o tʃ i	g o tʃ i	k u tʃ i	k o tʃ i	k o tʃ ɨ	k o tʃ iː
284	t oː n a + t i w	r o n t i n		t o n a l + ts i n + tɬ i	t oː n a t i	t uː n a l	t u n e l		t u n a l iː
316	n e ʔ + n e m i	n e h + n e m i	n e h + n e m i	n e h + n e m i	n e h + n e m i	n e h + n e m i		n ɨ h + n ɨ m i	n e h + n e m iː
184	t oː k aː + tɬ	t u w a + n	t oː k aː + ʔ	t o k a h + tɬ i	t o g a	t uː k e j		t oː k aː h ɨ + tɬ	t u k ø
220	o ʔ + tɬ i	u h + t i	o h + t i	o h + tɬ i	o h + t i	u h + t i	o tʼ k a n	o h + tɬ ɨ	o h + tɬ iː
81			ts o h m i + ʔ		ts o h m i + t				
90	t eː n + t o k		t eː n + t o ʔ	t e n + t o k	t eː n + t o k	t eː n + t u k		t eː n + t o k	t i e n + t iː k a
296	n e n e + p i l + l i	n eː n e p i l		n e n e p i l	n e n e p i l	n e n e p i l	n e n e p i l	n ɨ n ɨ + p ɨ l	n e n e p iː l
182	k a m + tɬ			k a m a + k					k a m a + k
191	a ʔ m oː		a j aː ʔ	a h m o					a m o
235	m o + tɬ aː l i aː	m u + r a l i h + t u k	m o + t aː l i a	m o + tɬ a l i a	m o + t aː l i	m u + t aː l i a		m o + tɬ a l ɨ + h a	m o + tɬ ø l iː a
