COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
160-4				k i r i k						
163-4				u p i n						
52-5					e t e					
56-5					o m e ʔ					
96-5					a r a s					
99-5					a r i m e n					
114-5					t o k i s i					
115-5					y e i e s					
133-5					t i p a r a s					
144-5					a r a w a i					
150-5					k a w ʔ					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a ʔ					
2-5					i m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t y n i i					
119-5					j a t i i					
128-5					f o k i s					
147-5					t y m i s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					a o r i k o					
4-5					w a t i					
51-5					y w i ʔ					
55-5					i f a m					
97-5					m a f o m					
109-5					y p i k i					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
52-6						i t u				
56-6						u a u i				
96-6						a t a				
99-6						a a u k u				
114-6						t u k i i				
115-6						u u tʃ i i				
133-6						t i p a a a tʃ				
144-6						a t a w tʃ i tʃ				
150-6						k a w				
234-6						k u a				
236-6						p i k u i				
241-6						a w i				
249-6						i a u				
1-6						w a t a				
2-6						w m k				
65-6						i w i				
74-6						p a a i				
93-6						t u p a a i i				
95-6						w i k i				
106-6						t u i tʃ i				
119-6						i a t i i i				
128-6						k u k i				
147-6						t u k u tʃ i				
231-6						p a a w u				
232-6						p i i m a				
239-6						a a a k a				
266-6						i t i a i				
3-6						w a a i k i				
4-6						w a t i				
55-6						i w a a				
97-6						w a w u m				
109-6						u p u m i				
160-6						k i a i k				
52-7							t t e			
56-7							u m e			
96-7							a t a			
99-7							a r i k u			
114-7							t u k u i			
115-7							u t i u			
133-7							t i p r a a			
144-7							a t a w a			
150-7							k a w			
234-7							k u m			
236-7							p i k u d			
241-7							a w i d			
249-7							i s e			
1-7							w a t a			
2-7							a u m			
65-7							i w			
74-7							p a d a			
93-7							t u p a r i i			
95-7							a i k i			
106-7							t u d i i			
119-7							i a t z i			
128-7							k u k			
147-7							t i m i i			
231-7							p a d a w u			
232-7							u i i u p			
266-7							i t i m			
3-7							a u r k k u			
4-7							w a r i ʔ			
51-7							u w e			
55-7							i w a m			
97-7							m a p u m			
109-7							u p i k i n			
121-7							k a p i a a k a			
149-7							t u k			
160-7							k i r i k			
163-7							u p e d			
52-8								t t e		
56-8								u m e		
96-8								a r a s		
99-8								a r i k u		
114-8								t u k i s i		
115-8								u r i s		
133-8								t i r r a a s		
144-8								a r a a a s		
150-8								k a i		
234-8								k u m		
236-8								r i k u n		
241-8								a i i n		
249-8								i s e		
1-8								i a t a		
2-8								i o m		
65-8								i i		
74-8								r a n a		
93-8								t u r a r i s i		
95-8								i i k		
119-8								i a i t i		
231-8								r a n a v u		
232-8								r i i u		
239-8								n a m a k a n		
3-8								a u r v k u		
4-8								i a r i		
51-8								u i e		
55-8								i v a m		
109-8								u b i m s		
121-8								k a b i j a k		
149-8								t u k		
163-8								u b e n		
52-9									i t e	
56-9									i m e	
96-9									a r a ʃ	
99-9									a r i k a n	
114-9									t o k i ʃ i	
115-9									i w i i ʃ i	
133-9									t i p a r a ʃ	
144-9									a a a w a i i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i	
106-9									t i n e ʃ i	
119-9									ʃ a t i i	
128-9									h o k ʃ i	
147-9									t i m i ʃ i	
231-9									p a n a w o ʔ	
232-9									p i p i m	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w o r i k u	
4-9									w a r i ʔ	
51-9									i w e	
55-9									i w a m	
97-9									m a p a m	
109-9									i p i k i ʃ	
121-9									k a p i j a k ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
52-10										i t e
56-10										y m e
96-10										a r a n
99-10										a r i k o n
114-10										t o k i tʃ i
115-10										y r i tʃ i
133-10										t i p a r tʃ i
144-10										a t a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p i k y n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										i m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t y n i tʃ i
119-10										i j i tʃ i tʃ i
128-10										h o k i tʃ
147-10										t i m i tʃ i
231-10										p a n a w o
232-10										p i a i o
239-10										n a m a k a n
266-10										i t i m
3-10										a o r k k o
4-10										w a r i
51-10										y w e
55-10										i h a m
97-10										m a h o m
121-10										k a p a j a k tʃ
149-10										t o k
160-10										k i r i k
163-10										y p e n
