COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p a r		
1433-6						w u g u		
1442-6						l a m		
1451-6						b a d a m		
1468-6						pʰ a k p a		
1477-6						ŋ a s		
1502-6						ŋ a m l u		
1511-6						ɾ u t l a ŋ b a		
1529-6						tʰ a l u		
1538-6						s u l u		
1557-6						tʃ o d u ŋ		
1618-6						i ŋ tʃ a		
1663-6						z u m		
1689-6						ŋ o i		
1698-6						kʰ u ŋ		
1707-6						o ŋ n a ŋ		
1716-6						ŋ a m		
1742-6						w u g i		
1751-6						p u ɲ i l a		
1778-6						s a		
1787-6						tʃ u r p u		
1823-6						l e m		
1832-6						k a r l a		
1842-6						l u ŋ		
1860-6						ŋ a m a		
1869-6						ʃ u p tʃ a ŋ		
1888-6						z a m b i		
1897-6						s w e		
1932-6						ɾ i n a ŋ o a		
1950-6						w u		
1968-6						t o ŋ t a		
1978-6						k u t p a		
1987-6						s a m		
2015-6						ŋ a m ʃ u		
2118-6						o ŋ o o ŋ a		
2238-6						ŋ a r a		
2507-6						tʰ a n u ŋ		
2526-6						l e		
2535-6						s w a		
2544-6						s i ŋ		
2560-6						s o ŋ i tʃ i ŋ		
2569-6						kʰ e tʰ u r		
2578-6						n i d i ŋ		
2596-6						d u ŋ		
2615-6						ɾ i		
2663-6						g i t i		
2690-6						s i		
2719-6						ɾ i d i		
2728-6						g o tʃ u ŋ		
2747-6						ŋ i ŋ		
2756-6						s e r b u		
10-7							dʒ a ŋ	
37-7							n a n	
46-7							n a n	
98-7							kʰ a ŋ tʰ i l a	
125-7							b i a ŋ a a	
162-7							l e i a i	
171-7							kʰ o m l a	
219-7							d a ŋ p u	
247-7							tʃ a ŋ l u ŋ	
282-7							l u s p u	
292-7							kʰ a ŋ	
301-7							w i	
354-7							m u m p e i	
363-7							n a m b u	
397-7							g a m d i	
406-7							kʰ a u	
426-7							m u k p a	
473-7							b i ŋ tʰ a ŋ	
499-7							z a m i n	
526-7							g a ʃ a	
544-7							kʰ u	
553-7							g u ʃ a ŋ	
599-7							g o i tʰ a m	
608-7							b a n tʰ u	
617-7							w e n	
645-7							a n a	
663-7							s o ŋ tʰ u r	
672-7							d o ŋ p a	
681-7							ɲ i ɾ i	
690-7							m i ŋ	
708-7							d a l i ŋ b u	
717-7							tʃ o k p u	
726-7							ʃ i	
744-7							a a	
782-7							m i	
791-7							w a	
800-7							w a	
809-7							m o m n a ŋ	
836-7							p ʃ i	
881-7							l a m	
890-7							ɾ a w a	
899-7							s e r	
926-7							tʃ a m	
944-7							g a ɾ a ŋ	
953-7							ʃ ɾ a l a ŋ	
980-7							w a r o ŋ	
998-7							pʰ e i	
1022-7							a tʰ u r	
1031-7							b i n a ŋ kʰ u a	
1069-7							tʃ o r a ŋ a	
1079-7							s a e a	
1098-7							w a ŋ p u	
1117-7							tʃ u n	
1141-7							ɲ i ŋ b u	
1189-7							m a n	
1198-7							n u	
1208-7							z a l a	
1217-7							l a ɲ i kʰ	
1253-7							a m a	
1271-7							n u r a ŋ	
1289-7							m i ŋ	
1316-7							ŋ a ŋ	
1325-7							kʰ a m	
1334-7							s i ŋ b a	
1343-7							b u i n a ŋ	
1361-7							w e n a ŋ	
1370-7							n a ɲ u ŋ	
1388-7							m a n b a	
1397-7							tʰ u r	
1406-7							tʃ o ŋ	
1424-7							g a ɾ a ŋ p a e	
1433-7							z u g u	
1442-7							l a m	
1451-7							b a d a m	
1468-7							pʰ a k p a	
1477-7							ŋ a s	
1502-7							ŋ a m l u	
1511-7							m u l a ŋ a	
1529-7							tʃ a l u	
1538-7							s u l u	
1557-7							tʃ o i tʰ u ŋ	
1618-7							i ŋ tʃ a	
1663-7							z u m	
1689-7							ŋ o i	
1698-7							kʰ u ŋ	
1707-7							m o ŋ n a ŋ	
1716-7							ŋ a m	
1742-7							w u g i	
1751-7							b u z i l a	
1778-7							s a	
1787-7							d u r p u	
1823-7							l e m	
1832-7							kʰ a r m a	
1842-7							l u ŋ	
1860-7							ŋ a m	
1869-7							z u p tʃ a ŋ	
1888-7							z a m b i	
1897-7							s e	
1932-7							ɾ i n a ŋ e n e a	
1950-7							z u	
1968-7							t o ŋ tʃ a a	
1978-7							g u t p a	
1987-7							z a m	
2015-7							z a m kʰ ə n	
2118-7							m o ŋ e	
2238-7							ŋ a r kʰ e n	
2507-7							d i n u ŋ	
2526-7							l e	
2535-7							s a	
2544-7							ʃ i ŋ	
2560-7							s o ŋ n i tʃ i ŋ	
2569-7							kʰ e tʰ u r	
2578-7							ɲ i tʃ i ŋ	
2596-7							tʰ u ŋ	
2615-7							ɾ i	
2663-7							g i t i	
2690-7							ɲ i	
2719-7							ɾ i d i	
2728-7							k u ʃ u ŋ	
2747-7							ɲ i ŋ tʰ	
2756-7							s e r b u	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ d i l a
125-8								b i a ŋ r a
162-8								l e s i
171-8								g o m a
219-8								tʃ a ŋ p u
247-8								tʰ a ŋ l u ŋ
282-8								j u ŋ p u
292-8								kʰ a ŋ
301-8								l i
354-8								j u m p a i
363-8								n a m b u
397-8								kʰ a m d i
406-8								kʰ a m u
426-8								j u k p a
473-8								b i n tʃ a ŋ
499-8								z a m i n
526-8								g a ʃ a
544-8								kʰ u
553-8								g o t a ŋ
599-8								g o tʰ a m
608-8								b a d a
617-8								j a n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								tʃ o ŋ p a
681-8								n i ɾ i
690-8								j i ŋ
708-8								d̪ a ŋ r i ŋ b u
717-8								tʃ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								j o m n a ŋ
836-8								p i
881-8								l a m
890-8								j a w a
899-8								s e r
926-8								tʃ a m
944-8								g a ɾ a ŋ
953-8								ʃ a r a ŋ
980-8								w a ɾ u ŋ
998-8								pʰ a i
1022-8								g a tʰ u r
1031-8								b i n a ŋ u a n
1069-8								tʃ o a ŋ p n a
1079-8								ʃ a r a
1098-8								j a ŋ b u
1117-8								tʃ u n
1141-8								j i ŋ b u
1189-8								j a n
1198-8								n u
1208-8								z a l a
1217-8								l a ɲ i a
1253-8								a m a
1271-8								n o ɾ a ŋ
1289-8								j i n
1316-8								j a ŋ
1325-8								kʰ a m
1334-8								s i ŋ b a
1343-8								b o i n a ŋ
1361-8								j e n a ŋ a
1370-8								n a m u ŋ
1388-8								j a n a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p a r
1433-8								z u m u
1442-8								l a m
1451-8								p a a m
1468-8								p a k p a
1477-8								n a
1502-8								j a m a u
1511-8								j u r a ŋ b a
1529-8								tʃ a l u
1538-8								z u l u
1557-8								tʃ o i tʰ u ŋ
1618-8								i n tʃ a
1663-8								z u m
1689-8								ŋ o i
1698-8								tʰ u ŋ
1707-8								j o ŋ n a ŋ
1716-8								j a m a n
1742-8								j u k i
1751-8								b u i l a
1778-8								s a
1787-8								tʃʰ u r p u n
1823-8								l e m
1832-8								g a r a
1842-8								l u ŋ
1860-8								j a m
1869-8								ʃ u p tʃ a ŋ
1888-8								j a m b i
1897-8								ʃ a
1932-8								j i n a ŋ i a
1950-8								ʃ u
1968-8								tʰ o ŋ d a a
1978-8								g u p a
1987-8								s a m
2015-8								j a m a n
2118-8								j a ŋ i a m a n
2238-8								j a r a n
2507-8								tʃ i n u ŋ
2526-8								l e
2535-8								ʃ a
2544-8								ʃ i n
2560-8								s o ŋ i m i ŋ
2569-8								kʰ e tʰ u r
2578-8								n i tʃ i ŋ
2596-8								tʰ u ŋ
2615-8								ɾ i
2663-8								g i z i
2690-8								s i
2719-8								ɾ i tʃ i
2728-8								g o tʃ u ŋ
2747-8								n i ŋ a n
2756-8								s e r b u
