COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
1751-2		b u ʃ i l o						
1778-2		z a						
1787-2		tʃ u ɾ p o						
1823-2		l e m						
1832-2		k a ɾ m u						
1842-2		l o ŋ						
1860-2		ŋ a m						
1869-2		ʃ u p tʃ u ŋ						
1888-2		ʃ a m p i						
1897-2		s e						
1932-2		ɾ i n o ŋ a n						
1950-2		z o						
1968-2		tʃ o ŋ tʃ u n o						
1978-2		k u tʃ p u n						
1987-2		s a m						
2015-2		ŋ a m ʃ o n						
2118-2		m o ŋ ʃ i						
2238-2		ŋ a ɾ j o						
2507-2		tʃ i n o ŋ						
2526-2		l e						
2535-2		ʃ a n						
2544-2		ʃ i ŋ						
2560-2		s o ŋ n i tʃ i ŋ						
2569-2		kʰ e tʰ o ɾ						
2578-2		n i tʃ i ŋ						
2596-2		tʃ o ŋ						
2615-2		ɾ i						
2663-2		g i tʃ i						
2690-2		s i o						
2719-2		ɾ i tʃ i						
2728-2		k o tʃ o ŋ						
2747-2		ɲ e ŋ o						
2756-2		s e ɾ o						
2774-2		b u ɲ i ŋ						
19-2		n a ʃ i						
28-2		n a ʃ i o n						
89-2		g a ŋ o						
107-2		d i m i n						
145-2		tʃ u k p o						
190-2		p u tʃ i						
229-2		kʰ a						
257-2		tʰ a ŋ a						
338-2		b ɾ o ŋ						
436-2		z u l u						
483-2		a						
571-2		g e l e n tʃ i						
699-2		tʃ o ŋ u						
845-2		ɾ o k						
971-2		tʃ i tʃ p o						
1161-2		a m						
1180-2		ʃ a						
1235-2		n a m n e ŋ						
1280-2		z i ŋ tʃʰ u ŋ						
1307-2		e p k u						
1352-2		g o						
1379-2		s i						
1415-2		ɾ a						
1636-2		b e tʃ a						
1654-2		l i						
1680-2		kʰ a n tʃ u n						
1725-2		tʃ a p tʃ e						
2127-2		a m ʃ u						
2181-2		d̪ i l o						
2366-2		j a j u n						
2672-2		u a g a						
2681-2		b a l u ŋ b o						
55-2		d̪ a ʃ i b a k						
80-2		tʰ u ŋ g u						
116-2		tʰ o p i						
154-2		ʃ i						
181-2		m u z u m b u						
210-2		g u i						
267-2		i						
319-2		p o k u n						
389-2		g o g a						
453-2		tʃ a ŋ p u						
508-2		ŋ a m						
563-2		a ŋ b u						
764-2		g a ɾ a ŋ b ɾ o m a						
819-2		z a m b u						
918-2		j a ŋ l u ŋ						
1244-2		tʃ ɾ o ŋ tʃ u ŋ						
1460-2		s o ŋ a						
1487-2		tʃʰ o k u ŋ						
1521-2		u						
2033-2		g u p u						
2209-2		b i tʃ i ŋ i tʃ a						
2256-2		u						
2517-2		ŋ a m tʃ a						
2654-2		ɾ a ŋ b o ŋ						
2737-2		ŋ i a						
329-2		tʃ a n tʃ u ɾ a n						
464-2		o tʃ a ŋ						
581-2		d u i u						
591-2		n e a g a ŋ						
627-2		g a ɾ a ŋ i l i						
655-2		tʃ i l o						
873-2		pʰ u ŋ b e						
909-2		pʰ e l o						
990-2		tʃ o tʃ o						
1013-2		g a ŋ						
1133-2		u o						
1584-2		g a ɾ i l o m						
10-3			tʰ a ŋ					
37-3			n a n					
46-3			n a n					
98-3			kʰ a ɲ tʃ i l a					
125-3			b i j ŋ ɾ a					
162-3			l e i i					
171-3			o m ʃ a					
219-3			tʰ a ŋ u					
247-3			tʃʰ a ŋ l u ŋ					
282-3			l u k p u					
292-3			kʰ a ɲ					
301-3			l i					
354-3			m u m b a i					
363-3			n a m b u					
397-3			g a m i					
406-3			kʰ a i u i					
426-3			m ŭ k p a					
473-3			pʰ i n i a ŋ					
499-3			z a m i n					
526-3			g a ʃ i a					
544-3			kʰ u					
553-3			k o tʰ a ŋ					
599-3			g e tʰ a m					
608-3			b a n tʰ o					
617-3			j e n					
645-3			a n a					
663-3			s o ŋ tʰ u n					
672-3			tʰ o ŋ p a					
681-3			n e ɾ i					
690-3			m i ŋ					
708-3			tʰ a ŋ l i m p u					
717-3			tʰ o k p u					
726-3			s i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p i i					
881-3			l a m					
890-3			r a w a					
899-3			s e r					
926-3			tʃʰ a m					
944-3			g a ɾ a ŋ					
953-3			ʃ a ɾ a ŋ					
980-3			w a ɾ u ŋ					
998-3			pʰ ŭ i i					
1022-3			g j a tʰ u n					
1031-3			b i n a ŋ kʰ u l a i					
1069-3			tʃ o w ŋ tʃ a z a					
1079-3			ʃ tʃ a a a w a					
1098-3			j a ŋ b u i a					
1117-3			tʃ u n					
1141-3			ɾ i ŋ p u					
1189-3			m a n					
1198-3			n u i a					
1208-3			z a l a i a					
1217-3			l a n i i a a					
1253-3			a m a					
1271-3			n o w a ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			s i ŋ b a					
1343-3			b u i n a ŋ					
1361-3			j e n a ŋ i a					
1370-3			n a w u i					
1388-3			m a n b a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			g a ɾ a ŋ p tʃ a a r i a					
1433-3			ʃ u g u					
1442-3			l a m					
1451-3			b a d̪ a m					
1468-3			pʰ a k p a					
1477-3			ŋ a o					
1502-3			ŋ a m u					
1511-3			m u tʰ a a ŋ m a					
1529-3			tʃʰ a l u					
1538-3			s u l u					
1557-3			tʃ e d̪ u ŋ					
1618-3			i ŋ tʃ a					
1663-3			z u m					
1689-3			ŋ e					
1698-3			kʰ u ɲ					
1707-3			m o ŋ n a ŋ					
1716-3			ŋ a m i a a					
1742-3			m u g i					
1751-3			b u k i l a					
1778-3			z a					
1787-3			tʃʰ u r p u i					
1823-3			l e m					
1832-3			k a r m a					
1842-3			l u ŋ					
1860-3			ŋ a m i a a					
1869-3			ʃ u p tʰ a ŋ					
1888-3			ʃ a m p i					
1897-3			s i e					
1932-3			ɾ i n a ŋ tʃ o p l a i					
1950-3			z u					
1968-3			tʰ o ŋ tʰ a tʰ u ɾ i					
1978-3			k o tʰ p a i					
1987-3			s a m					
2015-3			ŋ a m tʃ u i a					
2118-3			m o ŋ ʃ tʃ a a a a o i					
2238-3			ŋ a r tʃ u i					
2507-3			tʰ i n u ŋ					
2526-3			l e i					
2535-3			ʃ i a i					
2544-3			ʃ i ŋ					
2560-3			s o ŋ n i tʃ i ŋ					
2569-3			kʰ e tʰ u ɾ					
2578-3			n i tʃ i ŋ					
2596-3			d̪ u ŋ					
2615-3			ɾ i					
2663-3			g i tʰ i i a					
2690-3			s i j a					
2719-3			ɾ i i					
2728-3			k o tʃ u ŋ					
2747-3			ŋ e ŋ tʰ u					
2756-3			s e r b u					
2774-3			b o ŋ i ŋ					
89-3			k a ɲ u					
107-3			tʃ a d̪ i m i n i a					
145-3			d̪ u k p u tʃ a					
190-3			p u tʃ i					
229-3			kʰ a					
257-3			tʰ a ŋ a					
436-3			ŋ u u					
483-3			w a					
535-3			s o o					
699-3			d̪ o ŋ a					
845-3			ɾ u k i					
971-3			tʃʰ i tʰ p u					
1049-3			b u					
1161-3			a m					
1180-3			ʃ k a					
1226-3			l a ŋ i i					
1235-3			n a m n e ŋ					
1280-3			tʰ i ŋ z a ŋ					
1307-3			tʰ e p k a					
1352-3			g u					
1379-3			s i					
1415-3			ɾ a					
1636-3			b e tʃ a					
1654-3			l i					
1725-3			tʃ a p tʃ e i					
2127-3			tʰ a m tʃ u i					
2181-3			tʰ i tʃ l u a					
2366-3			tʃ a j a g i a					
2672-3			w ŭ g a					
2681-3			b a l u ŋ b o					
116-3			tʰ u l i					
154-3			ʃ i					
181-3			n u z u m b a					
210-3			ŋ o i					
267-3			tʰ i					
389-3			g o g a					
563-3			ŋ a ŋ b u tʃ a					
637-3			a w u					
764-3			g a ɾ a n p tʃ u m a					
819-3			z a m b a					
827-3			b i o					
918-3			j a ŋ l u ŋ					
1244-3			ŋ u r o ŋ tʃ u w n					
1487-3			tʰ o k tʰ a ŋ					
1521-3			tʃʰ u					
1734-3			z i m b u					
2033-3			ŋ o k tʃ o					
2172-3			b i i i i					
2209-3			ŋ i tʰ i ŋ tʃ i a i					
2256-3			pʰ u a tʃ l					
2517-3			ŋ a k tʃʰ a					
2654-3			r ŋ k i o n					
2737-3			ŋ i z i a a					
329-3			tʃ a n tʃ a ɾ a n					
415-3			ŋ a k					
464-3			tʰ o tʃ a ŋ					
493-3			ɾ i d̪ o					
581-3			d̪ u i a					
591-3			n e j g a ɲ					
627-3			ŋ a r a ŋ tʃ i o n					
655-3			ŋ a tʃ i l a					
873-3			pʰ u ŋ b e					
909-3			pʰ e l a					
1150-3			ŋ o ŋ a					
10-4				tʃʰ ă ŋ				
37-4				n ă n				
46-4				n ă n				
98-4				kʰ ă ŋ tʃʰ i l a				
125-4				b i j ŋ a a				
162-4				l e i s i				
171-4				o m a a				
219-4				t ă ŋ p u				
247-4				tʃʰ ă ŋ l o ŋ				
282-4				l ŏ s p u				
292-4				kʰ ă ŋ				
301-4				l i				
354-4				m ŏ m b a t i				
363-4				n i m b u				
397-4				kʰ ă m tʃʰ i				
406-4				kʰ ă m u ŋ				
426-4				m b k p a				
473-4				pʰ i n a ŋ				
499-4				z ă m a a				
526-4				kʰ ă a a				
544-4				kʰ ŏ				
553-4				k o t a ŋ				
599-4				k o tʃʰ a m				
608-4				b ă n tʃʰ a				
617-4				j e n				
645-4				ă n ă				
663-4				s o ŋ tʃʰ u r				
672-4				t o ŋ p a				
681-4				ɲ i a i				
690-4				m i ŋ				
708-4				tʃʰ ă tʃʰ i ŋ b u				
717-4				tʃʰ o k p u				
726-4				s i				
744-4				ă p ă				
782-4				m i				
791-4				ŋ ă				
800-4				ŋ ă				
809-4				m o m n a ŋ				
836-4				p a i				
881-4				l ă m				
890-4				b ă a a				
899-4				s e a				
926-4				tʃʰ ă m				
944-4				kʰ ă tʃʰ a ŋ				
953-4				k j ă tʃʰ a ŋ				
980-4				b ă tʃʰ u ŋ				
998-4				pʰ ă i				
1022-4				ă ă tʃʰ u a				
1031-4				b i n ŋ r a				
1069-4				tʃʰ o a ŋ r				
1079-4				n a a a				
1098-4				j ă ŋ pʰ u r				
1117-4				tʃʰ ŏ n				
1141-4				tʃʰ i ŋ m u				
1189-4				m ă n				
1198-4				n ŏ m				
1208-4				z ă l a m				
1217-4				l ă n i a				
1253-4				ă m ă				
1271-4				n o tʃʰ a ŋ				
1289-4				m i ŋ				
1316-4				ŋ ă ŋ				
1325-4				kʰ ă m				
1334-4				s i ŋ m a				
1343-4				b i n a ŋ				
1361-4				j e n a ŋ a m				
1370-4				n ă kʰ u ŋ				
1388-4				m ă n m a				
1397-4				tʃʰ ŏ a				
1406-4				tʃʰ o ŋ				
1424-4				kʰ ă tʃʰ a ŋ p a a m a				
1433-4				d ŏ kʰ u				
1442-4				l ă m				
1451-4				b ă tʃʰ m				
1468-4				pʰ ă k p a				
1477-4				ŋ ă s				
1502-4				ŋ ă m s u				
1511-4				m ŏ tʃʰ j a ŋ b a				
1529-4				tʃʰ ă l u				
1538-4				s ŏ l u				
1557-4				tʃʰ o i tʃʰ u ŋ				
1618-4				i ŋ tʃʰ a				
1663-4				z ŏ m				
1689-4				ŋ o i				
1698-4				kʰ ŏ ŋ				
1707-4				m o ŋ n a ŋ				
1716-4				ŋ ă m r				
1742-4				m ŏ kʰ u				
1751-4				b ŏ r i l a				
1778-4				a ă				
1787-4				tʃʰ ŏ n p u n				
1823-4				l e m				
1832-4				k ă a m a				
1842-4				l ŏ ŋ				
1860-4				ŋ ă m m				
1869-4				k i p tʃʰ a ŋ				
1888-4				b ă m p i				
1897-4				s e				
1932-4				tʃʰ i n a ŋ a m				
1950-4				z ŏ				
1968-4				t o ŋ t a m				
1978-4				k ŏ t p a ŋ				
1987-4				a ă m				
2015-4				ŋ ă m l a r				
2118-4				m o ŋ n i tʃʰ o ŋ l a m				
2238-4				ŋ ă n l a n				
2507-4				tʃʰ ă n u ŋ				
2526-4				l e				
2535-4				b ă				
2544-4				tʃʰ i ŋ				
2560-4				s o ŋ n i tʃʰ i ŋ				
2569-4				kʰ ă i tʃʰ u r				
2578-4				n i tʃʰ i ŋ				
2596-4				tʃʰ ŏ ŋ				
2615-4				a i				
2663-4				kʰ i tʃʰ i j a				
2690-4				s i				
2719-4				ɾ i tʃʰ i				
2728-4				k o tʃʰ a ŋ				
2747-4				tʃʰ i ŋ r				
2756-4				tʃ e a b u				
2774-4				b ŏ tʃʰ i ŋ				
19-4				n ă i b a a				
28-4				n ă i b a a				
89-4				k ă ŋ p a				
145-4				tʃʰ ă n n a a r				
229-4				kʰ ă				
257-4				tʃʰ ă ŋ a				
338-4				b tʃʰ u ŋ				
436-4				z ŏ l u				
535-4				s o s o				
571-4				kʰ e l e n tʃʰ i				
699-4				tʃʰ o ŋ p a				
971-4				tʃʰ i t p u				
1049-4				b ŏ				
1180-4				a ă				
1226-4				l ă a i ŋ				
1307-4				tʃʰ e a a a				
1352-4				kʰ u				
1379-4				s i				
1636-4				b e tʃʰ				
1654-4				l i				
1680-4				kʰ ă n tʃʰ i m				
1725-4				tʃʰ p t e k				
2672-4				b ă kʰ a				
55-4				tʃʰ a i b a a				
80-4				tʃʰ u ŋ a				
116-4				tʃʰ ŏ l u				
210-4				kʰ o i				
453-4				tʃʰ ă ŋ p u				
637-4				a a a				
754-4				ă n i ŋ a u k				
764-4				kʰ a tʃʰ a ŋ b d u m				
827-4				a i				
1244-4				t r o ŋ tʃʰ u m a				
1460-4				s o ŋ o				
1734-4				b i m u				
2033-4				kʰ o k p o m				
2209-4				b i t i ŋ p i n l a m				
2517-4				ŋ ă m tʃʰ a m				
2654-4				b o ŋ				
493-4				b b a a r				
1133-4				a a				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ a i l a			
125-5					b e ŋ r a			
162-5					l e i a i			
171-5					o m ʃ a			
219-5					t a ŋ p u			
247-5					dʒ a ŋ l u ŋ			
282-5					l u a p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a t i			
363-5					n a m b u			
397-5					g a m a i			
406-5					kʰ o u			
426-5					m a k p a			
473-5					pʰ i n a ŋ			
499-5					z a m i n			
526-5					g a ʃ a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o i a a m			
608-5					b a n a o			
617-5					j e n			
645-5					a n a			
663-5					dʒ o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					ŋ i r i			
690-5					m i ŋ			
708-5					dʒ a ŋ r i ŋ b u			
717-5					dʒ o k p u			
726-5					dʒ i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p a i			
881-5					l a m			
890-5					r a a a			
899-5					dʒ e r			
926-5					dʒ a m			
944-5					g a r a ŋ			
953-5					ʃ a r a ŋ			
980-5					dʒ a r u ŋ			
998-5					pʰ e i			
1022-5					g dʒ a tʰ u r			
1031-5					b i n a ŋ kʰ u kʰ e n			
1069-5					tʃ o a ŋ a			
1079-5					ʃ a a a			
1098-5					j a ŋ b u			
1117-5					tʰ u n			
1141-5					r i ŋ b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l a			
1217-5					l a ŋ i			
1253-5					a m a			
1271-5					n o a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					dʒ i ŋ b a			
1343-5					b u i n a ŋ			
1361-5					j e n a ŋ			
1370-5					n a g u ŋ			
1388-5					m a n b a			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a r a ŋ p a r			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					b a a a m			
1468-5					pʰ a k p a			
1477-5					ŋ a a			
1502-5					ŋ a m tʰ u			
1511-5					m u a a ŋ a a			
1529-5					tʃ a l u			
1538-5					tʰ u l u			
1557-5					tʃ o i tʰ u ŋ			
1618-5					i n tʃ a			
1663-5					z u m			
1689-5					ŋ o i			
1698-5					kʰ u ŋ			
1707-5					m o ŋ n a m			
1716-5					ŋ a m			
1742-5					m u g i			
1751-5					b u tʃ i l a			
1778-5					z a			
1787-5					tʃ u r tʃ u			
1823-5					l e m			
1832-5					k a r m a			
1842-5					l u ŋ			
1860-5					ŋ a m			
1869-5					ʃ u p a a ŋ			
1888-5					ʃ a m pʰ i			
1897-5					dʒ e			
1932-5					r i n a ŋ a o p kʰ e n			
1950-5					z u			
1968-5					t o ŋ t a u			
1978-5					k u t p a			
1987-5					dʒ a m			
2015-5					ŋ a m kʰ e n			
2118-5					m o ŋ ʃ u o ŋ kʰ e n			
2238-5					ŋ a r kʰ e n			
2507-5					dʒ i n u ŋ			
2526-5					l e			
2535-5					ʃ a			
2544-5					ʃ i ŋ			
2560-5					dʒ o ŋ n i tʃ i ŋ			
2569-5					kʰ e tʰ u r			
2578-5					n i tʃ i ŋ			
2596-5					tʰ u ŋ			
2615-5					r i			
2663-5					g i t i			
2690-5					dʒ i a			
2719-5					r i a i			
2728-5					k o tʃ u ŋ			
2747-5					n i ŋ			
2756-5					dʒ e r b u			
2774-5					b u n i ŋ			
19-5					n a ʃ i a			
28-5					n a ʃ i b a k			
89-5					g a ŋ p u			
107-5					a i m i n			
145-5					tʰ u k p u			
190-5					p u tʃ i			
229-5					dʒ a			
257-5					dʒ a ŋ a			
338-5					b r u ŋ			
436-5					z u l u			
483-5					dʒ a			
535-5					dʒ o a u			
571-5					g e l e n a i			
699-5					dʒ o ŋ p a			
845-5					r o k			
971-5					dʒ i tʰ u			
1049-5					b u			
1161-5					a m			
1180-5					ʃ a			
1226-5					l a ŋ i			
1235-5					n a m n i ŋ			
1280-5					z i ŋ tʃ a n			
1307-5					dʒ e p k a			
1352-5					g u			
1379-5					dʒ i			
1415-5					r a			
1654-5					l i			
1680-5					kʰ a n a u			
2127-5					dʒ a m kʰ ə n			
2181-5					dʒ i o			
2366-5					j e kʰ ə n			
2672-5					dʒ a g a			
2681-5					b a l a ŋ b u			
80-5					tʰ u ŋ g a			
154-5					ʃ i			
181-5					m i z u m b a			
210-5					g o i			
267-5					dʒ i			
319-5					pʰ u t kʰ e n			
389-5					g o g a			
453-5					tʃ a ŋ p u			
508-5					ŋ a m			
563-5					dʒ a ŋ b u			
637-5					a u			
754-5					tʃ a ŋ tʰ u r			
819-5					z a m b a			
827-5					b i a			
918-5					j a ŋ l u ŋ			
1244-5					k dʒ r o ŋ tʃ u ŋ a a			
1460-5					dʒ o ŋ a			
1487-5					tʃ o k a a ŋ			
1521-5					tʰ u			
1734-5					z i m b u			
2033-5					g o a a o			
2172-5					b i kʰ e n			
2209-5					dʒ i dʒ i ŋ			
2256-5					pʰ u a kʰ e n			
2517-5					ŋ a m a i			
2654-5					a o ŋ			
2737-5					ŋ i a a			
329-5					tʃ a n tʃ a r a n			
415-5					kʰ a a u			
464-5					dʒ o ʃ a ŋ			
493-5					r i a o n			
581-5					tʰ u i p a			
591-5					n e g a ŋ			
627-5					g a r a ŋ k i l i			
655-5					dʒ e tʃ i l a			
873-5					pʰ u ŋ b e			
909-5					pʰ e l u a			
990-5					tʃ o tʃ o			
1013-5					g e a a ŋ			
1133-5					j u			
1150-5					dʒ o ŋ a			
1584-5					g a a i l a a			
10-6						d̪ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ tʃ i l a		
125-6						b i a ŋ ɾ a		
162-6						l e i z i		
171-6						o m z a		
219-6						t a ŋ kʰ		
247-6						kʰ a ŋ l n		
282-6						l u z kʰ		
292-6						kʰ a ŋ		
301-6						l i		
354-6						m u m b a kʰ i		
363-6						n a m b		
397-6						g a m kʰ i		
406-6						kʰ a		
426-6						m d̪ k p a		
473-6						pʰ i n a ŋ		
499-6						z a m i n		
526-6						g a z a		
544-6						kʰ		
553-6						k o ɲ a ŋ		
599-6						g o i kʰ a m		
608-6						b a n kʰ		
617-6						j e n		
645-6						a n a		
663-6						z o ŋ kʰ ɾ		
672-6						t o ŋ kʰ a		
681-6						n i ɾ i		
690-6						m i ŋ		
708-6						tʰ a ŋ ɾ i ŋ b		
717-6						t o k p		
726-6						z i		
744-6						a ɲ a		
782-6						m i		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a ŋ		
836-6						b z i		
881-6						l a m		
890-6						ɾ a b a		
