COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
60-4				k e r a						
63-4				s i n a m i						
64-4				k a						
67-4				h a						
68-4				n e						
71-4				k t a						
76-4				h u r a						
83-4				s u r a						
87-4				h a n a						
95-4				s i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i s a						
103-4				s u r a						
110-4				k a						
116-4				m k u n a						
120-4				n i n u						
132-4				k i k i						
139-4				k u r i s u						
140-4				i r u u						
156-4				i i r u						
168-4				h i k a						
169-4				h e s i						
170-4				m i r i						
173-4				i m i						
180-4				k u r o						
185-4				h i i						
186-4				m i i r uː						
187-4				m u k a						
190-4				a k k a a						
193-4				k i r i i						
194-4				s i r u i						
195-4				k u r u i						
216-4				m i r u						
221-4				n a m i						
239-4				a k u						
252-4				m i k u						
253-4				j a k a						
254-4				i t u a						
266-4				k e s a						
267-4				n i i r i r u						
268-4				u m u						
272-4				i m i i						
276-4				a r u u						
281-4				m u s i						
304-4				k u k a						
305-4				k t a t a						
308-4				h u n a						
309-4				k u m a						
310-4				k o						
311-4				n i						
342-4				j u k i						
346-4				k u r i u						
347-4				k i r u						
348-4				h i r a u						
351-4				t i u u						
361-4				s k k i a a						
379-4				k u s i t a						
394-4				h i a r e						
395-4				s i k i						
400-4				h i i r u						
412-4				s i k a r u						
413-4				t a i a u						
414-4				h u r u						
422-4				h i k i r u r u						
423-4				k a n a u r u						
430-4				h i b u						
435-4				h i b u						
446-4				s i t a t a						
447-4				i k o						
458-4				k u s i						
56-4				h o k a						
62-4				i n u						
65-4				k a w o						
70-4				t a r a						
75-4				k a a w o						
96-4				m a						
101-4				h a						
14-5					k u r e					
18-5					k a r a					
35-5					h o t u k a					
36-5					h a t i a					
48-5					n u k a i					
60-5					t o r a					
63-5					s i n a m i					
64-5					k eː					
67-5					h i a					
68-5					n e t					
71-5					o d a					
76-5					h a r a					
83-5					s i m a					
87-5					h e n a					
95-5					s i m i					
98-5					h e n a					
99-5					k u tɕ i					
-102-5					s i k a a					
103-5					k u m a					
110-5					k a					
116-5					m o ts a r a					
120-5					n o s u					
132-5					k i k u					
139-5					k i r u s i					
140-5					o r u u					
156-5					t i b i r u					
168-5					tɕ i k a					
169-5					h e s i					
170-5					m i r i					
173-5					i m i					
180-5					k u m o					
185-5					h i i					
186-5					m o i r u					
187-5					m u tɕ a					
190-5					i k t i a					
193-5					k i r u i					
194-5					s i r a i					
195-5					k u r a i					
216-5					m a r u					
221-5					n a n a i					
239-5					o k i					
252-5					m i k i					
253-5					j o k a					
254-5					o ts u a					
266-5					k e w a					
267-5					n i b i r i r u					
268-5					u m u					
272-5					a m i a					
276-5					o r a u					
281-5					m u s i					
304-5					k u t a					
305-5					a t a t a					
308-5					h u m a					
309-5					k u m o					
310-5					t o					
311-5					n a					
342-5					j u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r a i					
351-5					t o s u					
361-5					k t o s i a					
379-5					k u s u t a					
394-5					h i t i r e					
395-5					s i k i					
400-5					h i b i r u					
412-5					s i k i r u					
413-5					t a t i s a u					
414-5					h o r u					
422-5					h u k k i r i r u					
423-5					k e n ŋ a i r u					
430-5					h i ts u					
435-5					h u b u					
446-5					s i t a t a					
447-5					h o t ui e					
458-5					o s i					
56-5					h o k o					
62-5					i n a					
65-5					k oː w i					
70-5					t a r a					
75-5					k k a w o					
96-5					m e					
101-5					h a					
14-6						u ɭ				
18-6						a ɭ a				
35-6						p u m ɨ f				
36-6						p a k ɨ f a				
48-6						n a ts ɨ				
60-6						u ɭ				
63-6						s ɨ ɭ m a				
64-6						ts ɨ				
67-6						p u aː				
68-6						s u k z				
71-6						a n aː				
76-6						p ɨ m				
83-6						ts ɨ m a				
87-6						p u n oː aː				
95-6						m ɨ m i				
98-6						p n a				
99-6						ts ɨ d i				
-102-6						s ɨ k a p aː				
103-6						ts ɨ m a				
110-6						d a				
116-6						m g a n a				
120-6						j u s				
132-6						ts ɨ ts				
139-6						u k u ɭ ɨ s				
140-6						j u ɭ ɨ ɭ				
156-6						ɨː r ɨ dz				
168-6						p u k a aː				
169-6						p u n				
170-6						m u m				
173-6						u m				
180-6						ts ɨ m u				
185-6						p b ɨ s				
186-6						m u ts ɨ ɭ				
187-6						m u ɭ u				
190-6						u k i ɨ				
193-6						ts ɨ m				
194-6						s ɨ m ɨ				
195-6						tʃː ɨ				
216-6						m a ɭ a				
221-6						s u				
239-6						u z				
252-6						m iː s				
253-6						j u t				
254-6						u ts a				
266-6						k n aː				
267-6						p a vː a ɭ ɨ ɭ				
268-6						u m a				
272-6						a m ɨ s u				
276-6						u i ɨ				
281-6						m u s				
304-6						k g p dz aː				
305-6						ts u n aː				
308-6						p ɨ m a				
309-6						ts ɨ m u				
310-6						t u				
311-6						s a u aː				
342-6						j ɨ d				
346-6						u ɨ				
347-6						ts ɨ ɭ				
348-6						p u ɨ				
351-6						u s ɨ				
361-6						k u s ɨ				
379-6						u s ɨ r a				
394-6						p ɨː s ɨ				
395-6						s u s a				
400-6						p ɨː s ɨ ɭ				
412-6						p ɨː k i ɭ				
413-6						ts ɨ k u ɨ ɭ ɨ				
414-6						p u ɭ				
422-6						p u k r ɭ ɨ ɭ				
423-6						k n k u ɭ ɨ ɭ				
430-6						p u ts				
435-6						p u k				
446-6						s ɨː k i p a u aː				
447-6						b u s a u				
458-6						u m				
56-6						p u t				
62-6						ɨ n				
65-6						ts a u				
70-6						a m				
75-6						k aː				
96-6						m iː				
101-6						s				
14-7							k a r e			
18-7							a r a			
35-7							h o t a k a			
36-7							h a t eː a			
48-7							n e ŋ eː			
60-7							k o r a			
63-7							s i n a m o			
64-7							k e			
67-7							ɸ u a			
68-7							n e			
71-7							d a			
76-7							h u n a			
83-7							s u n a			
87-7							ɸ a r a			
95-7							m i n i			
98-7							h e n a			
99-7							k o b i			
-102-7							s i t a			
103-7							s u n a			
110-7							d a			
116-7							k a r a			
120-7							j o s o			
132-7							i k o			
139-7							k a r u s a			
140-7							o m u u			
156-7							t i t eː r u			
168-7							o k e			
169-7							h e s a			
170-7							m o r i			
173-7							o b a			
180-7							k o n a			
185-7							ɸ i o			
186-7							m i eː r u			
187-7							m o k a			
190-7							e k eː a			
193-7							k i r o u			
194-7							s i r eː			
195-7							k o r eː			
216-7							m a r			
221-7							n a			
239-7							a k e			
252-7							m i k i			
253-7							j o k a			
254-7							o u a			
266-7							k a w a			
267-7							n e b a r i r u			
268-7							o n u			
272-7							o m eː			
276-7							o r eː			
281-7							m o s e			
304-7							k o a			
305-7							k i d a			
308-7							s u n a			
309-7							k o n a			
310-7							d o			
311-7							n			
342-7							j o b u			
346-7							u r eː			
347-7							k i r			
348-7							ɸ i r eː			
351-7							t o eː			
361-7							n d o s eː a			
379-7							k o s eː a			
394-7							ɸ i eː r e			
395-7							s e k a			
400-7							ɸ i i r o			
412-7							s i k e r u			
413-7							tɕ k eː eː			
414-7							h o r o			
422-7							h o k i r u r u			
423-7							k o n k eː r u			
430-7							h i b eː			
435-7							h o b o			
446-7							s i t a			
447-7							o e			
458-7							o s i			
56-7							h o k e			
62-7							a n u			
65-7							k oː w			
70-7							r a			
75-7							k iː r o			
96-7							m a			
101-7							ɸ a			
14-8								k o r e		
18-8								k a r a		
35-8								h o t i k a		
36-8								h a k i a		
48-8								n e g a u		
60-8								k o r a		
63-8								s i n a m i		
64-8								k e		
67-8								h a		
68-8								n e b		
71-8								d a		
76-8								h o r a		
83-8								s i r a		
87-8								h e n k a		
95-8								m i m i		
98-8								h e n a		
99-8								k u tɕ i		
-102-8								s i k oː i n a		
103-8								s u r a		
110-8								k a		
116-8								m k k a n a		
120-8								n o s u		
132-8								k i k u		
139-8								k i r i s i		
140-8								i r i u		
156-8								i t i r k u		
168-8								i k a		
169-8								h o s i		
170-8								m i r i		
173-8								a m i		
180-8								k u m o		
185-8								h i i		
186-8								m o i r u		
187-8								m u k a		
190-8								u k u i a		
193-8								k i r i i		
194-8								s i r u i		
195-8								k u r u i		
216-8								m u r u		
221-8								n a u i		
239-8								a k u		
252-8								m i k i		
253-8								j o k a		
254-8								i ts u a		
266-8								k a w a		
267-8								n i g i r i r u		
268-8								o m u		
272-8								i m i a		
276-8								o r a u		
281-8								m o s i		
304-8								k e k a		
305-8								k k a t a		
308-8								h a r a		
309-8								k u m a		
310-8								o		
311-8								n i		
342-8								j i k i		
346-8								k u r i i		
347-8								k i r u		
348-8								h i r a u		
351-8								i s u		
361-8								n ɴ d o s a a		
379-8								k u s u s a		
394-8								h i t i r e		
395-8								s u g i		
400-8								h i b i r u		
412-8								s i k i r u		
413-8								ts o k i t a r u		
414-8								h o r u		
422-8								h u k u i r u r u		
423-8								k e n g a u r u		
430-8								h o ts u		
435-8								h u k u		
446-8								s i k u n a		
447-8								o e k i o		
458-8								k o s i		
62-8								i n u		
65-8								k a w o		
70-8								a r a		
75-8								k t a w o		
96-8								m a		
101-8								s a		
14-9									ʔ u r i	
18-9									ʔ a r i	
35-9									s i t a ɴ	
36-9									h u t a ɴ	
48-9									n i ɕ a s u ɴ	
60-9									t u r u	
63-9									s i n oː ɴ	
64-9									k i	
67-9									h ɴ u	
68-9									n u s a ɴ	
71-9									m ʔ i ɴ u	
76-9									h i n u	
83-9									ɕ i n a	
87-9									h u n u	
95-9									s i r i	
98-9									h u n u	
99-9									k u b i	
-102-9									s i p s a tsː	
103-9									ɕ i n u	
110-9									t i	
116-9									ʔʲ i m u n u	
120-9									s u ɕ u ɴ	
132-9									tɕ i ts u ɴ	
139-9									ʔ u t u r u s a ɴ	
140-9									ʔ u tsː u ɴ	
156-9									ʔ i b a ɴ u	
168-9									tɕ u ts ɴ u	
169-9									h u s a	
170-9									m u ts u	
173-9									ʔ u r i	
180-9									tɕ u n u	
185-9									h a b	
186-9									m u ts a ɴ	
187-9									m u ts u	
190-9									ʔ u ɕ a s a ɴ u	
193-9									tɕ i m u ɴ u	
194-9									s i r a s a ɴ	
195-9									k u r a s a ɴ	
216-9									h a r u s a ɴ	
221-9									n u	
239-9									ʔ u ɕ	
252-9									m i ts	
253-9									j u b	
254-9									ʔ u ɕ u ɴ	
266-9									k u t u	
267-9									n i g a r u j u ɴ	
268-9									ʔ u n i	
272-9									ʔ u ɕ a ɴ	
276-9									ʔ u r u s u ɴ	
281-9									m u s u ɴ	
304-9									k u s s oː ɴ	
305-9									ʔ ʔ t u	
308-9									h i n a	
309-9									k u n u	
310-9									t u	
311-9									n a ɴ	
342-9									i u b i	
346-9									k u r a s u ɴ	
347-9									tɕ i r u ɴ	
348-9									h w i r a s u ɴ	
351-9									ʔ u b a ɴ	
361-9									ʔ iː k p u s a ɴ	
379-9									k u s a r iː b a	
394-9									h w i s u ɴ	
395-9									s i ts a ɴ	
400-9									h w i a j u ɴ	
412-9									s i tsː i j u ɴ	
413-9									ʔ ʔ ɕ ɴ a s a ɕ u ɴ	
414-9									h u r u ɴ	
422-9									h u k j u r u ɴ	
423-9									k i n g u j u ɴ	
430-9									h u ɕ u ɴ	
435-9									h u b u ɴ	
446-9									s i ɕ i s a ɴ u	
447-9									ʔ w u a a ɴ i	
458-9									ʔ u b u	
56-9									h i j u	
62-9									ʔ i n u	
65-9									k iː r	
75-9									k i iː r	
96-9									s i	
101-9									h w a	
14-10										k a r a
18-10										k a r u
35-10										h a t i k a
36-10										h a t a a
48-10										n a ŋ a u
60-10										o r a
63-10										s i n a m i
64-10										k a
67-10										h a
68-10										n o t
71-10										t t a
76-10										h o r a
83-10										s u r a
87-10										h a r a
95-10										s i m i
98-10										h a n a
99-10										k o k u
-102-10										s i t t a
103-10										k u r a
110-10										k a
116-10										m k k a m a
120-10										n o s u
132-10										k i k u
139-10										k i r i s i
140-10										i r i u
156-10										i t i r u
168-10										i k a
169-10										h o s a
170-10										m i r u
173-10										a s a
180-10										k u r a
185-10										h i i
186-10										m o i r u
187-10										m u a
190-10										o k a a a
193-10										k i r i i
194-10										s i r u a
195-10										k u r u a
216-10										m a r u
221-10										n a
239-10										a d u
252-10										m i k u
253-10										j a k a
254-10										i ts u a
266-10										k a s a
267-10										n i t i r i r u
268-10										a m u
272-10										i m i a
276-10										a r u u
281-10										m o s a
304-10										o k t a a
305-10										k a t a
308-10										h a n a
309-10										k u m a
310-10										k a
311-10										n i
342-10										j i k a
346-10										k u r i a
347-10										k i r u
348-10										h i r a u
351-10										i u
361-10										a t t u a a
379-10										k u s i a
394-10										h i t a r a
395-10										n i ŋ a
400-10										h i ŋ i r u
412-10										s i k i r u
413-10										k a k i t a u
414-10										h o r u
422-10										h o k a i r u r u
423-10										k a n ŋ a u r u
430-10										h i b u
435-10										h i k u
446-10										s i t a a
447-10										i t a
458-10										k o m u
56-10										k o k a
62-10										a n a
65-10										k a r o
70-10										k a r a
75-10										k k a o i
96-10										m a
101-10										s a
