COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
35-10										h i t o ts u
36-10										h a k o ts u
48-10										n a ŋ o i
60-10										t o r u
63-10										s i r a r a
64-10										k u
67-10										h a
68-10										n a t
71-10										tɕ i
76-10										h o n e
83-10										ts u n a
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u s i
-102-10										s i t e
103-10										u m a
110-10										t e
116-10										m ts a n e
120-10										n a r u
132-10										k i k u
139-10										k a r a s i
140-10										i r e u
156-10										t a b e r u
168-10										ts u k e
169-10										h a s i
