COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
423-1	ʔ a r g u r u r i									
430-1	m a θ u r i									
435-1	m u b u r i									
446-1	s a s a r r a									
447-1	ʔ w a r a r u									
458-1	θ ɨ n u									
56-1	k i θ u									
62-1	ʔ a n i									
70-1	ʔ u n o									
96-1	n a									
101-1	n θ u									
114-1	x ɨ x a									
119-1	k ɨ r u									
134-1	s a s u n a									
138-1	s a n a r i									
146-1	ʔ a ɨ r u									
161-1	m u m o									
182-1	ʔ a n ɨ ɴ u									
188-1	u n a									
196-1	m u r u									
262-1	m i a r i s s i i a									
300-1	h a z d o									
313-1	ʔ a g g a									
350-1	s a ɴ u s a r i									
352-1	x a j u s a r i									
396-1	a u s a r o									
401-1	ʔ a θ u r i									
420-1	ʔ a g a m u ɴ o									
424-1	ʔ a θ u r u r i									
442-1	n a tɕ a g u k r u r i									
455-1	ʔ a tɕ a s u r o									
15-1	ʔ a tɕ a									
49-1	n a x ɴ u ɴ u									
130-1	n o n i									
14-2		k u r i								
18-2		k u r a								
35-2		h o k u k a								
36-2		h a k u a								
48-2		h o g u kʲ i								
60-2		k o r u kʲ a								
63-2		h a r u m a								
64-2		k i								
67-2		h h a								
68-2		n a b								
71-2		tɕ a								
76-2		h o r a								
83-2		k u r a								
87-2		h a ts n a								
95-2		m i r i								
98-2		h a n a								
99-2		k u tɕ u								
-102-2		h i b a a o r a								
103-2		k u r a								
110-2		d i								
116-2		m ts u a								
120-2		m o s u								
132-2		k o k u								
139-2		k j k u r u s i								
140-2		k w o m u u								
156-2		k a g u r u u								
168-2		h o b a kʲ a								
169-2		h o n i								
170-2		m u k u								
173-2		k u s u								
180-2		k u r a								
185-2		h w i kʲ a								
186-2		m o u r a								
187-2		m u k i								
190-2		k a k u kʲ u a								
193-2		k a r u u								
194-2		h a r u kʲ u								
195-2		k a r u kʲ u								
216-2		m a r u kʲ a a								
221-2		n a k a								
239-2		k i k u								
252-2		m u k u								
253-2		m u k a								
254-2		k a ts u a								
266-2		k a z a								
267-2		h a t u r u r u								
268-2		k u r u								
272-2		a r u g a								
276-2		k a r u u u								
281-2		m u s u kʲ a								
304-2		k a b b o r a								
305-2		k k i k i								
308-2		h u r a								
309-2		k u r a								
310-2		d i								
311-2		h w u a								
342-2		m o k u								
346-2		k a r u kʲ u								
347-2		k a r u								
348-2		h k a r u kʲ u								
351-2		k o s u								
361-2		k a m o r u a								
379-2		k u s u a r a								
394-2		h o b u r a								
395-2		m a dʑ i								
400-2		h o b u r u								
412-2		h a k u r u								
413-2		k u ts u b u u kʲ u								
414-2		h o r u								
422-2		h o k u r u r u								
423-2		k a r n u u r u								
430-2		h a k u								
435-2		h o b u								
446-2		h o t a k a								
447-2		k a a b a								
458-2		k o s i								
56-2		h o k a								
65-2		k oː r o								
70-2		k a r a								
75-2		k k i a o								
114-2		k oː k u								
119-2		k i r i								
161-2		n w a								
171-2		k o a a								
188-2		a a m a								
196-2		m u r u								
262-2		h a r u kʲ a a								
300-2		h a b t a								
313-2		k w a a								
350-2		h a b u kʲ u								
352-2		k a k u kʲ u								
396-2		h a r kʲ a								
401-2		k a s i								
420-2		k a r i r u								
424-2		k u ts u kʲ u								
442-2		z a m u r u a u r u								
455-2		k a k u b u r a								
22-2		n a kː kʲ a								
24-2		h i r r i								
49-2		k a n n a r a								
78-2		a k a r a a u kʲ a								
89-2		k i a								
14-3			k oː a							
18-3			k oː a							
35-3			h a t a a							
36-3			h a a a							
48-3			n a g i a							
60-3			k e a							
63-3			s a n a ɴ							
64-3			k i							
67-3			h s a							
68-3			n a							
71-3			i a							
76-3			h o a							
83-3			u a							
87-3			h a n k a							
95-3			m o							
98-3			h a i n a							
99-3			k a a							
-102-3			h i k o a							
103-3			k a a							
110-3			t i							
116-3			h u a							
120-3			n a a							
132-3			k a							
139-3			k a							
140-3			a a							
156-3			a i n a							
168-3			k a k a							
169-3			h a i a							
170-3			m i a							
173-3			a ɕ a							
180-3			k o a							
185-3			h i							
186-3			m a k i							
187-3			m a ɕ a							
190-3			a k a							
193-3			k a a							
194-3			k a r i a							
195-3			k a i a							
216-3			m a i							
221-3			n a							
239-3			a a							
252-3			m a a							
253-3			n a a							
254-3			a ts i a							
266-3			k a i ɕ a							
267-3			n a z a r i u							
268-3			a a							
272-3			a a							
276-3			a i i i							
281-3			m a a							
304-3			ts a k k i a							
305-3			k a							
308-3			h a a							
309-3			k u a							
310-3			t a							
311-3			n a k i							
342-3			a o a							
346-3			k a i							
347-3			k a i							
348-3			h a r i a							
351-3			k a a							
361-3			a							
379-3			k a s i u a ɴ							
394-3			h a k a a							
395-3			n a g a							
400-3			h a a a							
412-3			s a i i							
413-3			a a i a							
414-3			h a							
422-3			h a i a							
423-3			k a g a k a							
430-3			h a i							
435-3			h a a							
446-3			s a i k ɴ a							
447-3			n a k a							
458-3			k o ɕ							
56-3			k o a							
62-3			a o							
65-3			k o							
70-3			k a a							
75-3			k k a o							
96-3			n a							
101-3			s a							
114-3			k a a							
119-3			k i							
134-3			s a i o							
138-3			s a n a							
146-3			a i a							
161-3			h u							
171-3			k o i o a							
182-3			k a i							
188-3			n a							
262-3			h a a							
300-3			h a s k a							
313-3			a i t a							
350-3			s a a a							
352-3			k a a							
396-3			h a a a							
401-3			a i							
420-3			a u r i ɴ a							
424-3			a a a							
442-3			a n a i r a							
455-3			k a a i							
15-3			a a							
22-3			n a i							
49-3			a b ɴ a							
78-3			a k o a							
89-3			k o							
130-3			n a o							
14-4				k oː r i						
18-4				k u r a						
35-4				h o t a k a						
36-4				h a t a a						
48-4				n a t u u						
60-4				k a r a						
63-4				s u n a m i						
64-4				k i						
67-4				h a						
68-4				n a						
71-4				t a						
76-4				h u r a						
83-4				s u n a						
87-4				h a t a						
95-4				m u n i						
98-4				h a n a						
99-4				k u r u						
-102-4				h a a						
103-4				k u n a						
110-4				i						
116-4				h k g u n a						
120-4				n o b u						
132-4				k o b u						
139-4				k ui m ui s i						
140-4				a m a u						
156-4				a b u r a						
168-4				h o i						
169-4				h a s i						
170-4				m u r u						
173-4				u n i						
180-4				k u n a						
185-4				h u i						
186-4				h o u r a						
187-4				m u k a						
190-4				a t g a a						
193-4				k a r u i						
194-4				k a n o a						
195-4				k a r u a						
216-4				m a t u						
221-4				n a n i						
239-4				a k u						
252-4				m u k u						
253-4				n u k a						
254-4				a t u a						
266-4				k a s a						
267-4				h a a r ui r u						
268-4				u n u						
272-4				a t a g a						
276-4				a r u a						
281-4				m u s i						
304-4				k a a						
305-4				k a t a						
308-4				h u n a						
309-4				k u n a						
310-4				d i						
311-4				h i						
342-4				a u k u						
346-4				k a r u i						
347-4				k a r u						
348-4				h a r o a						
351-4				d o u a						
361-4				i k d ui u a						
379-4				k a s u s a						
394-4				h a a r a						
395-4				n a s i						
400-4				h a u r u						
412-4				h a k u r u						
413-4				t o ui u o						
414-4				h o r u						
422-4				h a b ui r u r a						
423-4				k a n u u r a						
430-4				h a b u						
435-4				h o b u						
446-4				h a t a e a						
447-4				t a b a						
458-4				k u s i						
56-4				h o k a						
62-4				a n a						
65-4				k o r i						
70-4				t a n a						
75-4				k a a a o						
96-4				n o						
101-4				n o						
114-4				k u k u						
119-4				k a n i						
134-4				s a a r o						
138-4				s a n a						
146-4				a n u a						
161-4				e i						
171-4				k o o i						
182-4				a n u o						
188-4				n a m a						
196-4				a u r u						
262-4				h a r u b a						
300-4				h a g a						
313-4				k t a						
350-4				h a b u a						
352-4				h a k o a						
396-4				h a r a						
424-4				a t u u						
442-4				a m a u b e u						
455-4				a k a u r a						
15-4				a n a						
22-4				n a i i						
24-4				h a a r i						
49-4				a n m i k a						
78-4				a k a r a a u						
89-4				k i						
130-4				n a r u						
14-5					k u r i					
18-5					k u r a					
35-5					s o t a k i					
36-5					h o b a a					
48-5					n uː ts u u					
60-5					t uː r a					
63-5					s u n a m i					
64-5					iː					
67-5					h i a					
68-5					n uː					
71-5					o o tɕ o					
76-5					s u n a					
83-5					s u n a					
87-5					h a n n a					
95-5					m i r u					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s a k a r a					
103-5					s u n a					
110-5					t iː					
116-5					m o ts a n a					
120-5					n uː ts u					
132-5					k e b u					
139-5					k u r i n i					
140-5					t a m i u					
156-5					t a b ui m e u					
168-5					h o k i					
169-5					h o s i					
170-5					m o k i					
173-5					k i s i					
180-5					k u r o					
185-5					h iː o					
186-5					m o ts u r a					
187-5					m u tɕ o					
190-5					a ts t a a					
193-5					k i r i i					
194-5					s a r u u					
195-5					k u r u u					
216-5					m a r u					
221-5					n uː k a i					
239-5					a k i					
252-5					n i k i					
253-5					a u k a					
254-5					a ts u k a					
266-5					k e z a					
267-5					n e ɴ ui r ui r u					
268-5					u n u					
272-5					a ts a ŋ a					
276-5					a ui u u					
281-5					m o s i					
304-5					t uː t i					
305-5					w ts a tɕ o					
308-5					s u n a					
309-5					k u n a					
310-5					t iː					
311-5					n t iː					
342-5					a u tɕ i					
346-5					k u r ui u					
347-5					k u r u					
348-5					h a r e u					
351-5					t o b u					
361-5					j t j ui ŋ a a					
379-5					k u s u b n u					
394-5					h iː r a r a					
395-5					n e dʑ i					
400-5					h a b ui r u					
412-5					h o k ui r u					
413-5					ts o k ui s u b u					
414-5					h o ts u					
422-5					h o k t ui r u r u					
423-5					a n t u o r u					
430-5					h o ts u					
435-5					h o b u					
446-5					s a t a r ui a					
447-5					t uː r ui o					
458-5					k o s i					
56-5					s o t u					
62-5					u n a					
65-5					k oː w i					
70-5					t u r o					
75-5					k s iː w o					
96-5					n a					
101-5					h a					
114-5					k u k u					
119-5					k i r i					
134-5					s u a r u					
138-5					s u n u					
146-5					a n ui u					
161-5					e eː ɴ ui					
171-5					k o w i					
182-5					t uː m a r u					
188-5					a u s a					
196-5					m o r u					
262-5					h a r e h a					
300-5					h a b a t o					
313-5					k t k o					
350-5					s e n u u					
352-5					k e k a u					
396-5					h a r a					
401-5					k o ts i					
420-5					o k a i ɴ u					
424-5					a t a b u					
455-5					a t e r u r u					
15-5					a n o					
22-5					n e k i					
24-5					h a n m i					
49-5					a z k k a					
78-5					a ts a w o n i a					
89-5					k iː					
130-5					n uː r u					
14-6						u				
18-6						a i				
35-6						p u a s				
36-6						p u a				
48-6						p u ts ɨ				
60-6						t u n i				
63-6						ts a ɨ i				
64-6						d				
67-6						p a a				
68-6						p a a				
71-6						a dz				
76-6						p u n				
83-6						ts u n				
87-6						p u k i				
95-6						m u n i				
98-6						p u				
99-6						a				
-102-6						p k a				
103-6						a n				
110-6						t				
116-6						p u				
120-6						m u ts ɨ				
132-6						u				
139-6						u k u u				
140-6						a u u ɨ i				
156-6						u k u n a				
168-6						p u k a b				
169-6						p u n				
170-6						m u				
173-6						a				
180-6						u				
185-6						p a u				
186-6						m u ɨ				
187-6						m u s				
190-6						u k a i				
193-6						u				
194-6						p u i				
195-6						i				
216-6						m u ts ɨ a				
221-6						p a				
239-6						a dz				
252-6						m a s				
253-6						a a				
254-6						u ts ɨ i				
266-6						a n				
267-6						p u i				
268-6						a n				
272-6						a n ɨ s u				
276-6						a i ɨ				
281-6						m a ts				
304-6						ɨ b				
305-6						u dz				
308-6						p u n				
309-6						u				
310-6						t				
311-6						p a u				
342-6						a u				
346-6						ɨ				
347-6										
348-6						p i				
351-6						ts u ɨ				
361-6						k u i				
379-6						u ts ɨ r u				
394-6						p u s ɨ i				
395-6						p u				
400-6						p u a i				
412-6						p u k a i				
413-6						ts ɨ k ɨ ɨ				
414-6						m u ts				
422-6						p u k r i i				
423-6						a n k u r i i				
430-6						p u ts				
435-6						p u k				
446-6						p u k d a u				
447-6						a a g a u				
458-6						t u				
56-6						p u t				
62-6						i n u				
65-6						u u i				
70-6						u n				
75-6						u i				
96-6						m u				
101-6						n a				
119-6										
134-6						m u ɨ u				
138-6						m u ts u				
146-6						u ts ɨ				
171-6						u d				
182-6						a k ɨ i				
188-6						a u				
196-6						a u				
401-6						u ts ɨ				
420-6						u ɨ r u i				
442-6						a m a a				
24-6						p u d n i				
78-6						u a a d				
130-6						u n				
14-7							k u r a			
18-7							k u r u			
35-7							h e t a a			
36-7							h a t a a			
48-7							n a t a			
60-7							k o r a			
63-7							s a n a m eː			
64-7							k u			
67-7							h s a			
68-7							n a			
71-7							k a			
76-7							h o r a			
83-7							u n a			
87-7							h a n a			
95-7							m u n i			
98-7							h a n a			
99-7							k u k u			
-102-7							s a t a			
103-7							u r a			
110-7							t u			
116-7							m o r a			
120-7							n o s u			
132-7							k a k u			
139-7							o k a m iː s o			
140-7							a m u u			
156-7							a t e a			
168-7							h a a			
169-7							h a n i			
170-7							m u k u			
173-7							a n i			
180-7							k u r a			
185-7							h u o			
186-7							m o u r u			
187-7							m u k a			
190-7							a k a a			
193-7							k a r u u			
194-7							s a r a			
195-7							k a r u a			
216-7							m a r u			
221-7							n a s eː			
239-7							u k u			
252-7							m u k u			
253-7							m o k a			
254-7							a tɕ u a			
266-7							k a k a			
267-7							n a a r a r u			
268-7							a n i			
272-7							a r a			
276-7							a r o u			
281-7							m a s a			
304-7							h a m a			
305-7							k k a k a			
308-7							h u r a			
309-7							k u r a			
310-7							k u			
311-7							n i			
342-7							n o k u			
346-7							k a r e u			
347-7							k a r u			
348-7							h a r u			
351-7							k o a			
361-7							n ɸ o a a			
379-7							k o s a a			
394-7							h a t a r a			
395-7							m a ŋ u			
400-7							h a a r u			
412-7							h a k u r u			
413-7							k a a s a a			
414-7							h a r u			
422-7							h a k u r a r u			
423-7							a r s o u r u			
430-7							h a k u			
435-7							h a b u			
446-7							s a t a			
447-7							ts a a			
458-7							k o s i			
56-7							h a k a			
62-7							a n u			
65-7							k o r o			
70-7							a r o			
75-7							k t o o o			
96-7							n a			
101-7							s a			
114-7							k a k i			
134-7							s a u r a			
138-7							s a n u			
146-7							a n u u			
161-7							a o o			
171-7							k o a eː			
182-7							k e m u r			
188-7							n a m o			
196-7							m o r u			
262-7							h a r u r a			
300-7							h a k a r a			
313-7							t a			
350-7							s a m a			
352-7							k a k u a			
396-7							h a r u			
401-7							a s u			
420-7							a tɕ u r u			
424-7							a t a u			
442-7							a m a a a r a			
455-7							k a k u u u			
15-7							a r a			
22-7							n o eː			
24-7							n i r r i			
78-7							a k o r a a			
89-7							k i			
130-7							n a r u			
14-8								k o r a		
18-8								k a r u		
35-8								h a k a k a		
36-8								h o k a a		
48-8								n a g u i		
60-8								k a r a		
63-8								s a n a m i		
64-8								k a		
67-8								h o		
68-8								n a b		
71-8								k a		
76-8								h o r o		
83-8								s o r o		
87-8								h a n a		
95-8								m u m i		
98-8								h a m a		
99-8								k oː k i		
-102-8								h a k i t a		
103-8								s a r a		
110-8								k a		
116-8								h k k a r a		
120-8								n o s u		
132-8								k a k u		
139-8								k a r ui r i		
140-8								a a u a		
156-8								a g a g u		
168-8								k a i		
169-8								h a m i		
170-8								m u k u		
173-8								a k i		
180-8								k o r o		
185-8								h a i		
186-8								m a k u r u		
187-8								m u k i		
190-8								a k u a o		
193-8								k a r u a		
194-8								s a n u a		
195-8								k a r u a		
216-8								m a r u		
221-8								n a		
239-8								a k u		
252-8								m u k u		
253-8								m o k o		
254-8								a ts u a		
266-8								k a k a		
267-8								n a g a r ui r u		
268-8								a r i		
272-8								a n a a		
276-8								a w u a		
281-8								m a s i		
304-8								ts a k a		
305-8								k k a k i		
308-8								h a r o		
309-8								k oː r a		
310-8								k a		
311-8								n i		
342-8								m o k i		
346-8								k a r ui a		
347-8								k a r u		
348-8								h a r u a		
351-8								k o o a		
361-8								n ɴ d a a i		
379-8								k a s a a		
394-8								h a b a r a		
395-8								m a g i		
400-8								h a a r u		
412-8								s a k u r u		
413-8								ts a a a a		
414-8								h a r u		
422-8								h a k u r a r u		
423-8								a n g u u r u		
430-8								h a k u		
435-8								h a k u		
446-8								s a t u n a		
447-8								ts a i a		
458-8								k o k i		
62-8								a n a		
65-8								k o r o		
70-8								k a r o		
75-8								k o m o		
96-8								n a		
101-8								s a		
114-8								k a k i		
119-8								k a r o		
134-8								s a u r a		
138-8								s a n a		
146-8								a n u u		
161-8								h o		
171-8								k a a i		
182-8								k a m a r o		
188-8								n a m i		
196-8								m u r u		
262-8								h a r a a		
300-8								h a b k o		
313-8								k a		
350-8								s a g u a		
352-8								h a k u a		
396-8								h a r u		
401-8								a s u		
420-8								a g u r a		
424-8								a t a u		
442-8								s a m a u r a		
455-8								a k a u u		
15-8								a r a		
22-8								h o k i		
24-8								h a r r i		
49-8								a g n a k a		
78-8								a k a r a		
89-8								k o		
130-8								n a r u		
14-9									tɕ i ui	
18-9									t i n ui	
35-9									h k oː s ui	
36-9									h u b oː r u	
48-9									n a ɕ u s oː ɴ	
60-9									t a n u iː	
63-9									ʃ i n oː ɴ iː	
64-9									w iː	
67-9									h h t u	
68-9									ɴ a s u ɴ	
71-9									i ʔ i ɴ iː	
76-9									ʃ i n a	
83-9									ɕ i n a	
87-9									h a ɕ ui	
95-9									m i n iː	
98-9									h a n a	
99-9									tɕ i j ui	
-102-9									t i p s a tsː u	
103-9									ɕ i n a	
110-9									t i	
116-9									m i m i n a	
120-9									m u s u ɴ	
132-9									tɕ a b u ɴ	
139-9									ʔ u t i m ui	
140-9									ʔ a i ɴ u	
156-9									t a b i j u aː	
168-9									ɕ i ɴ ɴ ui	
169-9									h u n ui	
170-9									m u s u	
173-9									ʔ i n ui	
180-9									ɕ i n a	
185-9									h i j iː	
186-9									m u j u r u	
187-9									m u ts u	
190-9									ʔ a ɕ a s i ɴ ui	
193-9									ʔ a n u ɴ aː	
194-9									ɴ a n u sː u ɴ	
195-9									tɕ a u s u ɴ	
216-9									w a s u s a ɴ	
221-9									ɴ a r u	
239-9									ʔ a ɕ u	
252-9									m i j u	
253-9									m i j ui	
254-9									ʔ a ɕ u ɴ a	
266-9									t a n ui	
267-9									ɴ a g i i j u ɴ	
268-9									ʔ i n u	
272-9									ʔ a ɕ i	
276-9									ʔ a i u s u ɴ	
281-9									m u s u ɴ ui	
304-9									ɕ i s s oː r ui	
305-9									ʔ ʔ tsː u	
308-9									ʃ i n a	
309-9									ɕ i n a	
310-9									t iː	
311-9									ɴ a m iː	
342-9									m i j ui	
346-9									tɕ a i s u ɴ	
347-9									tɕ a u ɴ	
348-9									h w a n u s oː ɴ	
351-9									t u b u ɴ	
361-9									ʔ iː ɴ p i s oː ɴ u	
379-9									ʔ u s i j i b oː ɴ	
394-9									h w iː s oː u	
395-9									m a g a ɴ ui	
400-9									h w a i u ɴ	
412-9									h a g i u ɴ	
413-9									ʔ ʔ ɕ k i r i b u ɴ	
414-9									h u u ɴ	
422-9									h a k j i j oː u	
423-9									ʔ a m u j oː u	
430-9									h a ɕ u ɴ	
435-9									h u b u ɴ	
446-9									ʃ a ɕ i s a ɴ u	
447-9									ʔ a a a a ɴ u	
458-9									t i n ui	
56-9									h i j i	
62-9									ʔ a n u	
65-9									tɕ u n iː	
75-9									h i iː n iː	
96-9									n a	
101-9									h w a	
114-9									t a w u	
119-9									tɕ i n i	
134-9									ʃ a s oː n u	
138-9									ʃ a n u ɴ	
146-9									ʔ a ɕ i ɴ u	
161-9									h u ɴ a iː	
171-9									tɕ iː n ui	
182-9									t a ɴ i ɴ u	
196-9									m u n u	
262-9									h ʔ a u sː a ɴ u	
300-9									h a g n tsː u	
313-9									ʔ a m u	
350-9									ʃ a ɕ u s oː ɴ	
352-9									h a g u s oː ɴ	
396-9									ɴ a oː s a ɴ u	
401-9									ʔ u ts i ɴ	
420-9									ʔ u ts u j i ɴ i	
424-9									ʔ a t oː b u ɴ	
442-9									n i n i i s i j u ɴ	
455-9									ʔ a k i t i j u	
15-9									ʔ a n u	
22-9									h s u iː	
24-9									m h ui	
49-9									ʔ a ɴ n u g i	
89-9									h iː	
14-10										k u r i
18-10										k u r a
35-10										h o t a k a
36-10										h a k a a
48-10										n a ŋ u u
60-10										k a r i
63-10										s u n a m i
64-10										k i
67-10										h a
68-10										n a t
71-10										k a t a
76-10										h u r a
83-10										ts u n a
87-10										h a ts a
95-10										m u n i
98-10										h a n a
99-10										k u tɕ u
-102-10										s a t s a
103-10										ts u n a
110-10										t i
116-10										h t ts u r a
120-10										n o s u
132-10										k o ts u
139-10										k a m o s i
140-10										a m u u
156-10										a b ui r a
168-10										ts o k i
169-10										h o s i
170-10										m u r u
173-10										k u s i
180-10										k u r a
185-10										h u i
186-10										m o b u r u
187-10										m u tɕ a
190-10										a t a a a
193-10										k a r u a
194-10										s a r u a
195-10										k a r u a
216-10										m a r u
221-10										n a
239-10										k u k u
252-10										m u k u
253-10										m u k a
254-10										k a ts u a
266-10										k a s a
267-10										n a t a r ui r u
268-10										u r i
272-10										a ts a r a
276-10										a r u u
281-10										m o s i
304-10										ts a t a a
305-10										k i t a
308-10										h u n a
309-10										k u r a
310-10										k i
311-10										n a i
342-10										a u k i
346-10										k a r ui u
347-10										k a r u
348-10										h a r u u
351-10										k o u
361-10										a t t ui a a
379-10										k a s u t a
394-10										h a t a r a
395-10										n a ŋ i
400-10										h a b u r u
412-10										h a k u r u
413-10										ts o k a t u u
414-10										h o r u
422-10										h a k a ui r u r u
423-10										k a n t u u r u
430-10										h a ts u
435-10										h o b u
446-10										s a t a a a
447-10										ts a t a
458-10										k u s i
56-10										k o k a
62-10										a n a
65-10										k o w o
70-10										k a r o
75-10										k s o r o
96-10										n a
101-10										s a
114-10										k u k u
119-10										k u r a
134-10										s a a r o
138-10										s a n u
146-10										a n u a
161-10										n u u
171-10										k o o i
182-10										k a m a r i
188-10										n a m a
196-10										m u r u
262-10										h a r a a
300-10										h a t r a
313-10										k t t a
350-10										s a m u a
352-10										k a k u a
396-10										h a r u a
401-10										a ts u
420-10										a k u r u
424-10										a t a u
442-10										n a n a u u r u
455-10										a k e t u u
15-10										a n a
22-10										n i a i
24-10										h i r n i
49-10										a a n i r a
78-10										a k a r a n u u
89-10										k o
130-10										n u r u
