COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
266-2		k a a								
267-2		s a g a r a r u								
268-2		u m i								
272-2		a m a a								
276-2		a r a kʲ a								
281-2		h u s u kʲ i								
304-2		h i b a a								
305-2		k d i								
308-2		h a m a								
309-2		k u m a								
310-2		t o								
311-2		h a								
14-3			k o							
18-3			a							
35-3			s o t a k							
36-3			h a							
48-3			h a e							
60-3			t o r							
63-3			s i r a							
64-3										
67-3			h h							
68-3			h u k							
71-3										
76-3			h o n							
83-3			k i n							
87-3			h u k							
95-3			m i m							
98-3			h a i n e							
99-3			k ui							
-102-3			s a k o							
103-3			t a m							
110-3			t e							
116-3			h u							
120-3			h o							
132-3			k i							
139-3			k u r u a							
140-3			i r u							
156-3			t a o							
168-3			h u k							
169-3			h o i ɕ							
170-3			m i							
173-3			o ɕ							
180-3			k ui m							
185-3			h i							
186-3			h o k							
187-3			m ui							
190-3			a k e							
193-3			k i i							
194-3			s i r e							
195-3			k i r e							
216-3			h i r							
221-3			n a							
239-3			i							
252-3			h i							
253-3			j o							
254-3			i							
266-3			k a i							
267-3			h a a r u							
268-3			ui m i							
272-3			a m							
276-3			a i r o							
281-3			h o							
304-3			k u k k o							
305-3			k a							
308-3			h a n							
309-3			k ui							
310-3			t o							
311-3			n u							
14-4				k o r i						
18-4				a r a						
35-4				h i t a k i						
36-4				h a k a i						
48-4				h a g a i						
60-4				t o r a						
63-4				s i r a r a						
64-4				k a						
67-4				h h a						
68-4				h u						
71-4				k a						
76-4				h o n e						
83-4				t u n o						
87-4				h a r e						
95-4				s i m i						
98-4				h a n a						
99-4				k u k i						
-102-4				s i a						
103-4				t u m e						
110-4				t e						
116-4				m k t a n e						
120-4				h u r u						
132-4				k i k u						
139-4				k i r a s i						
140-4				i r e u						
156-4				t i b e j u						
168-4				h u k a						
169-4				h u s i						
170-4				m i r i						
173-4				u s i						
180-4				k u m o						
185-4				h i i						
186-4				h a i r u						
187-4				m u k i						
190-4				u t i i a						
193-4				k i r u i						
194-4				s i r a i						
195-4				k u r a i						
216-4				h i r u						
221-4				n i n i						
239-4				i k i						
252-4				m i k i						
253-4				j o k a						
254-4				i t u i						
266-4				k a w a						
267-4				h a g a r e r u						
268-4				u m i						
272-4				a m e g a						
276-4				a r a i						
281-4				h u s i						
304-4				t u k a						
305-4				k a t i						
308-4				h a n a						
309-4				k u s i						
310-4				t o						
311-4				n a						
14-5					k o r i					
18-5					k a r a					
35-5					h i t o k i					
36-5					h a k a i					
48-5					s i ŋ a i					
60-5					t o r a					
63-5					s i r a r i					
64-5					k i					
67-5					h i e					
68-5					n u t					
71-5					ts i					
76-5					h o n e					
83-5					s u n o					
87-5					h a r e					
95-5					m i m i					
98-5					h a n a					
99-5					k u k i					
-102-5					s i t a					
103-5					k u m e					
110-5					t o					
116-5					m k a n e					
120-5					h o r u					
132-5					k i k u					
139-5					k i r a s i					
140-5					o r u u					
156-5					t i b a r u					
168-5					h u k i					
169-5					h o s i					
170-5					m i k i					
173-5					o s i					
180-5					k u m o					
185-5					h i i					
186-5					m o i r u					
187-5					m u k i					
190-5					u k t i a					
193-5					k i r u i					
194-5					s i r u i					
195-5					k u r a i					
216-5					h u r u					
221-5					n i n a i					
239-5					i k i					
252-5					s i k i					
253-5					j o k i					
254-5					i ts u i					
266-5					k a w e					
267-5					s u k a r e r u					
268-5					u m i					
272-5					a m i					
276-5					a r a u					
281-5					h u s i					
304-5					k u k k e					
305-5					a k a t i					
308-5					h a n a					
309-5					k u s i					
310-5					t o					
311-5					h a					
14-6						u m				
18-6						a ɭ				
35-6						p u t a				
36-6						p k i				
48-6						f ts u				
60-6						t u fː a				
63-6						s fː ɭ				
64-6						ts				
67-6						p a				
68-6						n a				
71-6						a a				
76-6						p u n				
83-6						ts a n a				
87-6						p u f i a				
95-6						s u m				
98-6						p a n				
99-6						u ɨ				
-102-6						s ɨ k r a				
103-6						ts a m a				
110-6						a				
116-6						p a n a				
120-6						p u ts				
132-6						ts				
139-6						u k fː a s				
140-6						a ɨ a i ɭ				
156-6						t a f i ɭ a				
168-6						f u k a				
169-6						p u n ɨ				
170-6						fː u n ɨ				
173-6						u m ɨ				
180-6						u m a				
185-6						p aː				
186-6						m i ɭ				
187-6						m u s ɨ				
190-6						u k a a				
193-6						ts ɭ				
194-6						s ɨ fː				
195-6						s				
216-6						p fː a				
221-6						n				
239-6						u n ɨ				
252-6						m u t ɨ				
253-6						j u t				
254-6						ts a				
266-6						k a				
267-6						f a a i ɭ				
268-6						u m ɨ				
272-6						a m i				
276-6						a a u				
281-6						f u s ɨ				
304-6						u a				
305-6						dz a				
308-6						p a n a				
309-6						u m				
310-6						t u				
311-6						n a a				
14-7							k o r e			
18-7							a r a			
35-7							h o t o e			
36-7							h a t a e			
48-7							s a ŋ eː			
60-7							t o r a			
63-7							s i r a r a			
64-7							k a			
67-7							ɸ s a			
68-7							n i			
71-7							a			
76-7							h a n e			
83-7							a n a			
87-7							ɸ a r e			
95-7							m e n i			
98-7							h a n a			
99-7							k u k i			
-102-7							s i t a			
103-7							s a n e			
110-7							t a			
116-7							h k a n e			
120-7							h o r u			
132-7							i k u			
139-7							k a r a s i			
140-7							o r a u			
156-7							t a k e r u			
168-7							h e k i			
169-7							h o s i			
170-7							m i k i			
173-7							o n i			
180-7							k u m a			
185-7							ɸ a a			
186-7							m a eː r u			
187-7							m e k i			
190-7							a k eː a			
193-7							k u r u u			
194-7							s u r eː			
195-7							k u r eː			
216-7							h u r u			
221-7							n i			
239-7							e k i			
252-7							s e k i			
253-7							o k i			
254-7							e s a i			
266-7							k a w e			
267-7							s a k a r e r u			
268-7							e n i			
272-7							a m a			
276-7							a r eː			
281-7							m o s i			
304-7							k i m a			
305-7							k a d i			
308-7							h a n a			
309-7							k u n a			
310-7							t o			
311-7							n			
14-8								k o r i		
18-8								k a r a		
35-8								h o t a k i		
36-8								h a k a i		
48-8								s i g a i		
60-8								t o r a		
63-8								s i r a r i		
64-8								k a		
67-8								h a		
68-8								n u b		
71-8								a		
76-8								h o n e		
83-8								s u n a		
87-8								h a r k a		
95-8								m i m i		
98-8								h a n a		
99-8								k u k i		
-102-8								s i t oː n n a		
103-8								s u m e		
110-8								t a		
116-8								m k a n e		
120-8								h o r u		
132-8								k i k u		
139-8								k a r a s i		
140-8								i r u u		
156-8								t a t a r k u		
168-8								h u k i		
169-8								h o s i		
170-8								m i k i		
173-8								i s i		
180-8								k u m o		
185-8								h i i		
186-8								m i e r u		
187-8								m u k i		
190-8								u k u i a		
193-8								k i r u i		
194-8								s i r a i		
195-8								k u r a i		
216-8								h u r u		
221-8								h i u i		
239-8								i k i		
252-8								s i k i		
253-8								j o k i		
254-8								i ts u a		
266-8								k a w e		
267-8								s i g a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a i		
281-8								h u s i		
304-8								h u k a		
305-8								k a k i		
308-8								h a n a		
309-8								k u s i		
310-8								t a		
311-8								h a		
14-9									ʔ u r i	
18-9									ʔ u r i	
35-9									s i tsː u s i	
36-9									h u ts a ɴ i	
48-9									n i dʑ a s a ɴ	
60-9									t u j u a	
63-9									s i r oː ɴ	
64-9									k i	
67-9									h h ɴ i	
68-9									n u s a ɴ	
71-9									ʔ ʔ i a i	
76-9									h u s i	
83-9									ɕ i n u	
87-9									h u n a i	
95-9									s u ɴ	
98-9									h a n i	
99-9									k u b i	
-102-9									s i ts ɴ a a i	
103-9									ɕ u m i	
110-9									k i	
116-9									h i m i n i	
120-9									h u j u ɴ	
132-9									tɕ i ts u ɴ	
139-9									ʔ u t u j u s ui	
140-9									ʔ iː r u ɴ	
156-9									t a b u ɴ u	
168-9									h u ts a i	
169-9									h u s i	
170-9									h u ɴ i	
173-9									ʔ u s i	
180-9									k u m u	
185-9									h i a	
186-9									n u j u ɴ	
187-9									s u tɕ i	
190-9									ʔ u ɕ a s a ɴ i	
193-9									tɕ i j u ɴ	
194-9									s i r a s a ɴ	
195-9									k u r a s a ɴ	
216-9									h i r u s a	
221-9									n a	
239-9									ʔ i ɴ i	
252-9									h i tsː i	
253-9									j u tɕ i	
254-9									ʔ i ɕ u ɴ i	
266-9									k i t i	
267-9									h a g i j u j u ɴ	
268-9									ʔ u ɴ i	
272-9									ʔ a tsː u ɴ	
276-9									ʔ a r eː s u ɴ	
281-9									m u s u a i	
304-9									ɕ u s s oː a i	
305-9									ʔ ʔ t i	
308-9									h u n i	
309-9									k u s i	
310-9									t u	
311-9									n a ɴ a	
14-10										k o r i
18-10										a r e
35-10										h i t a k i
36-10										h a k a i
48-10										s a ŋ a i
60-10										t o r a
63-10										s i r a r a
64-10										k e
67-10										h a
68-10										n u t
71-10										e
76-10										h o n e
83-10										s u n o
87-10										h a r e
95-10										m i m i
98-10										h a n a
99-10										k u k i
-102-10										s i t a
103-10										k a m e
110-10										t e
116-10										m ts a n e
120-10										h o r u
132-10										k i k u
139-10										k i r a s i
140-10										i r e u
156-10										t a b e r u
168-10										h u k i
169-10										h o s i
170-10										m i k i
173-10										o s i
180-10										k u m o
185-10										h i i
186-10										m a i r u
187-10										m u k i
190-10										u ts a i e
193-10										k i r u i
194-10										s i r a i
195-10										k u r a i
216-10										h i r u
221-10										n i
239-10										i k i
252-10										m i k i
253-10										j o k i
254-10										i ts u i
266-10										k a w e
267-10										h a ŋ a r e r u
268-10										u m i
272-10										a m e a
276-10										a r a i
281-10										m u s i
304-10										u t a i
305-10										k i t i
308-10										h a n a
309-10										k u s i
310-10										t o
311-10										n a
