COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
4-9									w a r i ʔ	
51-9									i w e ʔ	
55-9									h h a m ʔ	
97-9									m a h o m	
109-9									i p i a i ʃ	
121-9									k a p i j a k ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									o p e n	
52-10										t t e
56-10										y m e ʔ
96-10										a r a j
99-10										a r j t o n
114-10										t o k i tʃ i
115-10										y r i tʃ tʃ
133-10										t i p a r tʃ i ʔ
144-10										a r a w a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p e k y n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a tʃ a
2-10										y ø m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i ʔ
95-10										w i k i
106-10										t y n i tʃ ʔ
119-10										i j t tʃ i tʃ i
128-10										h o k i tʃ ʔ
147-10										t i m y tʃ i ʔ
231-10										p a n a w ø ʔ
232-10										p h p j m ʔ
239-10										n a m a k a n
266-10										i t i m
3-10										w o r k k o
4-10										w a r i ʔ
51-10										ø w e ʔ
55-10										i h a m
97-10										m a h o m a
121-10										k a p a j a k tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										y p e n
