COGID	dutch	english	french	german
471-2		s eɪ		
1385-2		s ɛ d		
792-2		ɡ ʊ k		
1111-2		m æ s t		
197-2		s aʊ ð		
2020-2		l æ ŋ		
867-2		h ʌ n d ə r		
1970-2		f l̩ l		
1230-2		d ɑː r d		
2017-2		n eɪ w		
968-2		w ɛ l l̩ l		
1674-2		l æ n d		
1671-2		h aʊ v l̩ l		
829-2		k l ɪ v		
1025-2		w əʊ t ə r		
1027-2		s eɪ		
1832-2		r aʊ w		
-1816-2		ʌ s eɪ ɑː n n		
-335-2		l eɪ aʊ uː n		
1043-2		s t r ʌ m		
1469-3			ʃ a ɛ̃	
2047-3			ʃ j ɛ̃	
2054-3			p j ɛ̃ ʀ ʀ ʀ	
1375-3			l a z	
760-3			p a ɛ̃	
756-3			t n y ʀ	
726-3			p ɛ̃ i ʀ ʀ	
1351-3			ɡ ʀ a t l p i ʀ ʀ ʀ	
1353-3			ɡ ʀ a ɑ̃ ɛ̃ i ʀ ʀ	
412-3			p v a ɡ ʀ ʀ ə p p e ʀ	
406-3			ɛ v a ɡ ʀ ʀ ɑ̃ e t e ʀ	
1005-3			t i ə p l p a e ʀ ʀ	
1012-3			t i ə p ɛ̃ i ʀ ʀ	
1016-3			p ə t y ɑ̃ ʀ	
1069-3			p	
509-3			p ə l e	
693-3			p p l a i	
2179-3			n y t i	
1753-3			p ə ɛ	
1131-3			v u l p	
1198-3			b p t i	
2032-3			ʃ j ɛ̃	
2241-3			n y t	
2244-3			l ə p	
610-3			k ɛ̃	
945-3			ʃ ɑ̃ ʀ	
1534-3			l y k	
384-3			ʃ o ɡ	
1650-3			n y	
1663-3			ʃ o l e	
2279-3			l ɑ̃ n ʀ	
471-3			ʃ o e	
1385-3			ʃ a	
792-3			e u k	
1111-3			ʀ a t i	
197-3			ʃ o i e	
2020-3			l a	
867-3			ʃ j ɛ̃ y ʀ ʀ i	
1970-3			p u l	
1230-3			p y t i	
2017-3			n y e	
1469-4				z a n t
2047-4				z ʊ n
2054-4				t uː n d ə r
1375-4				l ai ɡ t n
760-4				v ɪ n t
756-4				ʃ n a ə
726-4				m oː t ə r
1351-4				ɡ r oː t + ɡ f d ə r
1353-4				ɡ r oː t + m uː t ə r
412-4				ʃ aː b n + + ai n + l
406-4				ʃ uː ɡ n + m uː t + l
1005-4				ʃ t iː f ɡ f d ə r
1012-4				ʃ t iː f + m uː t ə r
1016-4				v ai t ts ə n +
1069-4				ɪ k
509-4				f ai l ə n
693-4				m au l + ɛ
2179-4				n ɛ ʃ t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n a s
2244-4				l ɪ p
610-4				k n iː n
945-4				h aː r t
1534-4				l ɪ k ə n
384-4				ʃ uː k ə n
1650-4				n oː t
1663-4				z a l t
2279-4				l ɪ n ɪ n
471-4				z aː ə ə n
1385-4				z aː t
792-4				au a k
1111-4				m aː s t
197-4				ʃ au d ə
2020-4				l a ŋ
867-4				h oː n d ə r t
1970-4				f ɔ l
1230-4				d uː r t ə n
2017-4				n au v
968-4				v eː l ə l t
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v a t ə r
1027-4				z iː
1832-4				r au f
-1816-4				œ ʃ eː ə a n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r oː m
