COGID	Albanian	English	French	German	Latin
1061-3			m ɛ̃ t		
1155-3			k k l l ɛ		
343-3			v ɛ t ɛ r		
671-3			r ɛ e		
460-3			p u r		
8-3			p ɑ̃ p		
644-3			p		
683-3			ʃ ɛ̃ n		
650-3			ʃ o		
612-3			p œ m		
871-3			p r		
1209-3			v w s e		
667-3			l a v		
499-3			n		
14-3			r		
1029-3			p r		
272-3			s t ɛ r		
560-4				n eː	
438-4				aː r	
1222-4				aː g	
353-4				m a ʃ h	
201-4				f i iː	
20-4				f au r	
503-4				m a l	
957-4				n d	
728-4				l eː ŋ	
244-4				n aː g	
289-4				n ai s	
911-4				r b s	
724-4				t r	
145-4				n r	
992-4				h au	
1181-4				h n	
706-4				aː	
106-4				m a n d	
421-4				f l l	
227-4				m u	
920-4				h aː r t	
1083-4				h au ə n	
1066-4				eː g	
1125-4				n eː	
1197-4				m uː t d	
473-4				n d	
284-4				n r	
661-4				v ai n	
701-4				r au t	
315-4				r u n d	
1169-4				z a l t	
1150-4				ʃ aː l t	
982-4				z a t	
987-4				n	
1055-4				t aː r	
1130-4				eː k	
433-4				z eː n	
585-4					
625-4				t eː ŋ	
1186-4				n r d	
814-4				n i	
416-4				v ai s	
1233-4				n eː n d	
884-4				n eː r m	
78-4				b l	
514-4				b eː r n	
116-4				eː t	
188-4				f aː r h au	
745-4				m n	
1100-4				f r r s	
630-4				n r ə t	
1155-4				h au l	
24-4				n ai s	
232-4				n ə n	
671-4				r ai s n	
460-4				b au t	
8-4				r n i	
385-4				z eː	
945-4				z eː t	
1041-4				ʃ t aː n d	
492-4				n eː n ə	
527-4				v ai s	
14-4				j l a	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
560-5					w a i u
438-5					o r iː
1222-5					o l i
353-5					p b i k
201-5					k i lː r
20-5					k b n i
503-5					p l l
957-5					n e u
728-5					l e au u
244-5					n m e u
289-5					n u w t
911-5					i a k iː
724-5					n r iː a
145-5					d i e a
992-5					k aː a
1181-5					k a i a
706-5					o l t
106-5					k b rː r a
741-5					p b k u
421-5					k l o r r
227-5					k l i a
920-5					k r r u
1083-5					k r r n a
1066-5					d e a
1125-5					d e n i
1197-5					m e r a
473-5					n i l e
284-5					n o o u
661-5					n t a
701-5					k i d i
315-5					k a n p u
1169-5					k e l t a
982-5					a k iː
987-5					n n e a
1055-5					e t i d l a
1130-5					k u u i
433-5					k e n u l
585-5					n e a
625-5					k e au u
1186-5					d e n u
814-5					w r i t
416-5					k iː d
1233-5					w e n p u
884-5					w e i a u
916-5					
1016-5					a n iː m a l a
952-5					a k u
78-5					b e o u a
1079-5					w iː d eː
116-5					k i a
188-5					o n a
745-5					k n u a
47-5					g m e n a n
111-5					l a k r
1061-5					m e t d a r u
630-5					n b u t
1155-5					k u eː a
24-5					n e t a
232-5					n e n a
343-5					w l i l r eː
460-5					p u eː iː
945-5					n e p u n
644-5					k r eː
683-5					k e n e
650-5					k w i l
612-5					f u m e
1041-5					e t e n
871-5					d i iː e t e
492-5					k u n a
1209-5					w o m a t u
667-5					l a nː
499-5					n i eː
1029-5					w aː eː
272-5					s e n i s
