COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
99-5					a r i r i n					
114-5					t o k e s i					
115-5					i i a e s i					
133-5					t i p r r i s i					
144-5					w r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k e n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					i i a m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t e n i					
119-5					j a t a i					
128-5					f o k i s					
147-5					t i m i i					
239-5					r a m a k a n					
266-5					i t i m					
3-5					w a r i k i					
4-5					w a r i					
51-5					e w e					
55-5					i f a m					
97-5					a o f o m					
109-5					i p w a i i					
149-5					t o k					
160-5					k i i i k					
163-5					o p e n					
52-6						i t a				
56-6						u a a				
96-6						a t a tʃ				
99-6						a i i k i				
114-6						t u k i i				
115-6						t i t i tʃ i				
133-6						t i p a a a tʃ i				
144-6						a t a w tʃ i tʃ				
150-6						k a w				
234-6						k u m				
236-6						p i k u				
241-6						a w i i				
249-6						i i a				
1-6						w a t a				
2-6						w m a				
65-6						i w i				
74-6						p a a				
93-6						t u p a a i i				
95-6						w m k i tʃ i				
106-6						t u e tʃ i				
119-6						i i t i i i i				
128-6						h u k i tʃ i				
147-6						t i m u i i				
231-6						p a a u i				
232-6						p p i i a i				
239-6						a a a k a				
266-6						i t i a i				
3-6						w a i i k a				
4-6						w a t i				
55-6						i h a m				
97-6						w a p u m a				
109-6						u p u a i tʃ e				
160-6						k i i i k				
52-7							i t a			
56-7							u m i			
96-7							a t a			
99-7							a r i k a n			
114-7							t u k i			
115-7							u t t			
133-7							t i p r a			
144-7							a t a a a			
150-7							k a w			
234-7							k u m			
236-7							p i k u n			
241-7							a w i n			
249-7							i s i			
1-7							w a t a ʔ			
2-7							a u m			
65-7							i w i			
74-7							p a n a			
93-7							t u p a t i			
95-7							w a k			
106-7							t u i i i			
119-7							t j t t			
128-7							i u k			
147-7							t i m i			
231-7							p a a a u			
232-7							p a o			
266-7							i t i m			
3-7							w a r a k u			
4-7							w a t i ʔ			
51-7							u w ë			
55-7							i h a m			
97-7							m a a u m p			
109-7							u p i a i n			
121-7							k a p o j a k			
149-7							t u k			
160-7							k i r i k			
163-7							u p i n			
52-8								t t		
56-8								v m e		
96-8								a r a		
99-8								a a i a		
114-8								t u k i s i		
115-8								u r i s s		
133-8								t i p r a a s		
144-8								a r a a s i		
150-8								k a		
234-8								k u m		
236-8								p e k u n		
241-8								a i		
249-8								i s e		
1-8								a t a		
2-8								u m		
65-8								i i		
74-8								p a n a		
93-8								t u p a r i s i		
95-8								i t i		
119-8								i a i t i s		
231-8								p a a v e		
232-8								u i a u a e		
239-8								n a m a k a		
3-8								a a k k u		
4-8								i a r i p		
51-8								v e		
55-8								i j a m		
109-8								u p a i		
121-8								k a p i a r k		
149-8								t u k		
163-8								v p n		
52-9									i t e	
56-9									i m e	
96-9									a r a ʃ i	
99-9									a r i r a n	
114-9									t o k i ʃ i ʔ	
115-9									i u i i ʃ i ʔ	
133-9									t i p a r ʃ i i	
144-9									a a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w i m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									w w k i ʃ	
106-9									t i n e k	
119-9									a a t w i i	
128-9									h o k i ʃ i	
147-9									t i m i ʃ i	
231-9									p a n a w ʔ	
232-9									p i a i a a	
239-9									n a m a k a n	
266-9									a a i m	
3-9									w a r i k a	
4-9									w a a i ʔ	
51-9									i w e ʔ	
55-9									m h a m	
97-9									m a a a m	
109-9									i p i a i ʃ i	
121-9									k a p i r a k ʃ i	
149-9									t o k	
160-9									k i r i k	
163-9									u p e n	
52-10										i tʃ e
56-10										w m e
96-10										a r a
99-10										a r i r a n
114-10										t o k a i ʔ
115-10										w tʃ i tʃ i ʔ
133-10										tʃ i p a a tʃ i ʔ
144-10										a r a w a i
150-10										k a w
234-10										k o m
236-10										p a k w n
241-10										a w i n
249-10										i tʃ e
1-10										w a tʃ a
2-10										w w m ʔ
65-10										i w i
74-10										p a n a
93-10										t o p a r i i
95-10										w w k i
106-10										tʃ o n a i i
119-10										i a w tʃ i i
128-10										h o k i tʃ i
147-10										tʃ i m i tʃ i ʔ
231-10										p a n a w
232-10										p a a a i
239-10										n a m a k a n
266-10										a t i m
3-10										w a r k k a
4-10										w a r a ʔ
51-10										w w e
55-10										i t a m
97-10										m a h o m a
121-10										k a p a a a k tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										w p e n
