COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
147-3			t u k a i m a tʃ e							
231-3			p a n a w u							
232-3			p i j o k u n							
239-3			n a m a k a n							
266-3			tʃ e m							
3-3			p a r i k o							
4-3			w a r i							
55-3			h u r a m							
109-3			i p a j o							
121-3			k a p u i t a k a tʃ i							
149-3			t u k							
160-3			k e r i k							
207-3			m i							
112-3			t a r a h u j a m a							
125-3			k a tʃ e m a s i							
134-3			n a p a tʃ							
135-3			t u k a i v a tʃ e							
139-3			p u k i n a tʃ e							
52-4				t i t						
56-4				u m i						
96-4				a t a tʃ						
99-4				t i k o n						
114-4				t u k u n						
115-4				u m						
133-4				t i p a						
144-4				t o w a						
150-4				k a w						
234-4				k o m						
236-4				p i k o n						
241-4				a w i n						
249-4				tʃ i						
1-4				w a t a						
2-4				w u m						
65-4				i w i						
74-4				p a n a						
93-4				t u p u i						
95-4				w i k i						
106-4				t u n a						
119-4				tʃ i t						
128-4				u k u						
147-4				t i m						
231-4				p a n a w						
232-4				u p e j e						
239-4				m a n						
266-4				i t i m						
3-4				w i k o						
4-4				w a t						
51-4				w e						
97-4				m o p e						
109-4				u p e k						
121-4				k a p e k e j e						
149-4				t u k						
160-4				t i k						
163-4				u p e n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k r a k o w						
116-4				t u p a tʃ i						
134-4				t i p a t						
135-4				t u k u n						
139-4				m i n						
142-4				j o m a						
145-4				k i t a r a						
148-4				t a r a w a n						
162-4				i n						
166-4				u m i						
179-4				t a k						
201-4				p e						
21-4				t a n a k						
24-4				t a k o n						
52-5					t y t					
56-5					o m i					
96-5					a t a s i					
99-5					t a r i m a					
114-5					t o k i					
115-5					w i r i s i					
133-5					t y p a r e s i					
144-5					y w e r e s i					
150-5					k a w					
234-5					k o m					
236-5					p i k i n a ʃ i					
241-5					a w i n					
249-5					i s e					
1-5					w a t a ʔ					
2-5					w i m					
65-5					i w i					
74-5					p a n a ʔ					
93-5					t o p a k					
95-5					w i k i					
106-5					t y n e s i					
119-5					j y t i s					
128-5					f o k o					
147-5					t i k i m					
239-5					i k i m a s i					
266-5					i t i m					
3-5					o r i k o					
4-5					w a t i					
51-5					y w e ʔ					
55-5					i f a m					
97-5					m a f o r i m					
109-5					i p i k					
149-5					t o k					
160-5					t i r i k					
163-5					i p i n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k r a k o w					
112-5					t a s o m a s i					
116-5					t o p a k a s i					
134-5					t i p a t					
135-5					t y k e m e s i					
139-5					m a k o r i m					
142-5					p a s a m a s i					
145-5					k a t a r a m					
148-5					t a r a m a s i					
162-5					i n i					
166-5					i m i					
179-5					t a k					
201-5					p e					
21-5					t a n					
52-6						t w i				
56-6						u m i				
96-6						n a w a tʃ i				
99-6						w a r i				
114-6						t u k i tʃ i				
115-6						n a w i tʃ i				
133-6						t i p a r a				
144-6						n a w a tʃ i				
150-6						k a w				
234-6						k u m				
236-6						p i k i				
241-6						a w i				
249-6						n a w i tʃ i				
1-6						w a t a				
2-6						w i m				
65-6						i w i				
74-6						p a n a				
93-6						t u p a r i				
95-6						w i tʃ i r a m				
106-6						t u k i tʃ i				
119-6						w i tʃ i r a				
128-6						k u k i tʃ i				
147-6						t u m i tʃ i				
231-6						w a n a w u				
232-6						w i p i u				
239-6						n a m a k a				
266-6						i t i m				
3-6						w a r i k o				
4-6						w a r i				
55-6						h u a m				
97-6						w a h u m				
109-6						w i tʃ i r u				
160-6						k i r i k				
207-6						m i				
112-6						n a r a i t a tʃ i				
116-6						t u p a k a tʃ i				
125-6						n a w i m a tʃ i				
134-6						w i p a tʃ i				
135-6						t u m i tʃ i				
139-6						n a w i tʃ i				
201-6						p e				
21-6						t a w a tʃ a				
24-6						t u k a r a				
52-7							t i t i			
56-7							u m i			
96-7							a r a s i			
99-7							t e r e a d			
114-7							t u k i t i			
115-7							u r u			
133-7							t i p a r a			
144-7							v i t i			
150-7							k a w			
234-7							k o m			
236-7							p a k i d			
241-7							a w i n			
249-7							i s e			
1-7							w a z a			
2-7							w u r a m			
65-7							i w i ʔ			
74-7							p a n a			
93-7							t u p a r i			
95-7							w i k i n i ʃ i			
106-7							t u n i t i			
119-7							v i t i			
128-7							p u k i n			
147-7							t u k i t i m i			
231-7							p a n a w o			
232-7							v i p i o			
266-7							p i t i m i			
3-7							w a r i k o			
4-7							w a r i			
51-7							i w e ʔ			
55-7							i h a m			
97-7							m i h u z i m			
109-7							u p e s o			
121-7							k a p i j a ʃ i			
149-7							t u k			
160-7							t e r i k			
163-7							i p e d			
167-7							p a			
207-7							m i			
259-7							t o a			
66-7							k r a k a w			
125-7							k a t i m a			
135-7							t u k i m a			
142-7							p a s a m a			
145-7							k a r a t i			
148-7							t a r oː w a d n			
162-7							i n j i d			
166-7							u m i			
179-7							t a			
201-7							p u			
21-7							t a n			
24-7							w a r oː k o n			
52-8								t y t		
56-8								u m e		
96-8								a t a s a		
99-8								a t r a		
114-8								t u k		
115-8								v t s i		
133-8								t i b a r a s i		
144-8								t a w a s i		
150-8								k a w		
234-8								k o m		
236-8								b e k e n		
241-8								a w i n		
249-8								s e		
1-8								w a t a		
2-8								u h u n		
65-8								i w i		
74-8								b a n a		
93-8								t u p a s i		
95-8								y v e t e		
119-8								y v y t y		
231-8								b a n a w u		
232-8								p i v		
239-8								w a m a k a w		
3-8								m a k o		
4-8								y v y t y		
51-8								e v e		
55-8								h a m		
109-8								u b s i		
121-8								k a b a k a s i		
149-8								t u k		
163-8								u p e n		
167-8								b a		
259-8								t u i		
66-8								k a r a k a w		
112-8								t a t a s		
116-8								t u p a k a s i		
125-8								k a t i m a s i		
145-8								k a r a t a s i		
52-9									t i	
56-9									o m i	
96-9									a r a h	
99-9									w a r i k u n	
114-9									t o k i n a ʃ i ʔ	
115-9									w a r i ʃ i ʔ	
133-9									w a r a p a t	
144-9									w a r a w a ʃ	
150-9									k a w	
234-9									k u m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a ʔ	
2-9									w a r a m	
65-9									i w	
74-9									p a n a ʔ	
93-9									t o p a r i ʃ i ʔ	
95-9									w i k i	
106-9									t i n a ʃ i	
119-9									j a t i ʃ	
128-9									k a h o r e	
147-9									t i m	
231-9									w a n a w o	
232-9									w i j i k o n	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w a r i k o	
4-9									w a t i	
51-9									i w e	
55-9									h a m	
97-9									m a r a h u j a m a	
109-9									i p i k	
121-9									k a p i j a k a ʃ i	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
167-9									p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t r a t a t	
116-9									t o p a k a ʃ i ʔ	
125-9									k a t i m a ʃ i ʔ	
134-9									w a p a t	
135-9									t i k i n a ʃ i ʔ	
142-9									w a r a k a r a m a ʃ i ʔ	
145-9									k a t a r a ʃ i ʔ	
148-9									t a r a w a n	
162-9									i n	
166-9									i m i	
179-9									t a	
201-9									p i	
21-9									t a w a n	
24-9									w a r a k o n	
52-10										t e
56-10										m i
96-10										t a tʃ i
99-10										t a r a
114-10										t o k i tʃ i ʔ
115-10										t o tʃ i ʔ
133-10										t i p a tʃ i ʔ
144-10										t a w a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p i k o n
241-10										a w i n
249-10										tʃ e
1-10										w a j a
2-10										w i m
65-10										i w i ʔ
74-10										p a n a
93-10										t o p a tʃ i ʔ
95-10										w i k i tʃ i
106-10										t o n e tʃ i ʔ
119-10										n a tʃ i n a ɲ
128-10										h w i tʃ i ʔ
147-10										t i k i tʃ i ʔ
231-10										p a n a w
232-10										ʔ
239-10										n a m a k a n
266-10										p i tʃ i n a ɲ
3-10										w i r i k o n
4-10										w a tʃ i ʔ
51-10										i w i ʔ
55-10										h a m
97-10										m a h w e r e ɲ
121-10										k a p i n a k tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										p i n
167-10										p a
207-10										m i ʔ
259-10										t o w a
112-10										t a r a tʃ i ʔ
116-10										t o p a tʃ i ʔ
125-10										k a t e m a tʃ i ʔ
134-10										n a p a tʃ i ʔ
139-10										m a k o n
142-10										p a r a m a tʃ i ʔ
145-10										k a r a tʃ i ʔ
148-10										t a r a w a tʃ i ʔ
162-10										i j i n
166-10										m i ʔ
179-10										t a k
201-10										p w e ʔ
24-10										k a r a m a
