COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
66-4				k a r a k a n						
116-4				t o p a k a tʃ i						
134-4				t i						
135-4				t i k o n						
139-4				j a i tʃ i						
142-4				p a r a m a tʃ i						
145-4				a r a t i tʃ i						
148-4				t a r a k						
162-4				i n						
166-4				m i						
179-4				t a k						
201-4				p a						
21-4				t a w						
24-4				t a k a w						
45-4				m i a m a						
50-4				i n a						
57-4				t o k a w						
71-4				m i						
84-4				p i w a n						
91-4				m a k o n						
131-4				t o k a ʒ̟ a m						
146-4				k i m a s a						
151-4				k i w						
154-4				a w						
192-4				t i t						
205-4				p a n						
227-4				w a t						
235-4				tʃ o i						
237-4				n a m a w						
246-4				i j i						
250-4				m o r o p						
251-4				w a n a						
271-4				tʃ i w						
284-4				j i t						
285-4				a w i n						
44-4				j a w						
75-4				i p i j a m						
79-4				t a w						
94-4				a i k i						
104-4				a w i						
132-4				m a k						
153-4				tʃ a k						
157-4				t a w i						
174-4				p i						
177-4				ʒ̟ o p						
240-4				t i m a k						
270-4				a w i						
52-5					t i					
56-5					m i					
96-5					t i k					
99-5					w i r a t					
114-5					t o k i					
115-5					w i r i k o					
133-5					t i p a r i					
144-5					w i r a s i					
150-5					k a w					
234-5					k o m					
236-5					p a k o					
241-5					i w i					
249-5					i s w					
1-5					w o t a					
2-5					w i ʔ					
65-5					i w i					
74-5					p a					
93-5					t o p a r i					
95-5					w i k i					
106-5					t i w i					
119-5					w i s i t i					
128-5					p o k o i					
147-5					t i k o i					
239-5					i m a k a					
266-5					p i t i					
3-5					w i r a k o					
4-5					w o r a t					
51-5					w i					
55-5					f o m					
97-5					m f o m					
109-5					p i k i w i					
149-5					t o k					
160-5					k i k					
163-5					p e n					
167-5					p a					
207-5					m i					
259-5					t o w					
66-5					k a r a k a w					
112-5					t a r a p a t i					
116-5					t o p a k a s i					
134-5					i p a t					
135-5					t i k o t i k o					
139-5					k o s i					
142-5					p a t a m a s i					
145-5					w o k a t i s i					
148-5					t a r a w i					
162-5					w i j a					
166-5					m i					
179-5					t a k					
201-5					p i					
21-5					t i k					
45-5					f o r a m a n					
50-5					i n a					
71-5					m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k i m a s i					
151-5					k i w					
154-5					w o					
192-5					t i t					
197-5					t i r e m i					
205-5					p a					
235-5					s o i					
237-5					m a j a m a n					
250-5					m o r e k o k o					
251-5					w a n a					
267-5					s o w a					
271-5					s i w					
284-5					w i s i					
285-5					i r a w i n					
39-5					n a m a r a m a n					
42-5					w i r a m a n					
44-5					w i j a m					
75-5					w i j e m					
79-5					t a n					
94-5					w i r a m					
104-5					k i p a n					
122-5					p i k i					
153-5					s a k					
157-5					t a s a m					
174-5					p i r i					
177-5					t o p a n					
270-5					w o k a t i ʔ					
52-6						t i a				
56-6						m a				
96-6						a r a tʃ i				
99-6						r a i tʃ a				
114-6						t i tʃ i				
115-6						w i r i tʃ i				
133-6						t i p a tʃ i				
144-6						i r a tʃ i				
150-6						k a w				
234-6						k o m				
236-6						p a k i tʃ				
241-6						a w i				
249-6						i tʃ a				
1-6						w a t a				
2-6						w i m				
65-6						i w i				
74-6						p a k a				
93-6						t i p a r i				
95-6						w i tʃ i				
106-6						t i k i tʃ i				
119-6						tʃ i tʃ i tʃ i				
128-6						p i tʃ i				
147-6						tʃ i m i tʃ i				
231-6						p a n a w				
232-6						p i tʃ i				
239-6						n a m a k a n				
266-6						i w i tʃ i				
3-6						a r i k o				
4-6						w a r i				
55-6						k a m				
97-6						m a k i tʃ i				
109-6						p i tʃ i tʃ i				
160-6						k i r i k				
207-6						m i				
112-6						t a r a k tʃ				
116-6						t o p a k a tʃ i				
125-6						k a tʃ i m a tʃ i				
134-6						k i p a tʃ i n				
135-6						tʃ i k i tʃ i				
139-6						m i k i tʃ i				
201-6						p e				
21-6						k a w a				
24-6						tʃ i r a k				
57-6						k a w a n				
131-6						t i k i tʃ i				
227-6						m a p i tʃ i				
267-6						tʃ i a				
132-6						m i tʃ i				
240-6						t i m a k				
52-7							t i			
56-7							i m ë			
96-7							a r a ʃ i			
99-7							i r a k o n			
114-7							t i k i n i ʃ i			
115-7							i r i ʃ i			
133-7							t i p a r i			
144-7							i r a w a ʃ i			
150-7							k a w			
234-7							k o m			
236-7							p a k o n			
241-7							n i w i n			
249-7							ʃ i			
1-7							w a t a			
2-7							w i r a k			
65-7							i w i			
74-7							p a n a			
93-7							p a r i ʃ i			
95-7							w i ʃ i			
106-7							t i k i n i ʃ i			
119-7							n a ʃ i z i			
128-7							p i k i tʃ i			
147-7							t i k i n i ʃ i			
231-7							p a n a w o			
232-7							p i i o			
266-7							p i k i n			
3-7							w i r i k o			
4-7							w a r i k			
51-7							i w i			
55-7							i h a k			
97-7							m a k i m a			
109-7							i p i ʃ i			
121-7							k a p i j a k			
149-7							t o k			
160-7							k i r i k			
163-7							p a n			
167-7							p a			
207-7							m i			
259-7							t o w a			
66-7							i k a r a k o			
125-7							v i n i k a tʃ i			
135-7							t i k i n a n			
142-7							p a r a m a ʃ i			
145-7							a r a t i ʃ i			
148-7							t u k u r u d n			
162-7							i n j			
166-7							m i			
179-7							t a k			
201-7							p ë			
21-7							t a k a n i ʃ i			
24-7							p a k a r a n			
50-7							i n a			
57-7							t o k a w a n			
71-7							m i			
84-7							p i w a n			
131-7							a i k o t i k o n			
146-7							k i k a r a			
151-7							k i w			
197-7							t u r a m			
205-7							p a n			
227-7							p i r i t o			
237-7							n a m a j i			
246-7							i w i			
250-7							t u k u r u p a k o			
251-7							w a n a			
267-7							z u w a			
271-7							ʃ i k i w			
284-7							w i ʃ i			
285-7							i r a w i n			
122-7							p a r i k o			
132-7							k i n a			
240-7							ʃ i k i n i ʃ i			
52-8								t e		
56-8								e m e		
96-8								w a r a k		
99-8								w a r a k o		
114-8								t o k w		
115-8								t w w s		
133-8								t a r a b		
144-8								t a w a s i		
150-8								k a w		
234-8								k o m		
236-8								b e k e w		
241-8								w e w		
249-8								tʃ e		
1-8								w a t a		
2-8								w e m		
65-8								w e s		
74-8								b a w a		
93-8								t o b a r e s i		
95-8								w e s		
119-8								w a t e w		
231-8								b a w a w o		
232-8								b e w o		
239-8								w a m a k a w		
3-8								w a r a k o		
4-8								w a r a k		
51-8								e e		
55-8								k a m		
109-8								w b e tʃ e		
121-8								k a b a k k s i		
149-8								t o k		
163-8								b e j		
167-8								b a		
259-8								t o a		
66-8								k a r a k a e		
112-8								t a r a t a tʃ		
116-8								t o b a k a s i		
125-8								v a t e k e		
145-8								k a r a t i s i		
45-8								j a m a m a		
91-8								m a k o j		
235-8								s o e		
246-8								e i		
250-8								t o r e k o j		
271-8								tʃ e w e		
284-8								j e		
39-8								a m a r i m a n		
42-8								t a r a m a n		
177-8								t o j		
52-9									t i	
56-9									o m	
96-9									t a r a t i ʔ	
99-9									i r a t	
114-9									t o k i	
115-9									t o r i ʃ i	
133-9									t i p a r i ʔ	
144-9									t a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p a k o n	
241-9									a w i n	
249-9									i ʃ	
1-9									w a t a	
2-9									w i r a m	
65-9									i w i	
74-9									p a n a	
93-9									t o p a r i ʔ	
95-9									w i t	
106-9									t o n i ʃ i	
119-9									w i t i ʃ i	
128-9									p o k o i	
147-9									t i o ʃ i	
231-9									p a n a w o ʔ	
232-9									p i p i e u	
239-9									n a k a n	
266-9									p i t	
3-9									w i r o	
4-9									w a r a t i ʔ	
51-9									i w i	
55-9									h a i	
97-9									f o k o n	
109-9									p i r i ʃ i	
121-9									p a k a ɲ a p i	
149-9									t o k	
160-9									t i r i	
163-9									o p e n	
167-9									p a	
207-9									i ʔ	
259-9									t o a w	
66-9									w a r a k a w	
112-9									t a r a k t	
116-9									t o p a k a ʃ i	
125-9									w i j i k a tʃ i	
134-9									w i t p a t	
135-9									t i m o p i	
142-9									p a r a t a r a	
145-9									w a r a t a ʃ i	
148-9									t a r a w a ʃ i	
162-9									i j i n	
166-9									i i	
179-9									t a	
201-9									p i	
21-9									t a w a	
24-9									p e t e	
45-9									w i j i k u n	
50-9									i n a	
57-9									t o w a n	
71-9									o m i	
91-9									m a k o n	
151-9									k i w	
154-9									w e	
192-9									t e t	
197-9									t i r i	
205-9									i p a n	
227-9									p i t e i	
235-9									ʃ o i	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
267-9									t o w	
284-9									w i t	
285-9									i r a w i n	
39-9									n a i r i k o n	
42-9									w i r a k o n	
44-9									w a n a k u n	
75-9									i p e j e	
79-9									t a j i n	
94-9									i k r a k o n	
104-9									k i r a p a	
122-9									p a r o k o n	
153-9									ʃ a k	
157-9									t a r a t a	
174-9									p i r i	
177-9									t o p	
270-9									w a t a ʃ i	
52-10										t e
56-10										k m e
96-10										t i tʃ i ʔ
99-10										h w a
114-10										t o k i tʃ i
115-10										w i tʃ i w a
133-10										t i p a tʃ i ʔ
144-10										h w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p i k o
241-10										a w i ʔ
249-10										i tʃ e
1-10										w a t
2-10										w i j e m
65-10										w i tʃ i ʔ
74-10										p a
93-10										p a r i tʃ i ʔ
95-10										w i k i tʃ i
106-10										t o m i tʃ i
119-10										ɲ i t
128-10										h o k tʃ i ʔ
147-10										t o k o tʃ i
231-10										p a w i ʔ
232-10										p i ʔ
239-10										m a k a n
266-10										p i t
3-10										w i k o w
4-10										w a h w ʔ
51-10										w i ʔ
55-10										h w m
97-10										m a h o m a tʃ i ʔ
121-10										p i k a tʃ i ʔ
149-10										t a k
160-10										k i r i k
163-10										w i j i m
167-10										p a w ʔ
207-10										m i
259-10										t o w a
112-10										t a tʃ i ʔ
116-10										t o p a tʃ i ʔ
125-10										k a t i m a tʃ i ʔ
134-10										p a t
139-10										m a tʃ i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a t i ʔ
148-10										k a r a w a
162-10										i j i
166-10										m i
179-10										t a k
201-10										p e
24-10										k a r a w a
45-10										w i j i m a
50-10										i j a
71-10										o m i
84-10										p i w a
91-10										m a k o n
146-10										k i m a tʃ i ʔ
151-10										k i w
154-10										w ø k
192-10										t ø t
197-10										t i r i m a
205-10										i p a
235-10										tʃ o w i ʔ
237-10										m a j i m a
250-10										m a r e m i k o
251-10										w a
267-10										t o w
271-10										tʃ i w i ʔ
284-10										w i t
285-10										h w i
39-10										j a m a r i m a
42-10										k i t r a m a n
44-10										w a n j a m
79-10										t e k i ʔ
94-10										w i r e m
104-10										k a h i r ø tʃ i
122-10										p i tʃ i n a tʃ i ʔ
132-10										a m i tʃ i
153-10										tʃ i k
157-10										t e r e m e
174-10										p i r i
177-10										t o ʔ
270-10										w a k w a t i ʔ
