COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
139-2		a m e k o n								
142-2		p a t r a m a n								
148-2		t a r a n a n i s i								
162-2		i j i n								
166-2		i m i								
179-2		t a								
45-2		h o r a m a n								
84-2		p i w a n								
131-2		t o k a t i m a t								
146-2		k i m a t a								
154-2		w e n								
192-2		t i t								
197-2		t i m i r i m n								
235-2		s o i								
237-2		n a m i j i n								
246-2		i w i								
250-2		r o k o r a n								
52-3			t e							
56-3			u m a j o							
96-3			r a v i s a j a							
99-3			r a v i r i							
114-3			tʃ e k							
115-3			j r a e s i							
133-3			tʃ a r a p a s i							
144-3			n a v i s a j a							
150-3			k a w							
234-3			k o v							
236-3			p a k i							
241-3			a w i n							
249-3			u s a j o							
1-3			n a j a							
2-3			n a j a r a							
65-3			u r a j o							
93-3			tʃ a r i p a s i							
95-3			n a v i s a j a							
106-3			tʃ e n e s i							
119-3			j i tʃ e s i							
128-3			p e s o							
147-3			tʃ e m i							
231-3			p a n a e							
232-3			p i j a m a o							
239-3			n a m a k a							
266-3			j i v i s a j a							
3-3			n a r i							
4-3			n a r i							
55-3			e h a m							
109-3			u p a j e							
121-3			k a p e a a s i							
149-3			tʃ e k							
160-3			r i							
207-3			m e j e							
112-3			t a r a s a j i							
125-3			k a tʃ e m a s i							
134-3			n a p a tʃ i							
135-3			tʃ e k e ɲ e m i tʃ e							
139-3			m a v i s a j i							
57-3			tʃ e a w a n							
71-3			u m a j o							
131-3			tʃ e a tʃ e m							
146-3			e m a j e							
227-3			n a p e tʃ e							
52-4				t a n						
56-4				u m						
96-4				t a s a						
99-4				a t a n						
114-4				t a k i						
115-4				j i t						
133-4				t a s a						
144-4				a t a s a						
150-4				k a w						
234-4				k o m						
236-4				p a k o n						
241-4				a w i n						
249-4				u tʃ						
1-4				w a t a						
2-4				w i m						
65-4				i w						
74-4				p a n a						
93-4				t a s a						
95-4				w i t						
106-4				t a n a n						
119-4				j i t						
128-4				p u k						
147-4				t i m						
231-4				p a n a						
232-4				p e t						
239-4				n a m a k a n						
266-4				p i t						
3-4				a i t a k o n						
4-4				w a ʒ̟ i						
51-4				w i t						
97-4				t a m a k o n						
109-4				u p						
121-4				k a p a s a						
149-4				t o k						
160-4				k i						
163-4				p e n						
167-4				t a n						
207-4				m i n						
259-4				t o n a						
66-4				k a k a r a m a k a						
116-4				t o a k a tʃ i						
134-4				n a t i n a n						
135-4				t i k i m a n						
139-4				a n e m						
142-4				p a s a m a n						
145-4				k a t r a ʒ̟ i						
148-4				t a n a w						
162-4				i n						
166-4				u m						
179-4				t a k a						
201-4				p u						
21-4				t a n a k a n						
24-4				t a k a r a m a n						
45-4				j a n a m a n						
50-4				i n a						
57-4				t a k a w						
71-4				u m						
84-4				p i w a n						
91-4				m o k o n						
131-4				t a k a ʒ̟ i m a k i						
146-4				k i m a k u n						
151-4				k i w						
154-4				w i t						
192-4				t u ʒ̟						
205-4				p a n						
227-4				p a t i						
235-4				tʃ o w						
237-4				n a m a j e						
246-4				i w i						
250-4				t o k o n						
251-4				w a n a						
52-5					t i k					
56-5					o m e					
96-5					t a r i k i n a s i					
99-5					r i t a r a m					
114-5					t o k i					
115-5					w i t r i m					
133-5					t i p a r a m a s i					
144-5					i t a r a m					
150-5					k a w					
234-5					k o m					
236-5					p i k i n a n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w i m					
65-5					i w					
74-5					p a n a					
93-5					t o r a p					
95-5					w i k i					
106-5					t i m i t i ʔ					
119-5					s i t i s i					
128-5					p o k					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					p i s i m					
3-5					k i r a k o n					
4-5					w a t i ʔ					
51-5					w i t i					
55-5					i f a m					
97-5					t a m i m					
109-5					i p i t i k i					
149-5					t o k					
160-5					k i r i k o n					
163-5					i p i n					
167-5					t a p					
207-5					m i					
259-5					t o w a					
66-5					k e r a k a n					
112-5					t a r a p i t					
116-5					t o p a k i n i s i					
134-5					t i p a t					
135-5					t i k i m a n					
139-5					w i r i m a n					
142-5					p a t r a m a					
145-5					m a k a r a t a s i					
148-5					t a r a w a n a s i					
162-5					i j a m					
166-5					i m i					
179-5					t a k					
201-5					p i p					
21-5					t a k i					
45-5					j a m i r i m a					
50-5					i n a					
71-5					o m i					
84-5					p i w a n					
91-5					m a k o n					
146-5					k i m a t i k i m a ʃ i ʔ					
151-5					k i w					
154-5					w e					
192-5					t i t i					
197-5					t a r i m					
205-5					p a n					
235-5					s o w i					
237-5					j a m i j a n					
250-5					t o r a m a n					
251-5					w a n a					
52-6						t i tʃ i				
56-6						u m i tʃ i				
96-6						a r a tʃ i				
99-6						a r a tʃ i n				
114-6						t u k i tʃ i				
115-6						tʃ i r i				
133-6						tʃ i p a r a				
144-6						tʃ a w a s i				
150-6						k a w				
234-6						k u m				
236-6						p i k i tʃ i				
241-6						n a w i n a w				
249-6						tʃ i tʃ i r a				
1-6						w a tʃ a				
2-6						w i tʃ i				
65-6						i w				
74-6						p a n a				
93-6						tʃ u p a r i				
95-6						w i k i tʃ i				
106-6						t i k i tʃ i				
119-6						tʃ i tʃ i tʃ i				
128-6						p a k i tʃ i				
147-6						tʃ i m i tʃ i				
231-6						p a n a w				
232-6						p i tʃ i r a				
239-6						n a m a k a n				
266-6						tʃ i w i m				
3-6						w a r i k o n				
4-6						w a r i				
55-6						n a w a s a				
97-6						t a h u m				
109-6						u p i tʃ i				
160-6						k i r i k				
207-6						m i tʃ i ʔ				
112-6						t a r a tʃ i				
116-6						t u p a k a w i				
125-6						k a tʃ i m a tʃ i				
134-6						n a p a tʃ i				
135-6						t a k u tʃ i				
139-6						tʃ i k i tʃ i				
201-6						p i tʃ i r a m				
21-6						tʃ a w a tʃ i				
24-6						tʃ i k i r i				
57-6						tʃ u k a w				
131-6						tʃ u k i tʃ i				
227-6						tʃ a p i tʃ i				
52-7							t e a			
56-7							o m			
96-7							t a r a t i			
99-7							r a b n			
114-7							t u k i s i			
115-7							t u k u r i			
133-7							t i p a r a			
144-7							a r a t a s i			
150-7							k a w			
234-7							k o m			
236-7							p a k i n			
241-7							a w i n			
249-7							i s e			
1-7							n a t a			
2-7							w i m			
65-7							i v			
74-7							p a n a			
93-7							t a p a r i			
95-7							v i t i			
106-7							t i p u n			
119-7							v i t i			
128-7							p e s o r o			
147-7							t i k u n i			
231-7							p a n a a o			
232-7							p i p a v			
266-7							p i t i			
3-7							r a k o n			
4-7							w a r i			
51-7							v i t e			
55-7							i h a m			
97-7							w i j a m o p			
109-7							p i s i k i n i			
121-7							k a p a s a r a s i			
149-7							t o k			
160-7							t u k u r u d n			
163-7							p e a n			
167-7							p a k			
207-7							m i			
259-7							t o a			
66-7							k r a r a k o n			
125-7							k a t i m a n i			
135-7							t u k i m a n			
142-7							p a r a m a n			
145-7							k a r a t i			
148-7							t a r a v i n a s i			
162-7							o j n			
166-7							m i			
179-7							t a k a			
201-7							p i			
21-7							t a k i n			
24-7							p a k a r a m a n			
50-7							i n a			
57-7							t o k a w a n			
71-7							u m u			
84-7							p i v a n			
131-7							t u k i t i m a k i			
146-7							k i m a t i			
151-7							k i v			
197-7							t a r i m			
205-7							p a n			
227-7							n a p i t i			
237-7							n a b a j i			
246-7							i v i			
250-7							t u r a p a t			
251-7							w a n a			
52-8								t e t e		
56-8								o m e n		
96-8								t a s a b		
99-8								r a t r a		
114-8								t u k		
115-8								t u p a n		
133-8								t a r a b		
144-8								t a r a m		
150-8								k a v		
234-8								k o m		
236-8								b e k o w		
241-8								a w i w		
249-8								s e v		
1-8								n a t a		
2-8								v e m o r		
65-8								y v y t y		
74-8								b a n a		
93-8								t a r a b		
95-8								y v y t y		
119-8								y v y t y		
231-8								b a w a b		
232-8								b v b v		
239-8								w a m a k a j		
3-8								a r a k o n		
4-8								y v y t y		
51-8								e v e t y		
55-8								h a m		
109-8								b v b e s i		
121-8								k a b a k		
149-8								t u k		
163-8								v b e n		
167-8								b a		
259-8								t u p a n		
66-8								k i r a k a n		
112-8								t a r a p a t		
116-8								t u p a k		
125-8								k a t i m a n		
145-8								k i t r a t i		
45-8								j a m a j		
91-8								m a k u n		
235-8								s u v		
246-8								i v y		
250-8								t u p a n		
52-9									t i	
56-9									o m	
96-9									a r a t i ʔ	
99-9									a r a h u n	
114-9									t o k i s i	
115-9									t i r i k i n	
133-9									t a r a p a t	
144-9									w a r a w a ʃ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p i k i n a ʃ i ʔ	
241-9									a w i n	
249-9									ʃ i k i r a m	
1-9									w a t a	
2-9									u m a m	
65-9									u w a w	
74-9									p a n a	
93-9									t o r a p	
95-9									u w a w	
106-9									t i m	
119-9									j i t	
128-9									p i k i n a ʃ i ʔ	
147-9									t i m	
231-9									p a n a w i ʔ	
232-9									p i t	
239-9									n a m a k a n	
266-9									p i t	
3-9									k i r a k o n	
4-9									w a r i ʔ	
51-9									u w a w	
55-9									h o t a m	
97-9									m a h o m	
109-9									p i t	
121-9									k a p a k a ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i r i m	
167-9									p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r a p i t	
116-9									t o k a w a ʃ i ʔ	
125-9									k a t e m a ʃ i ʔ	
134-9									w a p a t i ʔ	
135-9									t i k i p a ʃ i ʔ	
142-9									p a t a r a m a ʃ i ʔ	
145-9									k a t a r a m a s i	
148-9									t a r a w a n	
162-9									i j i n	
166-9									u m	
179-9									t a	
201-9									p i p	
21-9									t a w a n	
24-9									k i t a r a m a n	
45-9									j a m a j i m	
50-9									i n a	
57-9									t o k o w a n	
71-9									u m	
91-9									m a k o n	
151-9									k i w	
154-9									i w i j i	
192-9									t i t	
197-9									t u r a m	
205-9									p a n	
227-9									p a p i t i ʔ	
235-9									ʃ o w a w	
237-9									n a m a j i m	
246-9									i w i	
251-9									w a n a	
52-10										t e
56-10										o m
96-10										a t
99-10										t a r i m a ʔ
114-10										t o k i ʔ
115-10										t i tʃ i r a
133-10										p a r a tʃ i ʔ
144-10										t a r a w i tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p i k i n
241-10										a w i n
249-10										i tʃ e
1-10										w i tʃ a
2-10										w i tʃ i m i
65-10										i w
74-10										ʔ a n a
93-10										t a r i m a tʃ i ʔ
95-10										w i tʃ i r a
106-10										t i m i tʃ i ʔ
119-10										tʃ i tʃ i tʃ i ʔ
128-10										tʃ a k i ʔ
147-10										t i m i tʃ i ʔ
231-10										ʔ a n a w i ʔ
232-10										p i tʃ i ʔ
239-10										n a m a k a n
266-10										p i tʃ i m a
3-10										w i r i k o k o n
4-10										w i tʃ i ʔ
51-10										w i tʃ i
55-10										h w a m
97-10										m i tʃ i m a
121-10										tʃ a k a tʃ i ʔ
149-10										t o k
160-10										k i r i
163-10										o ʔ
167-10										ʔ a
207-10										m i tʃ i ʔ
259-10										t o w a
112-10										t a r a tʃ i ʔ
116-10										ʔ a k a tʃ i ʔ
125-10										t a r a m a tʃ i ʔ
134-10										p a t i ʔ
139-10										m i tʃ i tʃ i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a tʃ i ʔ
148-10										tʃ r a w a n
162-10										i j i
166-10										i m i ʔ
179-10										t a k
201-10										p i ʔ
24-10										k a r a m a n
45-10										h w a r a m a ʔ
50-10										i n a ʔ
71-10										o m i ʔ
84-10										tʃ i w a n
91-10										m o k o n
146-10										k i m a tʃ i ʔ
151-10										k i w
154-10										w e tʃ e ʔ
192-10										t i t
197-10										t a r a m ʔ
205-10										i p a n
235-10										tʃ o w i ʔ
237-10										m i j a m a
250-10										m o r o tʃ i ʔ
251-10										w a n a ʔ
