COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1561-1	ɕ ɛ ɜ s̪ ɑ						
447-1	s̪ k ɜ m tθ o						
828-1	ȵ i ŋ m o						
1247-1	tɕ ɜ t̪ s̪ k t̪						
391-1	r̪ ɜ x m o						
972-1	ȵ i m ɛ ɑ						
531-1	t̪ʰ ɜ x r̪ i ŋ						
253-1	tɕ o ŋ o						
1282-1	ts̪ u n̪ tθ ɑ						
812-1	j ɑ ŋ m o						
245-1	t̪ʰ u ɾ i						
1609-1	k ɑ ɾ o						
261-1	n̪ ɑ q s̪ o						
1143-1	m ɑ n̪ s̪ o						
709-2		g o o					
522-2		o d o ŋ					
514-2		m ɪ k					
464-2		s̪ n̪ ɑ					
1020-2		s̪ n̪ ɜ m s̪ u ɑ					
1355-2		s̪ o					
1464-2		l̪ tɕʰ ɜ					
302-2		b r̪ ɜ ŋ					
237-2		l̪ t̪ ɑ					
205-2		b r̪ ɜ p ɑ					
1089-2		l ɜ q d i ɑ					
804-2		g ɜ ŋ m ɜ					
1263-2		b ɜ x s̪ p ɑ					
286-2		ɾ u s̪ p ɑ					
717-2		s̪ n̪ i ŋ					
269-2		b ɜ q					
1512-2		l̪ tɕ i n̪					
555-2		b gʲ ɜ k p ɑ					
751-2		n̪ ɜ ŋ					
439-2		s̪ g o					
601-2		ɕ i ŋ					
320-2		b ɜ ŋ m ɜ					
1106-2		b u					
693-2		h ɜ t̪ o ɑ					
221-2		s̪ t̪ ɑ r̪ ɑ					
1199-2		d̪ ɑ q p ɑ					
1424-2		s̪ k u t̪ p ɑ					
904-2		l o t̪					
1273-2		s̪ n̪ ɜ m					
1323-2		s̪ k ɜ m ɜ					
1127-2		tɕʰ ɜ p ɑ					
1529-2		tɕ u					
1175-2		ɾ gʲ ɜ m tθ o					
383-2		b s̪ i ɑ					
820-2		l o k					
1636-2		u ŋ					
1331-2		ʊ ɾ d ɑ					
1097-2		l ɜ m					
1223-2		b ɜ ŋ ɑ					
592-2		m ɑ					
1290-2		tɕ u p ɑ					
669-2		z̪ ɛ ɾ					
1472-2		s̪ t̪ ɑ ʑ i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɑ					
626-2		m ɛ n̪ d o q					
844-2		ɑ m					
879-2		tɕ ɑ					
1151-2		pʰ r̪ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ z̪ ɛ ɑ m ɜ					
1480-2		j u ŋ					
653-2		b g o k p ɑ					
1081-2		d̪ o ŋ					
1448-2		p ɑ x ɜ n̪					
1029-2		m ɑ					
863-2		ɕ ɑ					
539-2		d̪ i l					
610-2		ŋ ɑ					
350-2		b ɜ ŋ d o					
871-2		o ŋ d ɑ					
734-2		ɾ ɑ					
431-2		kʰ i					
1298-2		ɜ ʊ ɑ ɑ					
929-2		tɕ ɜ ŋ g i					
1315-2		ts̪ ɑ x s̪ k ɜ n̪					
964-2		m i n̪ d ɜ x					
836-2		m i					
1644-2		b u s̪ t̪ r̪ i ŋ					
547-2		ɑ t̪ ɑ					
1048-2		kʰ ɜ k ɑ					
1692-2		b o n̪ o					
1306-2		b u					
405-2		b o ŋ o					
294-2		pʰ r̪ u					
661-2		b o ŋ o					
413-2		z̪ ɜ q					
996-2		d̪ ɜ n̪					
1012-2		tɕ r̪ o b ɜ					
181-2		b i t̪ r̪ o q					
1660-2		g o n̪ d ɑ					
1440-2		d̪ i r̪ i ŋ					
1652-2		l o					
1037-2		s̪ ŋ i ŋ m ɑ					
677-2		l ɜ x m o					
1561-2		ɕ ɜ r̪ p ɑ					
447-2		s̪ k ɜ m p o					
828-2		ȵ i ŋ m o					
1247-2		tɕ ɜ t̪ tθ e t̪					
391-2		ɜ ŋ m o					
972-2		ȵ i m o					
531-2		t̪ʰ ɜ r̪ õ ŋ					
253-2		tɕ o ŋ o					
1282-2		ts̪ u n̪ tθ ɑ					
812-2		j ɑ ŋ m o					
245-2		t̪ʰ u					
1609-2		k ɑ m o					
261-2		n̪ ɑ q p o					
1143-2		m ɑ p o					
709-3			g o o				
522-3			ɾ ɜ g d o ŋ				
514-3			m ɪ k				
464-3			s̪ m ɑ				
1020-3			s̪ n̪ ɜ x s̪ u l				
1355-3			s̪ o				
1464-3			l̪ tɕʰ e				
302-3			pʰ r̪ ɜ ŋ				
237-3			l̪ t̪ m ɑ				
205-3			pʰ ɾ ɜ q ɜ				
1089-3			ɾ ɜ q i l				
804-3			g ɑ̃ m ɑ				
1263-3			b ɜ x s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ n̪ ɪ ŋ				
269-3			b r̪ ɜ q				
1512-3			l̪ tɕ ɪ n̪				
555-3			β gʲ ɜ q ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			pʰ gʲ ɑ̃ x m ɑ				
1106-3			b u				
693-3			h ɜ t̪ o m ɑ				
221-3			s̪ t̪ ɜ ɾ e				
1199-3			t̪ʰ ɜ q ɑ				
1424-3			s̪ k u t̪ ɑ				
904-3			l̪ o t̪				
1273-3			s̪ n̪ ɜ m				
1323-3			s̪ k ɑ̃ ɜ m ɑ				
1127-3			tɕʰ ɑ ɾ ɑ				
1529-3			tɕ u				
1175-3			ɾ gʲ ɜ m o				
383-3			s̪ i l				
820-3			ɾ o k				
1636-3			r̪ u ŋ				
1331-3			ʊ ɾ m ɑ				
1097-3			ɾ ɜ m				
1223-3			b ɜ ŋ ɑ				
592-3			m e				
1290-3			d̪ u t̪ ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ q ʑ i				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɑ				
626-3			m ɜ n̪ d o q				
844-3			ɑ m				
879-3			tɕ ɑ				
1151-3			pʰ ɾ ɜ s̪				
1119-3			ɑ j u				
365-3			s̪ r̪ ɑ̃ ɜ m ɜ				
1480-3			j u ŋ				
653-3			s̪ gʲ o q ɑ				
1081-3			d̪ o ŋ				
1448-3			b ɑ m ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɑ				
539-3			tθʰ i l				
610-3			ŋ ɑ				
350-3			b ɜ ŋ o				
871-3			o ŋ ɑ				
734-3			ɾ m ɑ				
431-3			kʰ i				
1298-3			ɜ ɾ b u l				
929-3			t̪ʰ ɜ ŋ d i				
1315-3			ts̪ ɑ x s̪ k ɜ n̪				
964-3			m i n̪ d ɜ				
836-3			m i				
1644-3			pʰ u s̪ t̪ r̪ i ŋ				
547-3			ɜ t̪ ɑ				
1048-3			k ɜ k ɜ				
1692-3			s̪ o m o				
1306-3			pʰ u				
405-3			b o ŋ o				
294-3			pʰ ɾ u				
661-3			b o ŋ o				
413-3			z̪ ɜ q				
996-3			d̪ ɜ n̪				
1012-3			t̪ r̪ o b ɜ ɑ				
181-3			pʰ gʲ i t̪ r̪ o b				
1660-3			g u n̪ d e				
1440-3			d̪ i r̪ i ŋ				
1652-3			l o				
1037-3			s̪ ȵ i ŋ m ɑ				
677-3			ɾ ɜ x m o				
1561-3			x ɕ ɛ r̪ m ɑ				
447-3			s̪ k ɜ m o				
828-3			ȵ i ŋ m o				
1247-3			tɕ ɜ t̪ t̪				
391-3			pʰ r̪ ɜ x m o				
972-3			ȵ i m o u				
531-3			t̪ʰ ɜ q r̪ i ŋ				
253-3			tɕ o m o				
1282-3			ts̪ u n̪ d e				
812-3			j ɑ m o				
245-3			t̪ʰ u ɾ				
1609-3			k ɑ ɾ m o				
261-3			n̪ ɑ q				
1143-3			m ɑ ɾ m o				
709-4				kʰ o o			
522-4				ɜ d o ŋ			
514-4				m ɪ k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ ɜ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ tɕʰ ɑ			
302-4				t̪ r̪ ɜ ŋ			
237-4				l̪ t̪ ɑ ɑ			
205-4				b r̪ ɜ q p ɜ			
1089-4				l ɜ x d u l			
804-4				g ɑ̃ ŋ m ɜ			
1263-4				d̪ ɜ x s̪ p ɜ			
286-4				ȵ u s̪ p ɜ			
717-4				s̪ n̪ i ŋ			
269-4				tɕʰ ɜ q			
1512-4				l̪ tɕ ɪ n̪			
555-4				b gʲ ɜ k p ɜ			
751-4				n̪ ɑ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				pʰ ɜ x m ɜ			
1106-4				p u			
693-4				h ɑ t̪ o m ɜ			
221-4				s̪ t̪ ɑ m ɜ			
1199-4				d̪ ɜ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l̪ tɕʰ o t̪			
1273-4				n̪ ɑ m			
1323-4				s̪ k ɜ r̪ m ɜ			
1127-4				tɕʰ ɜ r̪ ɸ ɑ			
1529-4				tɕ u			
1175-4				ɾ gʲ ɜ m o			
383-4				s̪ i l			
820-4				l o k			
1636-4				j u ŋ			
1331-4				ɑ ɾ m ɑ			
1097-4				l ɑ m			
1223-4				kʰ ɑ ŋ ɑ			
592-4				m ɑ			
1290-4				d̪ u t̪ p ɜ			
669-4				s̪ ɛ ɾ			
1472-4				s̪ t̪ ɜ x ʑ i			
788-4				l o ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m i n̪ d o q			
844-4				ɑ m			
879-4				tɕ ɑ			
1151-4				pʰ r̪ ɜ s̪			
1119-4				ɑ l u			
365-4				ŋ ɛ r̪ m ɜ			
1480-4				j u ŋ			
653-4				z̪ k o k p ɜ			
1081-4				d̪ o ŋ			
1448-4				p ɑ m ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɑ			
539-4				tθʰ i l			
610-4				ŋ ɑ			
350-4				t̪ʰ ɜ ŋ o			
871-4				o ŋ ɑ			
734-4				ɾ ɑ			
431-4				kʰ i			
1298-4				o p u l			
929-4				t̪ʰ ɜ ŋ k i			
1315-4				ts̪ ɜ x s̪ k ɜ n̪			
964-4				m i n̪ t̪ ɜ x			
836-4				m i			
1644-4				pʰ u s̪ t̪ r̪ i ŋ			
547-4				ɑ t̪ ɑ			
1048-4				k ɜ k ɜ			
1692-4				d̪ o ŋ o			
1306-4				β u			
405-4				kʰ o ŋ o			
294-4				β ʑ u			
661-4				kʰ o ŋ o			
413-4				tɕʰ ɑ q			
996-4				d̪ ɑ n̪			
1012-4				t̪ r̪ o p ɜ ɾ			
181-4				pʰ i t̪ r̪ o			
1660-4				g u n̪ d ɜ			
1440-4				d̪ i r̪ i ŋ			
1652-4				l o			
1037-4				s̪ ŋ ɑ̃ ŋ m ɜ			
677-4				l ɜ x m o			
1561-4				ɕ ɜ r̪ ɸ ɑ			
447-4				s̪ k ɜ m p o			
828-4				ȵ ɑ̃ ŋ m o			
1247-4				tɕ ɑ p t̪			
391-4				pʰ ɜ x m o			
972-4				ȵ i m o ɾ			
531-4				t̪ʰ ɜ x r̪ i ŋ			
253-4				tɕ o ŋ o			
1282-4				ts̪ u n̪ ɜ			
812-4				j ɑ̃ ŋ m o			
245-4				t̪ʰ u ɾ			
1609-4				k ɜ r̪ p o			
261-4				n̪ ɜ q p o			
1143-4				m ɜ r̪ p o			
709-5					kʰ o o		
522-5					o ɜ ɛ d o ŋ		
514-5					ȵ i k		
464-5					ɜ n̪ ɑ		
1020-5					s̪ n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕʰ ɜ		
302-5					p r̪ ɜ ŋ		
237-5					l̪ t̪ ɑ		
205-5					p r̪ ɜ q p ɜ		
1089-5					l ɜ x d u l		
804-5					g ɜ ŋ m ɜ		
1263-5					b ɜ x s̪ p ɑ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					b r̪ ɜ q		
1512-5					l̪ tɕ i n̪		
555-5					β gʲ ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ ɪ ŋ		
320-5					pʰ l ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ t̪ o m ɑ		
221-5					s̪ t̪ ɜ ɾ ɑ		
1199-5					d̪ ɑ q p ɜ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l̪ d o t̪		
1273-5					s̪ n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ p ɜ		
1529-5					tɕ u		
1175-5					ɾ gʲ ɛ m d o		
383-5					x s̪ i l		
820-5					l̪ o k		
1636-5					x r̪ u ŋ		
1331-5					ɑ ɾ d l ɑ		
1097-5					l ɜ m		
1223-5					b ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					d̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɑ k ʑ i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					pʰ r̪ ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ r̪ ɛ r̪ m ɜ		
1480-5					j u ŋ		
653-5					s̪ g o k p ɜ		
1081-5					d̪ o ŋ		
1448-5					p ɑ x ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɜ		
539-5					tθʰ i l		
610-5					ŋ ɑ		
350-5					p ɜ ŋ g o		
871-5					o ŋ ɑ		
734-5					ɾ ɣ ɑ		
431-5					kʰ i		
1298-5					ʊ ɾ p u l		
929-5					t̪ʰ ɜ ŋ k i		
1315-5					ts̪ ɑ k s̪ k ɜ n̪		
964-5					m ɪ n̪ t̪ ɜ n̪ s̪		
836-5					m i		
1644-5					pʰ u s̪ t̪ r̪ i ŋ		
547-5					ɜ t̪ ɜ		
1048-5					k ɜ k ɜ		
1692-5					kʰ o ŋ o		
1306-5					b u		
405-5					b o ŋ o		
294-5					p u		
661-5					b o ŋ o		
413-5					s̪ ɜ q		
996-5					d̪ ɜ n̪		
1012-5					t̪ r̪ o p ɜ ɾ		
181-5					p gʲ i t̪ r̪ o		
1660-5					g u n̪ d ɜ		
1440-5					d̪ i r̪ i ŋ		
1652-5					l o		
1037-5					s̪ ȵ i ŋ m ɜ		
677-5					l ɜ x m o		
1561-5					x ɕ ɛ r̪ ɸ ɜ		
447-5					s̪ k ɜ m p o		
828-5					ȵ i ŋ m o		
1247-5					tɕ ɜ t̪ t̪		
391-5					pʰ l ɜ x m o		
972-5					ȵ i m o ɾ		
531-5					t̪ʰ ɜ q r̪ õ ŋ		
253-5					tɕ o ŋ o		
1282-5					ts̪ u n̪ ɜ		
812-5					j ɑ ŋ m o		
245-5					t̪ʰ u ɾ i		
1609-5					k ɑ r̪ ɸ o		
261-5					n̪ ɑ q p o		
1143-5					m ɑ r̪ ɸ o		
709-6						g o o	
522-6						ɜ ɾ s̪ d o ŋ	
514-6						ȵ i k	
464-6						s̪ n̪ ɜ	
1020-6						b n̪ ɜ m s̪ u ɜ	
1355-6						s̪ o	
1464-6						l̪ tɕʰ ɜ	
302-6						b r̪ ɜ ŋ	
237-6						l̪ t̪ ŋ ɑ	
205-6						b r̪ ɜ q p ɜ	
1089-6						ɾ ɜ q t̪ i l	
804-6						g ɜ ŋ m ɜ	
1263-6						pʰ ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ ɪ ŋ	
269-6						t̪ r̪ ɜ q	
1512-6						l̪ tɕ i n̪	
555-6						b tɕʰ ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						pʰ ɜ x m ɜ	
1106-6						b u k s̪	
693-6						h ɜ t̪ o m ɜ	
221-6						s̪ t̪ ɜ m ɜ	
1199-6						d̪ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l̪ t̪ o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ p ɜ	
1529-6						tɕ u	
1175-6						ɾ gʲ ɛ m o	
383-6						b s̪ i o	
820-6						l̪ o k	
1636-6						r̪ u ŋ	
1331-6						ɾ d ɜ ɑ	
1097-6						ɾ ɜ m	
1223-6						b ɜ ŋ ɜ	
592-6						m ɜ	
1290-6						d̪ u t̪ p ɜ	
669-6						s̪ ɛ ɾ	
1472-6						s̪ t̪ ɜ l ʑ i	
788-6						l o ŋ ɜ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɜ n̪ d o q	
844-6						ɑ m	
879-6						tɕ ɜ	
1151-6						pʰ o ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ɜ ɛ r̪ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						d̪ o ŋ	
1448-6						p ɑ ɣ ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɜ	
539-6						tθʰ i l	
610-6						ŋ ɜ	
350-6						b ɜ ŋ p o	
871-6						o ŋ s̪ ɜ	
734-6						ɾ ŋ ɑ	
431-6						kʰ i	
1298-6						o ɾ p u l	
929-6						t̪ ɜ ŋ k i	
1315-6						ts̪ ɜ k s̪ k ɜ n̪	
964-6						ȵ i n̪ t̪ ɜ ŋ s̪	
836-6						m i	
1644-6						pʰ u s̪ t̪ r̪ i ŋ	
547-6						l̪ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						n̪ o ŋ o	
1306-6						p u	
405-6						b o ŋ o	
294-6						p u	
661-6						b o ŋ o	
413-6						ɕ ɜ q	
996-6						d̪ ɜ n̪	
1012-6						t̪ r̪ o b ɜ ɜ	
181-6						pʰ tɕʰ i t̪ r̪ o q	
1660-6						g u n̪ d ɜ	
1440-6						d̪ i r̪ i ŋ	
1652-6						l o	
1037-6						s̪ ȵ i ŋ m ɜ	
677-6						l ɜ x m o	
1561-6						ɕ ɛ r̪ f ɜ	
447-6						s̪ k ɜ m p o	
828-6						ȵ i ŋ m o	
1247-6						tɕ ɜ t̪ p t̪	
391-6						pʰ ɾ ɜ x m o	
972-6						ȵ i m o ɜ	
531-6						d̪ ɜ q r̪ i ŋ s̪	
253-6						tɕ o ŋ o	
1282-6						ts̪ u n̪ ɜ	
812-6						j ɑ ŋ m o	
245-6						t̪ʰ u r̪ u	
1609-6						g ɜ r̪ p o	
261-6						n̪ ɜ q p o	
1143-6						m ɜ r̪ p o	
709-7							k o o
522-7							l ʊ d o ŋ
514-7							ȵ i k
464-7							s̪ ŋ ɑ
1020-7							s̪ n̪ ɜ m s̪ u ɑ
1355-7							s̪ o
1464-7							l̪ tɕ ɜ
302-7							ʈ ɑ ŋ
237-7							l̪ t̪ ɑ
205-7							ʈ r̪ ɜ q p o
1089-7							l ɜ k d i o
804-7							g ɑ ŋ m ɑ
1263-7							d̪ ɜ s̪ p ɑ
286-7							ɾ u s̪ p ɑ
717-7							s̪ n̪ i ŋ
269-7							ʈ ɜ q
1512-7							ɾ tɕ i n̪
555-7							gʲ ɜ k p o
751-7							n̪ ɑ ŋ
439-7							ɾ g o
601-7							ɕ i ŋ
320-7							pʰ ɜ ŋ m ɑ
1106-7							pʰ u g l
693-7							ɑ t̪ o o ɑ
221-7							s̪ t̪ ɜ m ɑ
1199-7							tɕʰ ɜ q p o
1424-7							s̪ k u t̪ p ɑ
904-7							l̪ t̪ o t̪
1273-7							s̪ n̪ ɑ m
1323-7							s̪ gʲ ɜ o m o
1127-7							tɕʰ ɜ ɾ p ɑ
1529-7							tɕ u
1175-7							ɾ ɜ m d o
383-7							s̪ i ɑ
820-7							l o k
1636-7							ʈ j u ŋ
1331-7							ɾ d ɑ
1097-7							l ɑ m
1223-7							tɕ ɜ ŋ ɑ
592-7							ŋ ɑ
1290-7							d̪ u t̪ p ɑ
669-7							s̪ ɛ ɑ
1472-7							s̪ t̪ ɑ k s̪ i
788-7							l o ŋ ɑ
1191-7							ɾ ɑ m p ɑ
626-7							h ɑ n̪ d o q
844-7							ɑ m
879-7							tɕ ɑ
1151-7							pʰ r̪ ɜ s̪
1119-7							ɑ l u
365-7							s̪ ŋ ɑ o m ɑ
1480-7							j u ŋ
653-7							s̪ g o k p ɑ
1081-7							kʰ o ŋ
1448-7							pʰ ɑ m ɑ n̪
1029-7							ɾ ɑ ɾ
863-7							s̪ ɑ
539-7							d̪ i ɑ
610-7							ŋ ɑ
350-7							h ɜ ŋ d o
871-7							õ m ɑ
734-7							ɾ s̪ ɑ
431-7							kʰ i
1298-7							l u o
929-7							t̪ʰ ɜ ŋ i
1315-7							ts̪ ɑ s̪ k ɜ ŋ
964-7							ɑ n̪ d ɜ q p
836-7							ŋ i
1644-7							pʰ u s̪ i ŋ
547-7							ɜ t̪ ɜ
1048-7							g ɜ k ɜ
1692-7							n̪ o ŋ o
1306-7							pʰ u
405-7							g o ŋ o
294-7							pʰ u
661-7							g o ŋ o
413-7							tɕʰ ɑ k
996-7							d̪ e ŋ
1012-7							ʈ o b ɜ o
181-7							pʰ pʰ i k o
1660-7							g o n̪ d o
1440-7							d̪ ɑ i ŋ
1652-7							l o
1037-7							s̪ i ŋ m ɑ
677-7							l ɑ x m o
1561-7							ɕ ɛ ɑ p ɑ
447-7							s̪ k ɜ m p o
828-7							j i ŋ m o
1247-7							tɕ ɜ t̪
391-7							pʰ r̪ ɑ n̪ m o
972-7							ȵ i m o o
531-7							d̪ ɜ q ɑ i ŋ
253-7							tɕ o ŋ o
1282-7							ts̪ u n̪ o
812-7							j ɑ ŋ m o
245-7							t̪ʰ u ɾ l
1609-7							pʰ ɑ ɾ p o
261-7							tɕʰ ɑ q p o
1143-7							ŋ ɑ ɾ o
