COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
964-2		m i n̪ d ɜ x					
836-2		m i					
1644-2		b u s̪ t̪ r̪ i ŋ					
547-2		ɑ t̪ ɑ					
1048-2		kʰ ɜ k ɑ					
1692-2		b o n̪ o					
1306-2		b u					
405-2		b o ŋ o					
709-3			g o o				
522-3			ɾ r̪ g d o ŋ				
514-3			m ɪ k				
464-3			ɕ n̪ ɑ				
1020-3			s̪ n̪ ɜ m s̪ u l				
1355-3			s̪ o				
1464-3			l̪ tɕ e				
302-3			pʰ r̪ ɜ ŋ				
237-3			l̪ t̪ ɑ				
205-3			pʰ r̪ ɜ q ɜ				
1089-3			l ɜ q i l				
804-3			k ɑ̃ m ɜ				
1263-3			b ɜ x s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			ɕ ȵ ɪ ŋ				
269-3			g r̪ ɜ q				
1512-3			ɕ tɕ ɪ n̪				
555-3			β gʲ ɜ q p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			pʰ r̪ ɜ x m ɜ				
1106-3			b u				
693-3			h ɜ t̪ o m ɑ				
221-3			s̪ t̪ ɜ r̪ e				
1199-3			t̪ʰ ɜ q p ɑ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l̪ o t̪				
1273-3			s̪ n̪ ɜ m				
1323-3			s̪ k ɜ m ɜ				
1127-3			tɕʰ ɜ ɕ ɜ				
1529-3			tɕ u				
1175-3			ɾ gʲ ɜ m d o				
383-3			s̪ i l				
820-3			l o k				
1636-3			r̪ u ŋ				
1331-3			ʊ ɾ ɑ				
1097-3			l ɜ m				
1223-3			b ɜ ŋ ɑ				
592-3			m e				
1290-3			t̪ʰ u t̪ p ɜ				
669-3			s̪ ɛ ɾ				
1472-3			s̪ t̪ ɜ q ʑ i				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɜ n̪ d o q				
844-3			ɑ m				
879-3			tɕ ɑ				
1151-3			pʰ r̪ ɜ s̪				
1119-3			ɑ l u				
365-3			s̪ ȵ ĩ m ɜ				
1480-3			j u ŋ				
653-3			s̪ g o q p ɜ				
1081-3			tθʰ o ŋ				
1448-3			b ɑ r̪ ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɑ				
539-3			tθʰ ɪ l				
610-3			ŋ ɑ				
350-3			b ɜ ŋ o				
871-3			o ɑ				
734-3			ɾ m ɑ				
431-3			kʰ i				
1298-3			ɾ b u l				
929-3			t̪ʰ ɜ ŋ d i				
1315-3			t̪ʰ ɑ x s̪ k ɜ n̪				
964-3			m ĩ n̪ d ɜ m				
836-3			m i				
1644-3			pʰ r̪ u s̪ t̪ r̪ i ŋ				
547-3			ɜ t̪ e				
1048-3			k ɜ k ɜ				
1692-3			s̪ o m o				
1306-3			b u				
405-3			b o ŋ o				
709-4				kʰ o o			
522-4				ɜ d o ŋ			
514-4				m ɪ k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ ɜ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ tɕ ɑ			
302-4				p r̪ ɜ ŋ			
237-4				l̪ t̪ ɑ ɑ			
205-4				p r̪ ɜ q p ɜ			
1089-4				l ɜ q d ɜ l			
804-4				g ɑ̃ ŋ m ɜ			
1263-4				b ɜ x s̪ p ɜ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ ȵ i ŋ			
269-4				ʑ ɜ q			
1512-4				l̪ tɕ i n̪			
555-4				k ɜ k p ɜ			
751-4				n̪ ɑ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				ɜ x m ɜ			
1106-4				b u			
693-4				h ɜ t̪ o r̪ ɑ			
221-4				s̪ t̪ ɑ r̪ e			
1199-4				t̪ʰ ɜ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l̪ tθʰ o t̪			
1273-4				s̪ n̪ ɑ m			
1323-4				s̪ k ɜ r̪ m ɑ			
1127-4				tɕʰ ɜ r̪ ɸ ɑ			
1529-4				tɕ u			
1175-4				ɾ gʲ ɑ m o			
383-4				s̪ i l			
820-4				l o k			
1636-4				l u ŋ			
1331-4				ʊ ɾ m ɑ			
1097-4				l ɜ m			
1223-4				b ɑ ŋ ɑ			
592-4				m ɜ			
1290-4				d̪ u t̪ p ɜ			
669-4				s̪ ɛ ɾ			
1472-4				s̪ t̪ ɜ q ʑ i			
788-4				l o ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m i n̪ d o q			
844-4				ɑ m			
879-4				tɕ ɑ			
1151-4				pʰ r̪ ɜ s̪			
1119-4				ɑ l u			
365-4				s̪ ȵ ɛ r̪ m ɜ			
1480-4				j u ŋ			
653-4				z̪ g o k p ɜ			
1081-4				tθʰ o ŋ			
1448-4				p ɑ ɣ ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				tθʰ ɪ l			
610-4				ŋ ɑ			
350-4				b ɜ ŋ o			
871-4				o ŋ ɑ			
734-4				ɾ ɑ			
431-4				kʰ i			
1298-4				o p u l			
929-4				t̪ʰ ɜ ŋ k i			
1315-4				t̪ʰ ɜ x s̪ k ɜ n̪			
964-4				m i n̪ t̪ ɜ x			
836-4				m i			
1644-4				pʰ u s̪ t̪ r̪ i ŋ			
547-4				ɑ t̪ ɑ			
1048-4				k ɜ k ɜ			
1692-4				b o n̪ o			
1306-4				p l̥ u			
405-4				b o ŋ o			
709-5					g o o		
522-5					o r̪ d o ŋ		
514-5					m i k		
464-5					ɜ n̪ ɑ		
1020-5					n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕ ɜ		
302-5					p r̪ ɜ ŋ		
237-5					l̪ t̪ r̪ ɑ		
205-5					p r̪ ɜ q p ɜ		
1089-5					l ɜ q d i l		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x s̪ p ɜ		
286-5					ɾ u s̪ p ɜ		
717-5					ȵ̊ i ŋ		
269-5					ʑ ɜ q		
1512-5					l̪ tɕ i n̪		
555-5					β gʲ ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ ɪ ŋ		
320-5					pʰ l ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ t̪ o r̪ ɑ		
221-5					s̪ t̪ ɜ r̪ ɛ		
1199-5					t̪ʰ ɑ q p ɜ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l̪ t̪ o t̪		
1273-5					s̪ n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ ɸ ɜ		
1529-5					tɕ u		
1175-5					ɾ gʲ ɛ m o		
383-5					x s̪ ɪ l		
820-5					l o k		
1636-5					x r̪ u ŋ		
1331-5					ɑ ɾ d l ɑ		
1097-5					l ɜ m		
1223-5					b ɜ ŋ ɑ		
592-5					m ɜ		
1290-5					d̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɑ k ʑ i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					p r̪ ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ ȵ̊ ɛ r̪ m ɜ		
1480-5					j u ŋ		
653-5					s̪ g o k p ɜ		
1081-5					tθʰ o ŋ		
1448-5					p ɑ x ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɜ		
539-5					tθʰ ɪ l		
610-5					ŋ ɑ		
350-5					b ɜ ŋ o		
871-5					o ŋ ɑ		
734-5					ɾ ɣ ɑ		
431-5					kʰ i		
1298-5					ʊ ɾ b u l		
929-5					t̪ʰ ɜ ŋ k e		
1315-5					t̪ʰ ɑ k s̪ k ɜ n̪		
964-5					m ɪ n̪ t̪ ɜ x		
836-5					m i		
1644-5					pʰ u s̪ t̪ r̪ i ŋ		
547-5					ɜ t̪ ɜ		
1048-5					k ɜ k ɜ		
1692-5					b o ŋ o		
1306-5					p l̥ u		
405-5					b o ŋ o		
709-6						g o o	
522-6						ɜ ɾ s̪ d o ŋ	
514-6						m i k	
464-6						s̪ n̪ ɜ	
1020-6						s̪ n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ tɕ e	
302-6						b r̪ ɜ ŋ	
237-6						l̪ t̪ ŋ ɑ	
205-6						p r̪ ɜ q p ɜ	
1089-6						l ɜ q t̪ ɪ l	
804-6						g ɑ ŋ m ɜ	
1263-6						pʰ ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ ȵ i ŋ	
269-6						ʑ ɜ q	
1512-6						l̪ tɕ i n̪	
555-6						k ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						pʰ ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ t̪ o ɾ ɜ	
221-6						s̪ t̪ ɜ ɾ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l̪ t̪ o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ ɸ ɜ	
1529-6						tɕ u	
1175-6						ɾ gʲ ɛ m b o	
383-6						b s̪ ɪ l	
820-6						l o k	
1636-6						r̪ u ŋ	
1331-6						ɾ d ɜ ɑ	
1097-6						l ɜ m	
1223-6						b ɜ ŋ ɜ	
592-6						m ɜ	
1290-6						d̪ u t̪ p ɜ	
669-6						x s̪ ɛ ɾ	
1472-6						s̪ t̪ ɜ l ʑ i	
788-6						l o ŋ ɜ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɪ n̪ d o q	
844-6						ɑ m	
879-6						tɕ ɜ	
1151-6						b r̪ ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ȵ ɛ r̪ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						tθʰ o ŋ	
1448-6						p ɑ ɣ ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɜ	
539-6						tθʰ ɪ l	
610-6						ŋ ɜ	
350-6						b ɜ ŋ o	
871-6						o ŋ ɜ	
734-6						ɾ ŋ ɑ	
431-6						kʰ i	
1298-6						o ɾ b u l	
929-6						ts̪ ɜ ŋ k i	
1315-6						t̪ʰ ɜ k s̪ k ɜ n̪	
964-6						m i n̪ t̪ ɜ ŋ s̪	
836-6						m i	
1644-6						pʰ u s̪ t̪ r̪ i ŋ	
547-6						l̪ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						b o ŋ o	
1306-6						p l̥ u	
405-6						b o ŋ o	
709-7							g o o
522-7							l ʊ d o ŋ
514-7							ʑ i k
464-7							s̪ ŋ ɑ
1020-7							s̪ n̪ ɜ m s̪ u ɑ
1355-7							s̪ o
1464-7							l tɕ ɜ
302-7							pʰ r̪ ɜ ŋ
237-7							l̪ t̪ ɑ
205-7							pʰ r̪ ɑ q p ɜ
1089-7							l ɑ q d i ɑ
804-7							k ɜ ŋ m ɜ
1263-7							pʰ ɑ s̪ p ɑ
286-7							ɾ u s̪ p ɑ
717-7							s̪ ŋ i ŋ
269-7							g ɜ q
1512-7							ɾ tɕ i n̪
555-7							gʲ ɜ k p ɜ
751-7							n̪ ɜ ŋ
439-7							ɾ g o
601-7							ɕ i ŋ
320-7							pʰ ɜ x m ɜ
1106-7							pʰ u l
693-7							ɜ t̪ʰ o ɾ̥ ɑ
221-7							s̪ t̪ ɜ ɾ̥ ɑ
1199-7							t̪ʰ ɜ q p ɑ
1424-7							s̪ k u t̪ b ɑ
904-7							l̪ t̪ o t̪
1273-7							s̪ n̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɑ
1127-7							tɕʰ ɜ r̪ p ɑ
1529-7							tɕ u
1175-7							ɾ ɜ m d o
383-7							pʰ s̪ i ɑ
820-7							l oˑ k
1636-7							s̪ r̪ u ŋ
1331-7							ɾ d ɑ
1097-7							l ɜ m
1223-7							b ɜ ŋ ɑ
592-7							m ɑ
1290-7							d̪ u t̪ p ɑ
669-7							s̪ ɛ ɾ
1472-7							s̪ t̪ ɑ k s̪ i
788-7							l oˑ ŋ ɑ
1191-7							ɾ ɜ m p ɑ
626-7							h ɑ n̪ d o q
844-7							ɑ m
879-7							tɕ ɑ
1151-7							pʰ r̪ ɜ s̪
1119-7							ɑ l u
365-7							s̪ ŋ ɑ r̪ m ɜ
1480-7							j u ŋ
653-7							s̪ g o k p ɑ
1081-7							kʰ o ŋ
1448-7							pʰ ɑ m ɜ n̪
1029-7							m ɑ ɾ
863-7							s̪ ɑ
539-7							d̪ i ɑ
610-7							ŋ ɑ
350-7							b ɜ ŋ b o
871-7							õ m ɑ
734-7							ɾ ɑ
431-7							kʰ i
1298-7							l ɾ b u o
929-7							ts̪ ɜ ŋ i
1315-7							d̪ ɑ s̪ k ɜ n̪
964-7							i n̪ d ɜ m s̪
836-7							m i
1644-7							pʰ u s̪ t̪ i ŋ
547-7							ɜ t̪ ɜ
1048-7							k ɜ k ɑ
1692-7							b o ŋ o
1306-7							pʰ u
405-7							b o ŋ o
